
[00:00:00.000 --> 00:00:03.800]  各位大英姐妹 各位朋友
[00:00:03.800 --> 00:00:06.880]  不知你有沒有遇見過
[00:00:06.880 --> 00:00:11.840]  不公平 不公義的事情
[00:00:11.840 --> 00:00:13.960]  沒有的話請你們舉手
[00:00:13.960 --> 00:00:16.320]  沒有嘛 是吧
[00:00:16.320 --> 00:00:19.280]  就算在家裡
[00:00:19.280 --> 00:00:23.120]  也有很多不公道的事情 是不是
[00:00:23.120 --> 00:00:29.040]  甚麼叫做公義 公道 公平
[00:00:30.880 --> 00:00:32.120]  是是非非的
[00:00:32.120 --> 00:00:36.080]  今天香港的社會
[00:00:36.080 --> 00:00:40.320]  你承認也好 不承認也好
[00:00:40.320 --> 00:00:44.040]  是一個霸權處處的社會
[00:00:44.040 --> 00:00:47.320]  最近吃雲吞麵
[00:00:47.320 --> 00:00:50.800]  隔一兩個月去一次
[00:00:50.800 --> 00:00:52.600]  價錢也高了
[00:00:52.600 --> 00:00:56.120]  你去茶餐廳 那個茶餐
[00:00:57.040 --> 00:01:00.160]  很新鮮的那些都三十塊錢了
[00:01:00.160 --> 00:01:03.120]  為甚麼呢
[00:01:03.120 --> 00:01:06.040]  薪金貴了
[00:01:06.040 --> 00:01:09.040]  有這個最低工資
[00:01:09.040 --> 00:01:12.320]  最低工資其實都是一個
[00:01:12.320 --> 00:01:17.720]  希望是一個較為公平的做法
[00:01:17.720 --> 00:01:21.600]  但是有了最低工資
[00:01:21.600 --> 00:01:24.040]  老闆又要加價了 是不是
[00:01:24.040 --> 00:01:27.000]  對我們茶客又好像不是很公平
[00:01:28.040 --> 00:01:31.040]  當然 地產霸權
[00:01:31.040 --> 00:01:33.720]  有一本書很厚的
[00:01:33.720 --> 00:01:35.720]  就講地產霸權
[00:01:35.720 --> 00:01:41.000]  香港人很受困擾
[00:01:41.000 --> 00:01:43.200]  政府的統計呢
[00:01:43.200 --> 00:01:45.600]  住在劏房的都有十幾萬
[00:01:45.600 --> 00:01:48.560]  劏房貴過豪宅
[00:01:48.560 --> 00:01:51.800]  尺格計 公不公平
[00:01:55.600 --> 00:01:57.240]  如果在七零年代
[00:01:57.240 --> 00:01:58.880]  八零年代
[00:01:58.880 --> 00:02:02.400]  你讀完中學
[00:02:02.400 --> 00:02:05.600]  或者你讀完漁科
[00:02:05.600 --> 00:02:08.080]  當然你讀完大學最好
[00:02:08.080 --> 00:02:10.600]  你出來三兩年之後
[00:02:10.600 --> 00:02:14.520]  你勤力一點你都可以供一間屋子
[00:02:14.520 --> 00:02:16.680]  但是現在
[00:02:16.680 --> 00:02:19.120]  對你來說是
[00:02:19.120 --> 00:02:22.640]  遙不可及的一個目標
[00:02:22.640 --> 00:02:25.560]  為甚麼會這樣呢
[00:02:26.600 --> 00:02:28.600]  你怎樣反應呢
[00:02:28.600 --> 00:02:32.600]  今年六四
[00:02:32.600 --> 00:02:35.600]  我不知道你有沒有去維園
[00:02:35.600 --> 00:02:38.600]  你說已經這麼久了
[00:02:38.600 --> 00:02:41.600]  都沒有用的
[00:02:41.600 --> 00:02:44.600]  但是你在螢光裡面
[00:02:44.600 --> 00:02:46.600]  你都看到那
[00:02:46.600 --> 00:02:49.600]  無論十萬也好 十幾萬也好 幾萬也好
[00:02:49.600 --> 00:02:51.600]  有這麼多的人
[00:02:51.600 --> 00:02:54.600]  揮動他們那支燭光
[00:02:55.600 --> 00:02:57.600]  是代表甚麼呢
[00:02:57.600 --> 00:03:00.600]  他們覺得
[00:03:00.600 --> 00:03:05.600]  鎮壓 屠殺 學生
[00:03:05.600 --> 00:03:07.600]  甚麼理由都好
[00:03:07.600 --> 00:03:11.600]  都是一件不義的事情
[00:03:11.600 --> 00:03:16.600]  我每一次看見天安門的母親
[00:03:16.600 --> 00:03:19.600]  提起他們
[00:03:19.600 --> 00:03:23.600]  作為父母的
[00:03:25.600 --> 00:03:27.600]  你不能夠不難過
[00:03:27.600 --> 00:03:35.600]  香港人
[00:03:35.600 --> 00:03:40.600]  維持這個見證是很重要
[00:03:40.600 --> 00:03:47.600]  今天我和大家思想的題目
[00:03:47.600 --> 00:03:50.600]  是耶穌說的話
[00:03:50.600 --> 00:03:54.600]  你們要思求他的國
[00:03:55.600 --> 00:03:57.600]  和他的義
[00:03:57.600 --> 00:04:01.600]  這個金句大家都耳熟能詳
[00:04:01.600 --> 00:04:03.600]  上個禮拜荒牧師
[00:04:03.600 --> 00:04:05.600]  說到
[00:04:05.600 --> 00:04:08.600]  聖經所說的
[00:04:08.600 --> 00:04:09.600]  自由
[00:04:09.600 --> 00:04:13.600]  民主 人權等等的問題
[00:04:13.600 --> 00:04:16.600]  我們都要唱我們所有的詩歌
[00:04:16.600 --> 00:04:18.600]  好不好我們先唱一次
[00:04:18.600 --> 00:04:21.600]  我們先聽詩琴那一次
[00:04:21.600 --> 00:04:23.600]  就是在第十
[00:04:25.600 --> 00:04:26.600]  是第九頁
[00:04:26.600 --> 00:04:30.600]  這一次聖經雖然很熟
[00:04:30.600 --> 00:04:33.600]  但是
[00:04:33.600 --> 00:04:36.600]  你今天聽到的時候你要留心
[00:04:36.600 --> 00:04:39.600]  因為我今天所說的
[00:04:39.600 --> 00:04:42.600]  是很大的負擔
[00:04:42.600 --> 00:04:46.600]  可能會將你以前所聽過的
[00:04:46.600 --> 00:04:48.600]  是要重新反省
[00:04:48.600 --> 00:04:49.600]  重新思考
[00:04:49.600 --> 00:04:51.600]  請詩琴先彈一次
[00:04:56.600 --> 00:04:57.600]  (詩曲)
[00:05:25.600 --> 00:05:27.600]  阿彌陀佛
[00:05:27.600 --> 00:05:34.600]  這世人世世都要感恩的福
[00:05:34.600 --> 00:05:37.600]  阿彌陀佛
[00:05:37.600 --> 00:05:39.600]  阿彌陀佛
[00:05:39.600 --> 00:05:42.600]  阿彌陀佛
[00:05:42.600 --> 00:05:48.600]  阿彌陀佛
[00:05:48.600 --> 00:05:54.600]  阿彌陀佛
[00:05:55.600 --> 00:05:56.600]  阿彌陀佛
[00:05:56.600 --> 00:05:58.600]  阿彌陀佛
[00:05:58.600 --> 00:06:00.600]  阿彌陀佛
[00:06:00.600 --> 00:06:02.600]  阿彌陀佛
[00:06:02.600 --> 00:06:03.600]  阿彌陀佛
[00:06:03.600 --> 00:06:09.600]  這世人世世都要感恩的福
[00:06:09.600 --> 00:06:11.600]  阿彌陀佛
[00:06:11.600 --> 00:06:13.600]  阿彌陀佛
[00:06:13.600 --> 00:06:15.600]  阿彌陀佛
[00:06:15.600 --> 00:06:17.600]  阿彌陀佛
[00:06:17.600 --> 00:06:19.600]  阿彌陀佛
[00:06:19.600 --> 00:06:21.600]  阿彌陀佛
[00:06:21.600 --> 00:06:23.600]  阿彌陀佛
[00:06:24.600 --> 00:06:25.600]  阿彌陀佛
[00:06:25.600 --> 00:06:27.600]  阿彌陀佛
[00:06:55.600 --> 00:06:57.600]  個個月有糧出
[00:06:57.600 --> 00:07:02.600]  你出街空氣是新鮮的
[00:07:02.600 --> 00:07:04.600]  不會污染的
[00:07:04.600 --> 00:07:06.600]  你出街是安全的
[00:07:06.600 --> 00:07:08.600]  晚上十二點鐘
[00:07:08.600 --> 00:07:10.600]  香港是相對安全
[00:07:10.600 --> 00:07:14.600]  但是仍然有些地方不是很安全
[00:07:14.600 --> 00:07:17.600]  這些東西
[00:07:17.600 --> 00:07:22.600]  不是自然就有的
[00:07:23.600 --> 00:07:24.600]  耶穌在這裡說
[00:07:24.600 --> 00:07:31.600]  你們要先求他的國和他的兒
[00:07:31.600 --> 00:07:35.600]  那個是一個先決的條件
[00:07:35.600 --> 00:07:39.600]  在這裡耶穌說
[00:07:39.600 --> 00:07:40.600]  你們
[00:07:40.600 --> 00:07:41.600]  你們是誰
[00:07:41.600 --> 00:07:44.600]  如果大家知道
[00:07:44.600 --> 00:07:47.600]  這裡是瑪達福音第六章三十三節
[00:07:47.600 --> 00:07:51.600]  瑪達福音五到七節是耶穌的登山部分
[00:07:51.600 --> 00:07:53.600]  耶穌是對著很多很多人
[00:07:53.600 --> 00:07:57.600]  是說這個訊息
[00:07:57.600 --> 00:08:00.600]  是耶穌的天國的訊息
[00:08:00.600 --> 00:08:02.600]  很重要的
[00:08:02.600 --> 00:08:05.600]  當然特別對那些願意跟隨他的人
[00:08:05.600 --> 00:08:07.600]  你聽了之後
[00:08:07.600 --> 00:08:08.600]  是這麼說
[00:08:08.600 --> 00:08:09.600]  那就走了
[00:08:09.600 --> 00:08:11.600]  或者說
[00:08:11.600 --> 00:08:12.600]  耶穌說的
[00:08:12.600 --> 00:08:14.600]  都不實際的
[00:08:14.600 --> 00:08:18.600]  先求神的國和神的兒
[00:08:18.600 --> 00:08:19.600]  神的國
[00:08:19.600 --> 00:08:20.600]  好像虛無縹緲
[00:08:21.600 --> 00:08:22.600]  神的兒
[00:08:22.600 --> 00:08:24.600]  也好像非常抽象
[00:08:24.600 --> 00:08:26.600]  很難的
[00:08:26.600 --> 00:08:27.600]  在現實裡面
[00:08:27.600 --> 00:08:29.600]  但是
[00:08:29.600 --> 00:08:31.600]  耶穌在這裡說的
[00:08:31.600 --> 00:08:33.600]  如果你真心信靠主耶穌
[00:08:33.600 --> 00:08:35.600]  你就要留心聽
[00:08:35.600 --> 00:08:37.600]  你們
[00:08:37.600 --> 00:08:39.600]  包括你和我
[00:08:39.600 --> 00:08:44.600]  要先求他的國和他的兒
