
[00:00:00.000 --> 00:00:04.360]  我們會繼續講到鐵撒羅尼加前書
[00:00:04.360 --> 00:00:07.160]  最後一章 第五章
[00:00:07.160 --> 00:00:10.680]  二十三至二十八節
[00:00:10.680 --> 00:00:15.120]  我的題目是「願神賜福給你們」
[00:00:15.120 --> 00:00:18.920]  這段經文很短 二十三至二十八節
[00:00:18.920 --> 00:00:21.720]  我們一齊讀出
[00:00:21.720 --> 00:00:27.160]  「願至平安的神親自使你們傳言成性
[00:00:27.160 --> 00:00:32.400]  又願你們的靈與魂與身子得蒙保守
[00:00:32.400 --> 00:00:36.040]  在我主耶穌基督降臨的時候
[00:00:36.040 --> 00:00:38.440]  完全無可指責
[00:00:38.440 --> 00:00:41.760]  那照你們的本事信實的
[00:00:41.760 --> 00:00:44.600]  他必成就者事
[00:00:44.600 --> 00:00:47.720]  請弟兄們為我們禱告
[00:00:47.720 --> 00:00:50.640]  與眾弟兄親嘴問安
[00:00:50.640 --> 00:00:53.400]  無要成結
[00:00:53.400 --> 00:00:55.280]  主祝福你們
[00:00:55.280 --> 00:00:59.720]  要把這信念給眾弟兄聽
[00:00:59.720 --> 00:01:02.360]  願我主耶穌基督的恩
[00:01:02.360 --> 00:01:07.080]  常與你們同在」
[00:01:07.080 --> 00:01:11.080]  這幾節的經文很簡單
[00:01:11.080 --> 00:01:14.640]  也是保羅在書信的結尾
[00:01:14.640 --> 00:01:16.280]  作為一個結束
[00:01:16.280 --> 00:01:20.800]  有一個討願
[00:01:20.800 --> 00:01:26.000]  用一個討文去願望這群信徒
[00:01:26.000 --> 00:01:29.440]  「願平安的神使他們傳言成性」
[00:01:29.440 --> 00:01:31.320]  然後又說到
[00:01:31.320 --> 00:01:34.800]  在一個群體裏面一個很重要的屬靈操練
[00:01:34.800 --> 00:01:37.560]  我們彼此的代禱 代求
[00:01:37.560 --> 00:01:42.280]  我們問安 甚至要讀出保羅的書信
[00:01:42.280 --> 00:01:45.600]  最後就是主的恩與你們同在
[00:01:45.600 --> 00:01:48.760]  「盼望我們今早崇拜的時候
[00:01:48.760 --> 00:01:51.520]  我們能夠得著神的賜福
[00:01:51.520 --> 00:01:56.680]  也是謹記當中很重要的訊息」
[00:01:56.680 --> 00:02:00.600]  在這些年多的疫情裏面
[00:02:00.600 --> 00:02:04.120]  其實很多時候我們都會彼此祝福
[00:02:04.120 --> 00:02:06.400]  我相信聽得最多的就是
[00:02:06.400 --> 00:02:08.760]  「祝你百毒不侵」
[00:02:08.760 --> 00:02:11.480]  又或者最多的就是
[00:02:11.480 --> 00:02:14.640]  「大家身體健康」
[00:02:14.640 --> 00:02:17.680]  我相信在這個疫情期間
[00:02:17.680 --> 00:02:23.880]  每一天我們都需要抖擻精神
[00:02:23.880 --> 00:02:27.280]  繼續彼此鼓勵和祝福
[00:02:27.280 --> 00:02:32.160]  最近都有一些聚會去送別一些弟兄姊妹
[00:02:32.160 --> 00:02:36.640]  在這些聚會裏面都同樣有很多祝福說話
[00:02:36.640 --> 00:02:41.800]  「希望你平安 抵保」等等
[00:02:41.800 --> 00:02:43.640]  有一句說話是這樣說的
[00:02:43.640 --> 00:02:45.840]  「你有你的路 我有我的路
[00:02:45.840 --> 00:02:49.360]  但忘不了我們在一起的朝朝暮暮
[00:02:49.360 --> 00:02:52.880]  無論路途多遙遠 無論天涯海角
[00:02:52.880 --> 00:02:57.880]  請別忘記我送你最衷心的祝福」
[00:02:57.880 --> 00:02:59.360]  可能在我們的生日
[00:02:59.360 --> 00:03:03.400]  又或者很多不同的節慶裏面
[00:03:03.400 --> 00:03:06.440]  我們都是互相的來去祝福
[00:03:06.440 --> 00:03:08.000]  很多的祝福語
[00:03:08.000 --> 00:03:09.800]  網絡上都同樣的
[00:03:09.800 --> 00:03:11.000]  「你不懂得說祝福嗎?」
[00:03:11.000 --> 00:03:15.840]  很多祝福的說話可以給你參考
[00:03:15.840 --> 00:03:21.000]  保羅除了在羅馬書用頌讚來結束之外
[00:03:21.000 --> 00:03:25.960]  保羅書信通常都是以祝福來結束
[00:03:25.960 --> 00:03:30.320]  我們看看祝福的內容
[00:03:30.320 --> 00:03:34.760]  其實這段經文五章二十三至二十八節
[00:03:34.760 --> 00:03:42.960]  有很多地方和上文三章十一至十三節很相似
[00:03:42.960 --> 00:03:47.440]  譬如說到「神」、「誠性」
[00:03:47.440 --> 00:03:49.720]  「主耶穌基督降臨的時候」
[00:03:49.720 --> 00:03:53.880]  「無可指責」都是「誠性」的意思
[00:03:53.880 --> 00:03:58.880]  「問安禱告」其實說到群體裏面彼此的相愛
[00:03:58.880 --> 00:04:00.680]  彼此的關愛
[00:04:00.680 --> 00:04:02.360]  主耶穌基督
[00:04:02.360 --> 00:04:06.000]  我們看看三章的十一至十三節
[00:04:06.000 --> 00:04:08.040]  同樣都是「神」
[00:04:08.040 --> 00:04:10.360]  我們的主耶穌並列
[00:04:10.360 --> 00:04:16.800]  彼此相愛的三愛眾人的三愛你們一樣
[00:04:16.800 --> 00:04:21.080]  「當我們主耶穌和他眾聖徒來的時候」
[00:04:21.080 --> 00:04:24.960]  說到末世的盼望
[00:04:24.960 --> 00:04:26.960]  「聖潔無可責備」
[00:04:26.960 --> 00:04:31.000]  這些祝願的說話很相似
[00:04:31.000 --> 00:04:39.360]  相似的地方都是這一種說話
[00:04:39.360 --> 00:04:41.320]  只是二十三節
[00:04:41.320 --> 00:04:45.320]  我們看到非常豐富的經文
[00:04:45.320 --> 00:04:51.840]  這個祝願或討願是以「賜平安的神」開始
[00:04:51.840 --> 00:04:54.360]  「願賜平安的神」
[00:04:54.360 --> 00:04:56.640]  「親」字
[00:04:56.640 --> 00:05:01.120]  唯有亦只有「神」
[00:05:01.120 --> 00:05:06.080]  才可以將真正的平安賜給我們
[00:05:06.080 --> 00:05:09.280]  就像剛才詩班所唱的那首詩
[00:05:09.280 --> 00:05:10.480]  為甚麼呢?
[00:05:10.480 --> 00:05:14.640]  因為這是「神」的屬性
[00:05:14.640 --> 00:05:18.360]  「神」的名稱叫做「和平的君」
[00:05:18.360 --> 00:05:21.440]  是吧?以創下書所說的
[00:05:21.440 --> 00:05:22.800]  「平安」
[00:05:22.800 --> 00:05:24.320]  「Shalom」
[00:05:24.320 --> 00:05:26.080]  這個希伯來字
[00:05:26.080 --> 00:05:28.200]  在今天的以色列
[00:05:28.200 --> 00:05:31.200]  其實都是用「Shalom」這個字
[00:05:31.200 --> 00:05:33.560]  來彼此問候
[00:05:33.560 --> 00:05:37.720]  猶太人對「平安」「Shalom」這個理解
[00:05:37.720 --> 00:05:39.720]  不像我們中文「平安」
[00:05:39.720 --> 00:05:42.360]  「出入平安」、「無穿無爛」
[00:05:42.360 --> 00:05:44.360]  總之各樣都好
[00:05:44.360 --> 00:05:47.280]  不是這麼簡單的
[00:05:47.280 --> 00:05:52.800]  它的意思是完全的模糊
[00:05:52.800 --> 00:05:57.400]  「Shalom」不只是指心裡平靜
[00:05:57.400 --> 00:05:59.720]  內在有滿足感這麼簡單
[00:05:59.720 --> 00:06:02.280]  而是指一個人
[00:06:02.280 --> 00:06:04.000]  整全的
[00:06:04.000 --> 00:06:09.240]  跟自己、跟人、跟神、跟萬物
[00:06:09.240 --> 00:06:13.240]  在各方面都是模糊的境況
[00:06:13.240 --> 00:06:16.760]  「Shalom」不只是混亂的相反
[00:06:16.760 --> 00:06:20.520]  它包含了被永生神
[00:06:20.520 --> 00:06:27.480]  祝福的豐盛和充滿活力的生命
[00:06:27.480 --> 00:06:28.600]  所以今天
[00:06:28.600 --> 00:06:31.760]  弟兄姊妹我們有沒有得著這一份
[00:06:31.760 --> 00:06:32.720]  「Shalom」
[00:06:32.720 --> 00:06:36.920]  這一份這麼整全的「平安」呢?
[00:06:36.920 --> 00:06:38.920]  這麼豐盛的「平安」
[00:06:38.920 --> 00:06:41.160]  這麼有活力的生命呢?
[00:06:41.160 --> 00:06:45.280]  神是萬物和人類一切幸福的源頭
[00:06:45.280 --> 00:06:47.680]  所以「Shalom」這個意思
[00:06:47.680 --> 00:06:50.560]  真的很豐富
[00:06:50.560 --> 00:06:52.400]  賜平安的神
[00:06:52.400 --> 00:06:54.680]  跟傳言、成性
[00:06:54.680 --> 00:06:56.880]  或者成性之間
[00:06:56.880 --> 00:07:00.120]  有什麼關係呢?
[00:07:00.120 --> 00:07:02.240]  當我們相信耶穌
[00:07:02.240 --> 00:07:05.440]  接受救恩的時候
[00:07:05.440 --> 00:07:09.360]  就開始走上成性的路上
[00:07:09.360 --> 00:07:12.320]  去經歷與神有平安
[00:07:12.320 --> 00:07:15.000]  就是與神有和好
[00:07:15.000 --> 00:07:16.520]  與人和睦
[00:07:16.520 --> 00:07:17.960]  同人有一個平安
[00:07:17.960 --> 00:07:20.720]  與人和睦其實都是一個字
[00:07:20.720 --> 00:07:21.600]  與己
[00:07:21.600 --> 00:07:24.520]  我們自己心裏面有平安
[00:07:24.520 --> 00:07:25.920]  與世界萬物
[00:07:25.920 --> 00:07:29.360]  我們都能夠有一個和平的關係
[00:07:29.360 --> 00:07:31.680]  這個就是今天
[00:07:31.680 --> 00:07:36.240]  你們在大堂後面看到的這個標誌
[00:07:36.240 --> 00:07:41.520]  就是教會今年、明年和後年的主題
[00:07:41.520 --> 00:07:42.880]  今年的主題是
[00:07:42.880 --> 00:07:45.840]  「基督是主」
[00:07:45.840 --> 00:07:47.800]  「與神結連」
[00:07:47.800 --> 00:07:50.560]  所以我們每一個頂節目都要與神結連
[00:07:50.560 --> 00:07:52.920]  我們透過我們的禱告生活
[00:07:52.920 --> 00:07:54.120]  我們的讀經
[00:07:54.120 --> 00:07:56.200]  我們學習聖經
[00:07:56.200 --> 00:07:58.000]  我們去敬拜
[00:07:58.000 --> 00:08:00.600]  否則很容易我們跟神失聯
[00:08:00.600 --> 00:08:01.760]  就跳濟了
[00:08:01.760 --> 00:08:04.600]  黑光了
[00:08:04.600 --> 00:08:06.720]  明年是「基督是主」
[00:08:06.720 --> 00:08:08.800]  「與己、與人結連」
[00:08:08.800 --> 00:08:11.760]  再下一年就是「基督是主」
[00:08:11.760 --> 00:08:14.720]  「與世界萬物結連」
[00:08:14.720 --> 00:08:16.200]  這一節的經文
[00:08:16.200 --> 00:08:21.440]  我們也看到一個交叉平衡的結構
[00:08:21.440 --> 00:08:24.200]  這個結構就是頭尾
[00:08:24.200 --> 00:08:27.400]  說到「誠聖無可指責,德蒙保守」
[00:08:27.400 --> 00:08:31.600]  都是誠聖、聖結的一個題目
[00:08:31.600 --> 00:08:35.040]  「李門」和「靈與魂,與身子」
[00:08:35.040 --> 00:08:37.600]  說到是一個整全的人
[00:08:37.600 --> 00:08:39.160]  整個人
[00:08:39.160 --> 00:08:40.800]  當然這裏不是說保羅
[00:08:40.800 --> 00:08:44.320]  他的人觀是二分、三分
[00:08:44.320 --> 00:08:47.120]  可能是當時的希臘文化
[00:08:47.120 --> 00:08:51.320]  很喜歡將人說到「靈、魂、身子」
[00:08:51.320 --> 00:08:55.720]  但是保羅在這裏想告訴我們
[00:08:55.720 --> 00:08:58.680]  人是一個整全的人
[00:08:58.680 --> 00:09:01.160]  一個整全的人觀
[00:09:01.160 --> 00:09:02.680]  完全誠聖
[00:09:02.680 --> 00:09:04.040]  全然誠聖
[00:09:04.040 --> 00:09:06.280]  完全無可指責
[00:09:06.280 --> 00:09:09.200]  所以
[00:09:09.200 --> 00:09:15.160]  為何這個禱願的開始落在聖結這個主題上呢?
[00:09:15.160 --> 00:09:16.080]  當然
[00:09:16.080 --> 00:09:18.640]  與上文
[00:09:18.640 --> 00:09:22.080]  我們看《帖撒羅尼加前書》
[00:09:22.080 --> 00:09:24.560]  第四章的一節開始
[00:09:24.560 --> 00:09:26.800]  如果我們還記得
[00:09:26.800 --> 00:09:30.240]  我們之前聽過說到
[00:09:30.240 --> 00:09:32.480]  四章開始的時候
[00:09:32.480 --> 00:09:37.960]  說到「神所悅納的生活遠避人行」
[00:09:37.960 --> 00:09:42.280]  然後「彼此相愛」等等這些題目
[00:09:42.280 --> 00:09:45.400]  說到這個聖結的主題
[00:09:45.400 --> 00:09:49.000]  四章一節至到五章二十二節
[00:09:49.000 --> 00:09:51.560]  歸納起來就是這個主題
[00:09:51.560 --> 00:09:54.640]  由於信徒當時在困苦的當中
[00:09:54.640 --> 00:09:57.720]  很容易失去末世的盼望
[00:09:57.720 --> 00:10:01.360]  當人失去盼望的時候會怎樣?
[00:10:01.360 --> 00:10:03.880]  當你失去盼望的時候會怎樣?
[00:10:03.880 --> 00:10:06.080]  完蛋了
[00:10:06.080 --> 00:10:08.480]  忘記了自己是誰
[00:10:08.480 --> 00:10:11.200]  忘記了自己被呼召的身份
[00:10:11.200 --> 00:10:15.200]  忘記了自己原來被揀選的族類
[00:10:15.200 --> 00:10:16.600]  是有君尊的祭司
[00:10:16.600 --> 00:10:17.880]  是聖結的國度
[00:10:17.880 --> 00:10:18.800]  是屬神的子民
[00:10:18.800 --> 00:10:20.800]  這些全部都忘記了
[00:10:20.800 --> 00:10:23.680]  另外在群體的生活中
[00:10:23.680 --> 00:10:25.760]  很孤單
[00:10:25.760 --> 00:10:27.960]  很多壓迫
[00:10:27.960 --> 00:10:30.880]  加上當時的道德標準很低落
[00:10:30.880 --> 00:10:32.480]  所以在聖結生活上
[00:10:32.480 --> 00:10:34.320]  很容易鬆懈、放縱
[00:10:34.320 --> 00:10:36.480]  沒有盼望、沒有明天
[00:10:36.480 --> 00:10:39.320]  今朝有酒
[00:10:39.320 --> 00:10:41.040]  今朝醉
[00:10:41.040 --> 00:10:44.160]  何須那麼多謹慎警醒
[00:10:44.160 --> 00:10:50.040]  何須那麼多「我怎樣做明天都沒有了」
[00:10:50.040 --> 00:10:52.160]  很可能就是
[00:10:52.160 --> 00:10:54.480]  他們失去了這個末世的盼望
[00:10:54.480 --> 00:10:56.720]  以致他們失去了
[00:10:56.720 --> 00:10:59.640]  忘記了他們自己被呼召的身份
[00:10:59.640 --> 00:11:02.400]  他們就在這樣的情況下
[00:11:02.400 --> 00:11:06.720]  所以寶羅寫信到最後
[00:11:06.720 --> 00:11:09.520]  他仍然說給弟兄姊妹聽
[00:11:09.520 --> 00:11:14.280]  我們要過聖結的生活
[00:11:14.280 --> 00:11:16.440]  「成聖」再一次說
[00:11:16.440 --> 00:11:18.480]  是分別出來
[00:11:18.480 --> 00:11:23.160]  歸屬神的一份特殊的關係
[00:11:23.160 --> 00:11:24.280]  「積極」來說
[00:11:24.280 --> 00:11:26.080]  「歸而和華為聖」
[00:11:26.080 --> 00:11:28.920]  即是有神所稱許的行為
[00:11:28.920 --> 00:11:30.880]  「消極」來說
[00:11:30.880 --> 00:11:34.800]  就是離開罪惡不義
[00:11:34.800 --> 00:11:37.640]  我們的生命是不斷地更新的
[00:11:37.640 --> 00:11:40.160]  不斷地去潔淨的
[00:11:40.160 --> 00:11:42.720]  被神潔淨
[00:11:42.720 --> 00:11:44.320]  所以無可指責
[00:11:44.320 --> 00:11:47.280]  得蒙保守這個觀念
[00:11:47.280 --> 00:11:49.120]  我們又看看這幅圖
[00:11:49.120 --> 00:11:50.960]  這幅圖說到
[00:11:50.960 --> 00:11:54.120]  「成聖」是一個過程
[00:11:54.120 --> 00:11:57.680]  當我們信耶穌的時候
[00:11:57.680 --> 00:11:59.280]  我們認罪
[00:11:59.280 --> 00:12:02.320]  悔改歸向耶穌基督
[00:12:02.320 --> 00:12:06.320]  我們「清義成聖」
[00:12:06.320 --> 00:12:07.400]  地位上
[00:12:07.400 --> 00:12:10.320]  我們和神的關係上
[00:12:10.320 --> 00:12:11.720]  是「成聖」
[00:12:11.720 --> 00:12:14.200]  所謂「恩順清義」
[00:12:14.200 --> 00:12:16.080]  我們本來是罪人
[00:12:16.080 --> 00:12:17.480]  但是在地位上
[00:12:17.480 --> 00:12:19.160]  當我們信了耶穌的時候
[00:12:19.160 --> 00:12:21.880]  我們已經是「聖徒」的身份
[00:12:21.880 --> 00:12:23.920]  我們是「聖徒」
[00:12:23.920 --> 00:12:26.160]  之後循序漸進
[00:12:26.160 --> 00:12:28.040]  我們「成聖」的過程
[00:12:28.040 --> 00:12:29.880]  是品格、行為
[00:12:29.880 --> 00:12:31.840]  不斷地去學習
[00:12:31.840 --> 00:12:33.160]  神要閱納
[00:12:33.160 --> 00:12:35.720]  我們的生命、我們的生活
[00:12:35.720 --> 00:12:37.200]  在這一方面
[00:12:37.200 --> 00:12:39.400]  我們要去「成聖」
[00:12:39.400 --> 00:12:40.520]  當然
[00:12:40.520 --> 00:12:42.480]  在這個「成聖」的過程裏面
[00:12:42.480 --> 00:12:45.400]  其實我們也有很多掙扎的
[00:12:45.400 --> 00:12:48.240]  一方面我們要走神的路
[00:12:48.240 --> 00:12:51.240]  但另一個「路我」在裏面
[00:12:51.240 --> 00:12:53.920]  又會叫我們繼續
[00:12:53.920 --> 00:12:57.960]  走一條不合神心意的路
[00:12:57.960 --> 00:12:59.600]  所以在我們裏面
[00:12:59.600 --> 00:13:02.040]  是很大的交戰
[00:13:02.040 --> 00:13:03.000]  所以保羅也說
[00:13:03.000 --> 00:13:04.800]  「我真是苦」
[00:13:04.800 --> 00:13:06.360]  但是感謝神
[00:13:06.360 --> 00:13:09.280]  因為神已經「得聖有餘」
[00:13:09.280 --> 00:13:10.360]  沒錯,是真的
[00:13:10.360 --> 00:13:13.920]  在這個「成聖」的過程裏面
[00:13:13.920 --> 00:13:16.800]  我們就是在一個這樣的張力裏面
[00:13:16.800 --> 00:13:17.680]  又或者
[00:13:17.680 --> 00:13:18.680]  是真的有的
[00:13:18.680 --> 00:13:21.960]  你和我都不可以避免去承認
[00:13:21.960 --> 00:13:23.400]  真的有這個交戰
[00:13:23.400 --> 00:13:25.520]  真的有這個掙扎在裏面
[00:13:25.520 --> 00:13:30.120]  但是這個張力會不會是一個健康的張力
[00:13:30.120 --> 00:13:32.280]  或者這個張力不是健康
[00:13:32.280 --> 00:13:36.000]  應該說這個張力是根本會存在
[00:13:36.000 --> 00:13:38.440]  「直至主再來的時候
[00:13:38.440 --> 00:13:44.360]  完全成聖得榮耀」
[00:13:44.360 --> 00:13:46.360]  值得注意的就是
[00:13:46.360 --> 00:13:50.600]  「神親自使你們傳言成聖」
[00:13:50.600 --> 00:13:53.960]  這個「成聖」是一個被動的動詞
[00:13:53.960 --> 00:13:57.040]  因為是神去保守我們
[00:13:57.040 --> 00:14:03.800]  是祂親自使我們傳言成聖
[00:14:03.800 --> 00:14:05.520]  那我們就問
[00:14:05.520 --> 00:14:07.400]  那我有沒有甚麼責任呢?
[00:14:07.400 --> 00:14:10.080]  我們信徒在「成聖」上
[00:14:10.080 --> 00:14:13.280]  究竟有沒有甚麼責任呢?
[00:14:13.280 --> 00:14:15.880]  儘管在終極意義上
[00:14:15.880 --> 00:14:18.160]  信徒得蒙保守
[00:14:18.160 --> 00:14:19.960]  是神自己的工作
[00:14:19.960 --> 00:14:23.960]  但是我們都有責任
[00:14:23.960 --> 00:14:27.840]  我們在某個意義上都有保守自己的責任
[00:14:27.840 --> 00:14:31.640]  就是保羅在「肥臘彼書」二章十二節這樣說
[00:14:31.640 --> 00:14:34.560]  「就當恐懼戰驚
[00:14:34.560 --> 00:14:38.400]  造成你們得救的功夫」
[00:14:38.400 --> 00:14:40.320]  所以信徒在「成聖」上
[00:14:40.320 --> 00:14:44.920]  確實是有同神合作的責任的
[00:14:44.920 --> 00:14:50.240]  保羅願望貼薩羅尼加的人
[00:14:50.240 --> 00:14:54.320]  在每一方面都能夠不受罪惡的污染
[00:14:54.320 --> 00:14:58.440]  即是他們整個人都蒙保守
[00:14:58.440 --> 00:15:00.480]  不單在量方面保守
[00:15:00.480 --> 00:15:03.480]  在質上都能夠保守他們
[00:15:03.480 --> 00:15:05.920]  無下可止
[00:15:05.920 --> 00:15:07.880]  現今蒙保守
[00:15:07.880 --> 00:15:11.320]  直到主再來的時候
[00:15:11.320 --> 00:15:13.520]  我們每一位弟兄姊妹都有責任
[00:15:13.520 --> 00:15:17.080]  「成聖」需用功夫
[00:15:17.080 --> 00:15:19.240]  在神方面祂會負責任
[00:15:19.240 --> 00:15:21.720]  祂會負責保守我們
[00:15:21.720 --> 00:15:23.600]  直到終末
[00:15:23.600 --> 00:15:26.720]  「成聖」是一份恩典的禮物
[00:15:26.720 --> 00:15:29.240]  也是一個目標
[00:15:29.240 --> 00:15:30.640]  希伯來書這樣說
[00:15:30.640 --> 00:15:31.880]  我們一起讀
[00:15:31.880 --> 00:15:35.840]  「你們要追求與眾人和睦
[00:15:35.840 --> 00:15:38.480]  又要追求聖潔
[00:15:38.480 --> 00:15:40.560]  人沒有聖潔
[00:15:40.560 --> 00:15:44.400]  就不能夠見主」
[00:15:44.400 --> 00:15:45.920]  弟兄姊妹今天
[00:15:45.920 --> 00:15:48.440]  我們在生命的當中
[00:15:48.440 --> 00:15:50.800]  在生命的層面
[00:15:50.800 --> 00:15:53.000]  或者在你日常的生活
[00:15:53.000 --> 00:15:54.120]  或者你上班
[00:15:54.120 --> 00:15:55.880]  在你職場裡
[00:15:55.880 --> 00:15:56.680]  在你的學校
[00:15:56.680 --> 00:15:58.600]  在你的醫院
[00:15:58.600 --> 00:16:02.400]  在你的家庭
[00:16:02.400 --> 00:16:07.120]  我們怎樣來過聖潔的生活呢?
[00:16:07.120 --> 00:16:09.000]  在你的思想上
[00:16:09.000 --> 00:16:11.000]  可能沒有人見到你
[00:16:11.000 --> 00:16:12.600]  沒有人看到你
[00:16:12.600 --> 00:16:15.640]  我們的思想上又怎樣呢?
[00:16:15.640 --> 00:16:18.120]  在言語上的層面
[00:16:18.120 --> 00:16:23.520]  我們很多時候會跟別人說話
[00:16:23.520 --> 00:16:25.640]  在言語上
[00:16:25.640 --> 00:16:26.920]  這個層面上
