
[00:00:00.000 --> 00:00:04.000]  今天我們銅鑼灣堂講的信息
[00:00:04.000 --> 00:00:06.000]  去到羅馬書十二章
[00:00:06.000 --> 00:00:08.000]  其實已經去到第三章
[00:00:08.000 --> 00:00:11.000]  我們開始講一個新生活的轉化
[00:00:11.000 --> 00:00:12.000]  作為一個基督徒
[00:00:12.000 --> 00:00:15.000]  我們要有一個生命的轉化
[00:00:15.000 --> 00:00:17.000]  好像之前Pastor Stephanie講過
[00:00:17.000 --> 00:00:20.000]  我們就好像一隻蝴蝶
[00:00:20.000 --> 00:00:22.000]  之前是一條無毛蟲
[00:00:22.000 --> 00:00:23.000]  接著游泳
[00:00:23.000 --> 00:00:26.000]  然後於是我們化成蝶
[00:00:26.000 --> 00:00:28.000]  我們能夠可以高飛
[00:00:28.000 --> 00:00:29.000]  我們成為蝴蝶
[00:00:29.000 --> 00:00:31.000]  在十二章一至二節的時候
[00:00:31.000 --> 00:00:34.000]  我們主要是講和神的關係
[00:00:34.000 --> 00:00:37.000]  保羅勉勵我們要將身體獻上
[00:00:37.000 --> 00:00:39.000]  成為一個活祭
[00:00:39.000 --> 00:00:40.000]  然後上一個禮拜
[00:00:40.000 --> 00:00:41.000]  第三節第八節
[00:00:41.000 --> 00:00:43.000]  何牧師分享
[00:00:43.000 --> 00:00:45.000]  要我們在基督裡面
[00:00:45.000 --> 00:00:47.000]  按著我們不同的恩賜
[00:00:47.000 --> 00:00:49.000]  我們彼此聯絡
[00:00:49.000 --> 00:00:50.000]  互為肢體
[00:00:50.000 --> 00:00:51.000]  彼此服侍
[00:00:51.000 --> 00:00:53.000]  所以恩賜又無分高低
[00:00:53.000 --> 00:00:56.000]  所以何牧師上週就教導我們
[00:00:56.000 --> 00:00:57.000]  在神眼中
[00:00:57.000 --> 00:01:00.000]  我們每一個都很貴重
[00:01:00.000 --> 00:01:02.000]  甚至我們每一個
[00:01:02.000 --> 00:01:04.000]  我們要學習在主裡面
[00:01:04.000 --> 00:01:06.000]  我們要謙卑在神裡面
[00:01:06.000 --> 00:01:07.000]  但不要自卑
[00:01:07.000 --> 00:01:08.000]  大家記不記得
[00:01:08.000 --> 00:01:10.000]  所以今天我們來到第三講
[00:01:10.000 --> 00:01:12.000]  去到第九至第十六節
[00:01:12.000 --> 00:01:14.000]  開始講和其他人
[00:01:14.000 --> 00:01:16.000]  特別是信徒之間的關係
[00:01:16.000 --> 00:01:19.000]  而下一個禮拜完成第十二章
[00:01:19.000 --> 00:01:20.000]  第十七至二十一節
[00:01:20.000 --> 00:01:21.000]  有另外的同工
[00:01:21.000 --> 00:01:25.000]  就會講我們和一些仇敵的關係
[00:01:25.000 --> 00:01:27.000]  在這兩個講裡面
[00:01:27.000 --> 00:01:29.000]  其實保羅想強調的
[00:01:29.000 --> 00:01:34.000]  是我們要鼓勵我們信徒要實踐愛
[00:01:34.000 --> 00:01:38.000]  基督徒我們為人處事
[00:01:38.000 --> 00:01:40.000]  其實我們的基礎就是愛
[00:01:40.000 --> 00:01:42.000]  所以很多聖經裡面說
[00:01:42.000 --> 00:01:45.000]  如果我們沒有從神而來的愛
[00:01:45.000 --> 00:01:47.000]  我們就算有多少的恩賜
[00:01:47.000 --> 00:01:49.000]  我們有多少的才幹
[00:01:49.000 --> 00:01:51.000]  我們都不能夠為自己
[00:01:51.000 --> 00:01:52.000]  和為其他人
[00:01:52.000 --> 00:01:54.000]  帶來有什麼益處
[00:01:54.000 --> 00:01:57.000]  所以我們為了今天的經文的分享
[00:01:57.000 --> 00:02:01.000]  我們講出我們要怎樣去活出我們的愛
[00:02:01.000 --> 00:02:02.000]  怎樣去及時
[00:02:02.000 --> 00:02:06.000]  也不要延遲地將愛延伸出去的時候
[00:02:06.000 --> 00:02:08.000]  我預備了一首詩歌
[00:02:08.000 --> 00:02:09.000]  就是《讓我》
[00:02:09.000 --> 00:02:11.000]  我們希望詩歌的內容
[00:02:11.000 --> 00:02:12.000]  都預備我們的心
[00:02:12.000 --> 00:02:14.000]  能夠進入神的話語當中
[00:02:14.000 --> 00:02:15.000]  請我們大家和喜立
[00:02:15.000 --> 00:02:18.000]  我們用詩歌一起敬拜
[00:02:18.000 --> 00:02:20.000]  一起將榮耀歸還給神
[00:02:20.000 --> 00:02:22.000]  有沒有人會唱這首歌的
[00:02:22.000 --> 00:02:25.000]  我們會繼續去學習這首詩歌
[00:02:25.000 --> 00:02:26.000]  詩歌的內容
[00:02:26.000 --> 00:02:27.000]  我覺得很重要
[00:02:27.000 --> 00:02:28.000]  第一
[00:02:28.000 --> 00:02:30.000]  我們愛因為神先愛我們
[00:02:30.000 --> 00:02:32.000]  愛是從神而來
[00:02:32.000 --> 00:02:34.000]  從耶穌基督十字架的救贖而來
[00:02:34.000 --> 00:02:36.000]  而且讓我們去愛
[00:02:36.000 --> 00:02:38.000]  是能夠有一個真誠的愛
[00:02:38.000 --> 00:02:41.000]  我們不是單單一個「講」字
[00:02:41.000 --> 00:02:43.000]  不是在腦子裡說去愛
[00:02:43.000 --> 00:02:46.000]  但是我們真的要按著行動
[00:02:46.000 --> 00:02:47.000]  按著實踐
[00:02:47.000 --> 00:02:48.000]  我們將愛去活出
[00:02:48.000 --> 00:02:50.000]  我們這個愛的群體
[00:02:50.000 --> 00:02:53.000]  教會就是神所讓我們見到的
[00:02:53.000 --> 00:02:55.000]  但是卻是讓我們經歷
[00:02:55.000 --> 00:02:58.000]  經歷就是因著有愛在我們當中
[00:02:58.000 --> 00:03:00.000]  你說哪裡有愛的地方
[00:03:00.000 --> 00:03:01.000]  哪裡就有神
[00:03:01.000 --> 00:03:04.000]  我們繼續去敬拜讚美祂
[00:03:04.000 --> 00:03:06.000]  讓神的靈在我們當中自由運行
[00:03:06.000 --> 00:03:08.000]  充滿我們每一個
[00:03:08.000 --> 00:03:09.000]  充滿我們的心
[00:03:09.000 --> 00:03:10.000]  充滿我們的靈
[00:03:10.000 --> 00:03:11.000]  Amen
[00:03:11.000 --> 00:03:13.000]  主啊,求祢的愛充滿著我們
[00:03:13.000 --> 00:03:16.000]  求祢的靈也充滿著我們
[00:03:16.000 --> 00:03:17.000]  每一個屬祢的人
[00:03:17.000 --> 00:03:19.000]  每一個愛祢的人
[00:03:19.000 --> 00:03:21.000]  我們學習怎樣去愛
[00:03:21.000 --> 00:03:23.000]  怎樣對祢的愛回應的時候
[00:03:23.000 --> 00:03:25.000]  神祢教導我們怎樣去活出愛
[00:03:25.000 --> 00:03:27.000]  在我們身邊周圍的人
[00:03:27.000 --> 00:03:29.000]  無論是我們的弟兄姊妹
[00:03:29.000 --> 00:03:31.000]  無論是我們的鄰舍
[00:03:31.000 --> 00:03:32.000]  我們的家人
[00:03:32.000 --> 00:03:33.000]  我們的同事
[00:03:33.000 --> 00:03:36.000]  神祢要給我們一個不虛假的愛
[00:03:36.000 --> 00:03:38.000]  一個真實能夠活出
[00:03:38.000 --> 00:03:40.000]  我們作為一個信徒生命
[00:03:40.000 --> 00:03:41.000]  我們行事為人
[00:03:41.000 --> 00:03:44.000]  與我們夢照的恩相稱的愛
[00:03:44.000 --> 00:03:46.000]  求神親自保護守我們
[00:03:46.000 --> 00:03:48.000]  求神親自教導我們
[00:03:48.000 --> 00:03:50.000]  主我們同心的仰望祢
[00:03:50.000 --> 00:03:51.000]  同心的讚美祢
[00:03:51.000 --> 00:03:54.000]  祈禱交托奉耶穌基督得勝的名
[00:03:54.000 --> 00:03:55.000]  Amen
[00:03:55.000 --> 00:03:57.000]  好,謝謝,謝謝敬拜隊
[00:03:57.000 --> 00:04:01.000]  好,說到愛和恩賜
[00:04:01.000 --> 00:04:05.000]  在我說羅馬書十二章
[00:04:05.000 --> 00:04:06.000]  九至十六節之前
[00:04:06.000 --> 00:04:08.000]  大家一定會記得的是
[00:04:08.000 --> 00:04:11.000]  哥林多前書十二章和十三章
[00:04:11.000 --> 00:04:14.000]  是有關於恩賜和愛的配合
[00:04:14.000 --> 00:04:16.000]  所以先跟大家讀一下
[00:04:16.000 --> 00:04:18.000]  有關哥林多前書的一些教導
[00:04:18.000 --> 00:04:20.000]  由十二章的結尾
[00:04:20.000 --> 00:04:22.000]  去到十三章
[00:04:22.000 --> 00:04:23.000]  我們一起讀
[00:04:23.000 --> 00:04:26.000]  三十一節至到十三章一至三節
[00:04:26.000 --> 00:04:31.000]  你們要切切的求那更大的恩賜
[00:04:31.000 --> 00:04:33.000]  我現在
[00:04:33.000 --> 00:04:37.000]  我若能說萬人的謊言
[00:04:37.000 --> 00:04:39.000]  並天使的話語
[00:04:39.000 --> 00:04:41.000]  卻沒有愛
[00:04:41.000 --> 00:04:44.000]  就成了名的羅,響的筆一般
[00:04:44.000 --> 00:04:46.000]  我若有先知講道之能
[00:04:46.000 --> 00:04:49.000]  也明白各樣的奧秘
[00:04:49.000 --> 00:04:50.000]  各樣的知識
[00:04:50.000 --> 00:04:52.000]  而且有傳遍的信
[00:04:52.000 --> 00:04:55.000]  叫我能夠移山
[00:04:55.000 --> 00:04:58.000]  卻沒有愛就算不得什麼
[00:04:58.000 --> 00:05:01.000]  我若將所有的洲際窮人
[00:05:01.000 --> 00:05:04.000]  又捨己身叫人焚燒
[00:05:04.000 --> 00:05:08.000]  卻沒有愛仍然於我無益
[00:05:08.000 --> 00:05:09.000]  在這裡他說了
[00:05:09.000 --> 00:05:11.000]  我們就算做多少的侍奉
[00:05:11.000 --> 00:05:13.000]  擺上多少都好
[00:05:13.000 --> 00:05:14.000]  像羅馬書那樣說
[00:05:14.000 --> 00:05:16.000]  我們將身體成為活祭
[00:05:16.000 --> 00:05:17.000]  要獻給神
[00:05:17.000 --> 00:05:18.000]  又像之後那樣說
[00:05:18.000 --> 00:05:21.000]  我們用各種恩賜彼此聯絡
[00:05:21.000 --> 00:05:23.000]  但是如果在我們的生命
[00:05:23.000 --> 00:05:26.000]  或者在我們背後的意識裡面
[00:05:26.000 --> 00:05:27.000]  沒有了一樣東西
[00:05:27.000 --> 00:05:28.000]  是什麼?
[00:05:28.000 --> 00:05:29.000]  愛
[00:05:29.000 --> 00:05:31.000]  所有東西都是白費的
[00:05:31.000 --> 00:05:33.000]  所以十三章繼續下去
[00:05:33.000 --> 00:05:37.000]  就講了一段大家都很熟悉的經文
[00:05:37.000 --> 00:05:39.000]  很多人在婚禮裡面
[00:05:39.000 --> 00:05:42.000]  都會用這段經文來祝福
[00:05:42.000 --> 00:05:44.000]  希望講完去祝福他們
[00:05:44.000 --> 00:05:46.000]  大家就一起讀這段經文
[00:05:46.000 --> 00:05:50.000]  愛是恆久忍耐又有恩慈
[00:05:50.000 --> 00:05:51.000]  愛是不疾度
[00:05:51.000 --> 00:05:53.000]  愛是不自誇
[00:05:53.000 --> 00:05:54.000]  不張狂
[00:05:54.000 --> 00:05:56.000]  不做害羞的事
[00:05:56.000 --> 00:05:58.000]  不求自己的益處
[00:05:58.000 --> 00:05:59.000]  不輕易發怒
[00:05:59.000 --> 00:06:01.000]  不計算人的惡
[00:06:01.000 --> 00:06:02.000]  不喜歡不義
[00:06:02.000 --> 00:06:04.000]  只喜歡真理
[00:06:04.000 --> 00:06:06.000]  凡是包容
[00:06:06.000 --> 00:06:07.000]  凡是相信
[00:06:07.000 --> 00:06:09.000]  凡是盼望
[00:06:09.000 --> 00:06:10.000]  凡是忍耐
[00:06:10.000 --> 00:06:12.000]  愛是永不止息
[00:06:12.000 --> 00:06:14.000]  而去到
[00:06:14.000 --> 00:06:16.000]  臨前十三章十三節的時候
[00:06:16.000 --> 00:06:18.000]  保羅更加說到
[00:06:18.000 --> 00:06:21.000]  如今常傳的有信
[00:06:21.000 --> 00:06:22.000]  有信心
[00:06:22.000 --> 00:06:23.000]  有望
[00:06:23.000 --> 00:06:24.000]  有盼望
[00:06:24.000 --> 00:06:25.000]  和有愛
[00:06:25.000 --> 00:06:28.000]  其中最大的就是愛心
[00:06:28.000 --> 00:06:32.000]  當我看臨前十三章四至八的時候
[00:06:32.000 --> 00:06:34.000]  給我的感受是什麼呢?
[00:06:34.000 --> 00:06:38.000]  好像一些內功心法
[00:06:38.000 --> 00:06:40.000]  很虛無,不知道該怎麼做
[00:06:40.000 --> 00:06:43.000]  因為承認我是一個很實際的人
[00:06:43.000 --> 00:06:46.000]  說很多內心的東西
[00:06:46.000 --> 00:06:48.000]  這不是我的長處
[00:06:48.000 --> 00:06:50.000]  但是到了羅馬書
[00:06:50.000 --> 00:06:52.000]  我們看十二章九至十六節
[00:06:52.000 --> 00:06:54.000]  都是同樣說愛
[00:06:54.000 --> 00:06:56.000]  我們去看到的時候
[00:06:56.000 --> 00:06:59.000]  好像真的比較實際一點
[00:06:59.000 --> 00:07:01.000]  我們怎樣去行動
[00:07:01.000 --> 00:07:02.000]  怎樣去實踐
[00:07:02.000 --> 00:07:04.000]  好像我們
[00:07:04.000 --> 00:07:07.000]  哥林多前書就是內功心法
[00:07:07.000 --> 00:07:10.000]  羅馬書十二章就像拳腳功夫
[00:07:10.000 --> 00:07:12.000]  我在這裡自己想
[00:07:12.000 --> 00:07:15.000]  之前電視有一套射雕英雄傳
[00:07:15.000 --> 00:07:17.000]  重拍了N那麼多次
[00:07:17.000 --> 00:07:20.000]  我仍然追足那麼多集
[00:07:20.000 --> 00:07:22.000]  哥林多前書說內功心法
[00:07:22.000 --> 00:07:25.000]  就像九陰真經、九陽神功
[00:07:25.000 --> 00:07:27.000]  但是去到羅馬書十二章
[00:07:27.000 --> 00:07:29.000]  一些拳腳功夫
[00:07:29.000 --> 00:07:32.000]  我們怎樣用我們的生命來活出愛呢?
[00:07:32.000 --> 00:07:35.000]  就真的好像在打降龍十八掌
[00:07:35.000 --> 00:07:39.000]  我們一起讀一下羅馬書的十二章九至十六節
[00:07:39.000 --> 00:07:41.000]  就是我們今天
[00:07:41.000 --> 00:07:43.000]  我們有一個這樣的前題
[00:07:43.000 --> 00:07:45.000]  哥林多前書的前題之下
[00:07:45.000 --> 00:07:49.000]  我們一起去讀羅馬書十二章九至十六節
[00:07:49.000 --> 00:07:51.000]  我們一起讀好不好?
[00:07:51.000 --> 00:07:53.000]  愛不可虛假
[00:07:53.000 --> 00:07:55.000]  惡要厭惡
[00:07:55.000 --> 00:07:56.000]  善要親近
[00:07:56.000 --> 00:07:59.000]  愛弟兄要彼此親熱
[00:07:59.000 --> 00:08:02.000]  恭敬人要彼此推讓
[00:08:02.000 --> 00:08:05.000]  殷勤不可懶惰要心裡火熱
[00:08:05.000 --> 00:08:09.000]  上上服侍主在指望中要喜樂
[00:08:09.000 --> 00:08:11.000]  在患難中要忍耐
[00:08:11.000 --> 00:08:13.000]  客要予恆切
[00:08:13.000 --> 00:08:15.000]  聖母要光保
[00:08:15.000 --> 00:08:17.000]  客要一味的款待
[00:08:17.000 --> 00:08:21.000]  逼迫你們的要給他們祝福
[00:08:21.000 --> 00:08:23.000]  只要祝福不可就坐
[00:08:23.000 --> 00:08:26.000]  與喜樂的人要同樂
[00:08:26.000 --> 00:08:28.000]  與哀哭的人要同哭
[00:08:28.000 --> 00:08:30.000]  要彼此同心
[00:08:30.000 --> 00:08:32.000]  不要自高高大
[00:08:32.000 --> 00:08:34.000]  禱要苦就卑微的人
[00:08:34.000 --> 00:08:37.000]  不要自以為聰明
[00:08:37.000 --> 00:08:39.000]  在這裡
[00:08:39.000 --> 00:08:42.000]  好像一大堆很短句式的命令
[00:08:42.000 --> 00:08:44.000]  一些指令
[00:08:44.000 --> 00:08:47.000]  有時候聽到一開始的時候
[00:08:47.000 --> 00:08:50.000]  就會覺得教會都是充滿了這些規條
[00:08:50.000 --> 00:08:52.000]  又要我怎樣又要我怎樣
[00:08:52.000 --> 00:08:54.000]  甚至乎有一些中文譯本
[00:08:54.000 --> 00:08:55.000]  你打開來看
[00:08:55.000 --> 00:08:59.000]  他將這段題為基督徒的生活守則
[00:08:59.000 --> 00:09:01.000]  又是守則
[00:09:01.000 --> 00:09:03.000]  但是其實不是的
[00:09:03.000 --> 00:09:06.000]  當我們去參考其他語文的譯本的時候
[00:09:06.000 --> 00:09:10.000]  這段經文並不是一些紀律搜查
[00:09:10.000 --> 00:09:13.000]  不是說我們做了基督徒就要做這些
[00:09:13.000 --> 00:09:14.000]  不做那些
[00:09:14.000 --> 00:09:16.000]  這些Do那些Don't
[00:09:16.000 --> 00:09:18.000]  但是其他的譯本
[00:09:18.000 --> 00:09:20.000]  他講為是一個愛
[00:09:20.000 --> 00:09:22.000]  以愛為本
[00:09:22.000 --> 00:09:25.000]  基督徒的一個生活典範
[00:09:25.000 --> 00:09:29.000]  我們要學習怎樣將愛Put into action
[00:09:29.000 --> 00:09:32.000]  成為一個活出愛的生命
[00:09:32.000 --> 00:09:34.000]  是由心裏面而發出來的
[00:09:34.000 --> 00:09:37.000]  不單是向人去表示愛
[00:09:37.000 --> 00:09:40.000]  乃是向愛我們的主的一個回應
[00:09:40.000 --> 00:09:43.000]  就正如在已忽所書四章一節這樣說
[00:09:43.000 --> 00:09:45.000]  他說我們既然蒙召
[00:09:45.000 --> 00:09:47.000]  我們行事為人
[00:09:47.000 --> 00:09:50.000]  就要與蒙召的恩相稱
