
[00:00:00.000 --> 00:00:04.260]  好了 今天我們會繼續來看第19次
[00:00:04.260 --> 00:00:06.900]  下一次就是第20次了
[00:00:06.900 --> 00:00:10.700]  我們就會完整的《生命記》的釋經
[00:00:10.700 --> 00:00:14.200]  都很感恩 我們有20次這麼多的查經
[00:00:14.200 --> 00:00:19.760]  今天就會講突破、衝破、貪欲、尊重別人
[00:00:19.760 --> 00:00:22.740]  我們先看看這條的誡明
[00:00:22.740 --> 00:00:27.520]  先看《生命記》第5章19和21節
[00:00:27.520 --> 00:00:31.860]  不可偷渡 也不可貪圖人的房屋
[00:00:31.860 --> 00:00:35.520]  田地、木被、牛奴 並他一切所有的
[00:00:35.520 --> 00:00:38.720]  大家記得《生命記》重複再一次
[00:00:38.720 --> 00:00:43.260]  去申述神給我們子民的誡明
[00:00:43.260 --> 00:00:46.380]  因為第一代的人全死在曠野
[00:00:46.380 --> 00:00:48.980]  第二代的人要進去迦南地之前
[00:00:48.980 --> 00:00:53.680]  再重申一次宣告神的誡明
[00:00:53.680 --> 00:00:59.980]  看回《出埃及記》裡面 同樣有這兩節的誡明
[00:00:59.980 --> 00:01:04.500]  第15節和第17節 《出埃及記》第20章
[00:01:04.500 --> 00:01:07.940]  不可偷渡 不可貪戀人的房屋
[00:01:07.940 --> 00:01:11.220]  也不可貪戀人的妻子、木被、牛奴
[00:01:11.220 --> 00:01:13.800]  並他一切所有的
[00:01:13.800 --> 00:01:17.140]  所以留意到第8條誡明就是不可偷渡
[00:01:17.140 --> 00:01:20.500]  和最後一條誡明就是不可貪戀別人的東西
[00:01:20.500 --> 00:01:23.980]  貪戀是什麼意思呢?就是指一種很強烈
[00:01:23.980 --> 00:01:26.840]  很不正當的渴望
[00:01:26.840 --> 00:01:29.620]  甚至那些東西不是屬於你的
[00:01:29.620 --> 00:01:33.900]  你還要來得是去居為己有 要擁有這些東西
[00:01:33.900 --> 00:01:37.400]  所以你留意到這一節的經文
[00:01:37.400 --> 00:01:42.900]  不單單是去規範著我們外在的行動
[00:01:42.900 --> 00:01:44.300]  更加是怎樣呢?
[00:01:44.300 --> 00:01:48.740]  是深入我們內心裡面的那個意念和慾望
[00:01:48.740 --> 00:01:52.820]  這篇經文有沒有留意到 它列得很具體的一些東西
[00:01:52.820 --> 00:02:01.500]  不要貪戀別人的房屋、妻子、木被和牲畜、牛奴
[00:02:01.500 --> 00:02:06.300]  最後的尾句是什麼呢?並他一切所有的
[00:02:06.300 --> 00:02:08.900]  顯示這條誡明是全面性的
[00:02:08.900 --> 00:02:12.580]  是指任何不是屬於你的東西 你就不要起貪念
[00:02:12.580 --> 00:02:19.460]  我們要搞清楚 起貪念和羨慕是兩回事
[00:02:19.460 --> 00:02:25.260]  比如我住在一個較為狹隘的房間
[00:02:25.260 --> 00:02:27.740]  香港現在沒有了劏房 大家知不知道?
[00:02:27.740 --> 00:02:30.700]  因為改了名字就沒有了這個劏房了
[00:02:30.700 --> 00:02:36.640]  但是我就當住在一些很狹隘的房屋裡面
[00:02:36.640 --> 00:02:44.140]  我就很羨慕別人 有自己上了樓 甚至賣了居屋
[00:02:44.140 --> 00:02:48.820]  甚至他住在豪宅 有一千多二千呎
[00:02:48.820 --> 00:02:52.140]  但是我可能只有一百多呎 真是羨慕他
[00:02:52.140 --> 00:02:57.860]  你這個羨慕就不是貪戀 而不是說我要拿走他的
[00:02:57.860 --> 00:03:04.820]  絕對不是 我真是很羨慕別人的太太這麼溫柔
[00:03:04.820 --> 00:03:07.200]  我太太就這麼兇 絕對不是我
[00:03:07.200 --> 00:03:09.640]  我太太是非常非常溫柔的
[00:03:09.640 --> 00:03:12.360]  我相信是很多人羨慕我的
[00:03:12.360 --> 00:03:15.640]  但是就不是要去拿走別人的太太 是不是?
[00:03:15.640 --> 00:03:20.440]  所以大家要搞清楚 羨慕和貪戀是兩回事
[00:03:20.440 --> 00:03:25.460]  這個禁令的那個含括面其實是非常的廣闊
[00:03:25.460 --> 00:03:32.160]  包括了積聚財富 還有賺錢 儲蓄 花費
[00:03:32.160 --> 00:03:36.820]  甚至是講承繼金錢 財產 地業 這些地方
[00:03:36.820 --> 00:03:40.380]  為什麼呢?待會我們會看 不可以挪移地界
[00:03:40.380 --> 00:03:46.580]  《舊約》這麼多卷書裡面 最多講到財富
[00:03:46.580 --> 00:03:51.340]  富裕 財產的問題 還有祝福 知不知道在哪裡?
[00:03:51.340 --> 00:03:53.440]  原來就是在生命紀裡面
[00:03:53.440 --> 00:03:58.640]  其中最代表性的一節經文 我們曾經讀過了
[00:03:58.640 --> 00:04:02.380]  也提醒大家 我們真的要學習提醒
[00:04:02.380 --> 00:04:04.840]  用這段經文給自己一個警醒
[00:04:04.840 --> 00:04:09.080]  《生命紀》第8章17、18兩節
[00:04:09.080 --> 00:04:13.940]  恐怕你心裡說 這貨財是我力量 我能力得來的
[00:04:13.940 --> 00:04:16.200]  你要記念耶護華你的神
[00:04:16.200 --> 00:04:19.100]  因為得貨財的力量是祂給你的
[00:04:19.100 --> 00:04:22.720]  我要堅定祂向你列祖所起 所立的約
[00:04:22.720 --> 00:04:24.720]  像今天一樣
[00:04:24.720 --> 00:04:28.720]  神提醒我們 今天你們能夠賺取到金錢
[00:04:28.720 --> 00:04:31.160]  不要經常以為是靠自己力量
[00:04:31.160 --> 00:04:33.280]  我仍然說是要靠自己力量
[00:04:33.280 --> 00:04:35.780]  但是背後一定有神的祝福
[00:04:35.780 --> 00:04:38.880]  否則的話 你怎麼努力都不行的
[00:04:38.880 --> 00:04:42.320]  人沒有可誇的地方 因為一切所有
[00:04:42.320 --> 00:04:44.320]  都是神給我們的禮物
[00:04:44.320 --> 00:04:49.880]  《舊約》各卷書裡面 特別是傳道書
[00:04:49.880 --> 00:04:54.360]  是強調了這個真理 原來一切是神所給我們的
[00:04:54.360 --> 00:04:59.480]  傳道者一再說明 他的吃喝都是什麼呢?
[00:04:59.480 --> 00:05:02.280]  神的恩賜 我們經常都想著
[00:05:02.280 --> 00:05:05.880]  恩賜就是做為神工作 這叫恩賜 是不是?
[00:05:05.880 --> 00:05:09.680]  原來你能夠賺到錢 原來自己享受
[00:05:09.680 --> 00:05:11.280]  這個就是神的恩賜
[00:05:11.280 --> 00:05:14.300]  好 我們看看傳道書兩段經文
[00:05:14.300 --> 00:05:16.620]  第二章24節到25節
[00:05:16.620 --> 00:05:19.360]  還有傳道書第5章18、19兩節
[00:05:19.360 --> 00:05:23.520]  人莫強於吃喝 且在勞碌中享福
[00:05:23.520 --> 00:05:26.000]  我看這也是出於神的手
[00:05:26.000 --> 00:05:30.320]  論到吃用 論享福 誰能勝過我呢?
[00:05:30.320 --> 00:05:32.320]  我所見為善為美的
[00:05:32.320 --> 00:05:35.520]  就是人在神賜他一生的日子吃喝
[00:05:35.520 --> 00:05:38.460]  享受日光之下勞碌得來的好處
[00:05:38.460 --> 00:05:40.080]  因為這是他的份
[00:05:40.080 --> 00:05:43.960]  神賜人資材豐富 使他能以吃用
[00:05:43.960 --> 00:05:47.160]  能取自己的份 在他勞碌中喜樂
[00:05:47.160 --> 00:05:49.160]  這乃是神的恩賜
[00:05:49.160 --> 00:05:51.460]  有沒有留意到神的恩賜?
[00:05:51.460 --> 00:05:54.280]  恩賜的意思就是神的禮物
[00:05:54.280 --> 00:05:57.360]  原來今天我們自己努力勞苦
[00:05:57.360 --> 00:06:00.900]  但是能夠享受自己勞碌之苦
[00:06:00.900 --> 00:06:02.740]  這個就是我的祝福
[00:06:02.740 --> 00:06:06.940]  所以我經常說 我們已經做了這麼多年的工作
[00:06:06.940 --> 00:06:11.180]  有機會的時候 吃好一點 不是錯的
[00:06:11.180 --> 00:06:14.600]  甚至去玩一下 去旅行
[00:06:14.600 --> 00:06:19.140]  很大的感受 剛剛86年
[00:06:19.140 --> 00:06:24.180]  下一年就是40年了 第一次去歐洲旅行
[00:06:24.180 --> 00:06:27.040]  第一個地方搭的就是英國
[00:06:27.040 --> 00:06:31.580]  有一次我去一個地方 看那個汽車博物館
[00:06:31.580 --> 00:06:33.580]  拍了一些照片 很大的感受
[00:06:33.580 --> 00:06:35.880]  那時候我們是什麼呢?
[00:06:35.880 --> 00:06:39.500]  是睡巴士的 巴士的上層
[00:06:39.500 --> 00:06:42.900]  是有屋架床 不是兩格 是三格的
[00:06:42.900 --> 00:06:45.200]  我們那時候真的是叫窮遊
[00:06:45.200 --> 00:06:49.480]  用一萬多、二萬元 玩了28天
[00:06:49.480 --> 00:06:52.100]  但是現在你說我們可不可以再這樣做呢?
[00:06:52.100 --> 00:06:55.380]  其實是可以的 但是師傅都這麼說
[00:06:55.380 --> 00:06:58.660]  我們都一百多年了 還睡coach呢?
[00:06:58.660 --> 00:07:01.880]  如果可以的 都能夠去享受
[00:07:01.880 --> 00:07:04.380]  我們勞碌得來的都是一個祝福
[00:07:04.380 --> 00:07:08.860]  所以記住 有些人 譬如他們賺到錢
[00:07:08.860 --> 00:07:11.360]  但是身體不好 想吃又吃不到
[00:07:11.360 --> 00:07:13.360]  睡又睡不到 那就很糟糕
[00:07:13.360 --> 00:07:17.140]  所以原來我們可以享受自己勞碌得來的
[00:07:17.140 --> 00:07:19.140]  這個是神的恩賜
[00:07:19.140 --> 00:07:22.400]  物質、財物、天然資源
[00:07:22.400 --> 00:07:24.900]  其實一切都是屬於神的
[00:07:24.900 --> 00:07:28.520]  因為神所做的 在《創世》裡面都說到
[00:07:28.520 --> 00:07:31.640]  神所做的都是捍衛美好的
[00:07:31.640 --> 00:07:34.360]  如果人只是誇耀自己的能力
[00:07:34.360 --> 00:07:37.100]  那時候輕看了神 就是問題了
[00:07:37.100 --> 00:07:41.040]  記住 財物本身不是邪惡的
[00:07:41.040 --> 00:07:44.400]  千萬不要想著 基督徒就不要講錢
[00:07:44.400 --> 00:07:47.500]  我們照樣會去尊重金錢
[00:07:47.500 --> 00:07:50.320]  它只是說貪財乃萬惡之根
[00:07:50.320 --> 00:07:54.980]  就是你貪戀錢財 於是就會給很多仇富來刺頭
[00:07:54.980 --> 00:07:58.320]  所以記住 財物本身不是邪惡的
[00:07:58.320 --> 00:08:01.640]  問題是我們怎樣去看這些錢
[00:08:01.640 --> 00:08:03.140]  還有怎樣用這些錢
[00:08:03.140 --> 00:08:06.220]  人忘記了財物原來是神所做的
[00:08:06.220 --> 00:08:09.400]  是神給人有這些能力去賺到這些錢
[00:08:09.400 --> 00:08:12.320]  所以我們絕對不能夠高抬財物
[00:08:12.320 --> 00:08:14.700]  去到一個很高的水平
[00:08:14.700 --> 00:08:18.260]  或者作為絕對關心的價值
[00:08:18.260 --> 00:08:20.360]  我今天都看到有些人很悲哀
[00:08:20.360 --> 00:08:23.300]  就是看著自己來到英國有壓力
[00:08:23.300 --> 00:08:27.480]  因為那個經濟上面可能是超過過去的儲蓄
[00:08:27.480 --> 00:08:30.980]  那個數目其實是在減少的
[00:08:30.980 --> 00:08:35.560]  但是就變成很憂慮 這個是一個很大的問題
[00:08:35.560 --> 00:08:40.020]  我自己都看到我的存款其實是正在減少的
[00:08:40.020 --> 00:08:43.700]  但是我覺得仍然足夠 很感恩
[00:08:43.700 --> 00:08:47.020]  所以我們絕對關心的
[00:08:47.020 --> 00:08:51.700]  不只是那個財富的數額有多少
[00:08:51.700 --> 00:08:54.740]  已忘記了受造之物
[00:08:54.740 --> 00:08:58.020]  我們要敬拜做我們的主
[00:08:58.020 --> 00:09:01.500]  將這個世界的事物偶像化了
[00:09:01.500 --> 00:09:03.840]  就是違反了第一和第二條革命
[00:09:03.840 --> 00:09:07.580]  記不記得我們查過「除了我以外不可有別的神」
[00:09:07.580 --> 00:09:11.760]  如果我們看錢 重視神的時候
[00:09:11.760 --> 00:09:14.060]  這個就成為我們的偶像
[00:09:14.060 --> 00:09:16.520]  就會導致我們的生命逆轉
[00:09:16.520 --> 00:09:18.900]  所以這個也是主耶穌教導我們
[00:09:18.900 --> 00:09:22.300]  一個人不能夠侍奉兩個主
[00:09:22.300 --> 00:09:25.700]  《瑪雅福音》第6章第24節
[00:09:25.700 --> 00:09:28.180]  「一個人不能侍奉兩個主
[00:09:28.180 --> 00:09:30.340]  不善惡者各愛那個
[00:09:30.340 --> 00:09:32.720]  周是眾者各興那個
[00:09:32.720 --> 00:09:36.160]  你們不能又侍奉神又侍奉馬門
[00:09:36.160 --> 00:09:38.440]  馬門是財利的意思」
[00:09:38.440 --> 00:09:41.660]  是的 留意「馬門」就是財利的意思
[00:09:41.660 --> 00:09:46.580]  就是說我們不要將錢看重過神
[00:09:46.580 --> 00:09:48.580]  對財物的看法
[00:09:48.580 --> 00:09:52.040]  如果將它偶像化了或者禁欲主義
[00:09:52.040 --> 00:09:57.020]  我們要好好的恭賀己生 當然是對的
[00:09:57.020 --> 00:09:59.640]  但是我們什麼都不可以來去享受
[00:09:59.640 --> 00:10:02.480]  兩者都是錯的 都是一個極端
[00:10:02.480 --> 00:10:05.200]  《聖經》所定聖潔生活的典範
[00:10:05.200 --> 00:10:08.940]  絕對不是指我們以得取財物
[00:10:08.940 --> 00:10:10.700]  作為我們生活的目標
