
[00:00:00.000 --> 00:00:02.000]  丁字妹主內平安
[00:00:02.000 --> 00:00:05.000]  我們一齊同心禱告
[00:00:05.000 --> 00:00:10.000]  主人願意求受師哥提醒我們
[00:00:10.000 --> 00:00:16.000]  我們是將來有被點名的時候
[00:00:16.000 --> 00:00:20.000]  願意我們今天就要過警醒的生活
[00:00:20.000 --> 00:00:21.000]  我們仰望祢
[00:00:21.000 --> 00:00:25.000]  求聖靈去掌管我們的心思意念
[00:00:25.000 --> 00:00:28.000]  闖開心靈聽的耳朵
[00:00:28.000 --> 00:00:30.000]  去聆聽上帝的說話
[00:00:30.000 --> 00:00:32.000]  求聖靈掌管我的口
[00:00:32.000 --> 00:00:36.000]  讓我所出的都是來自主祢的說話
[00:00:36.000 --> 00:00:39.000]  奉主耶穌基督得聖命祈求
[00:00:39.000 --> 00:00:40.000]  阿們
[00:00:40.000 --> 00:00:42.000]  丁字妹如果我問
[00:00:42.000 --> 00:00:45.000]  當我說到僕人
[00:00:45.000 --> 00:00:46.000]  這個時候
[00:00:46.000 --> 00:00:51.000]  你馬上會想到聖經裏面哪一個人物呢
[00:00:51.000 --> 00:00:53.000]  你會想到誰
[00:00:53.000 --> 00:00:55.000]  叫出來
[00:00:55.000 --> 00:00:56.000]  摩西
[00:00:56.000 --> 00:00:58.000]  就這樣
[00:00:58.000 --> 00:00:59.000]  我們來看看
[00:00:59.000 --> 00:01:01.000]  我選了幾個
[00:01:01.000 --> 00:01:03.000]  第一個猜猜是誰
[00:01:03.000 --> 00:01:07.000]  太小了
[00:01:07.000 --> 00:01:11.000]  這個就是獻耳撒的阿伯拉罕
[00:01:11.000 --> 00:01:14.000]  這個是誰呢
[00:01:14.000 --> 00:01:18.000]  和天使摔跤的雅各
[00:01:18.000 --> 00:01:20.000]  這個一看就看得到
[00:01:20.000 --> 00:01:21.000]  摩西
[00:01:21.000 --> 00:01:28.000]  和很小的時候已經打贏巨人的大衛
[00:01:28.000 --> 00:01:31.000]  這些在聖經裏面
[00:01:31.000 --> 00:01:35.000]  聖經都描述他是神的僕人
[00:01:35.000 --> 00:01:37.000]  教會的講壇由六月底開始
[00:01:37.000 --> 00:01:38.000]  我們開始了
[00:01:38.000 --> 00:01:43.000]  從彼得前書第二章講到的五個標記
[00:01:43.000 --> 00:01:45.000]  我們已經講了客女
[00:01:45.000 --> 00:01:47.000]  講了子民
[00:01:47.000 --> 00:01:48.000]  講了祭司
[00:01:48.000 --> 00:01:49.000]  講了活石靈宮
[00:01:49.000 --> 00:01:51.000]  今天我們開始講
[00:01:51.000 --> 00:01:52.000]  是僕人
[00:01:52.000 --> 00:01:54.000]  或者是奴僕
[00:01:54.000 --> 00:01:56.000]  耶和華的僕人
[00:01:56.000 --> 00:01:58.000]  Servant of the Lord
[00:01:58.000 --> 00:01:59.000]  這個字
[00:01:59.000 --> 00:02:01.000]  其實在聖經裏面
[00:02:01.000 --> 00:02:04.000]  是對一些人物的尊稱
[00:02:04.000 --> 00:02:06.000]  僕人這個基本的用詞
[00:02:06.000 --> 00:02:07.000]  在舊約聖經裏面
[00:02:07.000 --> 00:02:08.000]  我們看見
[00:02:08.000 --> 00:02:09.000]  起碼用了
[00:02:09.000 --> 00:02:11.000]  接近八百次這麼多
[00:02:11.000 --> 00:02:13.000]  八百次這麼多
[00:02:13.000 --> 00:02:15.000]  僕人有時候叫Servant
[00:02:15.000 --> 00:02:17.000]  或者有時候叫奴僕
[00:02:17.000 --> 00:02:18.000]  Slave
[00:02:18.000 --> 00:02:19.000]  但這個奴僕
[00:02:19.000 --> 00:02:20.000]  這個Slave
[00:02:20.000 --> 00:02:23.000]  和我們近代形容的那些Slave
[00:02:23.000 --> 00:02:25.000]  即是那些很慘很慘的奴隸
[00:02:25.000 --> 00:02:28.000]  那些其實是有點不同的
[00:02:28.000 --> 00:02:30.000]  因為在聖經裏面的描述
[00:02:30.000 --> 00:02:31.000]  這個奴僕
[00:02:31.000 --> 00:02:32.000]  Slave這個字
[00:02:32.000 --> 00:02:34.000]  是稱哪些呢
[00:02:34.000 --> 00:02:36.000]  原來是講那些有信心
[00:02:36.000 --> 00:02:39.000]  或者有行動的英雄
[00:02:39.000 --> 00:02:40.000]  譬如剛才我們所講的
[00:02:40.000 --> 00:02:41.000]  摩西
[00:02:41.000 --> 00:02:42.000]  大衛
[00:02:42.000 --> 00:02:44.000]  或者是耶和華的先知
[00:02:44.000 --> 00:02:45.000]  譬如好像是以利亞
[00:02:45.000 --> 00:02:46.000]  若拿
[00:02:46.000 --> 00:02:48.000]  又或者是那些信心的偉人
[00:02:48.000 --> 00:02:50.000]  例如是約書亞
[00:02:50.000 --> 00:02:52.000]  迦勒亞等等
[00:02:52.000 --> 00:02:54.000]  在以賽亞書第四十一章
[00:02:54.000 --> 00:02:56.000]  第八到十節
[00:02:56.000 --> 00:02:57.000]  更加指出
[00:02:57.000 --> 00:03:00.000]  僕人這個是一個至高的身份
[00:03:00.000 --> 00:03:02.000]  是因為神的恩典
[00:03:02.000 --> 00:03:04.000]  是上帝親自的揀選
[00:03:04.000 --> 00:03:06.000]  或者我們一起讀這段經文
[00:03:06.000 --> 00:03:07.000]  請
[00:03:07.000 --> 00:03:10.000]  唯你以色列我的僕人
[00:03:10.000 --> 00:03:12.000]  雅各我所揀選的
[00:03:12.000 --> 00:03:15.000]  我朋友阿伯拉罕的後裔
[00:03:15.000 --> 00:03:18.000]  你是我從地極所領來的
[00:03:18.000 --> 00:03:20.000]  從帝國所召來的
[00:03:20.000 --> 00:03:22.000]  且對你說
[00:03:22.000 --> 00:03:24.000]  你是我的僕人
[00:03:24.000 --> 00:03:26.000]  我揀選你
[00:03:26.000 --> 00:03:28.000]  並不棄絕你
[00:03:28.000 --> 00:03:29.000]  你不要害怕
[00:03:29.000 --> 00:03:31.000]  因為我與你同在
[00:03:31.000 --> 00:03:33.000]  不要驚惶
[00:03:33.000 --> 00:03:35.000]  因為我是你的神
[00:03:35.000 --> 00:03:37.000]  我必兼顧你
[00:03:37.000 --> 00:03:38.000]  我必幫助你
[00:03:38.000 --> 00:03:41.000]  我必用我公義的右手
[00:03:41.000 --> 00:03:43.000]  去扶持你
[00:03:43.000 --> 00:03:45.000]  很清楚講到
[00:03:45.000 --> 00:03:47.000]  僕人是神親自的揀選
[00:03:47.000 --> 00:03:52.000]  一會兒我會再詳細講這段經文
[00:03:52.000 --> 00:03:54.000]  去到新約的時候
[00:03:54.000 --> 00:03:55.000]  新約的聖經裡面
[00:03:55.000 --> 00:03:57.000]  也有多處的地方
[00:03:57.000 --> 00:03:59.000]  用了僕人這個稱呼
[00:03:59.000 --> 00:04:01.000]  保羅在《說行傳》
[00:04:01.000 --> 00:04:02.000]  曾經這樣講
[00:04:02.000 --> 00:04:04.000]  他說他們恐嚇我們
[00:04:04.000 --> 00:04:06.000]  現在求主監察
[00:04:06.000 --> 00:04:08.000]  一面叫你僕人
[00:04:08.000 --> 00:04:10.000]  大放膽量講你的道
[00:04:10.000 --> 00:04:12.000]  一面伸出你的手來醫治疾病
[00:04:12.000 --> 00:04:14.000]  並且使神職其事
[00:04:14.000 --> 00:04:18.000]  因著你聖僕耶穌的名行出來
[00:04:18.000 --> 00:04:20.000]  本來這段經文提醒我們
[00:04:20.000 --> 00:04:24.000]  原來耶穌基督是聖僕
[00:04:24.000 --> 00:04:26.000]  去形容耶穌基督是聖僕
[00:04:26.000 --> 00:04:27.000]  而人是怎樣?
[00:04:27.000 --> 00:04:29.000]  是你的僕人
[00:04:29.000 --> 00:04:31.000]  正如剛才我一開始所講
[00:04:31.000 --> 00:04:33.000]  我們講到僕人的時候
[00:04:33.000 --> 00:04:35.000]  是因為來自彼得前書都講
[00:04:35.000 --> 00:04:37.000]  是作僕人的
[00:04:37.000 --> 00:04:41.000]  所以究竟僕人是怎樣的呢?
