
[00:00:00.000 --> 00:00:06.160]  丁姐妹,早晨,讓我們一同為著我們講道和聽道的服侍一同禱告
[00:00:06.160 --> 00:00:10.740]  主啊,我們很感謝祢,因為祢讓我們去看見祢話語的真實
[00:00:10.740 --> 00:00:15.500]  看見祢的應許是怎樣去實踐在以色列人的裡面
[00:00:15.500 --> 00:00:19.680]  今天祢仍然將這份約實踐在我們的生命當中
[00:00:19.680 --> 00:00:23.800]  叫我們今天藉著經文去看見祢與人所立的約
[00:00:23.800 --> 00:00:28.980]  看見祢是那位先憐憫、先安慰的上帝
[00:00:28.980 --> 00:00:32.180]  奉主耶穌基督的生命祈求,阿們
[00:00:32.180 --> 00:00:37.220]  好像很久沒有在這個地方和大家講道的時間
[00:00:37.220 --> 00:00:41.360]  所以讓我有一點時間更新我的近況
[00:00:41.360 --> 00:00:43.860]  我最近搬了房子,大家知不知道
[00:00:43.860 --> 00:00:47.520]  我現在搬到一個比較近火車站的地方
[00:00:47.520 --> 00:00:54.360]  希望交通方便一點,有大一點的空間就可以招呼不同的電影展會
[00:00:54.360 --> 00:01:00.840]  特別是一班留學生可以來到當中,我們又一起團契小組的時間
[00:01:00.840 --> 00:01:05.160]  不過其實來親的朋友都不約而同地問我們
[00:01:05.160 --> 00:01:10.280]  你們住得這麼近火車軌,你們不會覺得很吵嗎?
[00:01:10.280 --> 00:01:13.280]  不會晚上睡不著覺嗎?
[00:01:13.280 --> 00:01:17.040]  這裡要講給大家聽,我和Katy,即是我太太
[00:01:17.040 --> 00:01:20.200]  我們都有一個本事,這個真是一個本事
[00:01:20.200 --> 00:01:24.880]  就是我們睡著後,誰都吵我們不醒
[00:01:24.880 --> 00:01:27.600]  可能因為我們都習慣在香港生活
[00:01:27.600 --> 00:01:31.360]  香港是車聲,人聲從來都不會少
[00:01:31.360 --> 00:01:36.440]  所以其實這些火車聲是濕濕碎,即是自動靜音
[00:01:36.440 --> 00:01:40.040]  完全聽不到,根本吵不到我們
[00:01:40.040 --> 00:01:44.880]  有時候自動靜音這個能力是好的
[00:01:44.880 --> 00:01:50.400]  但對某些人來說,有時候這個功能是不好的
[00:01:50.400 --> 00:01:54.960]  除了睡覺之外,只要我很專注去做一件事的時候
[00:01:54.960 --> 00:01:57.560]  我是可以完全聽不到隔壁說話的
[00:01:57.560 --> 00:02:02.200]  例如我在看電視,當我很專心在煲劇的時候
[00:02:02.200 --> 00:02:05.640]  有任何人跟我說話,我都會聽不到
[00:02:05.640 --> 00:02:10.720]  當然最首當其衝,受影響的就是Katy
[00:02:10.720 --> 00:02:14.680]  所以她經常都會在我看電視的時候,跟我說了一些話
[00:02:14.680 --> 00:02:19.520]  我隔了幾分鐘,突然會想,剛剛好像有人跟我說話
[00:02:19.520 --> 00:02:22.640]  然後我就問她,你找我嗎?
[00:02:22.640 --> 00:02:25.240]  然後你猜她的回應是什麼?
[00:02:25.240 --> 00:02:29.560]  她的回應當然是很生氣地說,沒事了
[00:02:29.560 --> 00:02:32.920]  我現在上了港台,我不會說謊的
[00:02:32.920 --> 00:02:37.400]  所以其實我不是真心,我不是有心當她沒有
[00:02:37.400 --> 00:02:43.520]  但我真的聽不到,那一刻你覺得我完全沒有接收到這個訊息
[00:02:43.520 --> 00:02:48.360]  結果這個自動靜音的本能,就好像今天的題目一樣
[00:02:48.360 --> 00:02:53.080]  令Katy的說話成為了被埋藏的聲音
[00:02:53.080 --> 00:02:54.880]  其實有時候我們的生活都是這樣的
[00:02:54.880 --> 00:02:59.840]  我們以為過得很安靜,好像很安逸,沒什麼發生
[00:02:59.840 --> 00:03:02.960]  但原來都只是我們沒有理會
[00:03:02.960 --> 00:03:06.480]  今天我們又回到薩加利亞書的裡面
[00:03:06.480 --> 00:03:08.360]  薩加利亞書的背景是什麼呢?
[00:03:08.360 --> 00:03:11.200]  可能很久都沒有看過,都不記得了,對不對?
[00:03:11.200 --> 00:03:16.120]  我們說這裡本來是波斯,是一個內戰連綿的地方
[00:03:16.120 --> 00:03:20.600]  然後到了今天,終於可以安享太平的時代
[00:03:20.600 --> 00:03:25.400]  但原來在這個那麼安逸,或者很安靜的時代裡面
[00:03:25.400 --> 00:03:30.440]  在和平的時代裡面,原來都有些聲音被埋藏起來
[00:03:30.440 --> 00:03:33.760]  上次我們說到當猶太人回到耶路撒冷
[00:03:33.760 --> 00:03:36.600]  上帝藉著先知去提醒他們之後
[00:03:36.600 --> 00:03:39.120]  猶太人就開始重建聖殿
[00:03:39.120 --> 00:03:42.400]  然後上帝又開始舊事重提
[00:03:42.400 --> 00:03:47.320]  說起猶太人的祖先亡國的原因
[00:03:47.320 --> 00:03:49.680]  為的是要提醒他們一件事
[00:03:49.680 --> 00:03:52.640]  就是當我們願意轉向上帝的時候
[00:03:52.640 --> 00:03:55.440]  上帝就轉向我們了
[00:03:55.440 --> 00:03:58.240]  之後隔了兩個月,來到這段經文
[00:03:58.240 --> 00:04:00.800]  上帝的使者又藉著幾個異象
[00:04:00.800 --> 00:04:02.640]  叫先知進一步明白
[00:04:02.640 --> 00:04:05.960]  究竟猶太人怎樣才是轉向上帝呢?
[00:04:05.960 --> 00:04:09.000]  上帝又會怎樣轉向猶太人呢?
[00:04:09.000 --> 00:04:11.480]  今天我們看第一句的異象
[00:04:11.480 --> 00:04:13.160]  轉向上帝的第一步
[00:04:13.160 --> 00:04:15.360]  就是要聽到上帝的聲音
[00:04:15.360 --> 00:04:18.080]  看見上帝和人所立的約
[00:04:18.080 --> 00:04:20.600]  也可能這些聲音
[00:04:20.600 --> 00:04:24.920]  上帝的聲音就成為了你現在所謂平靜
[00:04:24.920 --> 00:04:29.960]  被這些平靜埋藏起來的一些聲音
[00:04:29.960 --> 00:04:34.200]  今天一開始我們看到第七至第十節
[00:04:34.200 --> 00:04:40.880]  裡面一開始很仔細地描述異象的畫面
[00:04:40.880 --> 00:04:43.880]  他首先說這件事是發生在夜間
[00:04:43.880 --> 00:04:46.400]  當時是沒有街燈的
[00:04:46.400 --> 00:04:49.400]  所以你會知道夜間應該是很黑
[00:04:49.400 --> 00:04:51.320]  是看不得很清楚的
[00:04:51.320 --> 00:04:56.240]  只是很略略地看見有一群馬匹的隊伍
[00:04:56.240 --> 00:04:59.120]  而他們是站在蛙地裡面的
[00:04:59.120 --> 00:05:00.560]  蛙地是什麼意思呢?
[00:05:00.560 --> 00:05:04.760]  蛙地是在一些低谷陰暗的地方
[00:05:04.760 --> 00:05:08.120]  然後還要是在番石榴樹中間
[00:05:08.120 --> 00:05:12.600]  番石榴樹原來當時是那些葉很大很大塊的
[00:05:12.600 --> 00:05:14.160]  長得很濃密的
[00:05:14.160 --> 00:05:18.360]  就是人們很曬的時候就可以在那裡遮陰的
[00:05:18.360 --> 00:05:21.360]  所以你聽完在夜間在蛙地
[00:05:21.360 --> 00:05:22.840]  還要在番石榴樹的時候
[00:05:22.840 --> 00:05:26.360]  你就會知道就是黑加黑和黑
[00:05:26.360 --> 00:05:28.680]  總之就是很看不得清楚
[00:05:28.680 --> 00:05:31.040]  然後什麼都看不得清楚
[00:05:31.040 --> 00:05:33.680]  整個感覺就是一種很神秘
[00:05:33.680 --> 00:05:35.400]  不知道對方是什麼來頭
[00:05:35.400 --> 00:05:37.360]  不知道發生什麼事
[00:05:37.360 --> 00:05:40.680]  所以怪不得仙姿竟然會在這個時候
[00:05:40.680 --> 00:05:42.600]  看到異象他也要問一句
[00:05:42.600 --> 00:05:45.920]  其實我現在不太明白
[00:05:45.920 --> 00:05:48.520]  但是有時候問就有答案
[00:05:48.520 --> 00:05:50.960]  馬匹隊伍裡面就有人回答他
[00:05:50.960 --> 00:05:54.000]  他說這個是鳳尤華差遣
[00:05:54.000 --> 00:05:57.480]  是到處遍地巡邏的
[00:05:57.480 --> 00:05:59.880]  這樣一說仙姿就能夠明白了
[00:05:59.880 --> 00:06:03.040]  因為仙姿活在波斯的年代
[00:06:03.040 --> 00:06:06.440]  當時波斯的帝國都是很大的土地
[00:06:06.440 --> 00:06:09.520]  為了要維持各地的和平
[00:06:09.520 --> 00:06:11.320]  防止有人作亂
[00:06:11.320 --> 00:06:14.240]  波斯就會安排一些馬匹的隊伍
[00:06:14.240 --> 00:06:18.000]  成為一些密探到處巡邏
[00:06:18.000 --> 00:06:20.920]  所以仙姿都會很明白
[00:06:20.920 --> 00:06:24.600]  原來這些就是四處巡邏的密探
[00:06:24.600 --> 00:06:29.960]  不過這些密探原來不是在服侍波斯的帝國
[00:06:29.960 --> 00:06:32.640]  也不是在服侍大樓侍王
[00:06:32.640 --> 00:06:37.520]  這些密探在服侍的應該是上帝
[00:06:37.520 --> 00:06:39.840]  接著來到十一和十二節
[00:06:39.840 --> 00:06:41.440]  十一和十二節裡面
[00:06:41.440 --> 00:06:44.840]  他告訴我們這群密探四處巡邏
[00:06:44.840 --> 00:06:48.600]  回來的時候似乎都帶了一個好消息
[00:06:48.600 --> 00:06:52.680]  那個好消息就是全地都安息平靜
[00:06:52.680 --> 00:06:54.640]  的確我們之前都分享過
[00:06:54.640 --> 00:06:59.200]  我們說波斯的皇朝其實都曾經出現過政變
[00:06:59.200 --> 00:07:01.240]  直到大樓侍王上場
[00:07:01.240 --> 00:07:03.000]  他打敗了叛軍
[00:07:03.000 --> 00:07:04.720]  然後重新執政
[00:07:04.720 --> 00:07:08.680]  但是你想像到一個這麼大的國土
[00:07:08.680 --> 00:07:12.400]  他雖然怎麼會在一個大樓侍王一上場
[00:07:12.400 --> 00:07:14.560]  內戰就會停止呢
[00:07:14.560 --> 00:07:17.320]  所以大樓侍王用了差不多兩年的時間
[00:07:17.320 --> 00:07:20.440]  才慢慢能夠平定整個國家
[00:07:20.440 --> 00:07:24.600]  當中就是剛剛所說的用大量的密探四處巡邏
[00:07:24.600 --> 00:07:28.920]  就是避免杜絕一切可以推翻政權的機會
[00:07:28.920 --> 00:07:31.680]  那些東西會萌生出來
[00:07:31.680 --> 00:07:34.800]  因此內亂已經止住了
[00:07:34.800 --> 00:07:37.280]  國家在嚴格的管控之下
[00:07:37.280 --> 00:07:41.920]  都慢慢恢復安息和平靜
[00:07:41.920 --> 00:07:43.520]  正當讀者都會想
[00:07:43.520 --> 00:07:45.960]  其實我們都作為一個讀者
[00:07:45.960 --> 00:07:48.160]  我們都會覺得都挺好
[00:07:48.160 --> 00:07:52.160]  起碼現在就是一個好消息的時候
[00:07:52.160 --> 00:07:54.960]  但是先知似乎不是這樣告訴我們
[00:07:54.960 --> 00:07:56.160]  因為你看看第十二節
[00:07:56.160 --> 00:07:59.240]  他引述了耶和華的使者的哀嘆
[00:07:59.240 --> 00:08:01.400]  他說萬軍之耶和華
[00:08:01.400 --> 00:08:04.480]  你老恨耶路撒冷和猶大的城鎮
[00:08:04.480 --> 00:08:06.640]  已經七十年了
[00:08:06.640 --> 00:08:10.760]  你不施憐憫要到什麼時候
[00:08:10.760 --> 00:08:12.640]  因著猶太人犯罪
[00:08:12.640 --> 00:08:16.560]  所以耶和華曾經對他們大發烈怒
[00:08:16.560 --> 00:08:19.800]  不知不覺間聖殿已經被毀七十年
[00:08:19.800 --> 00:08:23.240]  雖然今天猶太人可以回去耶路撒冷
[00:08:23.240 --> 00:08:25.480]  聖殿也已經重建
[00:08:25.480 --> 00:08:28.000]  但是似乎對耶和華的使者來說
[00:08:28.000 --> 00:08:31.640]  這個都不是真正的安息平靜
[00:08:31.640 --> 00:08:33.680]  因為這一份的平靜
[00:08:33.680 --> 00:08:36.240]  是來自於波斯的軍事實力
[00:08:36.240 --> 00:08:39.720]  是對那些反對者的打壓和消滅
[00:08:39.720 --> 00:08:43.040]  所以大家其實只是因為他們太厲害了
[00:08:43.040 --> 00:08:45.240]  所以不敢有任何的動作
[00:08:45.240 --> 00:08:47.200]  甚至就算有人這樣
[00:08:47.200 --> 00:08:49.160]  有人為了那些不公義的事
[00:08:49.160 --> 00:08:51.080]  去聲嘶力竭的時候
[00:08:51.080 --> 00:08:53.520]  他都沒辦法撼動這個政權
[00:08:53.520 --> 00:08:56.320]  也都沒辦法帶來任何的改變
[00:08:56.320 --> 00:09:00.720]  就成為了被埋藏的聲音
[00:09:00.720 --> 00:09:03.280]  今天我們會不會都將某些的聲音
