
[00:00:00.000 --> 00:00:07.000]  再一次感謝周醫生在白網中很真摯地分享
[00:00:07.000 --> 00:00:14.000]  我想我們有一個很重要的經歷
[00:00:14.000 --> 00:00:17.000]  如果你很重視那些東西
[00:00:17.000 --> 00:00:21.000]  你發覺那些東西是很經常出現的
[00:00:21.000 --> 00:00:24.000]  當我的女兒出生的時候
[00:00:24.000 --> 00:00:25.000]  或者這樣說
[00:00:25.000 --> 00:00:27.000]  當我太太懷孕的時候
[00:00:27.000 --> 00:00:30.000]  我特別見得多孕婦
[00:00:30.000 --> 00:00:34.000]  當我的女兒小時候
[00:00:34.000 --> 00:00:38.000]  我特別見得多街邊肚子多的嬰兒車
[00:00:38.000 --> 00:00:41.000]  為什麼會這樣呢
[00:00:41.000 --> 00:00:45.000]  是不是真的某些時間會特別多孕婦
[00:00:45.000 --> 00:00:47.000]  某些時段多嬰兒車呢
[00:00:47.000 --> 00:00:48.000]  不是
[00:00:48.000 --> 00:00:50.000]  是因為那段時間裡面
[00:00:50.000 --> 00:00:53.000]  你自己相關的東西
[00:00:53.000 --> 00:00:55.000]  你會特別多留意
[00:00:57.000 --> 00:00:59.000]  當你喜歡打籃球
[00:00:59.000 --> 00:01:02.000]  你會知道昨天林書豪來了香港
[00:01:02.000 --> 00:01:04.000]  在K-11裡面有分享會
[00:01:04.000 --> 00:01:05.000]  如果明天拿了門票的時候
[00:01:05.000 --> 00:01:08.000]  你會去阿博那裡看他講見證
[00:01:08.000 --> 00:01:10.000]  如果你是很喜歡股票的人
[00:01:10.000 --> 00:01:13.000]  你有買賣的東西
[00:01:13.000 --> 00:01:14.000]  你會時時留意那些電視機
[00:01:14.000 --> 00:01:16.000]  按呀按呀按呀按呀
[00:01:16.000 --> 00:01:18.000]  或者聽收音機
[00:01:18.000 --> 00:01:23.000]  原來當你關注某一樣東西的時候
[00:01:23.000 --> 00:01:26.000]  你會放很多的注意力在當中
[00:01:26.000 --> 00:01:28.000]  如果你是一個愛國的人
[00:01:28.000 --> 00:01:32.000]  你以自己作為中國人很自豪的
[00:01:32.000 --> 00:01:34.000]  可能你會去排隊
[00:01:34.000 --> 00:01:37.000]  去拿一些我們奧運金牌的選手
[00:01:37.000 --> 00:01:39.000]  一些的比賽
[00:01:39.000 --> 00:01:41.000]  你會很留意我們中國運動員
[00:01:41.000 --> 00:01:46.000]  領獎國旗升起那種的歡愉
[00:01:46.000 --> 00:01:50.000]  其他國家拿多少世界紀錄
[00:01:50.000 --> 00:01:53.000]  拿多少獎對你來說與我何干
[00:01:54.000 --> 00:01:56.000]  主耶穌曾經講過
[00:01:56.000 --> 00:01:58.000]  我不屬於的世界
[00:01:58.000 --> 00:02:02.000]  我班門徒都不屬於的世界
[00:02:02.000 --> 00:02:06.000]  耶穌這句話告訴你很重要的事實
[00:02:06.000 --> 00:02:09.000]  世界不是屬於耶穌的
[00:02:09.000 --> 00:02:13.000]  我們跟從他的人都不屬於的世界
[00:02:13.000 --> 00:02:16.000]  不過耶穌他都告訴我們
[00:02:16.000 --> 00:02:18.000]  雖然我們不屬於的世界
[00:02:18.000 --> 00:02:21.000]  但我們卻是活在這個世界裡面
[00:02:21.000 --> 00:02:23.000]  所以我們基督徒
[00:02:23.000 --> 00:02:26.000]  我們雖然知道自己不屬於的世界
[00:02:26.000 --> 00:02:29.000]  但我們從來沒有一個避世
[00:02:29.000 --> 00:02:32.000]  厭世的一個生活
[00:02:32.000 --> 00:02:36.000]  相反我們要在這個世界裡面
[00:02:36.000 --> 00:02:39.000]  來將好像剛才周先生所講
[00:02:39.000 --> 00:02:43.000]  將人最缺乏但卻是最需要的愛
[00:02:43.000 --> 00:02:46.000]  是真正的愛和你分享
[00:02:46.000 --> 00:02:48.000]  另一方面
[00:02:48.000 --> 00:02:51.000]  耶穌都留我們在這個世界裡面
[00:02:51.000 --> 00:02:54.000]  但要我們在一個充滿著愛的世界裡面
[00:02:54.000 --> 00:02:57.000]  或者一個扭曲了價值觀的世界裡面
[00:02:57.000 --> 00:03:00.000]  將正確的價值觀和別人分享
[00:03:00.000 --> 00:03:02.000]  所以弟兄姊妹
[00:03:02.000 --> 00:03:05.000]  周先生的見證告訴你
[00:03:05.000 --> 00:03:07.000]  我們雖然活在這個世界裡面
[00:03:07.000 --> 00:03:11.000]  我們仍然可以以一個永恆的眼光
[00:03:11.000 --> 00:03:14.000]  永恆的角度去看事物
[00:03:14.000 --> 00:03:17.000]  才會活出這個永恆的角度
[00:03:17.000 --> 00:03:20.000]  今天的世界賺快錢最重要
[00:03:20.000 --> 00:03:22.000]  賺錢我們要盡快享受
[00:03:22.000 --> 00:03:24.000]  我懷之人死
[00:03:24.000 --> 00:03:26.000]  最怕我自己活得開心
[00:03:26.000 --> 00:03:28.000]  所以你看到今天很多
[00:03:28.000 --> 00:03:30.000]  不能吃的東西給人吃
[00:03:30.000 --> 00:03:32.000]  可以害人的東西
[00:03:32.000 --> 00:03:34.000]  懷之你總要賺到錢就行了
[00:03:34.000 --> 00:03:36.000]  對人的生命不再重視
[00:03:36.000 --> 00:03:38.000]  以往一個人的生命很重要
[00:03:38.000 --> 00:03:41.000]  但今天看到無論美國的槍殺
[00:03:41.000 --> 00:03:43.000]  國內的車死人
[00:03:43.000 --> 00:03:44.000]  是很自然的事
[00:03:44.000 --> 00:03:47.000]  今天的世界不再重視人的生命
[00:03:47.000 --> 00:03:51.000]  但是上帝的話語告訴你
[00:03:51.000 --> 00:03:55.000]  每一個人的生命都是這麼寶貴
[00:03:55.000 --> 00:03:57.000]  正如日本哲學家
[00:03:57.000 --> 00:04:00.000]  小山晃佑他曾經說過
[00:04:00.000 --> 00:04:03.000]  他說人的價值的根基
[00:04:03.000 --> 00:04:07.000]  是在於上帝的價值
[00:04:07.000 --> 00:04:09.000]  周先生開始的時候說
[00:04:09.000 --> 00:04:10.000]  在他未信耶穌
[00:04:10.000 --> 00:04:12.000]  未生BB的時候
[00:04:12.000 --> 00:04:16.000]  那些病人只不過是他的個案
[00:04:16.000 --> 00:04:18.000]  當他接觸到生命的時候
[00:04:18.000 --> 00:04:22.000]  這個和他很切身的生命的時候
[00:04:22.000 --> 00:04:26.000]  他看到這些不是只不過是個案
[00:04:26.000 --> 00:04:27.000]  這些是什麼?
[00:04:27.000 --> 00:04:29.000]  是生命
[00:04:29.000 --> 00:04:31.000]  是我們要關心
[00:04:31.000 --> 00:04:33.000]  是要令他們快樂的一班
[00:04:33.000 --> 00:04:36.000]  很寶貴的生命
[00:04:36.000 --> 00:04:39.000]  原來上帝要我們活在這個世界裏面
[00:04:39.000 --> 00:04:42.000]  你是要將一個新的價值觀
[00:04:42.000 --> 00:04:44.000]  和別人分享
[00:04:44.000 --> 00:04:47.000]  以上帝的價值觀去再看世上
[00:04:47.000 --> 00:04:50.000]  我們身邊的人
[00:04:50.000 --> 00:04:55.000]  周先生是一個專科醫生
