
[00:00:00.000 --> 00:00:06.000]  我在上星期 事實上不止是上星期
[00:00:06.000 --> 00:00:10.760]  一直從復活節開始的時候
[00:00:10.760 --> 00:00:15.720]  我就已經預備了這個題目的一個大講
[00:00:15.720 --> 00:00:21.840]  但是上星期我們講到彼得
[00:00:21.840 --> 00:00:25.000]  我就用彼得來做開始
[00:00:25.000 --> 00:00:28.720]  因為彼得的故事我想比較容易講
[00:00:28.720 --> 00:00:33.080]  而且試圖行轉裡面所發生的事情
[00:00:33.080 --> 00:00:38.800]  你也看到彼得的名字在上面出現
[00:00:38.800 --> 00:00:43.320]  所以我想今天就用這個題目
[00:00:43.320 --> 00:00:45.080]  我們繼續會講
[00:00:45.080 --> 00:00:50.440]  上星期因為有其他的計劃我們在cut點了
[00:00:50.440 --> 00:00:55.520]  上星期有人懷念我上星期沒有講完
[00:00:55.520 --> 00:01:00.240]  我想今天是將這個題目連接在一起
[00:01:00.240 --> 00:01:02.240]  我們一起同心祈禱
[00:01:02.240 --> 00:01:05.440]  再來都感謝你
[00:01:05.440 --> 00:01:08.560]  我們在這裡一起看你的話語
[00:01:08.560 --> 00:01:10.440]  我們求著你自己
[00:01:10.440 --> 00:01:12.800]  聖靈在我們當中帶領我們
[00:01:12.800 --> 00:01:14.120]  開啟我們的心
[00:01:14.120 --> 00:01:15.520]  叫我們明白主
[00:01:15.520 --> 00:01:18.200]  你是我們當中的子義
[00:01:18.200 --> 00:01:21.520]  最後讓我們今天在這裡聽你的話
[00:01:21.520 --> 00:01:24.720]  求著你自己在當中提醒我們
[00:01:24.720 --> 00:01:25.720]  幫助我們
[00:01:25.720 --> 00:01:27.840]  最後我們要禱告奉主耶穌的名求
[00:01:27.840 --> 00:01:28.840]  阿們
[00:01:28.840 --> 00:01:38.640]  上次我特別講到彼得的事情
[00:01:38.640 --> 00:01:41.200]  主要講到三樣東西
[00:01:41.200 --> 00:01:44.840]  就是彼得一開始就神呼召他
[00:01:44.840 --> 00:01:48.080]  但是彼得聽到神的呼召
[00:01:48.080 --> 00:01:50.760]  就立刻答應就等下來
[00:01:50.760 --> 00:01:53.120]  我特別提到一件事情
[00:01:53.120 --> 00:01:58.600]  就是彼得不是第一次聽到耶穌的事情
[00:01:58.600 --> 00:02:05.880]  事實上我們今天看完彼得後來再講到的時候
[00:02:05.880 --> 00:02:10.960]  彼得在前面他一定有聽過神的話語
[00:02:10.960 --> 00:02:12.160]  在舊日裡
[00:02:12.160 --> 00:02:15.720]  因為猶太人他們在他們的會堂
[00:02:15.720 --> 00:02:19.440]  他們每個禮拜應該有他們的聚會
[00:02:19.440 --> 00:02:24.160]  他們會聽到舊日裡的話語
[00:02:24.160 --> 00:02:28.320]  好像我們今天在這裡聚會一樣
[00:02:28.320 --> 00:02:30.800]  當日猶太人也是這樣
[00:02:30.800 --> 00:02:36.440]  但是彼得不是一個讀書的人
[00:02:36.440 --> 00:02:37.320]  他是打語
[00:02:37.320 --> 00:02:38.920]  我不是看低他是打語
[00:02:38.920 --> 00:02:42.320]  當時的人都是這樣
[00:02:42.320 --> 00:02:44.240]  他們的工作就是這樣
[00:02:44.240 --> 00:02:45.920]  不是像保羅
[00:02:45.920 --> 00:02:48.360]  保羅就是另外一個格局
[00:02:48.360 --> 00:02:51.680]  彼得接著下去有三年
[00:02:51.680 --> 00:02:53.840]  他是跟隨耶穌
[00:02:53.840 --> 00:02:56.720]  我特別知道是跟隨耶穌
[00:02:56.720 --> 00:02:58.640]  他在跟隨耶穌的時候
[00:02:58.640 --> 00:03:01.320]  他是聽耶穌的教導
[00:03:01.320 --> 00:03:02.720]  他聽到
[00:03:02.720 --> 00:03:04.720]  他聽不聽進去是另一回事
[00:03:04.720 --> 00:03:07.000]  但是他是有機會聽完
[00:03:07.000 --> 00:03:08.720]  直接聽到耶穌的教導
[00:03:08.720 --> 00:03:09.560]  第二
[00:03:09.560 --> 00:03:14.040]  他也都見證到耶穌所做的事情
[00:03:14.040 --> 00:03:17.120]  不論是講鬼或者行神蹟都好
[00:03:17.120 --> 00:03:19.560]  彼得有過三年的時候
[00:03:19.560 --> 00:03:21.520]  我們叫他門訓
[00:03:21.520 --> 00:03:24.640]  當然耶穌選彼得
[00:03:24.640 --> 00:03:27.720]  也是要彼得做他的使徒
[00:03:27.720 --> 00:03:31.240]  也是他日後的差遣出去
[00:03:31.240 --> 00:03:35.760]  所以彼得在最後的時候
[00:03:35.760 --> 00:03:39.760]  耶穌就差遣那十二個使徒
[00:03:39.760 --> 00:03:42.160]  也都有其他的叛徒
[00:03:42.160 --> 00:03:44.200]  日後也都跟著他
[00:03:44.200 --> 00:03:46.840]  這個是當日的事情
[00:03:46.840 --> 00:03:48.480]  但是我們在最後的時候
[00:03:48.480 --> 00:03:49.880]  我們也都看到
[00:03:49.880 --> 00:03:53.400]  彼得雖然是被神揀選
[00:03:53.400 --> 00:03:56.920]  但是他也都有他的弱點
[00:03:56.920 --> 00:03:58.720]  他說話很多
[00:03:58.720 --> 00:04:00.600]  但是到做的時候
[00:04:00.600 --> 00:04:04.440]  他就有一些的
[00:04:04.440 --> 00:04:06.080]  虧欠在那裡
[00:04:06.080 --> 00:04:08.520]  到最後
[00:04:08.520 --> 00:04:11.280]  神是有特別一樣東西
[00:04:11.280 --> 00:04:13.480]  是跟他的門徒
[00:04:13.480 --> 00:04:15.080]  不只是彼得
[00:04:15.080 --> 00:04:19.560]  就是要求聖靈來到他們那裡
[00:04:19.560 --> 00:04:21.840]  這個是耶穌特別
[00:04:21.840 --> 00:04:23.160]  聖靈已經在那裡
[00:04:23.160 --> 00:04:24.720]  聖靈根本是在右邊
[00:04:24.720 --> 00:04:26.440]  但是耶穌是特別
[00:04:26.440 --> 00:04:30.080]  叫他們等候聖靈來到他們那裡
[00:04:30.080 --> 00:04:33.680]  那麼當時
[00:04:33.680 --> 00:04:36.560]  耶穌是要離開他們
[00:04:36.560 --> 00:04:40.160]  那麼門徒也有些不知道怎樣
[00:04:40.160 --> 00:04:41.120]  耶穌走
[00:04:41.120 --> 00:04:42.400]  就是不是耶穌走
[00:04:42.400 --> 00:04:43.880]  就是耶穌離開他們
[00:04:43.880 --> 00:04:45.720]  那麼他們怎樣去做
[00:04:45.720 --> 00:04:48.040]  那麼跟著下去是怎樣
[00:04:48.040 --> 00:04:51.600]  那麼彼得是他們的帶頭
[00:04:51.600 --> 00:04:54.120]  所以耶穌就告訴他們
[00:04:54.120 --> 00:04:56.960]  叫他們等候聖靈
[00:04:56.960 --> 00:04:59.240]  這個是一件很緊的事情
[00:04:59.240 --> 00:05:04.600]  他們不是不知道有聖靈
[00:05:04.600 --> 00:05:09.520]  但是耶穌是特別交代
[00:05:09.520 --> 00:05:15.040]  那麼在當時去到五巡節的時候
[00:05:15.040 --> 00:05:19.120]  如果記得在復活節之後
[00:05:19.120 --> 00:05:19.880]  五巡節的時候
[00:05:19.880 --> 00:05:23.080]  我也提過講到這裡的事情
[00:05:23.080 --> 00:05:24.880]  就是在五巡節的時候
[00:05:24.880 --> 00:05:29.160]  他們的人就在那裡等
[00:05:29.160 --> 00:05:31.800]  在那些門徒和一些其他的人
[00:05:31.800 --> 00:05:34.960]  因為那時候剛剛是在余節的後面
[00:05:34.960 --> 00:05:38.880]  大家的人都來到有聖靈
[00:05:38.880 --> 00:05:41.880]  那麼在那時候就有一些事情發生
[00:05:41.880 --> 00:05:43.160]  就是聖靈降臨
[00:05:43.160 --> 00:05:45.800]  就有一些奇異的事情
[00:05:45.800 --> 00:05:48.280]  我想我們今天看不到是什麼
[00:05:48.280 --> 00:05:50.640]  但是最主要的一件事
[00:05:50.640 --> 00:05:52.720]  就是那些門徒
[00:05:52.720 --> 00:05:54.000]  就是那十一個使徒
[00:05:54.000 --> 00:05:58.480]  可以開始跟十幾個地方
[00:05:58.480 --> 00:06:01.040]  不同的地方來的人
[00:06:01.040 --> 00:06:03.240]  可以用他們的謊言
[00:06:03.240 --> 00:06:07.560]  或者他們講開他們自己地方的話
[00:06:07.560 --> 00:06:09.800]  來跟他們講
[00:06:09.800 --> 00:06:15.440]  門徒那些人聽完之後就覺得怪怪的
[00:06:15.440 --> 00:06:17.320]  或者是他們講得不好
[00:06:17.320 --> 00:06:22.640]  或者是他們不期待這個事情會發生
[00:06:22.640 --> 00:06:26.280]  就說他們會是醉了是嗎
[00:06:26.280 --> 00:06:29.680]  好像講話為什麼會這樣講
[00:06:29.680 --> 00:06:32.360]  或者是講得歪歪的
[00:06:32.360 --> 00:06:33.920]  那些人就會問
[00:06:33.920 --> 00:06:43.560]  到最後彼得就起來解釋
[00:06:43.560 --> 00:06:44.800]  他們不是醉了
[00:06:44.800 --> 00:06:46.720]  他們不是喝醉了
[00:06:46.720 --> 00:06:48.880]  就早9點鐘
[00:06:48.880 --> 00:06:51.760]  如果你們回來聚會的時候
[00:06:51.760 --> 00:06:53.200]  亂講話
[00:06:53.200 --> 00:06:55.040]  那你就知道
[00:06:55.040 --> 00:06:56.480]  但是不是
[00:06:56.480 --> 00:07:00.120]  彼得就開始起來講
[00:07:00.120 --> 00:07:04.040]  彼得一開始跟他們講
[00:07:04.040 --> 00:07:08.120]  他就用《約爾書》第二章
[00:07:08.120 --> 00:07:10.720]  那裡講的東西來講
[00:07:10.720 --> 00:07:12.520]  《約爾書》第二章
[00:07:12.520 --> 00:07:17.480]  可以說是今天一個主題在那裡
[00:07:17.480 --> 00:07:22.760]  當我看彼得講《約爾書》開始
[00:07:22.760 --> 00:07:28.520]  我自己有一點點不知道怎樣
[00:07:28.520 --> 00:07:33.800]  我們有一點奇怪
[00:07:33.800 --> 00:07:38.880]  我不知道大家有多少人翻過《約爾書》
[00:07:38.880 --> 00:07:43.520]  對不起我沒有問過
[00:07:43.520 --> 00:07:47.280]  我想知不知道《約爾書》在哪裡
[00:07:47.280 --> 00:07:49.000]  《約爾書》不是很容易找
[00:07:49.000 --> 00:07:51.120]  因為《約爾書》很短
[00:07:51.120 --> 00:07:53.080]  我不是說大家沒有看過
[00:07:53.080 --> 00:07:56.200]  《約爾書》不是我們經常看的
[00:07:56.200 --> 00:08:00.160]  但是在《聖經》裡面
[00:08:00.160 --> 00:08:04.080]  彼得會引用那段書
[00:08:04.080 --> 00:08:13.600]  我不知道彼得有多少次看過那段經文
[00:08:13.600 --> 00:08:15.240]  或者看過《聖經》
[00:08:15.240 --> 00:08:18.000]  因為當時不像我們今天
[00:08:18.000 --> 00:08:21.600]  我們今天可以個人的手機上面都有
[00:08:21.600 --> 00:08:24.000]  都可以不用《聖經》
[00:08:24.000 --> 00:08:25.720]  不用一人一本
[00:08:25.720 --> 00:08:29.480]  他們看《聖經》的時候
[00:08:29.480 --> 00:08:37.120]  多數都會在會堂每個禮拜有聚會的時候
[00:08:37.120 --> 00:08:40.040]  他們才會打開一起讀
[00:08:40.040 --> 00:08:44.520]  因為今早有人問我們是不是太多經文讀
[00:08:44.520 --> 00:08:48.480]  我說事實上當年我想
[00:08:48.480 --> 00:08:50.760]  尤大人他們的聚會的時候
[00:08:50.760 --> 00:08:55.160]  我想大部分時間都會打開《聖經》來讀
[00:08:55.160 --> 00:08:57.000]  他們不是去到聖殿裡面
[00:08:57.000 --> 00:08:59.000]  但是他們在會堂裡面
[00:08:59.000 --> 00:09:05.160]  如果記得有一次耶穌在殿裡面的時候
[00:09:05.160 --> 00:09:08.080]  他們一人就執本書要他讀
[00:09:08.080 --> 00:09:09.400]  要他打開讀
[00:09:09.400 --> 00:09:12.800]  耶穌特別知道應該是《約爾書》
[00:09:12.800 --> 00:09:17.920]  就講解那段《聖經》的事情
[00:09:17.920 --> 00:09:26.080]  但是彼得不是一個文化人
[00:09:26.080 --> 00:09:31.400]  所以他不會怎麼去查經、解經或者什麼
[00:09:31.400 --> 00:09:33.280]  但是他聽到這段
[00:09:33.280 --> 00:09:37.400]  所以他用這段《聖經》來開始
[00:09:37.400 --> 00:09:42.440]  來講述聖靈的事情
[00:09:42.440 --> 00:09:46.680]  講述神的事情
[00:09:46.680 --> 00:09:52.400]  這是神特別給他一個恩典
[00:09:52.400 --> 00:09:56.400]  所以這個是彼得他自己
[00:09:56.400 --> 00:09:59.880]  當他起身講這件事情的時候
[00:09:59.880 --> 00:10:04.440]  他也見證到神給他的能力
[00:10:04.440 --> 00:10:08.000]  給他過去他知道這段《聖經》
[00:10:08.000 --> 00:10:09.720]  讀過這段《聖經》
[00:10:09.720 --> 00:10:12.360]  我不知道彼得明不明白這些東西
[00:10:12.360 --> 00:10:14.440]  因為彼得當年也都
[00:10:14.440 --> 00:10:18.840]  耶穌問他的事情的時候他也不是回答得很好
[00:10:18.840 --> 00:10:22.360]  但是在這個時候
[00:10:22.360 --> 00:10:26.480]  彼得是很大膽的站起來
[00:10:26.480 --> 00:10:29.280]  那些人不會說他瘋了
[00:10:29.280 --> 00:10:33.320]  彼得怎麼拿這段《聖經》來講
[00:10:33.320 --> 00:10:39.400]  但是那天彼得就在那裡打開這段《聖經》
[00:10:39.400 --> 00:10:41.800]  還有一樣東西我覺得很奇怪
[00:10:41.800 --> 00:10:44.560]  他怎麼記得整段《聖經》
[00:10:44.560 --> 00:10:46.160]  當時我不知道他們有沒有
