
[00:00:00.000 --> 00:00:06.000]  大家好,我們請將這個時間再做一個禱告,求神帶領我們
[00:00:06.000 --> 00:00:10.000]  天父求你幫助我們,用以你的自己話語
[00:00:10.000 --> 00:00:16.000]  是很清楚的,讓我們知道,又叫我們好好地去實踐
[00:00:16.000 --> 00:00:18.000]  求你引領我們,保守我們
[00:00:18.000 --> 00:00:22.000]  我們這樣祈禱,奉主耶穌基督的名,阿門
[00:00:22.000 --> 00:00:28.000]  今天跟大家講一個題目,亦都是我們今年東領會的主題
[00:00:28.000 --> 00:00:35.000]  亦都是我們教會,我們的目標,今年我們是更新團契的生活
[00:00:35.000 --> 00:00:42.000]  我想到一段經文很重要,就是我們殉途我們怎樣彼此相愛
[00:00:42.000 --> 00:00:47.000]  我們的團契生活都不只是彼此相愛,我們都會是同結果子
[00:00:47.000 --> 00:00:49.000]  這個才是真正的團契
[00:00:49.000 --> 00:00:56.000]  這段經文,我剛才主席讀出來,是講到在《養恆福音》這段經文
[00:00:56.000 --> 00:01:03.000]  或者在講到之前,我們會知道我們基督徒都嘗過基督的愛
[00:01:03.000 --> 00:01:06.000]  我們都成為了一個信神的兒女
[00:01:06.000 --> 00:01:11.000]  亦都在教會裏面領受到我們團契的生活,我們彼此的相愛
[00:01:11.000 --> 00:01:16.000]  這種愛是很獨特的,其實在世人是很需要這一份的愛
[00:01:16.000 --> 00:01:28.000]  在加拿大有一個醫生叫何浩光醫生,他寫了一本書叫《夜裡的呼喊》
[00:01:28.000 --> 00:01:37.000]  講到他有時做醫生是當夜班的,裏面都遇到很多人很孤單的一些事情
[00:01:37.000 --> 00:01:46.000]  他提到有些人物都幾特別的,和大家分享一下,有一個叫George的,60歲的一位仁兄
[00:01:46.000 --> 00:01:53.000]  他是一個沒有朋友沒有親戚的,自己住在一個旅館的房間裏面
[00:01:53.000 --> 00:01:59.000]  當他無聊覺得孤單的時候,他就會去醫院當是一個調劑
[00:01:59.000 --> 00:02:08.000]  所以在醫院裏面都熟悉了他,每次來到都會和他檢查一下,例行公事
[00:02:08.000 --> 00:02:16.000]  沒事就叫他離開,那一晚他又來到,他又去找一些醫護
[00:02:16.000 --> 00:02:19.000]  那些醫生護士也是檢查了,你沒事就回來
[00:02:19.000 --> 00:02:26.000]  但這次George就有點搞惡作劇,就不肯走,護士趕他都不肯走
[00:02:26.000 --> 00:02:36.000]  那他終於都可以,不過又有個條件,就是如果醫院給一些的士的票讓他回家就可以了
[00:02:36.000 --> 00:02:43.000]  因為原來醫院有時都會有這樣的安排,如果有些病人你不放心他自己回去
[00:02:43.000 --> 00:02:51.000]  你會和他叫的士,然後醫院出錢給一些的士票送他回家
[00:02:51.000 --> 00:02:56.000]  但護士又覺得這個George是搞惡作劇,而且他又不是沒有錢
[00:02:56.000 --> 00:03:05.000]  於是他就一於不理會他,這個George就很野蠻,就自己趴在床上賴死
[00:03:05.000 --> 00:03:11.000]  說我死了這樣,就不動,嘩,就扮自己死這樣
[00:03:11.000 --> 00:03:16.000]  我們覺得聽起來很搞笑,嘩,他扮得似神神
[00:03:16.000 --> 00:03:25.000]  人家用那些胃喉插下去,試他直插到胃那裡他都不醒,嘩,真是很逼真
[00:03:25.000 --> 00:03:32.000]  又用一些雪,推他這樣,心這樣又不醒,嘩,真是沒他符
[00:03:32.000 --> 00:03:40.000]  結果有個很聰明的實習醫生就說,他死了,好,找塊布蓋住他
[00:03:40.000 --> 00:03:47.000]  我們盡快將他放在底下的停屍間,嘩,George一聽到就馬上跳起來
[00:03:47.000 --> 00:03:53.000]  嘩,我們聽起來很奇怪,其實有些人孤單起來是會做這樣的事
[00:03:53.000 --> 00:04:01.000]  另外一晚去到深夜三點半,何醫生就當值,接到電話
[00:04:01.000 --> 00:04:09.000]  一位女士就問他一個問題,醫生,我要吃多少顆藥才能夠自殺
[00:04:09.000 --> 00:04:17.000]  自殺死到呢,嘩,醫生知道事態嚴重,就特意走去一個比較靜的房間跟他聊天
[00:04:17.000 --> 00:04:27.000]  原來聊著聊著,原來這位五十六歲的一個女士,原來也是很孤單,一個人住
[00:04:27.000 --> 00:04:33.000]  他覺得沒有人關心他,在夜闌人靜的時候,反覆地想來想去
[00:04:33.000 --> 00:04:44.000]  就蒙這個死念,人生就是這樣,何醫生就馬上安慰他,說上帝愛你
[00:04:44.000 --> 00:04:49.000]  你知不知道你今天打這個電話來,是一個基督徒的醫生,絕非偶然
[00:04:49.000 --> 00:04:56.000]  於是就自己跟他說一些基督徒的見證,讓他知道神的真實可靠
[00:04:56.000 --> 00:05:06.000]  後來就跟他說福音,他又信了耶穌,心情慢慢平靜過來了,又願意回教會
[00:05:06.000 --> 00:05:14.000]  弟兄姊妹,一個晚上,醫生經歷了很多,或許他的場合特別經歷到這些人的需要的問題
[00:05:14.000 --> 00:05:23.000]  但是在我們周圍,在我們身邊,何嘗不是有很多人在呼喊,日夜的呼喊
[00:05:23.000 --> 00:05:29.000]  基督徒,我們是一個什麼樣的生命呢?我們說我們領受了神的愛
[00:05:29.000 --> 00:05:38.000]  我們又在教會裏面給予相愛,甚至神叫我們將這個愛延伸到外面的社群當中
[00:05:38.000 --> 00:05:42.000]  我們有時會看到,教會有沒有這樣做呢?
[00:05:42.000 --> 00:05:48.000]  有時我們回到團契,不知道,經歷不到彼此相愛,甚至彼此傷害
[00:05:48.000 --> 00:05:57.000]  問題出在哪裏呢?在我們團契生活,在我們窩福的團契裏面,有沒有得到一些支援呢?
[00:05:57.000 --> 00:06:02.000]  有沒有一些的喊聲,有人聽到呢?這個很值得我們的思想
[00:06:02.000 --> 00:06:11.000]  我們今天一同看這段經文,在約翰福音裏面,第十五章,第九節至十七節這段經文
[00:06:11.000 --> 00:06:21.000]  我們要發覺,是愛在神那裏來,我們有了神的愛,然後我們弟兄姊妹能夠彼此有這個相愛
[00:06:21.000 --> 00:06:30.000]  亦都能夠將這個愛延伸到外面微信的群體,但我們看到裏面有很多很重要的真理我們要學習
[00:06:30.000 --> 00:06:40.000]  這段經文就是主耶穌當祂要去上十字架之前的時候,是很隆重地去教訓,教導一班的門徒
[00:06:40.000 --> 00:06:48.000]  亦都是教導我們,是很重要的經文,很重要的訊息,就是提到彼此相愛
[00:06:48.000 --> 00:06:59.000]  主耶穌在這段之前提到,祂就要離開了,但是不要緊,祂說,屬靈的生命裏面,祂仍然是可以跟那些門徒能夠同在
[00:06:59.000 --> 00:07:07.000]  能夠繼續地結連起來,所以我們很熟悉,在第十五章,第五節講到,我是葡萄樹,你是枝子
[00:07:07.000 --> 00:07:19.000]  耶穌基督這樣講,祂說,常在我裏面的,我也常在他裏面,這人就多結果子,因為來了我,你們就不能做甚麼
[00:07:19.000 --> 00:07:27.000]  所以信徒和耶穌基督有一個結連,這個結連是一個愛和真理裏面的一種的維繫
[00:07:27.000 --> 00:07:35.000]  所以我們今天看這段經文,首先我們看到,我們要住在神的愛裏面,或者我們常在主耶穌基督的愛裏面
[00:07:35.000 --> 00:07:43.000]  我們一起首先讀一讀這段落,我們讀第九節去到第十一節,請我們一起讀
[00:07:43.000 --> 00:07:54.000]  我愛你們,正如父愛我一樣,你們要常在我的愛裏,你們若遵守我的命令,就會常在我的愛裏
[00:07:54.000 --> 00:08:09.000]  正如我遵守了我父的命令,常在他的愛裏,我已經對你們說了這些事,是要讓我的喜樂存在你們心裏,並讓你們的喜樂得以滿足
[00:08:09.000 --> 00:08:17.000]  這裏講到耶穌基督愛我們,愛到怎樣呢,祂說,我愛你們正如父愛我一樣
[00:08:17.000 --> 00:08:28.000]  我們聽起來都會很詫異,三位一體的聖父,愛子那種的愛,是等於耶穌基督那樣愛我們
[00:08:28.000 --> 00:08:39.000]  換言之這個愛是非常豐厚的,我們在聖經裏面,在《約翰福音》講到很多父神和兒子耶穌基督的愛
[00:08:39.000 --> 00:08:57.000]  我應該讀一些經文給大家聽,在《約翰福音》第三章三十五節,這裏講到,他說父愛子二百萬有交在他手裏,所有東西都交給他,這種愛是毫無保留
[00:08:57.000 --> 00:09:18.000]  在五章二十節,這裏說,父愛子將自己所做的一切事,只是給他看,所有的心事,所有的父神的心思與念,所知的真理,完全是和耶穌基督講的
[00:09:18.000 --> 00:09:34.000]  即是有一個相交,有一個溝通,在第十七章,第廿四節,這裏講到,主耶穌和父神祈禱,祂這樣講,祂說創世以前,你已經愛我了
[00:09:34.000 --> 00:09:52.000]  這個愛是恆久,是由永遠去到永遠,所以這個愛是一個很深厚的愛,我們會知道,人的愛最大是沒有愛的,我們一般來說,但是人總是有些瑕疵或者缺陷
[00:09:52.000 --> 00:10:06.000]  但是神,父神,愛,聖子的愛,我們會發覺,沒有一樣東西大得過這一樣東西,而這個愛,只是耶穌基督愛我們每一個人,我們會看到這個愛是真的很大
[00:10:06.000 --> 00:10:17.000]  那你說,兒子,聖子,耶穌基督愛我們,好像父神那樣愛,愛他,那父神愛我們又怎樣呢?我又讀一段經文給大家聽
[00:10:17.000 --> 00:10:37.000]  在《約翰福音》第十七章,就講到,父神也是這樣,在第廿三節,他說,耶穌基督的禱告又說,你愛他們如同愛我一樣,聖父愛我們,也都好像他愛聖子一樣
[00:10:37.000 --> 00:10:49.000]  所以,三位一體真神的愛,竟然是和我們一樣,是沒有分別的,這個愛真是很大很大,我不知道大家有沒有感受到神這麼大的愛
[00:10:49.000 --> 00:11:03.000]  有時在我們的生活體驗裏面,我們覺得遇到一些艱難的時候,我們就覺得,神愛不愛我呢?懷疑,甚至我們覺得神不愛我們,我不知道大家有沒有這樣的經歷,有沒有這樣的感受
[00:11:03.000 --> 00:11:16.000]  有一位基督徒叫Anne Johnson Flynn,她作了一首詩,她就說,這個詩的題目就叫做,神對我們有什麼應許?
[00:11:16.000 --> 00:11:31.000]  首先她說,神有什麼沒有應許我們?她說,神沒有應許我們天色常藍,也都沒有應許我們一生所走過的路,都散發上很多的花朵,不是這樣的
[00:11:31.000 --> 00:11:54.000]  她說,神也沒有應許只有陽光就沒有下雨,也都沒有應許只有喜樂就沒有哀傷,也都沒有應許只有帶給我們平安,但是就沒有給我們任何的驚懼,沒有任何的痛苦,不是這樣的
[00:11:54.000 --> 00:12:11.000]  她說,神反而應許我們什麼呢?她說,祂給我們力量過每一天,給我們在作功的裏面能夠休息,祂又給我們在生活的路程裏面給我們有亮光去指引我們
[00:12:11.000 --> 00:12:28.000]  當我們在試難的裏面,祂又給我們出一個恩典,每一天從天上裏面降下來給我們的幫助,不停的連縮不死的愛,這個就是神的應許
[00:12:28.000 --> 00:12:43.000]  所以我們無論遇過每一個環境,每一個際遇的時候,我們知道神的愛是很愛我們,有了這個愛,愛對我們很重要,我們的價值就是在乎神深深的愛我們,用豐厚的愛愛我們
[00:12:43.000 --> 00:13:03.000]  在世俗的觀念裏面,什麼是有價值呢?就是有財富,有好的樣貌,或者好的本領,有好的成就等等,我們雖然可能這些給人信息,但是我們有神的愛在我們裏面的時候,這個就是我們的價值
[00:13:03.000 --> 00:13:22.000]  我們不需要自卑,好好在神的恩典裏面過我們的生活,好好地去活得精彩,這裏說到我們有神豐厚的愛,那怎樣神又命令我們,耶穌基督叫我們常在這個愛裏面,那怎樣才能常在這個愛裏面呢?
[00:13:22.000 --> 00:13:42.000]  就是說,我們再看回這段經文,耶穌基督說,祂說,你們要常在我的愛裏面,第十節說,你們若遵守我的命令,就常在我的愛裏,正如我遵守了我父神的命令,常在他的愛裏
[00:13:42.000 --> 00:14:09.000]  這裏說到,我們要遵行神的命令的時候,就在愛裏面,你可能會問,我剛剛才提到,神的愛是一個很無限的,神的愛是無條件的,是首先付出的,是給我們很多的扶持和鼓勵,安慰,也是永遠不會停止的,永遠不會離開我們
[00:14:09.000 --> 00:14:30.000]  但這裏說到,是不是我們要遵行神的話語,才是一個條件,以至我們經歷到神的愛呢?這裏就不是這個意思,因為當我們面對神的愛的時候,我們有回應,我們自然就會愛祂,所以我們就能夠享受那個關係,在祂的愛裏面
[00:14:30.000 --> 00:14:49.000]  但相反,如果我們好像一個很活躍的兒子那樣,一個父母,很難跟他有一個很好享受的關係,同樣,如果一個人活躍神,我們會在神的紀律底下,但不是代表神沒有愛我們
[00:14:49.000 --> 00:15:06.000]  而是我們很難在那個被受紀律的時候,被受神幫我們去改過、回轉的時候,我們能夠享受這種關係,似乎很困難,所以這裏特別說到,如果我們要遵守祂的命令的時候,就常在祂的愛裏面
[00:15:06.000 --> 00:15:19.000]  我們因為愛,所以我們遵守神的話,就好像在《約翰福音》14章第21節這裏這樣說,我們馴服祂的時候,就更加經歷到神的那種愛,更加體驗到祂的那種愛
[00:15:19.000 --> 00:15:31.000]  這裏說到21節這裏說,有了我的命令,又遵守的人,就是愛我的,愛我的人,我乎要愛他,我也要愛他,並且要親自向他顯現
[00:15:31.000 --> 00:15:42.000]  神的真實,在這些遵守神話語的信徒裏面,顯得常常都在這裏存在,常常的愛都是圍繞著我們
[00:15:42.000 --> 00:15:49.000]  耶穌基督同樣是這樣,祂也是馴服父神,以至到神的愛在祂裏面
[00:15:49.000 --> 00:16:05.000]  我讀一節的經文,就是在第十章,講到耶穌基督,祂也是很遵守神的命令,以至到在第十章第十七節,耶穌基督祂願意走上十字架的道路
[00:16:05.000 --> 00:16:19.000]  亦都是經歷到神那個很奇妙的一個很大的愛,這裏說,第十七節說,為此我乎愛我,因為我把命寫去,好在取回來
[00:16:19.000 --> 00:16:29.000]  耶穌基督的服從,是以至於死,在十字架上為我們的罪,甚至擔當我們一切,背負了我們的罪感
[00:16:29.000 --> 00:16:39.000]  這個就是耶穌基督服侍神,耶穌基督有講過,我以遵行我父的命令為我的食物,這個就是祂的喜樂
