
[00:00:00.000 --> 00:00:02.600]  大家一看這個主題
[00:00:02.600 --> 00:00:04.840]  「我是你長子耳掃」
[00:00:04.840 --> 00:00:06.960]  你猜不猜到是誰說的呢?
[00:00:06.960 --> 00:00:08.760]  是不是耳掃說的呢?
[00:00:08.760 --> 00:00:12.080]  如果承接著這個故事
[00:00:12.080 --> 00:00:13.200]  當然不是
[00:00:13.200 --> 00:00:14.840]  是雅各說的
[00:00:14.840 --> 00:00:17.200]  騙他爸爸耳殺
[00:00:17.200 --> 00:00:19.640]  「我是你長子耳掃」
[00:00:19.640 --> 00:00:22.720]  《生命說宣教》網絡的聖經人聖經士
[00:00:22.720 --> 00:00:24.520]  和大家一起讀聖經
[00:00:24.520 --> 00:00:27.080]  希望你可以多點支持宣教
[00:00:27.080 --> 00:00:30.160]  請多點人一起來看我所說的話
[00:00:30.160 --> 00:00:33.040]  都預備得挺辛苦挺好的
[00:00:33.040 --> 00:00:34.720]  挺好的
[00:00:34.720 --> 00:00:36.080]  每天五元
[00:00:36.080 --> 00:00:38.480]  支持我們宣教工作
[00:00:38.480 --> 00:00:39.760]  150元一個月
[00:00:39.760 --> 00:00:44.720]  我們送一個聖經人聖經士給參加者
[00:00:44.720 --> 00:00:47.320]  希望不會看我樣子很害怕
[00:00:47.320 --> 00:00:48.720]  如果看得害怕
[00:00:48.720 --> 00:00:50.400]  覺得吃驚
[00:00:50.400 --> 00:00:52.160]  可以只聽聲音
[00:00:52.160 --> 00:00:53.080]  好
[00:00:53.080 --> 00:00:53.760]  開玩笑
[00:00:53.760 --> 00:00:54.920]  聖經人聖經士
[00:00:54.920 --> 00:00:57.560]  「我是你長子耳掃」
[00:00:57.560 --> 00:01:00.480]  《創世紀二十七章》第十八節
[00:01:00.480 --> 00:01:03.480]  雅各到他父親那裡說
[00:01:03.480 --> 00:01:04.920]  「我父親」
[00:01:04.920 --> 00:01:05.920]  他說
[00:01:05.920 --> 00:01:09.920]  「我在這裏,我兒,你是誰?」
[00:01:09.920 --> 00:01:13.800]  去到他爸爸那裡
[00:01:13.800 --> 00:01:14.920]  雅各就說
[00:01:14.920 --> 00:01:17.120]  「我父親」
[00:01:17.120 --> 00:01:19.000]  挺有趣的
[00:01:19.000 --> 00:01:20.880]  我不知道
[00:01:20.880 --> 00:01:23.080]  我沒有特別研究過
[00:01:23.080 --> 00:01:28.320]  這是否當時人的說話習慣
[00:01:28.320 --> 00:01:31.880]  或當時習慣叫「usage」
[00:01:31.880 --> 00:01:33.880]  是否這樣慣用
[00:01:33.880 --> 00:01:36.320]  我們通常見到爸爸
[00:01:36.320 --> 00:01:37.280]  去找爸爸
[00:01:37.280 --> 00:01:38.040]  「爸爸」
[00:01:38.040 --> 00:01:39.440]  叫「爸爸」
[00:01:39.440 --> 00:01:42.160]  很少叫「我的爸爸」
[00:01:42.160 --> 00:01:42.920]  是否這樣
[00:01:42.920 --> 00:01:45.440]  「我父親」
[00:01:45.440 --> 00:01:47.480]  如果你說「我父親」
[00:01:47.480 --> 00:01:49.160]  有時會生疏
[00:01:49.160 --> 00:01:51.200]  心裏有些隔膜
[00:01:51.200 --> 00:01:54.760]  或叫親切一點
[00:01:54.760 --> 00:01:56.040]  「爸爸」
[00:01:56.040 --> 00:01:58.320]  「父親大人」
[00:01:58.320 --> 00:01:59.880]  向你請安
[00:01:59.880 --> 00:02:00.680]  「什麼事?」
[00:02:00.680 --> 00:02:02.760]  「爸爸」
[00:02:02.760 --> 00:02:03.760]  「爸爸」
[00:02:03.760 --> 00:02:04.760]  即是這樣
[00:02:04.760 --> 00:02:07.760]  他說「我父親」
[00:02:07.760 --> 00:02:09.200]  「是我的爸爸」
[00:02:09.200 --> 00:02:11.800]  這麼尊敬
[00:02:11.800 --> 00:02:14.360]  因為他要騙他
[00:02:14.360 --> 00:02:16.960]  可能拿著東西成王成孔
[00:02:16.960 --> 00:02:18.960]  所以說「我父親」
[00:02:18.960 --> 00:02:24.920]  耳塞說「我在這裏」
[00:02:24.920 --> 00:02:27.920]  「你是誰?」
[00:02:27.920 --> 00:02:29.680]  是這樣的
[00:02:29.680 --> 00:02:32.600]  你會見到
[00:02:32.600 --> 00:02:34.120]  很有趣
[00:02:34.120 --> 00:02:39.960]  耳塞問「我在這裏」
[00:02:39.960 --> 00:02:42.280]  然後「兒子」
[00:02:42.280 --> 00:02:43.480]  他認得是兒子
[00:02:43.480 --> 00:02:45.280]  「你是誰?」
[00:02:45.280 --> 00:02:48.200]  他聽得出嗎?
[00:02:48.200 --> 00:02:51.280]  我認為耳塞聽得出
[00:02:51.280 --> 00:02:53.200]  這是啞角的聲音
[00:02:53.200 --> 00:02:54.520]  是兒子的聲音
[00:02:54.520 --> 00:02:57.280]  不是大兒子的聲音
[00:02:57.280 --> 00:03:00.160]  不過很有可能
[00:03:00.160 --> 00:03:03.040]  兒子較少找父親
[00:03:03.040 --> 00:03:04.320]  生疏一點
[00:03:04.320 --> 00:03:06.320]  「我父親」
[00:03:06.320 --> 00:03:09.200]  「騙我在這裏」
[00:03:09.200 --> 00:03:10.080]  「騙你」
[00:03:10.080 --> 00:03:13.520]  「兒子」
[00:03:13.520 --> 00:03:14.840]  「你是誰?」
[00:03:14.840 --> 00:03:16.880]  看不到
[00:03:16.880 --> 00:03:20.960]  但他心目中不聽聲似啞角
[00:03:20.960 --> 00:03:26.080]  啞角說「我是你長子耳塞」
[00:03:26.080 --> 00:03:28.600]  這是第一次
[00:03:28.600 --> 00:03:34.160]  耳塞查過很多次
[00:03:34.160 --> 00:03:35.160]  「你是誰?」
[00:03:35.160 --> 00:03:36.680]  「你是誰?」
[00:03:36.680 --> 00:03:38.680]  「你是誰?」
[00:03:38.680 --> 00:03:40.680]  爸爸查過
[00:03:40.680 --> 00:03:42.960]  但他明騙他
[00:03:42.960 --> 00:03:45.680]  「我是你長子耳塞」
[00:03:45.680 --> 00:03:48.640]  「我已經照你所吩咐我做」
[00:03:48.640 --> 00:03:53.080]  「請你起來坐著吃我的野味」
[00:03:53.080 --> 00:03:55.080]  「好給我祝福」
[00:03:55.080 --> 00:03:58.920]  說得不錯
[00:03:58.920 --> 00:04:04.400]  不過他又說得多了一點
[00:04:04.400 --> 00:04:08.880]  「你起來吃我祝給你吃的野味」
[00:04:08.880 --> 00:04:11.560]  他爸爸說「你去打獵」
[00:04:11.560 --> 00:04:15.840]  「找獵物做糧食」
[00:04:15.840 --> 00:04:19.560]  耳塞的個性可能是
[00:04:19.560 --> 00:04:22.960]  「爸爸,打獵了」
[00:04:22.960 --> 00:04:26.240]  「野豬,起來吃吧」
[00:04:26.240 --> 00:04:30.240]  沒他說得那麼文雅
[00:04:30.240 --> 00:04:33.640]  「請起來坐著吃我的野味」
[00:04:33.640 --> 00:04:36.920]  「好給我祝福」
[00:04:36.920 --> 00:04:39.680]  耳塞又查他
[00:04:39.680 --> 00:04:43.800]  「兒子,為何你那麼快」
[00:04:43.800 --> 00:04:45.800]  別欺負看不見的人
[00:04:45.800 --> 00:04:48.040]  我心水很清
[00:04:48.040 --> 00:04:50.800]  盲俠聽聲很叻
[00:04:50.800 --> 00:04:52.280]  心水又很清
[00:04:52.280 --> 00:04:56.520]  「可兒,你如何找得這麼快」
[00:04:56.520 --> 00:04:58.520]  「剛出去沒多久」
[00:04:58.520 --> 00:05:02.000]  「這麼快搞掂,還整好買」
[00:05:02.000 --> 00:05:05.760]  他又說「是因為爺爺」
[00:05:05.760 --> 00:05:08.840]  「這次麻煩了」
[00:05:08.840 --> 00:05:13.960]  「你把這件謊言拉到耶和華落水」
[00:05:13.960 --> 00:05:18.960]  「斷不以有罪的為無罪」
[00:05:18.960 --> 00:05:20.560]  「你拉到耶和華落水」
[00:05:20.560 --> 00:05:22.800]  「耶和華,你的上帝」
[00:05:22.800 --> 00:05:25.680]  「你的上帝」是尊敬的說法
[00:05:25.680 --> 00:05:27.880]  很少說「我的上帝」
[00:05:27.880 --> 00:05:28.960]  因為爸爸在
[00:05:28.960 --> 00:05:34.480]  「你的上帝」是使我遇見好機會得著
[00:05:34.480 --> 00:05:39.120]  一出去有隻野豬撞過來,然後躺下
[00:05:39.120 --> 00:05:43.880]  其實野兔跑得很快,不易捉
[00:05:43.880 --> 00:05:48.320]  使我遇見好機會
[00:05:48.320 --> 00:05:51.720]  第一,你是誰?
[00:05:51.720 --> 00:05:54.320]  第二,為何你那麼快?
[00:05:54.320 --> 00:05:56.520]  第三,我兒子走近一點
[00:05:56.520 --> 00:05:57.840]  我摸一摸你
[00:05:57.840 --> 00:05:59.840]  第三次查他
[00:05:59.840 --> 00:06:05.120]  知道你兒子耳熟不識,有懷疑
[00:06:05.120 --> 00:06:06.120]  什麼因素?
[00:06:06.120 --> 00:06:07.760]  因為他一聽到聲音
[00:06:07.760 --> 00:06:13.320]  「咦?弟弟啞角,不是大兒子」
[00:06:13.320 --> 00:06:14.880]  然後問「什麼事?」
[00:06:14.880 --> 00:06:17.880]  「哦,我已經整好野味了」
[00:06:17.880 --> 00:06:19.840]  「吓?那麼快?」
[00:06:19.840 --> 00:06:22.000]  心水很清
[00:06:22.000 --> 00:06:23.600]  不過他這樣說
