
[00:00:00.000 --> 00:00:05.000]  好,我們今天仍然要看到
[00:00:05.000 --> 00:00:09.000]  上一次是四堂轉十一章的完結
[00:00:09.000 --> 00:00:12.000]  今天我們開始看十二章
[00:00:12.000 --> 00:00:24.000]  上個星期我們看到在安提我教會
[00:00:24.000 --> 00:00:29.000]  看到當中的信徒被建立
[00:00:29.000 --> 00:00:33.000]  有一個新成長的教會
[00:00:33.000 --> 00:00:37.000]  但是我們聖經裏面很特別
[00:00:37.000 --> 00:00:41.000]  因為去到第十二章其實是一個分水嶺
[00:00:41.000 --> 00:00:46.000]  如果大家知道四堂轉可以分做三個大部份
[00:00:46.000 --> 00:00:49.000]  這三個大部份首先是講耶路撒冷教會
[00:00:49.000 --> 00:00:54.000]  然後講撒瑪利亞和猶太傳遞
[00:00:54.000 --> 00:00:59.000]  這兩個段落是在第十二章結束
[00:00:59.000 --> 00:01:03.000]  第十三章開始可以說是一個新的領域
[00:01:03.000 --> 00:01:06.000]  因為主要是集中看安提我教會
[00:01:06.000 --> 00:01:09.000]  怎樣成為後來外邦宣教士
[00:01:09.000 --> 00:01:12.000]  特別保羅三次的宣教行程開始的
[00:01:12.000 --> 00:01:14.000]  一個很重要的記錄
[00:01:14.000 --> 00:01:16.000]  可以說是四堂轉最大部份
[00:01:16.000 --> 00:01:19.000]  由十三章一直去到第二十八章
[00:01:19.000 --> 00:01:21.000]  十二章這個分水嶺
[00:01:21.000 --> 00:01:24.000]  他就回去看耶路撒冷的教會
[00:01:24.000 --> 00:01:29.000]  或者所有過往這十二章裏面的一個情況
[00:01:29.000 --> 00:01:33.000]  我們看到這種情況就是教會不時提到
[00:01:33.000 --> 00:01:36.000]  他們神的道興旺
[00:01:36.000 --> 00:01:40.000]  或者教會人數加添等等這些事情
[00:01:40.000 --> 00:01:42.000]  但是亦都在這十二章裏面看見
[00:01:42.000 --> 00:01:44.000]  一次逼迫 兩次逼迫
[00:01:44.000 --> 00:01:48.000]  而且逼迫亦都是越來越嚴厲的
[00:01:48.000 --> 00:01:52.000]  我們看到初期教會第三章 第四章
[00:01:52.000 --> 00:01:56.000]  受到干擾 受到逼迫
[00:01:56.000 --> 00:01:59.000]  但是去到第六 第七章是更加厲害的
[00:01:59.000 --> 00:02:01.000]  因為司題反 殉道
[00:02:01.000 --> 00:02:04.000]  但是因為這樣福音就被驅趕
[00:02:04.000 --> 00:02:05.000]  離開耶路撒冷
[00:02:05.000 --> 00:02:08.000]  去到猶太傳地和撒瑪利亞的地方
[00:02:08.000 --> 00:02:10.000]  所以神在這些逼迫當中有他的美意
[00:02:10.000 --> 00:02:14.000]  但是屬靈的增戰是很真實的
[00:02:14.000 --> 00:02:17.000]  上個星期看見國安提我教會很興旺
[00:02:17.000 --> 00:02:19.000]  但是去到十二章的時候
[00:02:19.000 --> 00:02:21.000]  我看見耶路撒冷的教會
[00:02:21.000 --> 00:02:25.000]  這個逼迫可以說在這麽多章裏面是最厲害的
[00:02:25.000 --> 00:02:26.000]  所以我們看到
[00:02:26.000 --> 00:02:29.000]  這個實在是一個屬靈的增戰
[00:02:29.000 --> 00:02:32.000]  其實今天在將臨節期間
[00:02:32.000 --> 00:02:33.000]  聖誕節 章節
[00:02:33.000 --> 00:02:37.000]  我們都發覺這個屬靈的增戰
[00:02:37.000 --> 00:02:40.000]  其實是歷世歷代以來的一個事實
[00:02:40.000 --> 00:02:43.000]  大家記得耶穌來到這個世界的時候
[00:02:43.000 --> 00:02:48.000]  他 聖經在特別 約翰福音提到
[00:02:48.000 --> 00:02:51.000]  他說這個光進入黑暗當中
[00:02:51.000 --> 00:02:54.000]  但是黑暗卻不接受光
[00:02:54.000 --> 00:02:57.000]  所以這個就是指到當時一種的
[00:02:57.000 --> 00:02:59.000]  整個世界在黑暗裏面
[00:02:59.000 --> 00:03:01.000]  耶穌來到救主
[00:03:01.000 --> 00:03:04.000]  但是耶穌是要付上生命的代價
[00:03:04.000 --> 00:03:06.000]  來完成救人
[00:03:06.000 --> 00:03:08.000]  所以今天我們都看見
[00:03:08.000 --> 00:03:10.000]  屬靈的增戰很真實
[00:03:10.000 --> 00:03:11.000]  在這個時期裏面
[00:03:11.000 --> 00:03:13.000]  雖然世界好像很平安
[00:03:13.000 --> 00:03:16.000]  大家很多歡樂氣氛
[00:03:16.000 --> 00:03:19.000]  很多商業的慶祝等等
[00:03:19.000 --> 00:03:20.000]  但是在背後
[00:03:20.000 --> 00:03:24.000]  其實是黑暗與光明的一種鬥爭
[00:03:24.000 --> 00:03:25.000]  感謝主
[00:03:25.000 --> 00:03:28.000]  這個就是在將臨節帶給我們的盼望
[00:03:28.000 --> 00:03:30.000]  正如當時的以色列人
[00:03:30.000 --> 00:03:34.000]  盼望以馬來彌來臨一樣
[00:03:34.000 --> 00:03:37.000]  今天我們看見這個事實
[00:03:37.000 --> 00:03:41.000]  其實也幫助我們屬靈的增戰很強烈
[00:03:41.000 --> 00:03:46.000]  因為當時一個很重要的仕途就是瓦割
[00:03:46.000 --> 00:03:48.000]  瓦割殉道
[00:03:48.000 --> 00:03:50.000]  所以不只是史提反殉道
[00:03:50.000 --> 00:03:52.000]  瓦割殉道
[00:03:52.000 --> 00:03:56.000]  這個可以說是教會一個很大的衝擊
[00:03:56.000 --> 00:03:58.000]  然後彼得被抓
[00:03:58.000 --> 00:04:00.000]  所以彼得又將要殉道
[00:04:00.000 --> 00:04:02.000]  所以彼得最大的仕途
[00:04:02.000 --> 00:04:03.000]  將要殉道
[00:04:03.000 --> 00:04:09.000]  可以說當時有一種很緊張的氣氛在發生
[00:04:09.000 --> 00:04:11.000]  但是這個故事給我們有盼望
[00:04:11.000 --> 00:04:12.000]  為什麼呢
[00:04:12.000 --> 00:04:15.000]  原來雖然屬靈增戰是真實的
[00:04:15.000 --> 00:04:20.000]  但是教會的禱告的能力顯出神的恩典
[00:04:20.000 --> 00:04:22.000]  所以今天我們看見第十二章
[00:04:22.000 --> 00:04:24.000]  有個分水嶺我們再說
[00:04:24.000 --> 00:04:25.000]  頭十二章有個結束
[00:04:25.000 --> 00:04:27.000]  用什麼結束呢
[00:04:27.000 --> 00:04:28.000]  有個屬靈增戰的結束
[00:04:28.000 --> 00:04:31.000]  不過最後是一個德性的結束
[00:04:31.000 --> 00:04:33.000]  我們看一看這段經文的記載
