
[00:00:00.000 --> 00:00:06.120]  感謝主我們一起有機會可以來分享聆聽神祂自己的話
[00:00:06.120 --> 00:00:08.840]  聖靈向教會所說的話
[00:00:08.840 --> 00:00:14.600]  這個系列就是神對啟示錄七間教會的說話
[00:00:14.600 --> 00:00:16.600]  我們說了五間
[00:00:16.600 --> 00:00:18.600]  還有兩間
[00:00:18.600 --> 00:00:21.880]  就是今天所說的「飛拉鐵飛」
[00:00:21.880 --> 00:00:27.200]  和下一次說最後一間「腦底迦」的教會
[00:00:27.200 --> 00:00:33.320]  一間是沒有責備的說話的一封信
[00:00:33.320 --> 00:00:40.480]  下一間就是沒有稱讚說話的一封信
[00:00:40.480 --> 00:00:46.480]  今天所說的這間「飛拉鐵飛」
[00:00:46.480 --> 00:00:50.680]  中文的名字都挺難讀的
[00:00:50.680 --> 00:00:52.680]  「飛拉鐵飛」
[00:00:52.680 --> 00:00:57.600]  英文就容易一點「Philadelphia」
[00:00:57.600 --> 00:01:00.360]  聽過了嗎?
[00:01:00.360 --> 00:01:04.400]  是美國一個城市的名字
[00:01:04.400 --> 00:01:07.800]  是美國一個很舊的城市「Philadelphia」
[00:01:07.800 --> 00:01:13.160]  是獨立宣言起草的地方
[00:01:13.160 --> 00:01:15.480]  是一個很出名的地方
[00:01:15.480 --> 00:01:20.040]  「Philadelphia」這個字其實是來自希臘文
[00:01:20.040 --> 00:01:27.200]  我們經常說在聖經裡說到「愛」有三個字
[00:01:27.200 --> 00:01:30.800]  「Philadelphia」這個「Philo」是其中一個
[00:01:30.800 --> 00:01:36.800]  是解釋成為兄弟之間的愛的意思
[00:01:36.800 --> 00:01:41.240]  神去稱讚這間教會
[00:01:41.240 --> 00:01:43.760]  只是稱讚這間教會
[00:01:43.760 --> 00:01:48.080]  是沒有任何一個責備的說話
[00:01:48.080 --> 00:01:53.280]  「飛拉鐵飛」這個地方是一個火山的地帶
[00:01:53.280 --> 00:01:57.040]  是一個經常有地震出現的地方
[00:01:57.040 --> 00:02:02.680]  這間教會可以說是一間新的教會
[00:02:02.680 --> 00:02:05.680]  資源並不是很豐富
[00:02:05.680 --> 00:02:08.640]  所以
[00:02:08.640 --> 00:02:14.520]  天經就說你是略有一點的力量
[00:02:14.520 --> 00:02:18.400]  主耶穌要稱讚這間教會
[00:02:18.400 --> 00:02:23.280]  一方面有三個重點
[00:02:23.280 --> 00:02:27.680]  他稱讚他們你們略有一點的力量
[00:02:27.680 --> 00:02:30.520]  你們只有微小的力量
[00:02:30.520 --> 00:02:34.360]  他稱讚他們是遵守我的道
[00:02:34.360 --> 00:02:36.080]  就是主耶穌的道
[00:02:36.080 --> 00:02:41.120]  他稱讚他們沒有棄絕我的名
[00:02:41.120 --> 00:02:45.720]  就是沒有棄絕耶穌基督的名
[00:02:45.720 --> 00:02:48.160]  這一句說話就是耶穌去稱讚
[00:02:48.160 --> 00:02:51.560]  「飛拉鐵飛」教會的說話
[00:02:51.560 --> 00:02:53.240]  稱讚他們之後
[00:02:53.240 --> 00:02:54.800]  也有禮物的
[00:02:54.800 --> 00:02:56.920]  不是說我稱讚你了
[00:02:56.920 --> 00:02:58.320]  你回家吧
[00:02:58.320 --> 00:02:59.400]  稱讚他們後
[00:02:59.400 --> 00:03:04.440]  神對這間教會說了一連串的應許的說話
[00:03:04.440 --> 00:03:07.280]  就是給他們紀念品
[00:03:07.280 --> 00:03:11.240]  那幾個的應許
[00:03:11.240 --> 00:03:15.200]  在接下來的第八節至第十三節裡
[00:03:15.200 --> 00:03:19.880]  神說我要給你們闖開一個門
[00:03:19.880 --> 00:03:22.120]  祂說那些攻擊你們的
[00:03:22.120 --> 00:03:23.720]  那些撒旦一黨的人
[00:03:23.720 --> 00:03:26.480]  他們要在你們面前下拜
[00:03:26.480 --> 00:03:29.080]  神說我要保守你們
[00:03:29.080 --> 00:03:33.280]  去免去那個試煉
[00:03:33.280 --> 00:03:34.800]  最後神說
[00:03:34.800 --> 00:03:42.320]  我要叫你們去成為這個殿裡面的處子
[00:03:42.320 --> 00:03:45.840]  我們就分開這兩方面去看這一間教會
[00:03:45.840 --> 00:03:49.920]  耶穌基督對「飛拉鐵飛」教會稱讚的說話
[00:03:49.920 --> 00:03:51.160]  第一方面祂說
[00:03:51.160 --> 00:03:55.560]  你略有一點的力量
[00:03:55.560 --> 00:03:58.280]  現在的教會
[00:03:58.280 --> 00:04:01.760]  我們經常說我們要做大教會
[00:04:01.760 --> 00:04:05.240]  我們要有很多人聚會
[00:04:05.240 --> 00:04:07.720]  要有很多的奉獻
[00:04:07.720 --> 00:04:10.040]  要很漂亮的禮堂
[00:04:10.040 --> 00:04:11.160]  相對來說
[00:04:11.160 --> 00:04:17.640]  「飛拉鐵飛」就比較謙卑一點
[00:04:17.640 --> 00:04:18.800]  連主耶穌也說
[00:04:18.800 --> 00:04:24.960]  祂說你的力量就是略有一點點的力量
[00:04:24.960 --> 00:04:27.720]  只是有微小的力量
[00:04:27.720 --> 00:04:32.280]  由於這個地方是在一個火山的地帶
[00:04:32.280 --> 00:04:35.960]  在主後的十七年
[00:04:35.960 --> 00:04:41.040]  主耶穌大概是在公元元年出生
[00:04:41.040 --> 00:04:43.160]  耶穌出生之後的十七年
[00:04:43.160 --> 00:04:45.720]  就是耶穌大概十七歲的時候
[00:04:45.720 --> 00:04:48.120]  在這個地方有一次的大地震
[00:04:48.120 --> 00:04:49.320]  就是「飛拉鐵飛」
[00:04:49.320 --> 00:04:52.760]  整個城市被毀滅了
[00:04:52.760 --> 00:05:00.680]  後來羅馬的皇帝才再一次重建這個城市
[00:05:00.680 --> 00:05:04.360]  是羅馬皇帝提比劉再重建這個城市
[00:05:04.360 --> 00:05:07.080]  所以全部都是新的
[00:05:07.080 --> 00:05:09.600]  這個城市被重建之後
[00:05:09.600 --> 00:05:14.560]  那些人民就在裡面去做一些農作物的耕種
[00:05:14.560 --> 00:05:15.560]  我們知道
[00:05:15.560 --> 00:05:17.840]  凡是有火山的地帶
[00:05:17.840 --> 00:05:25.360]  他們的火山灰令到土壤非常肥沃
[00:05:25.360 --> 00:05:27.800]  就是說你種東西是很方便的
[00:05:27.800 --> 00:05:29.200]  收成是很好的
[00:05:29.200 --> 00:05:31.600]  他們不捨得離開這個城市
[00:05:31.600 --> 00:05:35.600]  不過他們晚上就離開了這個城市
[00:05:35.600 --> 00:05:40.680]  就去到城外去用一些帳棚來住宿
[00:05:40.680 --> 00:05:44.560]  免得一有地震的時候走也走不及
[00:05:44.560 --> 00:05:46.880]  這個就是一個這樣的地方
[00:05:46.880 --> 00:05:50.040]  雖然好像人又少
[00:05:50.040 --> 00:05:51.720]  錢又少
[00:05:51.720 --> 00:05:53.160]  資源又少
[00:05:53.160 --> 00:05:55.920]  但是這一間教會的信徒
[00:05:55.920 --> 00:06:00.400]  並沒有因為自己樣樣東西都不是很足夠
[00:06:00.400 --> 00:06:02.600]  就什麼都不做
[00:06:02.600 --> 00:06:05.080]  他們在靈性上面
[00:06:05.080 --> 00:06:08.400]  是非常熱心的來追求
[00:06:08.400 --> 00:06:11.840]  以至耶穌就去稱讚他們
[00:06:11.840 --> 00:06:15.280]  他們是願意去遵守神的道
[00:06:15.280 --> 00:06:19.040]  願意去守住神的命
[00:06:19.040 --> 00:06:20.360]  第二方面就是
[00:06:20.360 --> 00:06:22.120]  耶穌基督就稱讚他們
[00:06:22.120 --> 00:06:28.600]  祂說你也曾遵守我的道
[00:06:28.600 --> 00:06:31.480]  去守神的道
[00:06:31.480 --> 00:06:36.960]  去遵行聖經的教導
[00:06:36.960 --> 00:06:39.680]  我們做了基督徒這麼久
[00:06:39.680 --> 00:06:42.320]  我們都知道
[00:06:42.320 --> 00:06:45.840]  要去遵守聖經的道理
[00:06:45.840 --> 00:06:49.160]  其實都有些難度的
[00:06:49.160 --> 00:06:51.800]  一般那些可以遵守得到
[00:06:51.800 --> 00:06:54.840]  但是如果我們特別在後現代的時候
[00:06:54.840 --> 00:06:58.120]  我們說我們要遵守神的道
[00:06:58.120 --> 00:07:01.000]  我們要勤讀聖經
[00:07:01.000 --> 00:07:03.080]  要勤勤去祈禱
[00:07:03.080 --> 00:07:06.480]  如果我們經常說這些的時候
[00:07:06.480 --> 00:07:07.640]  我們就被人說
[00:07:07.640 --> 00:07:09.760]  你律法主義
[00:07:09.760 --> 00:07:12.200]  我們不是要守這些東西的
[00:07:12.200 --> 00:07:14.440]  我們要隨心所欲
[00:07:14.440 --> 00:07:16.400]  但是如果我們不去說
[00:07:16.400 --> 00:07:19.640]  去守神的道的時候
[00:07:19.640 --> 00:07:20.480]  我們又覺得
[00:07:20.480 --> 00:07:22.920]  我們好像對不起上帝
[00:07:22.920 --> 00:07:26.240]  那麼神吩咐我們要去遵守的
[00:07:26.240 --> 00:07:28.680]  我們是不是又要去遵守呢?
[00:07:28.680 --> 00:07:30.680]  教會是不是應該
[00:07:30.680 --> 00:07:35.760]  都是一個遵守真理的地方呢?
[00:07:35.760 --> 00:07:38.120]  這一間教會
[00:07:38.120 --> 00:07:41.280]  略有一點的力量
[00:07:41.280 --> 00:07:42.680]  什麼都少
[00:07:42.680 --> 00:07:49.640]  但是它是願意去守著聖經的教訓
[00:07:49.640 --> 00:07:54.680]  我們不要以為一定是大教會
[00:07:54.680 --> 00:07:57.720]  一定是有所有的資源
[00:07:57.720 --> 00:08:00.600]  我們才可以去守著神的道
[00:08:00.600 --> 00:08:02.560]  在歷史告訴我們
[00:08:02.560 --> 00:08:06.640]  往往就是在艱苦的歲月當中
[00:08:06.640 --> 00:08:10.920]  人才會願意去守著神的道
[00:08:10.920 --> 00:08:13.920]  在文革的時期
[00:08:13.920 --> 00:08:16.440]  在很多的宣教士被趕出
[00:08:16.440 --> 00:08:18.720]  離開中國的時候
[00:08:18.720 --> 00:08:20.360]  很多的牧師
[00:08:20.360 --> 00:08:21.760]  很多的信徒
[00:08:21.760 --> 00:08:25.080]  被拉入坐牢的時候
[00:08:25.080 --> 00:08:28.120]  他們就將整本的聖經
[00:08:28.120 --> 00:08:30.080]  整卷的聖經
[00:08:30.080 --> 00:08:32.680]  就背在自己的腦海當中
[00:08:32.680 --> 00:08:37.840]  在監牢裡面互相傳道
[00:08:37.840 --> 00:08:40.520]  在教會歷史裡面
