
[00:00:00.000 --> 00:00:05.760]  主耶穌曾經來過這個世界
[00:00:05.760 --> 00:00:13.260]  祂離世之前也都預言祂將會再來
[00:00:13.260 --> 00:00:15.840]  大家信不信我們身體會復活
[00:00:15.840 --> 00:00:19.940]  大家信不信我們身體會復活
[00:00:19.940 --> 00:00:22.640]  什麼時候復活呢
[00:00:22.640 --> 00:00:26.600]  是主再來的時候
[00:00:26.600 --> 00:00:32.060]  到時候我們會在地上看見主耶穌基督
[00:00:32.060 --> 00:00:36.760]  看見主耶穌基督就會被提在空中與主相遇
[00:00:36.760 --> 00:00:39.340]  就會被提到空中與主相遇
[00:00:39.340 --> 00:00:41.160]  這個時候死去的信徒
[00:00:41.160 --> 00:00:42.640]  這時候死去的信徒
[00:00:42.640 --> 00:00:44.440]  和活著存留的信徒
[00:00:44.440 --> 00:00:46.160]  或者活著存留的信徒
[00:00:46.160 --> 00:00:47.760]  身體就會轉變
[00:00:47.760 --> 00:00:48.900]  身體就會轉變
[00:00:48.900 --> 00:00:52.200]  得到一個類似耶穌基督復活的身體
[00:00:52.200 --> 00:00:54.940]  得到一個類似基督耶穌復活時候的身體
[00:00:54.940 --> 00:00:57.500]  所以我們認為復活是重要的
[00:00:57.500 --> 00:00:58.860]  所以我們認為復活是重要的
[00:00:58.860 --> 00:01:00.400]  但是主沒有再來的話
[00:01:00.400 --> 00:01:01.540]  我們就沒有復活了
[00:01:01.540 --> 00:01:02.900]  但主如果沒有再來的話
[00:01:02.900 --> 00:01:04.060]  我們也就沒有復活了
[00:01:04.060 --> 00:01:05.700]  馬太福音24章
[00:01:05.700 --> 00:01:07.400]  馬太福音第24章
[00:01:07.400 --> 00:01:12.900]  耶穌在章裡面很詳盡的提到末世種種的景象
[00:01:12.900 --> 00:01:17.260]  耶穌在這章裡面提到了末世種種的那種景象
[00:01:17.260 --> 00:01:20.400]  祂提到自己將會再來之前
[00:01:20.400 --> 00:01:22.600]  很多很多事情發生
[00:01:22.600 --> 00:01:24.900]  祂提到在祂將會再來之前
[00:01:24.900 --> 00:01:26.600]  會有很多很多事情發生
[00:01:26.600 --> 00:01:28.400]  其中一樣我們已經看到了
[00:01:28.400 --> 00:01:29.800]  其中一樣我們已經見到了
[00:01:29.800 --> 00:01:31.900]  大量的人
[00:01:31.900 --> 00:01:33.200]  自稱是尼采亞
[00:01:33.200 --> 00:01:34.300]  自稱是彌賽亞
[00:01:34.300 --> 00:01:35.400]  是救世主
[00:01:35.400 --> 00:01:36.600]  是救世主
[00:01:36.600 --> 00:01:39.500]  但其實耶穌說這些是敵基督
[00:01:39.500 --> 00:01:41.700]  但耶穌說這些人是敵基督
[00:01:41.700 --> 00:01:42.700]  是假先知
[00:01:42.700 --> 00:01:43.800]  是假先知
[00:01:43.800 --> 00:01:46.600]  全部都是撒旦的代理人
[00:01:46.600 --> 00:01:48.200]  全部都是撒旦的代理人
[00:01:48.200 --> 00:01:50.800]  他們有邪靈管轄的
[00:01:50.800 --> 00:01:52.700]  他們是由邪靈來管控的
[00:01:52.700 --> 00:01:54.500]  除了有人自稱基督之外
[00:01:54.500 --> 00:01:56.400]  除了有人自稱基督之外
[00:01:56.400 --> 00:02:00.300]  現在我們又見到打仗和打仗的風聲
[00:02:00.300 --> 00:02:03.000]  我們現在也會見到有打仗和打仗的風聲
[00:02:03.000 --> 00:02:05.400]  民攻打民
[00:02:05.400 --> 00:02:06.500]  是什麼意思
[00:02:06.500 --> 00:02:07.400]  是什麼意思
[00:02:07.400 --> 00:02:08.300]  內戰
[00:02:08.300 --> 00:02:09.200]  是內戰
[00:02:09.200 --> 00:02:11.500]  國攻打國
[00:02:11.500 --> 00:02:13.100]  是什麼意思
[00:02:13.100 --> 00:02:15.000]  兩個國家以上參戰
[00:02:15.000 --> 00:02:16.700]  兩個國家以上參戰
[00:02:16.700 --> 00:02:19.400]  我昨天在搜查資料的時候發覺
[00:02:19.400 --> 00:02:22.000]  我昨天在查資料的時候就發現
[00:02:22.000 --> 00:02:25.100]  在這個階段大概有四十個國家
[00:02:25.100 --> 00:02:28.700]  正在參與國與國的戰爭
[00:02:28.700 --> 00:02:31.100]  在現在這個階段有超過四十個國家
[00:02:31.100 --> 00:02:32.900]  在參與國與國之間的戰爭
[00:02:32.900 --> 00:02:36.000]  正是俄國戰爭參戰的雙方
[00:02:36.000 --> 00:02:37.900]  俄國戰爭參戰的雙方
[00:02:37.900 --> 00:02:39.100]  大概有三十個
[00:02:39.100 --> 00:02:40.300]  大概有三十個
[00:02:40.300 --> 00:02:41.700]  民攻打民
[00:02:41.700 --> 00:02:42.900]  民攻打國
[00:02:42.900 --> 00:02:43.800]  民攻打民國
[00:02:43.800 --> 00:02:44.600]  攻打國
[00:02:44.600 --> 00:02:46.700]  好自然到處有饑荒
[00:02:46.700 --> 00:02:48.600]  好自然到處都有饑荒
[00:02:48.600 --> 00:02:50.100]  到處都有饑荒
[00:02:50.100 --> 00:02:50.900]  地震
[00:02:50.900 --> 00:02:52.100]  地震
[00:02:52.100 --> 00:02:55.300]  而天國的福音就會遍全世界
[00:02:55.300 --> 00:02:57.700]  那時候天國的福音就會遍全世界
[00:02:57.700 --> 00:03:00.400]  耶穌提到大災難過了之後
[00:03:00.400 --> 00:03:02.500]  耶穌提到大災難過了之後
[00:03:02.500 --> 00:03:05.300]  人子是有能力和榮耀
[00:03:05.300 --> 00:03:07.200]  人子會有能力和榮耀
[00:03:07.200 --> 00:03:10.700]  在天上駕著雲層光臨在地上
[00:03:10.700 --> 00:03:14.500]  在天上駕著雲就會來到降臨的地上
[00:03:14.500 --> 00:03:17.300]  就把《馬太福音》二十四章的內容
[00:03:17.300 --> 00:03:19.200]  拍成一套電影
[00:03:19.200 --> 00:03:21.000]  就把《馬太福音》二十四章的內容
[00:03:21.000 --> 00:03:22.100]  拍成一套電影
[00:03:22.100 --> 00:03:23.500]  現在拍就很容易了
[00:03:23.500 --> 00:03:24.400]  現在發現很容易了
[00:03:24.400 --> 00:03:25.600]  很多新科技
[00:03:25.600 --> 00:03:26.700]  很多新科技了
[00:03:26.700 --> 00:03:28.700]  幾十年前真的很難了
[00:03:28.700 --> 00:03:29.700]  幾十年前真的很難了
[00:03:29.700 --> 00:03:31.700]  接下來是三十二節
[00:03:31.700 --> 00:03:33.300]  接下來是三十二節
[00:03:33.300 --> 00:03:36.500]  就是我們剛才主席和我們眾多的經文
[00:03:36.500 --> 00:03:38.400]  就是我們剛才主席幫我們讀的經文
[00:03:38.400 --> 00:03:42.100]  三十二節至三十五節這段經文裏面提到一個比喻
[00:03:42.100 --> 00:03:44.800]  三十二到三十五節這個經文裏面提到一個比喻
[00:03:44.800 --> 00:03:47.700]  提到無花果的樹葉
[00:03:47.700 --> 00:03:49.700]  提到無花果的樹葉
[00:03:49.700 --> 00:03:52.100]  冬天當然會枯乾
[00:03:52.100 --> 00:03:53.600]  冬天就會枯乾
[00:03:53.600 --> 00:03:56.300]  春天三月份的時候就會發芽
[00:03:56.300 --> 00:03:58.400]  春天三月份的時候就會發芽
[00:03:58.400 --> 00:04:01.400]  長出很幼嫩的新葉
[00:04:01.400 --> 00:04:03.300]  長出很幼嫩的新葉
[00:04:03.300 --> 00:04:05.000]  到六到九月夏天
[00:04:05.000 --> 00:04:06.500]  到六到九月夏天
[00:04:06.500 --> 00:04:09.400]  就會結出一批新的果子
[00:04:09.400 --> 00:04:11.500]  就會結出一批新的果子
[00:04:11.500 --> 00:04:14.800]  當無花果樹發芽長葉的時候
[00:04:14.800 --> 00:04:17.200]  當無花果樹發芽長葉的時候
[00:04:17.200 --> 00:04:18.900]  當時的讀者
[00:04:18.900 --> 00:04:22.500]  當時的讀者就是猶太人
[00:04:22.500 --> 00:04:23.300]  就是猶太人
[00:04:23.300 --> 00:04:25.700]  他就明白夏天很快到
[00:04:25.700 --> 00:04:27.400]  他們就知道夏天很快到了
[00:04:27.400 --> 00:04:28.900]  夏天是一個時間
[00:04:28.900 --> 00:04:30.400]  夏天是一個時間
[00:04:30.400 --> 00:04:31.700]  夏天很快到了
[00:04:31.700 --> 00:04:32.800]  夏天很快到了
[00:04:32.800 --> 00:04:34.800]  在第三十三節耶穌就說了
[00:04:34.800 --> 00:04:36.400]  第三十三節耶穌就說了
[00:04:36.400 --> 00:04:39.900]  這樣你們看見這一切的事
[00:04:39.900 --> 00:04:41.900]  這樣你們看見這一切的事
[00:04:41.900 --> 00:04:43.200]  一切的事是什麼事?
[00:04:43.200 --> 00:04:44.500]  一切的事是什麼事?
[00:04:44.500 --> 00:04:47.800]  就是末世種種的災難景象
[00:04:47.800 --> 00:04:49.800]  就是那些種種的災難的景象
[00:04:49.800 --> 00:04:50.900]  看見一切了
[00:04:50.900 --> 00:04:51.900]  看見一切了
[00:04:51.900 --> 00:04:55.000]  就知道人子近了
[00:04:55.000 --> 00:04:56.500]  就知道人子近了
[00:04:56.500 --> 00:04:58.700]  剛才說夏天到了
[00:04:58.700 --> 00:04:59.900]  就講到夏天到了
[00:04:59.900 --> 00:05:01.000]  是時間來的
[00:05:01.000 --> 00:05:01.800]  時間來了
[00:05:01.800 --> 00:05:04.300]  現在又說知道人子近了
[00:05:04.300 --> 00:05:06.000]  又知道人子近了
[00:05:06.000 --> 00:05:07.000]  是不是講時間
[00:05:07.000 --> 00:05:08.700]  是不是講時間
[00:05:08.700 --> 00:05:10.000]  接著他回答說
[00:05:10.000 --> 00:05:12.200]  在門口了
[00:05:12.200 --> 00:05:14.300]  接著他回答說在門口
[00:05:14.300 --> 00:05:15.300]  如果我在這個時候
[00:05:15.300 --> 00:05:17.100]  告訴大家耶穌來了
[00:05:17.100 --> 00:05:18.300]  如果有時候突然跟他說
[00:05:18.300 --> 00:05:19.100]  耶穌來了
[00:05:19.100 --> 00:05:20.400]  我們一定很好奇問
[00:05:20.400 --> 00:05:22.200]  我們一定很好奇問在哪裡?
[00:05:22.200 --> 00:05:23.600]  在門口
[00:05:23.600 --> 00:05:24.500]  近不近?
[00:05:24.500 --> 00:05:25.300]  近不近?
[00:05:25.300 --> 00:05:27.000]  我們住的屋有多大?
[00:05:27.000 --> 00:05:28.500]  我們住的屋子有多大?
[00:05:28.500 --> 00:05:30.400]  大概三四十平方
[00:05:30.400 --> 00:05:31.700]  大概三四十平方
[00:05:31.700 --> 00:05:33.400]  我們就算抹黑去門口
[00:05:33.400 --> 00:05:34.600]  也不用十分鐘
[00:05:34.600 --> 00:05:36.500]  我們就算抹到門口也不需要十分鐘
[00:05:36.500 --> 00:05:39.300]  耶穌是用一個門口的比喻
[00:05:39.300 --> 00:05:39.900]  比喻什麼?
[00:05:39.900 --> 00:05:41.900]  時間非常非常近
[00:05:41.900 --> 00:05:43.500]  耶穌用一個門口的比喻
[00:05:43.500 --> 00:05:45.300]  這個時間非常非常近
[00:05:45.300 --> 00:05:48.800]  今天我們可以從大災難的景象裡面
[00:05:48.800 --> 00:05:50.900]  今天我們可以從大災難的景象裡面
[00:05:50.900 --> 00:05:54.700]  已經知道耶穌回來的日子是越來越近了
[00:05:54.700 --> 00:05:57.400]  已經知道耶穌回來的日子越來越近了
[00:05:57.400 --> 00:05:58.900]  但是主在來
[00:05:58.900 --> 00:05:59.800]  但是主在來
[00:05:59.800 --> 00:06:02.700]  祂精確的日子時辰
[00:06:02.700 --> 00:06:03.700]  但是祂精確的日子時辰沒有人知道
[00:06:03.700 --> 00:06:06.700]  但是祂精確的日子時辰沒有人知道
[00:06:06.700 --> 00:06:08.200]  第36節提到
[00:06:08.200 --> 00:06:09.500]  第36節提到
[00:06:09.500 --> 00:06:10.600]  耶穌自己說的
[00:06:10.600 --> 00:06:11.600]  耶穌自己說的
[00:06:11.600 --> 00:06:15.300]  「那日子那時辰沒有人知道」
[00:06:15.300 --> 00:06:17.800]  那日子那時辰是沒有人知道的
[00:06:17.800 --> 00:06:20.900]  從基督教教會存在到今日
[00:06:20.900 --> 00:06:23.200]  從基督教教會存在到今天
[00:06:23.200 --> 00:06:26.900]  內部衍生很多很多異端邪教出來
[00:06:26.900 --> 00:06:29.800]  內部支撐出很多異端邪教出來
[00:06:29.800 --> 00:06:32.100]  我們隨便說幾千個異端
[00:06:32.100 --> 00:06:34.500]  我們隨便說出幾千個異端
[00:06:34.500 --> 00:06:36.500]  教主都有一個特徵
[00:06:36.500 --> 00:06:38.000]  他們教主都有一個特徵
[00:06:38.000 --> 00:06:39.400]  他說聖靈上身
[00:06:39.400 --> 00:06:41.600]  他們說聖靈上身感動
[00:06:41.600 --> 00:06:42.500]  聖靈感動
[00:06:42.500 --> 00:06:45.900]  就預言耶穌基督什麼時候回來
