
[00:00:00.000 --> 00:00:02.000]  靚智媚午安
[00:00:02.000 --> 00:00:05.000]  剛剛一個多禮拜之前
[00:00:05.000 --> 00:00:08.000]  我們過了端午節
[00:00:08.000 --> 00:00:11.000]  我不知道你們有沒有吃腫
[00:00:11.000 --> 00:00:14.000]  有些人喜歡游泳
[00:00:14.000 --> 00:00:18.000]  甚至去看龍舟
[00:00:18.000 --> 00:00:24.000]  這些都是在端午節的節期裏面
[00:00:24.000 --> 00:00:26.000]  會做的事
[00:00:26.000 --> 00:00:29.000]  其實過了幾年
[00:00:29.000 --> 00:00:31.000]  因為疫情的緣故
[00:00:31.000 --> 00:00:36.000]  國際龍舟邀請賽停辦了
[00:00:36.000 --> 00:00:40.000]  剛剛今年才復辦
[00:00:40.000 --> 00:00:43.000]  如果你不怕熱
[00:00:43.000 --> 00:00:46.000]  基本上在現場看
[00:00:46.000 --> 00:00:49.000]  其實氣氛會好很多
[00:00:49.000 --> 00:00:51.000]  比看電視好
[00:00:51.000 --> 00:00:55.000]  我不知道在座有沒有靚智媚
[00:00:55.000 --> 00:00:59.000]  你爬過龍舟嗎
[00:00:59.000 --> 00:01:01.000]  後面有
[00:01:01.000 --> 00:01:03.000]  年輕人竟然沒有
[00:01:03.000 --> 00:01:05.000]  一次這麼多
[00:01:05.000 --> 00:01:08.000]  其實我上網看過
[00:01:08.000 --> 00:01:12.000]  原來爬龍舟有很多學問
[00:01:12.000 --> 00:01:15.000]  如果你爬過就知道了
[00:01:15.000 --> 00:01:20.000]  我看過其中一段訪問
[00:01:20.000 --> 00:01:25.000]  被訪問的對象是
[00:01:25.000 --> 00:01:29.000]  在龍舟裏面負責打鼓的人
[00:01:29.000 --> 00:01:33.000]  他說平時有跟人組樂隊
[00:01:33.000 --> 00:01:35.000]  負責打鼓的
[00:01:35.000 --> 00:01:40.000]  所以被抓去打龍舟鼓
[00:01:40.000 --> 00:01:45.000]  當然節奏不能錯
[00:01:45.000 --> 00:01:48.000]  原來負責打鼓的
[00:01:48.000 --> 00:01:54.000]  很多時都會選擇體重輕的
[00:01:54.000 --> 00:01:59.000]  所以你會見到有女生做鼓手
[00:01:59.000 --> 00:02:01.000]  就是這樣
[00:02:01.000 --> 00:02:03.000]  因為體重輕一點
[00:02:03.000 --> 00:02:09.000]  其實原來整個比賽的過程
[00:02:09.000 --> 00:02:12.000]  節奏是不同的
[00:02:12.000 --> 00:02:14.000]  被訪者這樣說
[00:02:14.000 --> 00:02:18.000]  你不能夠從頭衝到尾
[00:02:18.000 --> 00:02:23.000]  因為負責爬的隊員
[00:02:23.000 --> 00:02:26.000]  如果你從頭衝到尾
[00:02:26.000 --> 00:02:29.000]  他就累死了
[00:02:29.000 --> 00:02:34.000]  所以原來是要有方法的
[00:02:34.000 --> 00:02:39.000]  當中我找了一段影片
[00:02:39.000 --> 00:02:41.000]  一分鐘而已
[00:02:41.000 --> 00:02:43.000]  麻煩音控幫我播一播
[00:02:43.000 --> 00:02:45.000]  究竟應該怎樣支撐
[00:03:13.000 --> 00:03:40.000]  (音樂)
[00:03:40.000 --> 00:03:42.000]  1,2,3,4,5
[00:03:42.000 --> 00:03:44.000]  5 and up
[00:03:44.000 --> 00:03:48.000]  如果你成功的過程
[00:03:48.000 --> 00:03:57.000]  你要跟著鼓手的節奏樂長
[00:03:57.000 --> 00:04:02.000]  真的要很有默契
[00:04:02.000 --> 00:04:06.000]  其實我不知道大家有沒有想過
[00:04:06.000 --> 00:04:08.000]  這裡都挺多人的
[00:04:08.000 --> 00:04:13.000]  如果是那些大龍很長的
[00:04:13.000 --> 00:04:18.000]  你在後面超過第三和第四排
[00:04:18.000 --> 00:04:20.000]  基本上你聽不到
[00:04:20.000 --> 00:04:21.000]  同不同意嗎?
[00:04:21.000 --> 00:04:23.000]  因為你正在比賽
[00:04:23.000 --> 00:04:25.000]  很多隻龍舟
[00:04:25.000 --> 00:04:27.000]  基本上就平寧鵬難
[00:04:27.000 --> 00:04:29.000]  不斷在打
[00:04:29.000 --> 00:04:31.000]  那你在後面那些
[00:04:31.000 --> 00:04:33.000]  那你怎樣處理?
[00:04:33.000 --> 00:04:36.000]  其實你是用心
[00:04:36.000 --> 00:04:38.000]  數著那個節奏
[00:04:38.000 --> 00:04:41.000]  偶爾用你的眼睛
[00:04:41.000 --> 00:04:43.000]  瞪一下那個人
[00:04:43.000 --> 00:04:46.000]  接著你就樂長
[00:04:46.000 --> 00:04:50.000]  所以爬龍舟爬得快
[00:04:50.000 --> 00:04:53.000]  就不只是講技巧
[00:04:53.000 --> 00:04:57.000]  其實還要緊緊跟隨著
[00:04:57.000 --> 00:04:59.000]  那個鼓手的節奏
[00:04:59.000 --> 00:05:01.000]  要配合得很好
[00:05:01.000 --> 00:05:06.000]  我想說信仰都是這樣的
[00:05:06.000 --> 00:05:07.000]  回來今天
[00:05:07.000 --> 00:05:13.000]  跟大家分享文數記第十七章
[00:05:13.000 --> 00:05:16.000]  我要跟大家說多一點
[00:05:16.000 --> 00:05:19.000]  這個蝙蝠裡面的排序
[00:05:19.000 --> 00:05:21.000]  在聖經裡面的排序
[00:05:21.000 --> 00:05:24.000]  如果你按照希伯來文的聖經
[00:05:24.000 --> 00:05:26.000]  左手邊這裡
[00:05:26.000 --> 00:05:31.000]  其實文數記的第十六章
[00:05:31.000 --> 00:05:35.000]  只是去到三十五節
[00:05:35.000 --> 00:05:36.000]  看到嗎?
[00:05:36.000 --> 00:05:41.000]  所以我們的和合本
[00:05:41.000 --> 00:05:45.000]  三十六節至到第五十節
[00:05:45.000 --> 00:05:46.000]  右邊那一行
[00:05:46.000 --> 00:05:49.000]  其實如果在希伯來文聖經的
[00:05:49.000 --> 00:05:52.000]  原文來說是新的一章
[00:05:52.000 --> 00:05:54.000]  是第十七章
[00:05:54.000 --> 00:05:56.000]  一至第十五節
[00:05:56.000 --> 00:05:57.000]  好了
[00:05:57.000 --> 00:06:01.000]  你按照這個次序信言
[00:06:01.000 --> 00:06:05.000]  即是我今天要跟大家說的
[00:06:05.000 --> 00:06:07.000]  和合本聖經的十七章
[00:06:07.000 --> 00:06:09.000]  一至第十三節
[00:06:09.000 --> 00:06:12.000]  即是等於希伯來文聖經的
[00:06:12.000 --> 00:06:15.000]  第十七章的十六至第十八節
[00:06:15.000 --> 00:06:17.000]  即是下半章
[00:06:17.000 --> 00:06:20.000]  為什麼我要說這些東西給你聽呢?
[00:06:20.000 --> 00:06:24.000]  其實原因就是因為
[00:06:24.000 --> 00:06:26.000]  如果你看這個編排
[00:06:26.000 --> 00:06:28.000]  我今天要跟大家說
