
[00:00:00.000 --> 00:00:04.000]  以色亞書第43章第18到第19節
[00:00:04.000 --> 00:00:06.700]  我們一同來唸這兩節的聖經來
[00:00:06.700 --> 00:00:08.400]  耶和華如此說
[00:00:08.400 --> 00:00:11.000]  你們不要記念從前的事
[00:00:11.000 --> 00:00:13.500]  也不要思想古時的事
[00:00:13.500 --> 00:00:15.800]  看啊 我要做一件新事
[00:00:15.800 --> 00:00:17.500]  如今要發現
[00:00:17.500 --> 00:00:19.000]  你們豈不知道嗎
[00:00:19.000 --> 00:00:21.300]  我必在曠野開道路
[00:00:21.300 --> 00:00:23.700]  在沙漠開江河
[00:00:23.700 --> 00:00:25.400]  我們就讀到這裏
[00:00:25.400 --> 00:00:28.500]  今天是我們進入新年的第一個主日
[00:00:28.500 --> 00:00:30.500]  所以首先在這裏恭賀大家
[00:00:30.500 --> 00:00:32.500]  新年非常非常快樂
[00:00:32.500 --> 00:00:33.500]  Amen
[00:00:33.500 --> 00:00:37.500]  再向旁邊說新年很快樂跟他說
[00:00:37.500 --> 00:00:40.500]  事實上不但進入一個新年
[00:00:40.500 --> 00:00:42.500]  我們更進入一個新的世紀
[00:00:42.500 --> 00:00:43.500]  不是嗎
[00:00:43.500 --> 00:00:45.500]  過去十年
[00:00:45.500 --> 00:00:49.500]  可以說是一個充滿改變的十年
[00:00:49.500 --> 00:00:53.500]  特別是從智慧型手機進入我們生活之後
[00:00:53.500 --> 00:00:56.500]  可以說一切都改變了
[00:00:56.500 --> 00:00:58.500]  而且不但是改變
[00:00:58.500 --> 00:01:01.500]  是快速的在改變
[00:01:01.500 --> 00:01:03.500]  事實上已經快到一個地步
[00:01:03.500 --> 00:01:06.500]  我們幾乎無法跟上
[00:01:06.500 --> 00:01:07.500]  做一個基督徒
[00:01:07.500 --> 00:01:12.500]  我們怎麼樣來看這個快速改變的世界呢
[00:01:12.500 --> 00:01:14.500]  我們就需要明白
[00:01:14.500 --> 00:01:17.500]  在屬世的事情
[00:01:17.500 --> 00:01:21.500]  其實很多時候是象徵屬靈的事情
[00:01:21.500 --> 00:01:27.500]  當這個世界正快速前進的時候
[00:01:27.500 --> 00:01:33.500]  其實表明了神的工作也正在快速的前進
[00:01:33.500 --> 00:01:37.500]  當這個世界不斷的在創新的時候
[00:01:37.500 --> 00:01:41.500]  同樣神的手也不斷的在做新的事情
[00:01:41.500 --> 00:01:42.500]  Amen
[00:01:42.500 --> 00:01:44.500]  過去一年我們真的看見
[00:01:44.500 --> 00:01:49.500]  神在我們中間真的賜下各樣的恩典
[00:01:49.500 --> 00:01:53.500]  神在我們中間賜下了擴張跟升等的恩高
[00:01:53.500 --> 00:01:56.500]  神爲我們打開了旁邊停車場的門
[00:01:56.500 --> 00:01:57.500]  記得嗎
[00:01:57.500 --> 00:01:59.500]  去年一月東坡肉的神機
[00:01:59.500 --> 00:02:01.500]  Hallelujah
[00:02:01.500 --> 00:02:02.500]  所以你每次走進來的時候
[00:02:02.500 --> 00:02:04.500]  我真的神機之路
[00:02:04.500 --> 00:02:07.500]  你走在神機之路當中
[00:02:07.500 --> 00:02:10.500]  神也帶領我們教會進入中南美洲
[00:02:10.500 --> 00:02:12.500]  我們的分堂也進入南美洲
[00:02:12.500 --> 00:02:14.500]  開始做執堂的工作
[00:02:14.500 --> 00:02:16.500]  我也看見神在我們教會
[00:02:16.500 --> 00:02:17.500]  很多弟兄姐妹
[00:02:17.500 --> 00:02:18.500]  很多家庭身上
[00:02:18.500 --> 00:02:20.500]  也在不同的領域當中
[00:02:20.500 --> 00:02:24.500]  帶領我們向左向右來開展
[00:02:24.500 --> 00:02:25.500]  我們看見過去一年
[00:02:25.500 --> 00:02:29.500]  實在充滿神的恩典在我們中間
[00:02:29.500 --> 00:02:31.500]  那我們進入2020年
[00:02:31.500 --> 00:02:36.500]  我們期待神要做怎麼樣的工作呢
[00:02:36.500 --> 00:02:41.500]  我相信2020年是一個成全的一年
[00:02:41.500 --> 00:02:44.500]  跟你們說成全的一年
[00:02:44.500 --> 00:02:46.500]  什麼意思呢
[00:02:46.500 --> 00:02:51.500]  神在2019年所開始的工作
[00:02:51.500 --> 00:02:55.500]  神在2019年所在你生命當中
[00:02:55.500 --> 00:02:56.500]  在我們事工當中
[00:02:56.500 --> 00:02:59.500]  所開始帶來的改變
[00:02:59.500 --> 00:03:01.500]  神要親自成全
[00:03:01.500 --> 00:03:03.500]  不但祂要成全
[00:03:03.500 --> 00:03:08.500]  而且要快速地成就這事
[00:03:08.500 --> 00:03:09.500]  所以弟兄姐妹你要準備好
[00:03:09.500 --> 00:03:12.500]  跟你們說你要準備好
[00:03:12.500 --> 00:03:14.500]  在新的一年當中
[00:03:14.500 --> 00:03:18.500]  來經歷神新的工作
[00:03:18.500 --> 00:03:20.500]  那你說我們怎麼樣能夠準備
[00:03:20.500 --> 00:03:22.500]  我們自己在新的一年
[00:03:22.500 --> 00:03:25.500]  能夠經歷神新的作爲呢
[00:03:25.500 --> 00:03:26.500]  三方面我們的思想
[00:03:26.500 --> 00:03:27.500]  第一個
[00:03:27.500 --> 00:03:31.500]  你一定要確信神是做新事的神
[00:03:31.500 --> 00:03:33.500]  跟你們說我們神是做新事的神
[00:03:33.500 --> 00:03:35.500]  你跟他說
[00:03:35.500 --> 00:03:36.500]  剛纔的經文
[00:03:36.500 --> 00:03:39.500]  以色列書四十三章十八十九節
[00:03:39.500 --> 00:03:41.500]  很清楚地告訴我們
[00:03:41.500 --> 00:03:44.500]  神說祂是做新事的神
[00:03:44.500 --> 00:03:45.500]  弟兄姐妹
[00:03:45.500 --> 00:03:47.500]  你要再一次在神面前確信
[00:03:47.500 --> 00:03:49.500]  我們的神是做新事的
[00:03:49.500 --> 00:03:50.500]  所以主纔在這裏說
[00:03:50.500 --> 00:03:54.500]  不要記念從前的事
[00:03:54.500 --> 00:03:57.500]  無論從前的事有多好
[00:03:57.500 --> 00:04:00.500]  或者是說從前有多糟糕
[00:04:00.500 --> 00:04:02.500]  無論如何
[00:04:02.500 --> 00:04:07.500]  我們的神是能夠翻轉我們生命的神
[00:04:07.500 --> 00:04:11.500]  而且神的作爲永遠超乎我們所求所想
[00:04:11.500 --> 00:04:13.500]  Amen
[00:04:13.500 --> 00:04:15.500]  但是當然我要提醒你
[00:04:15.500 --> 00:04:18.500]  每一次我們期待神做新事的時候
[00:04:18.500 --> 00:04:20.500]  你要明白
[00:04:20.500 --> 00:04:25.500]  每一個新的開始都會帶來改變的
[00:04:25.500 --> 00:04:27.500]  從人的角度來講
[00:04:27.500 --> 00:04:29.500]  我們都不喜歡改變
[00:04:29.500 --> 00:04:33.500]  雖然我們是處在一個快速改變的時代
[00:04:33.500 --> 00:04:34.500]  但在我們心裏面
[00:04:34.500 --> 00:04:38.500]  我們總是還希望別人都需要改變
[00:04:38.500 --> 00:04:39.500]  但我最好不要改變
[00:04:39.500 --> 00:04:41.500]  不是嗎
[00:04:41.500 --> 00:04:42.500]  我們總是希望
[00:04:42.500 --> 00:04:45.500]  無論如何教會是一個不改變的地方
[00:04:45.500 --> 00:04:47.500]  像耶穌基督一樣
[00:04:47.500 --> 00:04:48.500]  卓爾基督指導永遠不改變
[00:04:48.500 --> 00:04:51.500]  教會最好永不改變
[00:04:51.500 --> 00:04:53.500]  但事實上你需要明白
[00:04:53.500 --> 00:04:57.500]  我們的神是一位永不改變的神
[00:04:57.500 --> 00:05:02.500]  但神所工作的每一個地方都要帶來改變
[00:05:02.500 --> 00:05:05.500]  事實上我們整個教會的建造
[00:05:05.500 --> 00:05:10.500]  就是建立在神能夠改變這個應許上
[00:05:10.500 --> 00:05:13.500]  否則我們怎麼能建造教會呢
[00:05:13.500 --> 00:05:14.500]  我們建造教會
[00:05:14.500 --> 00:05:18.500]  因爲我們相信神能夠改變人的心
[00:05:18.500 --> 00:05:19.500]  我們建造教會
[00:05:19.500 --> 00:05:23.500]  因爲我們相信神能夠改變家庭
[00:05:23.500 --> 00:05:24.500]  我們建造教會
[00:05:24.500 --> 00:05:28.500]  因爲我們相信神能夠改變社會國家
[00:05:28.500 --> 00:05:31.500]  事實上你我在神面前每一個禱告
[00:05:31.500 --> 00:05:33.500]  我們每一個呼求
[00:05:33.500 --> 00:05:36.500]  難道不都是歡迎神在我們生命當中
[00:05:36.500 --> 00:05:40.500]  做一個扭轉性的改變嗎
[00:05:40.500 --> 00:05:45.500]  所以永遠不要被你過去的經驗所限制
[00:05:45.500 --> 00:05:49.500]  我們的神永遠要做新的事情
[00:05:49.500 --> 00:05:52.500]  神在這裏說不要記念從前的事
[00:05:52.500 --> 00:05:55.500]  不是說從前的事不好
[00:05:55.500 --> 00:06:01.500]  而是很多時候我們的心會停留在從前的事
[00:06:01.500 --> 00:06:05.500]  我們會停留在神過去的工作
[00:06:05.500 --> 00:06:09.500]  我們的心會依靠從前的經驗
[00:06:09.500 --> 00:06:14.500]  以至於我們就看不見神現在的工作
[00:06:14.500 --> 00:06:16.500]  我們也看不見神的手
[00:06:16.500 --> 00:06:20.500]  正在帶領我們要繼續向前進
[00:06:20.500 --> 00:06:25.500]  我們常常錯失神的新的工作
[00:06:25.500 --> 00:06:29.500]  在教會歷史當中我們看見神在不同的時代
[00:06:29.500 --> 00:06:32.500]  興起了不同的宗派
[00:06:32.500 --> 00:06:35.500]  有進信會、長老會、衛理工會等等
[00:06:35.500 --> 00:06:37.500]  很多人常問一個問題
[00:06:37.500 --> 00:06:41.500]  爲什麼基督教有這麼多不同的宗派呢
[00:06:41.500 --> 00:06:42.500]  其實你需要明白
[00:06:42.500 --> 00:06:50.500]  每一個宗派都是神在不同的時代所做的新的工作
[00:06:50.500 --> 00:06:54.500]  馬丁路德的時代帶來改教的運動
[00:06:54.500 --> 00:06:58.500]  約翰威斯理時代帶來聖潔的運動
[00:06:58.500 --> 00:07:03.500]  A.B.Simpson宣信博士帶來海外宣教的浪潮
[00:07:03.500 --> 00:07:06.500]  每一個宗派的開始
[00:07:06.500 --> 00:07:11.500]  都是神在那個時代所要做的新的工作
[00:07:11.500 --> 00:07:16.500]  但是當人們只是想停留在神過去的工作
[00:07:16.500 --> 00:07:20.500]  只是想保守住神過去的作爲的時候
[00:07:20.500 --> 00:07:25.500]  宗派就慢慢變成宗派主義了
[00:07:25.500 --> 00:07:30.500]  所以我們看見今天很多的大的宗派人數迅速在遞減
[00:07:30.500 --> 00:07:32.500]  失去了屬靈的影響力
[00:07:32.500 --> 00:07:33.500]  爲什麼
[00:07:33.500 --> 00:07:38.500]  就是因爲他們只紀念神從前的事情
[00:07:38.500 --> 00:07:42.500]  卻忽略了神現在的工作
[00:07:42.500 --> 00:07:46.500]  第二點我在座今天我們所信的神是做新事的神
[00:07:46.500 --> 00:07:50.500]  神過去在我們身上的恩典雖然是寶貴的
[00:07:50.500 --> 00:07:54.500]  但神卻不是要我們停留在恩典當中
[00:07:54.500 --> 00:07:59.500]  神要我們進入他新鮮的恩典當中
[00:07:59.500 --> 00:08:02.500]  所以聖潔裏面教導說每一早晨都是什麼
[00:08:02.500 --> 00:08:04.500]  新的
[00:08:04.500 --> 00:08:09.500]  換句話說無論昨天如何早上醒來怎麼樣
[00:08:09.500 --> 00:08:11.500]  新的一天
[00:08:11.500 --> 00:08:15.500]  早上醒來新的開始
[00:08:15.500 --> 00:08:17.500]  無論去年如何
[00:08:17.500 --> 00:08:20.500]  今天一進入新的一年
[00:08:20.500 --> 00:08:23.500]  新的世紀又是什麼
[00:08:23.500 --> 00:08:26.500]  新的開始
[00:08:26.500 --> 00:08:30.500]  我們看見神在我們身上永遠要帶領我們向前進
[00:08:30.500 --> 00:08:33.500]  所以哥林多後書五章十七有非常喜歡的經文
[00:08:33.500 --> 00:08:34.500]  我們很熟悉
[00:08:34.500 --> 00:08:37.500]  很多時候我們以爲這個經文是講到人的得救
[00:08:37.500 --> 00:08:39.500]  而是講到我們受洗常常用這個經文
[00:08:39.500 --> 00:08:41.500]  但事實上這些經文不只講得救
[00:08:41.500 --> 00:08:43.500]  我們一同來唸
[00:08:43.500 --> 00:08:46.500]  若有人在基督裏他就是新造的人
[00:08:46.500 --> 00:08:49.500]  舊事已過都變成新的
[00:08:49.500 --> 00:08:52.500]  若有人在基督裏這是現在是
[00:08:52.500 --> 00:08:55.500]  換句話說今天
[00:08:55.500 --> 00:08:56.500]  若有人在基督裏
[00:08:56.500 --> 00:08:58.500]  今天你在基督裏
[00:08:58.500 --> 00:09:00.500]  今天你就是什麼
[00:09:00.500 --> 00:09:02.500]  就是新造的人
[00:09:02.500 --> 00:09:03.500]  換句話說
[00:09:03.500 --> 00:09:06.500]  每天我們都可以做新造的人
[00:09:06.500 --> 00:09:08.500]  一個新造人什麼特色呢
[00:09:08.500 --> 00:09:10.500]  舊事怎麼樣
[00:09:10.500 --> 00:09:12.500]  可以過去的
[00:09:12.500 --> 00:09:13.500]  一切怎麼樣
[00:09:13.500 --> 00:09:15.500]  都變成新的
[00:09:15.500 --> 00:09:16.500]  哈利路亞
[00:09:16.500 --> 00:09:18.500]  我們看在基督裏面
[00:09:18.500 --> 00:09:21.500]  每一天我們都是新造人
[00:09:21.500 --> 00:09:24.500]  每一天我們都會經歷神新的恩典
[00:09:24.500 --> 00:09:28.500]  所以聖經裏面神教我們要唱新歌
[00:09:28.500 --> 00:09:29.500]  不是因爲舊歌不好
[00:09:29.500 --> 00:09:33.500]  而是因爲神要做新的事情
[00:09:33.500 --> 00:09:35.500]  所以我們要常常預備好
[00:09:35.500 --> 00:09:40.500]  我們自己來迎接神新的作爲
[00:09:40.500 --> 00:09:41.500]  所以第一個
[00:09:41.500 --> 00:09:43.500]  確信神是做新事
