
[00:00:00.000 --> 00:00:02.000]  各位大英姐妹早晨
[00:00:02.000 --> 00:00:04.000]  Good morning brothers and sisters
[00:00:04.000 --> 00:00:07.000]  我們在港澳之先再一次同心低頭祈禱
[00:00:07.000 --> 00:00:08.000]  Let's pray
[00:00:08.000 --> 00:00:10.000]  蔡恩主我們感謝你
[00:00:10.000 --> 00:00:11.000]  Father God thank you so much
[00:00:11.000 --> 00:00:15.000]  因為你是我們唯一食不敬拜的真神
[00:00:15.000 --> 00:00:17.000]  Because you are the one true God that we worship
[00:00:17.000 --> 00:00:19.000]  你吩咐我們
[00:00:19.000 --> 00:00:21.000]  You have commanded us
[00:00:21.000 --> 00:00:24.000]  你都告訴我們有異象問就滅亡
[00:00:24.000 --> 00:00:28.000]  You've told us that without vision that we will perish
[00:00:28.000 --> 00:00:30.000]  求天賦你的靈
[00:00:30.000 --> 00:00:32.000]  現在在我們的心靈裏面
[00:00:32.000 --> 00:00:33.000]  開啟我們的心靈
[00:00:33.000 --> 00:00:37.000]  May the spirit of you, the Father, open the spirit in us
[00:00:37.000 --> 00:00:39.000]  主啊求你的靈向向我們說話
[00:00:39.000 --> 00:00:41.000]  May your spirit speak to us
[00:00:41.000 --> 00:00:43.000]  祈禱奉教主耶穌基督的名靠
[00:00:43.000 --> 00:00:44.000]  In Jesus' name we pray
[00:00:44.000 --> 00:00:45.000]  Amen
[00:00:45.000 --> 00:00:51.000]  我想有一段經文大家很熟悉的
[00:00:51.000 --> 00:00:55.000]  I think there is a verse that is very familiar to all of us
[00:00:55.000 --> 00:00:59.000]  就說按著命定人人都有一死
[00:00:59.000 --> 00:01:01.000]  死後且有審判
[00:01:01.000 --> 00:01:04.000]  It says and just as it is appointed for man to die once
[00:01:04.000 --> 00:01:06.000]  and after that comes judgment
[00:01:06.000 --> 00:01:11.000]  所以我們每一個人都會有一天要交帳的
[00:01:11.000 --> 00:01:13.000]  So one day we are accountable to God
[00:01:13.000 --> 00:01:16.000]  and we have to look at the past
[00:01:16.000 --> 00:01:19.000]  而我們每一個人都要明白就是
[00:01:19.000 --> 00:01:21.000]  我們在世界上所做的事
[00:01:21.000 --> 00:01:23.000]  和所作的決定
[00:01:23.000 --> 00:01:27.000]  無論是善惡都會被神去檢視
[00:01:27.000 --> 00:01:29.000]  So one day there will be judgment
[00:01:29.000 --> 00:01:31.000]  God will judge all that we do
[00:01:31.000 --> 00:01:34.000]  whether it is good or it is evil
[00:01:34.000 --> 00:01:35.000]  所以死後且有審判
[00:01:35.000 --> 00:01:38.000]  意思就是說我們會有後果的
[00:01:38.000 --> 00:01:41.000]  When there comes judgment after death
[00:01:41.000 --> 00:01:43.000]  it means that there are consequences
[00:01:43.000 --> 00:01:45.000]  所以對我們每個記憶圖來說
[00:01:45.000 --> 00:01:48.000]  我們知道這個福音的必需性
[00:01:48.000 --> 00:01:49.000]  So to us Christians
[00:01:49.000 --> 00:01:53.000]  we have to know the necessity of the gospel
[00:01:53.000 --> 00:01:54.000]  因為唯有我們得著基督
[00:01:54.000 --> 00:01:56.000]  在受審判的時候
[00:01:56.000 --> 00:01:58.000]  我們才可以無罪釋放
[00:01:58.000 --> 00:01:59.000]  Because as we know
[00:01:59.000 --> 00:02:02.000]  only when we know Christ as our Lord
[00:02:02.000 --> 00:02:06.000]  that when we get judged that will be saved
[00:02:06.000 --> 00:02:08.000]  另外一段經文大家很熟悉的就是說
[00:02:08.000 --> 00:02:09.000]  趁著白日
[00:02:09.000 --> 00:02:12.000]  我們必須做猜我來的那位的工
[00:02:12.000 --> 00:02:16.000]  黑夜來到就沒有人能做工了
[00:02:16.000 --> 00:02:19.000]  Another familiar verse says we must work
[00:02:19.000 --> 00:02:22.000]  the works of Him who sent me while it is day
[00:02:22.000 --> 00:02:25.000]  night is coming when no one can work
[00:02:25.000 --> 00:02:26.000]  白日
[00:02:26.000 --> 00:02:28.000]  daylight
[00:02:28.000 --> 00:02:31.000]  可能是說我們還有在世在生的日子
[00:02:31.000 --> 00:02:34.000]  Maybe it means that we are still living on earth
[00:02:34.000 --> 00:02:37.000]  也代表著神的恩典還存在
[00:02:37.000 --> 00:02:39.000]  讓我們可以去回應祂
[00:02:39.000 --> 00:02:41.000]  Maybe it means that God's grace is still here
[00:02:41.000 --> 00:02:43.000]  that we can respond to Him
[00:02:43.000 --> 00:02:45.000]  當黑夜來到
[00:02:45.000 --> 00:02:46.000]  But when night comes
[00:02:46.000 --> 00:02:48.000]  我們的生命沒有了
[00:02:48.000 --> 00:02:49.000]  When we die
[00:02:49.000 --> 00:02:50.000]  完結了
[00:02:50.000 --> 00:02:51.000]  When we end
[00:02:51.000 --> 00:02:54.000]  我們神的恩典
[00:02:54.000 --> 00:02:58.000]  我們不在神的恩典的時代裡面的時候
[00:02:58.000 --> 00:03:01.000]  Maybe we are not in the era of God's grace
[00:03:01.000 --> 00:03:04.000]  黑夜來到沒有人能做工了
[00:03:04.000 --> 00:03:06.000]  The night is here and no one can work
[00:03:06.000 --> 00:03:08.000]  所以有一個時效性的
[00:03:08.000 --> 00:03:10.000]  So there is a limit of time
[00:03:10.000 --> 00:03:13.000]  所以這段經文也提醒我和你把握時機
[00:03:13.000 --> 00:03:16.000]  就因為福音是有一個迫切性的
[00:03:16.000 --> 00:03:19.000]  This verse also tells us that we have to seize the divine moment
[00:03:19.000 --> 00:03:22.000]  because there is an urgency of the gospel
[00:03:22.000 --> 00:03:25.000]  但我和你相信了一段時間的話
[00:03:25.000 --> 00:03:28.000]  So you and I have become Christians for some time
[00:03:28.000 --> 00:03:31.000]  有時候我們日復一日這樣生活
[00:03:31.000 --> 00:03:34.000]  Maybe day after day we live just as usual
[00:03:34.000 --> 00:03:36.000]  我們會看到有機會來
[00:03:36.000 --> 00:03:37.000]  有機會過去
[00:03:37.000 --> 00:03:40.000]  We see opportunities come and opportunities go
[00:03:40.000 --> 00:03:43.000]  我們錯過這次的機會
[00:03:43.000 --> 00:03:45.000]  我們下次再等下下次機會
[00:03:45.000 --> 00:03:47.000]  Maybe we miss this opportunity
[00:03:47.000 --> 00:03:49.000]  and we say oh yeah the next time will come
[00:03:49.000 --> 00:03:51.000]  但是聖經告訴我們那個迫切性
[00:03:51.000 --> 00:03:54.000]  But the Bible tells us there is an urgency
[00:03:54.000 --> 00:03:55.000]  是一個神聖的時刻
[00:03:55.000 --> 00:03:57.000]  And it is a divine moment
[00:03:57.000 --> 00:04:00.000]  是有一個機會這段時間裡面你需要去做的
[00:04:00.000 --> 00:04:02.000]  And there is an opportunity that we have to seize
[00:04:02.000 --> 00:04:04.000]  that we have to do it like now
[00:04:04.000 --> 00:04:07.000]  雖然星期五世衛組織正式宣佈
[00:04:07.000 --> 00:04:11.000]  但是新冠狀病毒的緊急令已經結束了
[00:04:11.000 --> 00:04:19.000]  So who said that the emergency of COVID is actually now lifted
[00:04:19.000 --> 00:04:25.000]  但是我們過去三年從新冠狀病毒學到什麼
[00:04:25.000 --> 00:04:28.000]  But what have we learned from COVID the past three years
[00:04:28.000 --> 00:04:31.000]  我們學到生命的短暫
[00:04:31.000 --> 00:04:34.000]  We've learned that life is short
[00:04:34.000 --> 00:04:37.000]  生命的無常
[00:04:37.000 --> 00:04:41.000]  生命的失控
[00:04:41.000 --> 00:04:47.000]  也有很多變幻莫測的狀況
[00:04:47.000 --> 00:04:53.000]  人生命的短暫
