
[00:00:00.000 --> 00:00:02.000]  靚智慧平安
[00:00:02.000 --> 00:00:06.000]  我們再一次低頭有一個禱告
[00:00:06.000 --> 00:00:16.000]  天父我們再一次低頭敬拜你
[00:00:16.000 --> 00:00:20.000]  我們知道你在我們中間
[00:00:20.000 --> 00:00:25.000]  所以我們用信心來等候你
[00:00:26.000 --> 00:00:31.000]  天父讓你自己的榮耀充滿整個會場
[00:00:31.000 --> 00:00:35.000]  你的聖靈深入人的心
[00:00:35.000 --> 00:00:37.000]  讓人感動
[00:00:37.000 --> 00:00:40.000]  你的聖靈藉著你自己的話
[00:00:40.000 --> 00:00:42.000]  啟示你自己
[00:00:42.000 --> 00:00:46.000]  讓我們更多認識和明白你
[00:00:46.000 --> 00:00:50.000]  讓你的眾兒女在你面前
[00:00:50.000 --> 00:00:52.000]  恭敬謙卑的等候
[00:00:52.000 --> 00:00:54.000]  向我們每一個人說話
[00:00:55.000 --> 00:00:56.000]  奉耶穌基督聖名
[00:00:56.000 --> 00:00:58.000]  阿們
[00:00:58.000 --> 00:01:01.000]  我聽節目今天分享一個題目
[00:01:01.000 --> 00:01:06.000]  是超越的信心和生命
[00:01:06.000 --> 00:01:10.000]  拉撒路的復活
[00:01:10.000 --> 00:01:14.000]  是主耶穌傳道的最後一個
[00:01:14.000 --> 00:01:17.000]  也是最大的一個神蹟
[00:01:17.000 --> 00:01:22.000]  這個記載我相信大家不會覺得陌生
[00:01:23.000 --> 00:01:25.000]  但是當我詳細思想的時候
[00:01:25.000 --> 00:01:29.000]  我發現裡面有很多很寶貴的真理
[00:01:29.000 --> 00:01:34.000]  今天很想再和大家重溫一下
[00:01:34.000 --> 00:01:38.000]  分享和彼此鼓勵一下
[00:01:38.000 --> 00:01:42.000]  經文是約翰福音十一章
[00:01:42.000 --> 00:01:45.000]  由第一節到四十五節
[00:01:45.000 --> 00:01:48.000]  因為頗長的經文
[00:01:48.000 --> 00:01:52.000]  我們會選讀其中一些經文
[00:01:53.000 --> 00:01:55.000]  我們先看第一節
[00:01:55.000 --> 00:02:00.000]  請大家耐心地來聽我讀出
[00:02:00.000 --> 00:02:04.000]  有十幾個字的聖經
[00:02:04.000 --> 00:02:09.000]  有一個患病的人名叫拉撒路
[00:02:09.000 --> 00:02:12.000]  住在百大里
[00:02:12.000 --> 00:02:17.000]  就是瑪利亞和她姐姐瑪戴的村莊
[00:02:17.000 --> 00:02:21.000]  這瑪利亞就善奶用香膏末煮
[00:02:22.000 --> 00:02:25.000]  又用頭髮擦她腳
[00:02:25.000 --> 00:02:28.000]  患病的是拉撒路
[00:02:28.000 --> 00:02:30.000]  是她的兄弟
[00:02:30.000 --> 00:02:36.000]  她姐姐姐妹兩個就打發人去見耶穌說
[00:02:36.000 --> 00:02:41.000]  主啊 你所愛的人病了
[00:02:41.000 --> 00:02:43.000]  耶穌聽見就說
[00:02:43.000 --> 00:02:46.000]  這病不致於死
[00:02:46.000 --> 00:02:49.000]  乃是為神的榮耀
[00:02:50.000 --> 00:02:53.000]  神的兒子因此得榮耀
[00:02:53.000 --> 00:03:00.000]  耶穌數來愛瑪戴和她妹子拉撒路
[00:03:00.000 --> 00:03:03.000]  聽見拉撒路病了
[00:03:03.000 --> 00:03:08.000]  就在所居住之地認住了兩天
[00:03:08.000 --> 00:03:10.000]  耶穌到了
[00:03:10.000 --> 00:03:15.000]  就知道拉撒路在墳墓裡已經四天了
[00:03:15.000 --> 00:03:18.000]  瑪戴對耶穌說
[00:03:19.000 --> 00:03:22.000]  主啊 你若早在這裡
[00:03:22.000 --> 00:03:24.000]  我兄弟必不死
[00:03:24.000 --> 00:03:27.000]  就是現在我也知道
[00:03:27.000 --> 00:03:30.000]  你無論向神求什麼
[00:03:30.000 --> 00:03:33.000]  神也必賜給你
[00:03:33.000 --> 00:03:36.000]  耶穌說 你兄弟必然復活
[00:03:36.000 --> 00:03:38.000]  瑪戴說
[00:03:38.000 --> 00:03:41.000]  我知道在末日復活的時候
[00:03:41.000 --> 00:03:43.000]  他必復活
[00:03:43.000 --> 00:03:45.000]  耶穌對她說
[00:03:45.000 --> 00:03:48.000]  復活在我 生命也在我
[00:03:49.000 --> 00:03:51.000]  信我的人雖然死了
[00:03:51.000 --> 00:03:53.000]  也必復活
[00:03:53.000 --> 00:03:57.000]  凡活著信我的人必永遠不死
[00:03:57.000 --> 00:04:00.000]  你信這話嗎
[00:04:00.000 --> 00:04:03.000]  瑪利亞到了耶穌那裡
[00:04:03.000 --> 00:04:07.000]  看見他就撫服在他腳前說
[00:04:07.000 --> 00:04:10.000]  主啊 你若早在這裡
[00:04:10.000 --> 00:04:12.000]  我兄弟必不死
[00:04:12.000 --> 00:04:15.000]  耶穌看見他後
[00:04:16.000 --> 00:04:19.000]  並看見與他同來的猶太人也哭
[00:04:19.000 --> 00:04:21.000]  就心裡悲嘆
[00:04:21.000 --> 00:04:24.000]  又甚憂愁 便說
