
[00:00:00.000 --> 00:00:01.120]  英雄之死
[00:00:01.120 --> 00:00:03.480]  在在當中有沒有英雄?
[00:00:03.480 --> 00:00:07.840]  在在當中有沒有人叫參孫?
[00:00:07.840 --> 00:00:11.600]  即是Samson
[00:00:11.600 --> 00:00:13.600]  有沒有Samson在這裡?
[00:00:13.600 --> 00:00:16.800]  如果可以大聲一點
[00:00:16.800 --> 00:00:21.240]  因為今天喉嚨有一點點不行
[00:00:21.240 --> 00:00:24.080]  當我們去看參孫的時候
[00:00:24.080 --> 00:00:26.480]  看這一段聖經
[00:00:26.480 --> 00:00:29.680]  我們就必須從十三到十六章看完
[00:00:30.200 --> 00:00:31.440]  去到十六章之後
[00:00:31.440 --> 00:00:34.160]  第十七章似乎是一個負六
[00:00:34.160 --> 00:00:36.880]  然後我們看事司的時候
[00:00:36.880 --> 00:00:38.400]  眾多的事司
[00:00:38.400 --> 00:00:43.120]  最多的篇幅是去講參孫
[00:00:43.120 --> 00:00:45.520]  其實在參孫裡面
[00:00:45.520 --> 00:00:46.880]  我們就會去看
[00:00:46.880 --> 00:00:49.520]  究竟作為一個人
[00:00:49.520 --> 00:00:51.480]  聖經裡面的記載
[00:00:51.480 --> 00:00:58.320]  他是父母立願將他成為一個拿世爾人
[00:00:58.720 --> 00:01:01.040]  當我們去看拿世爾人是什麼呢?
[00:01:01.040 --> 00:01:03.200]  大家回去又要看一段聖經
[00:01:03.200 --> 00:01:06.400]  就是在文素記的第六章
[00:01:06.400 --> 00:01:09.120]  講拿世爾人
[00:01:09.120 --> 00:01:11.560]  就是分別出來要去侍奉神的人
[00:01:11.560 --> 00:01:13.120]  有很多規定
[00:01:13.120 --> 00:01:14.240]  有很多規矩
[00:01:14.240 --> 00:01:15.520]  一會兒我們都會看
[00:01:15.520 --> 00:01:20.600]  當我們去比對參孫和摩西的時候
[00:01:20.600 --> 00:01:23.360]  兩個人有些東西都是很相近的
[00:01:23.360 --> 00:01:26.720]  力量、天賦、才能、人格
[00:01:27.320 --> 00:01:29.120]  以及他們在生活各方面
[00:01:29.120 --> 00:01:32.560]  對當時的人有很多方面的影響
[00:01:32.560 --> 00:01:35.960]  但是有一個很大的對照
[00:01:35.960 --> 00:01:40.120]  摩西是一個很有頭腦的人
[00:01:40.120 --> 00:01:43.280]  他是去學會埃及地的智慧
[00:01:43.280 --> 00:01:47.280]  是一個很有勇氣的英雄
[00:01:47.280 --> 00:01:51.960]  當我們看參孫的時候
[00:01:52.320 --> 00:01:58.920]  他卻是通曉了很多江湖術士的一些伎倆
[00:01:58.920 --> 00:02:02.400]  摩西在他的生命裡面
[00:02:02.400 --> 00:02:05.640]  就好像一首長的英雄史詩
[00:02:05.640 --> 00:02:11.000]  而參孫在他的生命裡面
[00:02:11.000 --> 00:02:13.640]  聖經裡面沒有說他有多少歲
[00:02:13.640 --> 00:02:17.480]  但是在一個很簡短的人生裡面
[00:02:17.480 --> 00:02:19.320]  就成為一個悲劇
[00:02:19.320 --> 00:02:22.120]  摩西是一個熟神的人
[00:02:22.800 --> 00:02:25.760]  參孫是一個熟世的人
[00:02:25.760 --> 00:02:28.440]  兩個人物很不同
[00:02:28.440 --> 00:02:31.160]  但是一樣的事情他們本來都有
[00:02:31.160 --> 00:02:34.840]  就是在神裡面的信心
[00:02:34.840 --> 00:02:37.440]  摩西堅持到底
[00:02:37.440 --> 00:02:42.880]  參孫就在宗徒的時候要節
[00:02:42.880 --> 00:02:45.600]  在聖經第十三章開始
[00:02:45.600 --> 00:02:48.640]  講述他的出生
[00:02:50.120 --> 00:02:52.560]  同樣一個是摩西
[00:02:52.560 --> 00:03:01.240]  又或者講述以色列人在神眼中看為惡的事
[00:03:01.240 --> 00:03:04.120]  就將他們交給非利士人四十年
[00:03:04.120 --> 00:03:06.960]  就講述有一個索拉人彈族
[00:03:06.960 --> 00:03:08.680]  叫做瑪拿
[00:03:08.680 --> 00:03:11.360]  他老婆不懷孕不生育
[00:03:11.360 --> 00:03:14.160]  在聖經裡面很多不同的記載都講
[00:03:14.160 --> 00:03:15.640]  婦人不生育的時候
[00:03:15.640 --> 00:03:18.360]  在神面前許願的時候
[00:03:18.360 --> 00:03:21.120]  就將孩子賜給她
[00:03:21.120 --> 00:03:23.360]  然後要去侍奉神
[00:03:23.360 --> 00:03:26.160]  在三節裡面的技術
[00:03:26.160 --> 00:03:30.600]  就是耶和華的使者向婦人顯現
[00:03:30.600 --> 00:03:32.960]  你既然不懷孕不生育
[00:03:32.960 --> 00:03:34.360]  我要賜給你一個兒子
[00:03:34.360 --> 00:03:36.360]  不過你要謹慎
[00:03:36.360 --> 00:03:39.640]  清酒濃酒都不要喝
[00:03:39.640 --> 00:03:42.680]  多少度的酒精叫清酒?
[00:03:42.680 --> 00:03:44.520]  一度半吧
[00:03:44.520 --> 00:03:45.720]  兩三度吧
[00:03:45.720 --> 00:03:47.440]  啤酒可能都叫清酒
[00:03:47.440 --> 00:03:50.600]  我不知可能都很淡
[00:03:50.600 --> 00:03:51.760]  濃酒多少度?
[00:03:51.760 --> 00:03:53.520]  四十度
[00:03:53.520 --> 00:03:54.960]  三十幾度
[00:03:54.960 --> 00:03:58.920]  茅台、管眠醇那些是濃酒
[00:03:58.920 --> 00:04:01.840]  但是所有的清酒濃酒都不能喝
[00:04:01.840 --> 00:04:03.360]  不可以喝
[00:04:03.360 --> 00:04:06.680]  一切不潔的物都不可以吃
[00:04:06.680 --> 00:04:08.440]  什麼情況下不潔呢?
[00:04:08.440 --> 00:04:10.400]  有很多規定
[00:04:10.400 --> 00:04:12.800]  但是其中一樣是很肯定的
[00:04:12.800 --> 00:04:15.840]  就是屍體你不可以碰
[00:04:16.120 --> 00:04:19.880]  不潔的食物不可以吃
[00:04:19.880 --> 00:04:20.920]  有很多的規定
[00:04:20.920 --> 00:04:24.840]  然後去到這一段
[00:04:24.840 --> 00:04:27.680]  去到第五節之後
[00:04:27.680 --> 00:04:29.760]  就說你懷孕生子
[00:04:29.760 --> 00:04:35.760]  這個孩子不可以用剃頭刀剃頭
[00:04:35.760 --> 00:04:38.720]  剃頭刀剃頭
[00:04:38.720 --> 00:04:41.400]  剃頭我們現在叫非法
[00:04:41.400 --> 00:04:42.240]  或者剪髮
[00:04:42.240 --> 00:04:45.120]  潮州人真的叫剃頭
[00:04:45.920 --> 00:04:47.760]  潮州人叫剪髮叫剃頭
[00:04:47.760 --> 00:04:48.560]  就是剃頭
[00:04:48.560 --> 00:04:51.800]  用剃頭刀剃
[00:04:51.800 --> 00:04:55.200]  就是看到青的地方就叫剃光
[00:04:55.200 --> 00:04:56.680]  看到青的地方
[00:04:56.680 --> 00:05:00.200]  今天我都剪不完剪剩
[00:05:00.200 --> 00:05:01.920]  剪完沒什麼力量
[00:05:01.920 --> 00:05:03.520]  雖然都累累的
[00:05:03.520 --> 00:05:05.920]  剪短了
[00:05:05.920 --> 00:05:09.760]  但是這個作為拿世人
[00:05:09.760 --> 00:05:12.560]  他不可以剃頭
[00:05:13.240 --> 00:05:16.200]  就歸神作拿世人必起手
[00:05:16.200 --> 00:05:18.160]  去拯救悉尼人脫離
[00:05:18.160 --> 00:05:19.680]  非理士人的手
[00:05:19.680 --> 00:05:23.680]  在這一段裡面就很清楚的講述
[00:05:23.680 --> 00:05:27.520]  參孫他出世的過程
[00:05:27.520 --> 00:05:28.960]  他需要手
