
[00:00:00.000 --> 00:00:06.000]  弟兄姊妹平安,很高興今天再有機會跟各位分享訊息。
[00:00:06.000 --> 00:00:13.000]  今天我要跟各位分享的訊息是「走出陰霾,克服憂鬱」。
[00:00:13.000 --> 00:00:22.000]  憂鬱是我們在生活中在所難免的,造成憂鬱的原因有非常多。
[00:00:22.000 --> 00:00:28.000]  有可能是因為健康、家庭、事業或者人際關係。
[00:00:28.000 --> 00:00:37.000]  甚至於據說在西雅圖因為常常是陰陰暗暗,有許多人都得了憂鬱症。
[00:00:37.000 --> 00:00:49.000]  但是如果我們一直探究引起憂鬱的原因,就好像你用力去打那個不倒翁,你是打他不倒的,卻可以把你累死。
[00:00:49.000 --> 00:00:55.000]  在此神為我們指出一條生路,就是仰望他。
[00:00:55.000 --> 00:01:05.000]  希伯來書十二章一到二節說,我們基督徒奔跑天路,應當仰望為我們創始成中的耶穌。
[00:01:05.000 --> 00:01:13.000]  詩篇三十四章也說,凡仰望他的便有榮光,他們的臉必不蒙羞。
[00:01:13.000 --> 00:01:21.000]  這裡榮光跟四十二篇跟四十三篇說的光榮一樣,它的意思是幫助。
[00:01:21.000 --> 00:01:28.000]  仰望神的意思就是不看自己,不看環境,專注看神。
[00:01:28.000 --> 00:01:41.000]  一個大前提,我們要怎麼樣走出陰霾,我們要如何克服憂鬱,最重要的就是要專注看神,仰望耶穌。
[00:01:41.000 --> 00:01:53.000]  詩篇四十二、四十三本來是一篇,是心情幽悶煩躁的可拉後裔,他們仰望神的歷程。
[00:01:53.000 --> 00:02:10.000]  在初埃及記的時候,我們看到可拉,聖經上面說是叫做可拉黨的叛變,因為可拉跟其他的一些不滿摩西、反對摩西說他專權的,結果神發怒了。
[00:02:10.000 --> 00:02:26.000]  就是地裂開,把他們都吞吃了,但是神也憐憫他們,也為他們留了後,所以有可拉的後裔,而他們也在聖殿中參與崇拜福祉。
[00:02:26.000 --> 00:02:41.000]  讓我們低頭禱告,阿爸父我們感謝祢,我們讚美祢,祢是偉大奇妙神,求祢來掌管孩子的心肝肺腑與喉舌,讓我們所講的、所聽的都同盟照舊。
[00:02:41.000 --> 00:02:59.000]  再一次,求神啟示我們,讓我們能夠在一切的事上,在我們的心境裡面,能夠走出陰霾,克服憂鬱,求神用喜樂來代替憂鬱,求神用跳舞來取走我們的哀哭。
[00:02:59.000 --> 00:03:04.000]  讚美神,禱告奉主耶穌基督的名,阿們。
[00:03:04.000 --> 00:03:20.000]  剛才說這兩篇詩篇四十二、四十三本來是一篇,基本上可以分成三個段落,每一個段落都是以類似的話語來結束,就是說祂是我臉上的光榮,是我的神。
[00:03:20.000 --> 00:03:42.000]  而且我們也可以看到,從詩篇一開始,祂說:我的心竊慕你,我的心渴望神,我幾時得召見神,我晝夜以眼淚,等等等等。到了後來,祂越來越把神抬得更高,到後來,祂說:神啊,你是我的神,是我臉上的光榮。
[00:03:42.000 --> 00:04:02.000]  詩篇四十二篇一開始,祂說:神啊,我的心竊慕你,如入竊慕溪水,我的心渴想神,就是永生神,我幾時得召見神呢?我晝夜以眼淚當隱私,忍不住地對我說:你的神在哪裡呢?
[00:04:02.000 --> 00:04:25.000]  當我們的生活中遇到困苦患難,我們會感覺到神離我們好遠,我們因此而焦慮、憂鬱。但最令我們受不了的是來自人的質疑,所謂的弦音弦意,或者是人的定奪,或者人的審判,說:你的神在哪裡呀?
[00:04:25.000 --> 00:04:44.000]  好像人家說:你是基督徒,你為什麼還會遇到這樣的事情呢?你是真信還是假信?但是在這裡,祂一上來就講說:可拉厚依他們的信仰很堅定,雖然他們也不見得什麼事情都做得對。
[00:04:44.000 --> 00:05:05.000]  當時可拉厚依,他們可能是流亡異鄉,所以他們沒有辦法到聖殿去召見神,因此他們渴望神,因此他們如入怯木溪水,他們心渴想神,就是永生神,他們說:我幾時得召見神呢?
[00:05:05.000 --> 00:05:23.000]  這個心態就是仰望神的一個心態,因為看不到神,而更渴望要看到神。所以我們不要說看不到神的作為,看到神沒有來幫助我們,或者一時有空就患難,我們就冤天尤人,就怪這個,就怪那個。
[00:05:23.000 --> 00:05:45.000]  甚至於我問你,你會不會渴望神呢?你會不會因為不能來聚會而心裡悲傷,晝夜以淚洗面呢?還是我們只是為了我們自己的福祉、健康、財富、榮耀、權威、面子而焦慮憂慮,而以淚洗面呢?這你說得非常清楚。
[00:05:45.000 --> 00:06:01.000]  柯拉的後裔雖然被人質疑說:你的神在哪裏?但是他們心很堅定地說:我渴望神。我心裡焦慮是因為我沒有辦法見到神,能夠去召見我的神,因為那個時候他們流亡異鄉。
[00:06:01.000 --> 00:06:20.000]  我們在家庭或職場上也會遭遇恐懼,我們或許也向神哭訴申冤,我們甚至冤天尤人。這都是很平常也很正常的。但是我必須要強調的就是說,不要停留在負面的情緒中。
[00:06:20.000 --> 00:06:43.000]  就好像主導文說的,不叫我遇見試探,就我脫離凶惡。他的真正的意思是說,不要讓我陷入試探而不能自拔。不遇見試探是不可能的,但是我們要求神帶領我們,不叫我們陷入在試探裏面而不能自拔。
[00:06:43.000 --> 00:07:00.000]  有一次世界基督徒的大會,中間也有中國來的基督徒的領袖,西方的基督教的領袖就說:哎呀,你們中國基督徒受到好多迫害,讓我們為你禱告,求神把這些迫害都挪去。
[00:07:00.000 --> 00:07:17.000]  中國基督教的領袖說:不不不,迫害在所難免,迫害是對我們有益的,只求神幫助我們,帶領我們,給我們有力量,能夠勝過試探,勝過試念,能夠突破。
[00:07:17.000 --> 00:07:31.000]  有的時候我在想,我們如果陷入在試探之中,我們如果不能夠走出陰霾,不能夠克服憂鬱,我們就停留在負面的情緒中了。
[00:07:31.000 --> 00:08:00.000]  這裡在42篇第六節,他說:我的神啊,我的心在我裡面幽悶,所以我從約旦地,從黑門嶺,從彌撒山紀念祢。所以,當我們碰到這些攻擊、打擊,陷入陰霾,走不出憂鬱的時候呢,讓我們專注神,讓我們紀念神,在彌撒山,在黑門嶺,從約旦地紀念祂。
[00:08:00.000 --> 00:08:17.000]  如何紀念神呢?其實也蠻簡單的,你就去敬拜祂,你就讀經,你就禱告,你就團聚,你就聚會,你就奉獻,你就服侍,你就行公益,好憐憫,你就引人歸主,這都是紀念神的。
[00:08:17.000 --> 00:08:38.000]  聖經上面也說,耶和華神是以以色列的敬拜為寶座,所以你敬拜祂的時候,神的寶座就在你中間了。讀經的時候,你就知道了解神的屬性,你就能夠再一次堅定你的信心,你就可以知道神做事的法則,你就可以更了解祂。
[00:08:38.000 --> 00:08:52.000]  禱告就向祂呼求,向祂申訴,求祂賜力量給你等等,團聚聚會都是在在讓我們能夠更能夠在神的家中,而且學習服侍等等。
[00:08:52.000 --> 00:09:14.000]  而我們也要接受神所許可的環境。第七節它說,你的瀑布發生,深淵就與深淵響應,你的波浪紅濤慢過我身。哇,這個困難真是重重啊,好像波浪紅濤慢過我的身體一樣。
[00:09:14.000 --> 00:09:36.000]  各位弟兄姐妹,我們有的時候真的也要想想看,如果神讓一個事情發生在我們身上,可能是不順的一個環境,有什麼不好的事情發生,困苦患難臨到等等,你有沒有想過,有可能是神的管教。
[00:09:36.000 --> 00:09:54.000]  所以我們有的時候也要有這個智慧,不要碰到了什麼事情就求神把它挪開,就求神替你申冤,就求神來幫助你,要想想看,是不是我哪裡得罪了神,我哪裡得罪了人。
[00:09:54.000 --> 00:10:09.000]  所以神興起這個環境,要讓我來學功課,一旦功課學會了,神就把這個重擔拿去了,神就把這個十字架為你背了,困境就不在了。
[00:10:09.000 --> 00:10:26.000]  以撒亞書三十章十九到二十節,他說:「百姓必在西安,在耶路撒冷居住,你不再哭泣,主必因你哀求的聲音伸給你,祂親見的時候,就必應允你。」
[00:10:26.000 --> 00:10:48.000]  哦,這兩句經文,足足地把我剛才講的敬拜、讀經、禱告、團聚、聚會等等等等講得好清楚。在西安,在耶路撒冷,就是說你不要離開教會,你要信了耶穌,信了教,就要聚會,就要來敬拜神,這就是紀念主。
[00:10:48.000 --> 00:10:59.000]  我們碰到事情的時候,我們向神哀求,神就施恩給我們,就聽了我們的禱告,祂就應允我們了,讚美神。
[00:10:59.000 --> 00:11:23.000]  接著他說:「神雖然以艱難給你當餅,以困苦給你當水,這是說,試煉臨到了。你的教師勸不再隱藏,管教就來了,你必親眼看見你的教師。」哦,你如果只要通過了,必定有獎賞的,哈雷路亞。並且我們要相信神是賜生命、施慈愛的。
[00:11:23.000 --> 00:11:45.000]  第八節他說:「白晝耶和華必向我施慈愛,黑夜我要歌頌禱告,是我生命的神。」所以神是賜生命的,是守約施慈愛的神。這是多麼了不得的一件事情。耶穌說我來了,是要叫羊得生命,並且得得更豐盛。
