
[00:00:00.000 --> 00:00:01.400]  一齊讀吧
[00:00:01.400 --> 00:00:05.800]  「沒有異象,民就放善,
[00:00:05.800 --> 00:00:10.000]  為遵守宗法的便為由福。」
[00:00:10.000 --> 00:00:11.000]  是否很熟悉呢?
[00:00:11.000 --> 00:00:13.200]  而且很熟悉的
[00:00:13.200 --> 00:00:16.600]  我們多數是熟悉上篇那一句
[00:00:16.600 --> 00:00:18.600]  我們通常那些哲聖經
[00:00:18.600 --> 00:00:21.200]  就會說「沒有異象,民就放善。」
[00:00:21.200 --> 00:00:22.200]  是吧?
[00:00:22.200 --> 00:00:23.600]  所以我們熟悉到這裏
[00:00:23.600 --> 00:00:25.400]  請大家聽我講
[00:00:25.400 --> 00:00:29.600]  首先說「沒有異象,民就放善」
[00:00:29.600 --> 00:00:31.600]  那「異象」是甚麼呢?
[00:00:31.600 --> 00:00:35.200]  簡單地我們翻一翻英文的聖經
[00:00:35.200 --> 00:00:37.000]  就是「vision」
[00:00:37.000 --> 00:00:39.800]  「vision」在我們現今的理解
[00:00:39.800 --> 00:00:42.600]  就可以是一些願景
[00:00:42.600 --> 00:00:44.400]  你自己所看到的一些
[00:00:44.400 --> 00:00:48.400]  將來會出現的情況
[00:00:48.400 --> 00:00:51.000]  譬如最簡單我們看小朋友
[00:00:51.000 --> 00:00:52.600]  Elsa這次沒有來
[00:00:52.600 --> 00:00:54.000]  我們看到的願景
[00:00:54.000 --> 00:00:57.400]  就是恩樂慢慢長大讀書
[00:00:57.400 --> 00:01:00.600]  這是很正常的一些願景
[00:01:00.600 --> 00:01:02.600]  在聖經裏面說
[00:01:02.600 --> 00:01:04.400]  「沒有異象,民就放善」
[00:01:04.400 --> 00:01:05.400]  這個「異象」是甚麼呢?
[00:01:05.400 --> 00:01:06.600]  英文就叫「vision」
[00:01:06.600 --> 00:01:10.000]  你看到中文聖經那一篇有個括號
[00:01:10.000 --> 00:01:11.800]  括號括甚麼呢?
[00:01:11.800 --> 00:01:15.000]  「或亦默示」
[00:01:15.000 --> 00:01:16.400]  在今天會有少許不同
[00:01:16.400 --> 00:01:17.800]  「默示」我們知道
[00:01:17.800 --> 00:01:20.000]  「默示」一直在舊約聖經、新約聖經
[00:01:20.000 --> 00:01:21.000]  我們都講過了
[00:01:21.000 --> 00:01:23.200]  就是神的「默示」
[00:01:23.200 --> 00:01:25.800]  即是神跟人說話
[00:01:25.800 --> 00:01:29.400]  或者是一些令到那些人
[00:01:29.400 --> 00:01:32.800]  感覺到知道這是神的說話
[00:01:32.800 --> 00:01:34.600]  那些叫「默示」
[00:01:34.600 --> 00:01:38.000]  不一定是親身聽到有個聲音
[00:01:38.000 --> 00:01:39.800]  可以錄音的跟你說話
[00:01:39.800 --> 00:01:41.200]  不一定是那些
[00:01:41.200 --> 00:01:43.400]  所以聖經在新約那裏說
[00:01:43.400 --> 00:01:46.800]  「聖經都是神所默示的」
[00:01:46.800 --> 00:01:50.400]  寫聖經的人在他的信裏面
[00:01:50.400 --> 00:01:53.400]  他知道這是神要講的說話
[00:01:53.400 --> 00:01:56.000]  這是神向他講的訊息
[00:01:56.000 --> 00:01:57.200]  他就將它寫下
[00:01:57.200 --> 00:01:58.800]  成為了我們的聖經
[00:01:58.800 --> 00:02:00.800]  所以「神的默示」
[00:02:00.800 --> 00:02:03.600]  也可以用另一個詞語去理解
[00:02:03.600 --> 00:02:06.200]  就是神給人的啟示
[00:02:06.200 --> 00:02:08.400]  令到人明白一些東西
[00:02:08.400 --> 00:02:11.800]  知道神的心意是怎樣走法
[00:02:11.800 --> 00:02:16.600]  所以「意象」、「默示」、「啟示」
[00:02:16.600 --> 00:02:18.800]  或者今天我們有些人
[00:02:18.800 --> 00:02:20.200]  亦都很輕用的
[00:02:20.200 --> 00:02:22.200]  有些叫「亮光」
[00:02:22.200 --> 00:02:23.800]  就變成你看聖經的時候
[00:02:23.800 --> 00:02:25.800]  看來看去都是那些
[00:02:25.800 --> 00:02:28.400]  突然間今天看到有些「亮光」
[00:02:28.400 --> 00:02:30.800]  那些聖經很有意思
[00:02:30.800 --> 00:02:32.200]  很貼切地跟你說
[00:02:32.200 --> 00:02:34.400]  那些叫「亮光」
[00:02:34.400 --> 00:02:38.400]  這些我們都稱呼為「意象」
[00:02:38.400 --> 00:02:39.600]  在聖經裏面
[00:02:39.600 --> 00:02:42.400]  不一定是在聖經裏面
[00:02:42.400 --> 00:02:44.000]  你看到「阿摩西」
[00:02:44.000 --> 00:02:46.000]  見到意象的荊棘被火燒
[00:02:46.000 --> 00:02:47.400]  又燒不爛
[00:02:47.400 --> 00:02:48.800]  不一定是那些
[00:02:48.800 --> 00:02:50.800]  「以利亞」又見到很多意象
[00:02:50.800 --> 00:02:52.600]  「保羅」又見到意象
[00:02:52.600 --> 00:02:54.200]  「約翰」又見到很多意象
[00:02:54.200 --> 00:02:55.600]  「以西邪但以利」
[00:02:55.600 --> 00:02:57.400]  很多聖經裏面滿了
[00:02:57.400 --> 00:02:59.600]  特別是在舊約的裏面很多
[00:02:59.600 --> 00:03:01.800]  但原來這個「意象」
[00:03:01.800 --> 00:03:04.200]  亦作「默示」亦作「啟示」
[00:03:04.200 --> 00:03:09.000]  即是說沒有神而來的一些訊息
[00:03:09.000 --> 00:03:10.400]  那些人又怎樣
[00:03:10.400 --> 00:03:11.600]  就放肆
[00:03:11.600 --> 00:03:13.200]  中文這個譯得好
[00:03:13.200 --> 00:03:14.600]  英文那一串
[00:03:14.600 --> 00:03:19.000]  和原文那個字就不是很相同
[00:03:19.000 --> 00:03:20.800]  如果你讀聽James Version
[00:03:20.800 --> 00:03:22.000]  就是說
[00:03:22.000 --> 00:03:24.000]  The people perished
[00:03:24.000 --> 00:03:25.400]  滅亡
[00:03:25.400 --> 00:03:27.200]  如果沒有意象
[00:03:27.200 --> 00:03:28.600]  那些人就滅亡
[00:03:28.600 --> 00:03:29.600]  那就不同了
[00:03:29.600 --> 00:03:31.400]  和這裡的「放肆」不同
[00:03:31.400 --> 00:03:33.400]  「放肆」就是說
[00:03:33.400 --> 00:03:35.600]  沒有東西管束住他
[00:03:35.600 --> 00:03:38.600]  他可以任他做什麼都可以
[00:03:38.600 --> 00:03:41.400]  有些人稱呼這個做「自由」
[00:03:41.400 --> 00:03:43.400]  很多時候講自由
[00:03:43.400 --> 00:03:45.600]  我們都特別講得清楚一些
[00:03:45.600 --> 00:03:47.800]  不是完全沒有界線
[00:03:47.800 --> 00:03:51.000]  沒有規範、沒有限制的自由
[00:03:51.000 --> 00:03:53.400]  自由是在某個程度之內
[00:03:53.400 --> 00:03:55.800]  你要遵守這個規則
[00:03:55.800 --> 00:03:58.000]  然後在裏面你可以自由
[00:03:58.000 --> 00:03:59.800]  這樣叫自由
[00:03:59.800 --> 00:04:01.800]  如果什麼都沒有了
[00:04:01.800 --> 00:04:03.600]  那些叫「放肆」
[00:04:03.600 --> 00:04:05.400]  在你管教兒女
[00:04:05.400 --> 00:04:08.600]  或者在學校給學生的一些規條
[00:04:08.600 --> 00:04:10.600]  都會很清楚有這樣東西
[00:04:10.600 --> 00:04:12.000]  在一定的範圍之內
[00:04:12.000 --> 00:04:14.600]  你不准走出學校的範圍
[00:04:14.600 --> 00:04:16.400]  上學的時候還未放學
[00:04:16.400 --> 00:04:18.200]  你在學校裏面去哪裡都可以
[00:04:18.200 --> 00:04:19.800]  你自由
[00:04:19.800 --> 00:04:20.600]  就不是代表說
[00:04:20.600 --> 00:04:23.000]  你說自由為什麼要困著我
[00:04:23.000 --> 00:04:24.400]  不讓我出學校門口
[00:04:24.400 --> 00:04:26.800]  我少吃就喜歡出去外面買東西吃
[00:04:26.800 --> 00:04:28.000]  不可以
[00:04:28.000 --> 00:04:28.400]  明白嗎?
[00:04:28.400 --> 00:04:30.200]  有些規矩底下
[00:04:30.200 --> 00:04:31.400]  你有自由
[00:04:31.400 --> 00:04:33.800]  我們信主的人也是
[00:04:33.800 --> 00:04:35.200]  你聽過有聖經說
[00:04:35.200 --> 00:04:37.400]  信主你就自由了
[00:04:37.400 --> 00:04:38.600]  但是另一個角度
[00:04:38.600 --> 00:04:40.000]  保羅有提到
[00:04:40.000 --> 00:04:42.200]  你信主之後不是自由
[00:04:42.200 --> 00:04:46.200]  你信主之後你是基督的奴僕
[00:04:46.400 --> 00:04:47.600]  你說我很慘
[00:04:47.600 --> 00:04:49.800]  信了耶穌做了奴僕
[00:04:49.800 --> 00:04:51.600]  未信主就不用做奴僕
[00:04:51.600 --> 00:04:53.000]  但是聖經說得很對
[00:04:53.000 --> 00:04:55.200]  你其實怎樣都是奴僕
[00:04:55.200 --> 00:04:57.200]  生出來你就是奴僕
[00:04:57.200 --> 00:05:01.400]  要麼你做魔鬼撒旦罪的奴僕
[00:05:01.400 --> 00:05:03.600]  就是說那些罪一來
[00:05:03.600 --> 00:05:05.800]  你要幫我做什麼
[00:05:05.800 --> 00:05:07.400]  那你就一定要去做
[00:05:07.400 --> 00:05:09.600]  那就叫做奴僕
[00:05:09.600 --> 00:05:11.400]  你寧願做罪的奴僕
[00:05:11.400 --> 00:05:13.400]  還是做一個良善
[00:05:13.400 --> 00:05:16.800]  愛你、關懷你、處處為你著想的
[00:05:16.800 --> 00:05:18.400]  好的主人
[00:05:18.400 --> 00:05:19.400]  耶穌基督
[00:05:19.400 --> 00:05:21.200]  你做他的奴僕
[00:05:21.200 --> 00:05:22.800]  隨便選一個
[00:05:22.800 --> 00:05:24.000]  正常人都是選
[00:05:24.000 --> 00:05:27.000]  我寧願做基督的奴僕
[00:05:27.000 --> 00:05:30.400]  有些規條你不可以越界
[00:05:30.400 --> 00:05:31.800]  那些都是為你好
[00:05:31.800 --> 00:05:32.800]  你知道
[00:05:32.800 --> 00:05:34.400]  所以你怎樣都是奴僕
[00:05:34.400 --> 00:05:37.200]  如果什麼限制都沒有了
[00:05:37.200 --> 00:05:38.800]  你很自由
[00:05:38.800 --> 00:05:40.200]  你其實就是很放肆
[00:05:40.200 --> 00:05:41.800]  你就必定會滅亡
[00:05:41.800 --> 00:05:44.600]  因為如果沒有了從神而來
[00:05:44.600 --> 00:05:46.600]  他心意中的方向
[00:05:46.600 --> 00:05:48.000]  你不跟從
[00:05:48.000 --> 00:05:50.000]  沒有了神給你的啟示
[00:05:50.000 --> 00:05:51.800]  你不理你不聽
[00:05:51.800 --> 00:05:54.400]  一路按你自己以為
[00:05:54.400 --> 00:05:57.000]  你應該怎樣走就怎樣走
[00:05:57.000 --> 00:06:00.400]  其實你那個方向
[00:06:00.400 --> 00:06:02.400]  是走向滅亡
[00:06:02.400 --> 00:06:05.200]  因此這句金句很重要
[00:06:05.200 --> 00:06:06.800]  其實除了上半節
[00:06:06.800 --> 00:06:08.800]  很重要是下半節
[00:06:08.800 --> 00:06:10.800]  就是說有意在民就放肆
[00:06:10.800 --> 00:06:12.000]  沒有停在那裡
[00:06:12.000 --> 00:06:13.400]  而且節性經沒有停在那裡
[00:06:13.400 --> 00:06:15.600]  你看標點符號
[00:06:15.600 --> 00:06:17.000]  分號
[00:06:17.000 --> 00:06:18.600]  不是句號
[00:06:18.600 --> 00:06:21.600]  就是說信息這一句未完
[00:06:21.600 --> 00:06:24.200]  沒有意在民就放肆
[00:06:24.200 --> 00:06:25.800]  下一句是什麼大家讀一讀
[00:06:25.800 --> 00:06:30.000]  為遵守立法的便為有徒
[00:06:30.000 --> 00:06:32.600]  中文就是說
[00:06:32.600 --> 00:06:35.600]  如果用分號分開前後
[00:06:35.600 --> 00:06:37.000]  後半節的意思
[00:06:37.000 --> 00:06:41.800]  跟前半節的意思有些相對
[00:06:41.800 --> 00:06:45.000]  所以用分號不是用逗號
[00:06:45.000 --> 00:06:47.000]  遵守立法便為有徒
[00:06:47.000 --> 00:06:49.400]  就是說遵守立法
[00:06:49.400 --> 00:06:53.200]  跟有沒有意象是連在一起
[00:06:53.200 --> 00:06:55.800]  也就是說遵守立法
[00:06:55.800 --> 00:07:00.000]  就等同有了意象
[00:07:00.000 --> 00:07:02.000]  沒有意象他們就放肆
[00:07:02.000 --> 00:07:05.200]  遵守立法就好了
[00:07:05.200 --> 00:07:07.600]  那就是說遵守立法
[00:07:07.600 --> 00:07:10.000]  就等同有了意象
[00:07:10.000 --> 00:07:12.400]  所以你不用今天去求什麼意象
[00:07:12.400 --> 00:07:14.600]  哎呀我看到天亮了
[00:07:14.600 --> 00:07:16.400]  白鴿飛下來
[00:07:16.400 --> 00:07:17.800]  才是意象
[00:07:17.800 --> 00:07:19.400]  不用的
[00:07:19.400 --> 00:07:21.400]  你遵守立法
[00:07:21.400 --> 00:07:25.200]  你就是有意象
[00:07:25.200 --> 00:07:27.400]  你如果說沒有意象
[00:07:27.400 --> 00:07:29.200]  因為你不看聖經
[00:07:29.200 --> 00:07:31.200]  因為你不知道聖經說什麼
[00:07:31.200 --> 00:07:33.400]  你做人處事碰到任何環境的時候
[00:07:33.400 --> 00:07:35.200]  你都不理聖經說什麼
[00:07:35.200 --> 00:07:37.000]  總之現在我要這樣做
[00:07:37.000 --> 00:07:38.600]  那就叫做沒有意象
[00:07:38.600 --> 00:07:40.000]  你就放肆
[00:07:40.000 --> 00:07:41.200]  你就自由
[00:07:41.200 --> 00:07:43.200]  你就走向滅亡
[00:07:43.200 --> 00:07:45.200]  因為你走自己的路
[00:07:45.200 --> 00:07:46.200]  所以聖經很有趣的
[00:07:46.200 --> 00:07:48.600]  道理是全部通的
[00:07:48.600 --> 00:07:51.000]  沒有意象就放肆
[00:07:51.000 --> 00:07:53.400]  但是如果遵守立法就有福了
[00:07:53.400 --> 00:07:55.400]  那麼神說的有福
[00:07:55.400 --> 00:07:56.400]  就是什麼
[00:07:56.400 --> 00:07:59.800]  就是說你有了神的生命
[00:07:59.800 --> 00:08:03.800]  你走在生命之道上你沒有得罪神
[00:08:03.800 --> 00:08:06.000]  你就稱呼為有福
[00:08:06.000 --> 00:08:08.400]  所以這句話告訴我們
[00:08:08.400 --> 00:08:10.800]  遵守立法便為有福
[00:08:10.800 --> 00:08:12.000]  那麼這個遵守立法
[00:08:12.000 --> 00:08:13.600]  我們有了舊約聖經
[00:08:13.600 --> 00:08:14.600]  新約聖經
[00:08:14.600 --> 00:08:15.800]  又要小心一點看
[00:08:15.800 --> 00:08:16.800]  哎呀遵守立法
[00:08:16.800 --> 00:08:18.400]  明天拖了一隻牛來
[00:08:18.400 --> 00:08:19.800]  在這裡殺了牠
[00:08:19.800 --> 00:08:21.400]  燒BBQ
[00:08:21.400 --> 00:08:23.200]  不是的
[00:08:23.200 --> 00:08:24.400]  那個立法一直下來
[00:08:24.400 --> 00:08:25.400]  你看大約聖經
[00:08:25.400 --> 00:08:27.200]  那些全部都是
[00:08:27.200 --> 00:08:30.200]  預表了基督要成就的舊恩
[00:08:30.200 --> 00:08:33.000]  所以今天我們信耶穌非常好
[00:08:33.000 --> 00:08:34.200]  原來這個信仰
[00:08:34.200 --> 00:08:37.200]  一路自古至今揭示出來
[00:08:37.200 --> 00:08:39.000]  我們今天信耶穌
[00:08:39.000 --> 00:08:41.800]  就是遵守了以前的立法
[00:08:41.800 --> 00:08:45.800]  逐條手收到羅馬書來看下字
[00:08:45.800 --> 00:08:47.400]  但是你信耶穌
[00:08:47.400 --> 00:08:49.200]  所有的立法你都收了
[00:08:49.200 --> 00:08:50.800]  全部完成了
[00:08:50.800 --> 00:08:52.600]  因此我們今天
[00:08:52.600 --> 00:08:53.600]  講意象
[00:08:53.600 --> 00:08:55.600]  不是要去羨慕那些
[00:08:55.600 --> 00:08:58.600]  古人偉人聖經裡面的厲害人物
[00:08:58.600 --> 00:09:01.000]  說怎樣看到意象
[00:09:01.000 --> 00:09:02.600]  因為人的心裡面
[00:09:02.600 --> 00:09:05.600]  有這個很趨向喜愛
[00:09:05.600 --> 00:09:10.000]  這個神秘的元素在我們裡面
[00:09:10.000 --> 00:09:12.600]  今天就成就了很多的
[00:09:12.600 --> 00:09:13.600]  基督教的教牌
[00:09:13.600 --> 00:09:15.000]  有些人告訴你
[00:09:15.000 --> 00:09:17.600]  我昨晚看到
[00:09:17.600 --> 00:09:21.000]  在我前面一大幅圖畫
[00:09:21.000 --> 00:09:22.600]  真的是一幅圖畫
[00:09:22.600 --> 00:09:25.000]  講得很慈祥
[00:09:25.000 --> 00:09:27.400]  那又怎樣?
[00:09:27.400 --> 00:09:28.800]  你今天點進YouTube
[00:09:28.800 --> 00:09:30.000]  很多的
[00:09:30.000 --> 00:09:32.600]  或者昨晚我聽到
[00:09:32.600 --> 00:09:35.800]  有個神有聲音跟我說什麼話
[00:09:35.800 --> 00:09:39.000]  說要我怎樣怎樣
[00:09:39.000 --> 00:09:40.800]  很多人都會覺得很羨慕
[00:09:40.800 --> 00:09:42.800]  他跟神很親近
[00:09:42.800 --> 00:09:44.600]  他是神派的人
[00:09:44.600 --> 00:09:45.800]  我又跟從他
[00:09:45.800 --> 00:09:47.800]  我又聽他說話
[00:09:47.800 --> 00:09:49.200]  是不是?
[00:09:49.200 --> 00:09:50.400]  如果你沒有看到
[00:09:50.400 --> 00:09:54.000]  其實有很多人都是這樣
[00:09:54.000 --> 00:09:55.400]  不好
[00:09:55.400 --> 00:09:57.600]  聖經告訴我們
[00:09:57.600 --> 00:09:59.400]  不是這樣的
[00:09:59.400 --> 00:10:02.200]  意象在當時的處境
[00:10:02.200 --> 00:10:03.400]  當時的社會
[00:10:03.400 --> 00:10:04.400]  神用得著
[00:10:04.400 --> 00:10:05.800]  需要那些意象
[00:10:05.800 --> 00:10:09.000]  並不代表今天都仍然要有
