
[00:00:00.000 --> 00:00:02.120]  各位弟兄姊妹 早晨
[00:00:02.120 --> 00:00:05.620]  非常高興快樂
[00:00:05.620 --> 00:00:07.340]  回到母會
[00:00:07.340 --> 00:00:10.680]  與弟兄姊妹一同敬拜主
[00:00:10.680 --> 00:00:15.040]  離開了半年的時間
[00:00:15.040 --> 00:00:18.500]  感謝羅牧師的邀請
[00:00:18.500 --> 00:00:23.160]  我可以回來與弟兄姊妹一同敬拜
[00:00:23.160 --> 00:00:26.220]  特別感恩的是
[00:00:26.280 --> 00:00:31.700]  我們又可以有實體的敬拜聚會
[00:00:31.700 --> 00:00:33.700]  都是主的恩典
[00:00:33.700 --> 00:00:38.760]  我們可以直接彼此的問安和見面
[00:00:38.760 --> 00:00:45.300]  在今天的主日崇拜當我們要思想神的話語時
[00:00:45.300 --> 00:00:48.460]  我們聚焦在哪個地方呢?
[00:00:48.460 --> 00:00:54.940]  今天很想與弟兄姊妹聚焦在一個人物的身上
[00:00:55.340 --> 00:00:57.340]  聖經中的人物
[00:00:57.340 --> 00:01:00.520]  一位我們很熟悉的人物
[00:01:00.520 --> 00:01:03.940]  我們向他學習功課
[00:01:03.940 --> 00:01:06.620]  相信大家都猜到了
[00:01:06.620 --> 00:01:08.620]  今天我們向誰學習呢?
[00:01:08.620 --> 00:01:14.020]  我們是向阿伯拉罕學習
[00:01:14.020 --> 00:01:17.900]  阿伯拉罕的原名就是阿伯蘭
[00:01:17.900 --> 00:01:23.780]  今天我們向阿伯拉罕學習
[00:01:24.700 --> 00:01:27.140]  在聖經中很多人物都很重要
[00:01:27.140 --> 00:01:31.540]  相信阿伯拉罕是重中之重
[00:01:31.540 --> 00:01:33.540]  更加的重要
[00:01:33.540 --> 00:01:41.260]  他被選民看為最顯赫的族長之一
[00:01:41.260 --> 00:01:46.940]  而在舊約裏面他出現的名字是超過四十次
[00:01:46.940 --> 00:01:51.540]  而在新約裏面提到阿伯拉罕的名字
[00:01:51.540 --> 00:01:54.940]  亦都超過七十次
[00:01:54.940 --> 00:01:56.820]  是非常多的
[00:01:56.820 --> 00:01:59.940]  我們從聖經裏面知道
[00:01:59.940 --> 00:02:04.300]  在神的主權帶領下
[00:02:04.300 --> 00:02:10.540]  神在他身上展開了救恩的計劃
[00:02:10.540 --> 00:02:13.940]  展開了救恩的歷史
[00:02:13.940 --> 00:02:18.580]  就是要阿伯拉罕離開他原先的地方
[00:02:18.580 --> 00:02:24.140]  住開的地方梧椅,然後一路一路去到迦南地
[00:02:24.140 --> 00:02:28.380]  而阿伯拉罕亦都回應了
[00:02:28.380 --> 00:02:32.860]  所以就帶來了一個人類的新的里程
[00:02:32.860 --> 00:02:36.340]  不單止他有新的人生的里程
[00:02:36.340 --> 00:02:41.540]  並且亦都影響了全球萬民萬族
[00:02:41.540 --> 00:02:43.660]  都包括了我們
[00:02:43.660 --> 00:02:45.980]  在這幾千年裏面
[00:02:45.980 --> 00:02:48.540]  阿伯拉罕的影響力是非常大的
[00:02:49.020 --> 00:02:53.420]  在很多人心目中的位份是非常高的
[00:02:53.420 --> 00:03:00.620]  猶太人當然就看他為以色列民族之父
[00:03:00.620 --> 00:03:02.700]  而其他呢
[00:03:02.700 --> 00:03:05.740]  原來在伊斯蘭的世界裏面
[00:03:05.740 --> 00:03:10.020]  他都被承認是眾仙之一
[00:03:10.020 --> 00:03:12.980]  而且是非常地位崇高的
[00:03:12.980 --> 00:03:16.980]  僅僅是低於穆罕默德
[00:03:17.780 --> 00:03:23.420]  而在古蘭經裏面更加有188處提到阿伯拉罕
[00:03:23.420 --> 00:03:27.180]  至於我們基督教又如何呢?
[00:03:27.180 --> 00:03:30.420]  原來在我們基督教這個世界裏面
[00:03:30.420 --> 00:03:33.580]  我們都是非常體重阿伯拉罕
[00:03:33.580 --> 00:03:35.780]  我們尊崇他
[00:03:35.780 --> 00:03:37.740]  尊崇他是一個甚麼人物呢?
[00:03:37.740 --> 00:03:41.100]  尊崇他是歷世歷代裏面
[00:03:41.100 --> 00:03:44.860]  是最超卓的信心的偉人
[00:03:44.860 --> 00:03:47.620]  至少是其中的一位
[00:03:48.780 --> 00:03:50.860]  這就是我們對他的定位
[00:03:50.860 --> 00:03:54.580]  所以既然是我們基督教的世界
[00:03:54.580 --> 00:03:57.780]  這樣去看阿伯拉罕的話
[00:03:57.780 --> 00:04:03.100]  所以今早當我們說要在他身上學習的時候
[00:04:03.100 --> 00:04:06.100]  我們真的將他最好的地方去學
[00:04:06.100 --> 00:04:07.580]  學甚麼呢?
[00:04:07.580 --> 00:04:11.100]  就是學他的信心
[00:04:11.100 --> 00:04:15.740]  是超卓的信心偉人來的
[00:04:16.580 --> 00:04:18.060]  既然向他學習的話
[00:04:18.060 --> 00:04:22.380]  當然我們就向他學習信心的功課
[00:04:22.380 --> 00:04:27.740]  而今日我們會選用的經文剛才都讀了
[00:04:27.740 --> 00:04:30.660]  很精簡的一節的經文
[00:04:30.660 --> 00:04:34.060]  希伯來書的十一章第八節
[00:04:34.060 --> 00:04:35.860]  聖經這樣來說
[00:04:35.860 --> 00:04:40.700]  「阿伯拉罕這封信夢召的時候就遵命出去
[00:04:40.700 --> 00:04:43.540]  往將來要得遺孽的地方去
[00:04:43.980 --> 00:04:48.100]  出去的時候還不知往哪裏去」
[00:04:48.100 --> 00:04:50.340]  一句很精簡的說話
[00:04:50.340 --> 00:04:54.780]  但亦都在其中很清晰地點出了
[00:04:54.780 --> 00:04:58.340]  阿伯拉罕生命的其中一個很大的質素
[00:04:58.340 --> 00:04:59.660]  很獨特的質素
[00:04:59.660 --> 00:05:03.940]  就是信心
[00:05:03.940 --> 00:05:07.900]  信靠神的心
[00:05:07.900 --> 00:05:10.020]  是很重要的
[00:05:10.020 --> 00:05:13.660]  今早讓我們去揣摩這節的經文
[00:05:13.980 --> 00:05:17.540]  去吸收學習一些的地方
[00:05:17.540 --> 00:05:19.860]  我們可以怎樣去做
[00:05:19.860 --> 00:05:24.740]  當我慢慢思想這節的經文的時候
[00:05:24.740 --> 00:05:27.420]  我發現我們可以從四方面
[00:05:27.420 --> 00:05:29.820]  可以去觀察到一些東西
[00:05:29.820 --> 00:05:32.060]  並且在當中觀察了之後
[00:05:32.060 --> 00:05:34.740]  可以想想我們可以怎樣去學習
[00:05:34.740 --> 00:05:36.180]  怎樣去應用
[00:05:36.180 --> 00:05:38.900]  是甚麼呢?
[00:05:38.900 --> 00:05:39.500]  第一
[00:05:39.500 --> 00:05:42.100]  我們發現這節經文讓我們知道
[00:05:42.100 --> 00:05:47.380]  就是阿伯拉罕他是知道明白神的旨意
[00:05:47.380 --> 00:05:51.780]  以及是遵從神的旨意
[00:05:51.780 --> 00:05:53.180]  同不同意?
[00:05:53.180 --> 00:05:55.140]  他是知道
[00:05:55.140 --> 00:05:56.340]  他是明白
[00:05:56.340 --> 00:05:59.980]  然後他去遵循
[00:05:59.980 --> 00:06:03.140]  這是第一樣我們很清楚觀察得到的
[00:06:03.140 --> 00:06:05.700]  聖經在這一節裏面讓我們看到
[00:06:05.700 --> 00:06:10.420]  就是說他蒙召的時候就遵命出去
[00:06:12.260 --> 00:06:13.740]  蒙召是甚麼意思呢?
[00:06:13.740 --> 00:06:17.300]  蒙召的意思就是蒙神的呼喚
[00:06:17.300 --> 00:06:19.780]  神向他說話
[00:06:19.780 --> 00:06:24.820]  說的話就是說出神的心聲、神的計劃
[00:06:24.820 --> 00:06:26.220]  所以叫做蒙召
[00:06:26.220 --> 00:06:28.380]  當說完之後
[00:06:28.380 --> 00:06:29.940]  阿伯拉罕做甚麼呢?
[00:06:29.940 --> 00:06:32.940]  就遵命出去了
[00:06:32.940 --> 00:06:34.060]  他聽到了
[00:06:34.060 --> 00:06:35.860]  他明白上帝的心意了
[00:06:35.860 --> 00:06:37.740]  他就回應
[00:06:37.740 --> 00:06:39.660]  很重要的
[00:06:40.340 --> 00:06:43.140]  但當然我們會問在這節經文裏面
[00:06:43.140 --> 00:06:45.340]  沒有說到神說甚麼
[00:06:45.340 --> 00:06:46.780]  而事實上
[00:06:46.780 --> 00:06:49.820]  在這一節經文就沒有很清楚說
[00:06:49.820 --> 00:06:53.380]  但我們知不知道神對他有甚麼心意?
[00:06:53.380 --> 00:06:54.860]  我們知道
[00:06:54.860 --> 00:06:57.380]  因為在舊約裏面
[00:06:57.380 --> 00:07:01.580]  就很清楚地將神對他說的話的心意
[00:07:01.580 --> 00:07:03.020]  寫了出來
[00:07:03.020 --> 00:07:05.980]  而且成為了聖經裏面其中一些很經典
[00:07:05.980 --> 00:07:07.420]  是很重要的經文
[00:07:07.420 --> 00:07:08.780]  我們一定要記得的
[00:07:08.780 --> 00:07:10.300]  在哪裏呢?
[00:07:10.980 --> 00:07:14.660]  《創世紀》第十二章一到三節
[00:07:14.660 --> 00:07:18.700]  是很重要的神對他的心聲的表達
[00:07:18.700 --> 00:07:20.620]  和那種計劃的展示
[00:07:20.620 --> 00:07:22.140]  我讀給大家聽
[00:07:22.140 --> 00:07:24.660]  《創世紀》十二章一到三節裏面說
[00:07:24.660 --> 00:07:26.740]  「耶和華對阿伯蘭說
[00:07:26.740 --> 00:07:30.020]  你要離開本地本族父家
[00:07:30.020 --> 00:07:32.460]  往我所要指示你的地去
[00:07:32.460 --> 00:07:34.460]  我必叫你成為大國
[00:07:34.460 --> 00:07:35.940]  我必賜福給你
[00:07:35.940 --> 00:07:37.140]  叫你的名為大
[00:07:37.140 --> 00:07:39.220]  你也要叫別人得福
[00:07:39.460 --> 00:07:40.460]  為你祝福的
[00:07:40.460 --> 00:07:41.780]  我必賜福於他
[00:07:41.780 --> 00:07:43.020]  咒助你的
[00:07:43.020 --> 00:07:44.140]  我必咒助他
[00:07:44.140 --> 00:07:45.940]  地上的萬族
[00:07:45.940 --> 00:07:48.540]  都要因你得福」
[00:07:48.540 --> 00:07:50.460]  神就是說了這番話
[00:07:50.460 --> 00:07:54.940]  他蒙召就是聽到神的心聲的顯示
[00:07:54.940 --> 00:07:56.660]  然後怎樣?
[00:07:56.660 --> 00:07:58.620]  聽完明白
[00:07:58.620 --> 00:08:01.100]  就遵命出去
[00:08:01.100 --> 00:08:03.460]  就遵命出去了
[00:08:03.460 --> 00:08:05.540]  所以我們看到在阿伯蘭
[00:08:05.540 --> 00:08:07.540]  就是一個這樣的人
[00:08:08.220 --> 00:08:13.060]  其實當我們繼續讀《創世紀》十二章第四節
[00:08:13.060 --> 00:08:14.900]  同樣是在回應這件事
