
[00:00:00.000 --> 00:00:04.600]  今日來到章林祈的第二個禮拜
[00:00:04.600 --> 00:00:09.000]  我們繼續準備好我們的心
[00:00:09.000 --> 00:00:12.000]  紀念主耶穌基督的降臨
[00:00:12.000 --> 00:00:15.600]  但同樣也是準備好我們的心
[00:00:15.600 --> 00:00:20.800]  準備主耶穌基督的再臨
[00:00:20.800 --> 00:00:23.200]  今日宣召的經文
[00:00:23.200 --> 00:00:25.800]  與賽亞書十一章
[00:00:25.800 --> 00:00:30.600]  講到將來主耶穌基督再回來的時候
[00:00:30.600 --> 00:00:33.600]  祂的國度是如何
[00:00:33.600 --> 00:00:36.400]  野狼必與小綿羊同住
[00:00:36.400 --> 00:00:39.200]  豹豬與小山羊同餓
[00:00:39.200 --> 00:00:43.200]  少壯獅子、牛獨和肥畜同群
[00:00:43.200 --> 00:00:45.600]  孩童要牽引他們
[00:00:45.600 --> 00:00:47.600]  牛必與熊同食
[00:00:47.600 --> 00:00:50.000]  牛獨與小熊同餓
[00:00:50.000 --> 00:00:52.800]  獅子與牛一樣吃草
[00:00:52.800 --> 00:00:57.200]  吃奶的嬰孩在毀蛇的洞口還傻
[00:00:57.200 --> 00:01:01.200]  斷奶的幼兒必按手在毒蛇的穴上
[00:01:01.200 --> 00:01:04.600]  在我聖山各處他們都不傷人不害物
[00:01:04.600 --> 00:01:08.000]  因為認識耶和華的知識要遍滿全地
[00:01:08.000 --> 00:01:12.200]  好像水充滿海洋一般
[00:01:12.200 --> 00:01:15.000]  信不信?
[00:01:15.000 --> 00:01:18.800]  是不是真的會這樣發生?
[00:01:18.800 --> 00:01:20.600]  歷世歷代以來
[00:01:20.600 --> 00:01:26.000]  都很多人問是不是真的這樣會發生?
[00:01:26.000 --> 00:01:28.800]  彼得後書第三章
[00:01:28.800 --> 00:01:33.800]  是彼得前書、彼得後書最後的一章
[00:01:33.800 --> 00:01:37.000]  我們一同揭開
[00:01:37.000 --> 00:01:41.200]  彼得後書第三章
[00:01:41.200 --> 00:01:43.000]  彼得後書第三章第一節
[00:01:43.000 --> 00:01:45.400]  頭三個字是甚麼字?
[00:01:45.400 --> 00:01:47.400]  親愛的,我們一起讀,準備起
[00:01:47.400 --> 00:01:50.000]  親愛的,很特別
[00:01:50.000 --> 00:01:53.800]  因為彼得後書第一章的時候
[00:01:53.800 --> 00:01:56.000]  它就是這樣說
[00:01:56.000 --> 00:01:58.600]  彼得寫信給那些
[00:01:58.600 --> 00:02:01.600]  因他們的神和救主耶穌基督的義
[00:02:01.600 --> 00:02:06.000]  和我們同德一樣寶貴信心的人
[00:02:06.000 --> 00:02:08.200]  是這樣形容
[00:02:08.200 --> 00:02:11.000]  但是到第三章的頭三個字
[00:02:11.000 --> 00:02:13.000]  你發覺突然間很親密
[00:02:13.000 --> 00:02:15.000]  親愛的
[00:02:15.000 --> 00:02:20.800]  但其實這三個字只是在彼得後書第三章出現
[00:02:20.800 --> 00:02:23.200]  並且是一連出現四次
[00:02:23.200 --> 00:02:27.000]  第八節,大家留意一下有沒有
[00:02:27.000 --> 00:02:29.200]  親愛的
[00:02:29.200 --> 00:02:32.400]  第十四節
[00:02:32.400 --> 00:02:35.400]  所以親愛的
[00:02:35.400 --> 00:02:37.400]  第十七節
[00:02:37.400 --> 00:02:40.800]  所以親愛的
[00:02:40.800 --> 00:02:44.400]  你發覺原來彼得來到這裡
[00:02:44.400 --> 00:02:47.800]  他開始轉了他的調子
[00:02:47.800 --> 00:02:50.600]  彷彿彼得前書說了很多東西
[00:02:50.600 --> 00:02:52.400]  彼得後書說了很多東西
[00:02:52.400 --> 00:02:55.400]  但是來到最後一章
[00:02:55.400 --> 00:02:57.600]  他很苦口婆心的
[00:02:57.600 --> 00:02:59.800]  跟一班弟兄姊妹說
[00:02:59.800 --> 00:03:01.400]  親愛的
[00:03:01.400 --> 00:03:04.200]  我期望你怎樣怎樣怎樣
[00:03:04.200 --> 00:03:06.000]  為甚麼
[00:03:06.000 --> 00:03:09.000]  第三章的第一節
[00:03:09.000 --> 00:03:10.400]  親愛的
[00:03:10.400 --> 00:03:14.000]  我現在寫給你們的是第二封信
[00:03:14.000 --> 00:03:17.200]  在這兩封信裏我都提醒你們
[00:03:17.200 --> 00:03:19.200]  激發你們真誠的心
[00:03:19.200 --> 00:03:22.000]  哦,原來第三章
[00:03:22.000 --> 00:03:26.600]  不是單單彼得後書的總結
[00:03:26.600 --> 00:03:31.800]  更加是彼得前書加彼得後書的總結
[00:03:31.800 --> 00:03:34.200]  彼得前書說甚麼
[00:03:34.200 --> 00:03:38.600]  我們今年用了很長時間說彼得前書
[00:03:38.600 --> 00:03:40.400]  彼得前書說的
[00:03:40.400 --> 00:03:44.200]  就是受苦的時候
[00:03:44.200 --> 00:03:45.800]  你要堅定你的信心
[00:03:45.800 --> 00:03:49.000]  受苦的時候你要信服
[00:03:49.000 --> 00:03:53.600]  不可以以惡報惡
[00:03:53.600 --> 00:03:55.400]  彼得前書說的是這些
[00:03:55.400 --> 00:03:57.800]  彼得後書說的是甚麼
[00:03:57.800 --> 00:04:02.400]  彼得後書說的就是裏面有假教師出來
[00:04:02.400 --> 00:04:04.800]  用虛假的教導
[00:04:04.800 --> 00:04:06.800]  在勾引一班的信徒
[00:04:06.800 --> 00:04:08.000]  去作惡
[00:04:08.000 --> 00:04:09.800]  放縱情慾
[00:04:09.800 --> 00:04:11.600]  動搖信徒的信心
[00:04:11.600 --> 00:04:14.000]  所以彼得去鼓勵一班的信徒
[00:04:14.000 --> 00:04:16.400]  你們要堅定這個真理
[00:04:16.400 --> 00:04:18.200]  確信主耶穌是基督
[00:04:18.200 --> 00:04:21.400]  並且確信主耶穌
[00:04:21.400 --> 00:04:24.000]  祂的真理
[00:04:24.000 --> 00:04:27.400]  彼得前書說的是外憂
[00:04:27.400 --> 00:04:31.000]  彼得後書說的是內患
[00:04:31.000 --> 00:04:32.000]  彼得前書
[00:04:32.000 --> 00:04:36.400]  彼得用甚麼來鼓勵一班信徒面對外憂
[00:04:36.400 --> 00:04:41.800]  他舉例叫我們學校基督的受苦的榜樣
[00:04:41.800 --> 00:04:43.600]  以主耶穌基督的一生來說
[00:04:43.600 --> 00:04:44.800]  彼得前書就是說
[00:04:44.800 --> 00:04:48.200]  我們要跟隨基督受苦
[00:04:48.200 --> 00:04:49.800]  彼得後書說的
[00:04:49.800 --> 00:04:54.400]  我們要仰望主耶穌基督的再臨和復活
[00:04:54.400 --> 00:04:57.600]  這就是彼得前書加彼得後書
[00:04:57.600 --> 00:04:59.600]  當彼得說完之後
[00:04:59.600 --> 00:05:02.800]  就是第三章他開始說
[00:05:02.800 --> 00:05:05.000]  在這兩封信裏我都提醒你們
[00:05:05.000 --> 00:05:06.600]  激發你們真誠的心
[00:05:06.600 --> 00:05:07.800]  真誠兩句著愚民
[00:05:07.800 --> 00:05:11.800]  就是很純潔很單純沒有雜質的心
[00:05:11.800 --> 00:05:13.400]  單純的信心
[00:05:13.400 --> 00:05:14.200]  第二節
[00:05:14.200 --> 00:05:17.200]  要的目的
[00:05:17.200 --> 00:05:19.200]  為甚麼要激發這個單純的信心
[00:05:19.200 --> 00:05:20.800]  這個目的
[00:05:20.800 --> 00:05:22.200]  要你們記得
[00:05:22.200 --> 00:05:24.800]  聖先知御先所說的話
[00:05:24.800 --> 00:05:26.600]  和主救主的命令
[00:05:26.600 --> 00:05:29.600]  就是使徒所傳給你們的
[00:05:29.600 --> 00:05:31.800]  彼得前書加彼得後書
[00:05:31.800 --> 00:05:35.000]  彼得目的只有一個
[00:05:35.000 --> 00:05:40.400]  請信徒堅守單純清潔的信心
[00:05:40.400 --> 00:05:44.400]  記得聖經裏面所說的話
[00:05:44.400 --> 00:05:50.600]  記得使徒所傳主耶穌基督的命令
[00:05:50.600 --> 00:05:54.600]  不要侵襲其他的思想
[00:05:54.600 --> 00:05:59.400]  不要動搖你們的信心
[00:05:59.400 --> 00:06:02.800]  要捉緊主耶穌所說的話
[00:06:02.800 --> 00:06:06.000]  相信主耶穌祂是唯一
[00:06:06.000 --> 00:06:11.400]  並且是眾先知御而那位的聖者
[00:06:11.400 --> 00:06:14.000]  並且將來要再來
[00:06:14.000 --> 00:06:23.600]  這個是寫彼得前書加彼得後書的目的
[00:06:23.600 --> 00:06:28.200]  彼得後書第三章
[00:06:28.200 --> 00:06:31.800]  第三節到第四節
[00:06:31.800 --> 00:06:34.800]  彼得繼續說一班假教師
[00:06:34.800 --> 00:06:38.400]  第二章一整章都是假教師
[00:06:38.400 --> 00:06:41.000]  對信徒的挑戰
[00:06:41.000 --> 00:06:42.800]  挑戰很簡單
[00:06:42.800 --> 00:06:45.000]  我們一起讀第三節到第四節
[00:06:45.000 --> 00:06:46.600]  準備起
[00:06:46.600 --> 00:06:48.000]  第一要緊的
[00:06:48.000 --> 00:06:49.400]  你們要知道
[00:06:49.400 --> 00:06:51.800]  在末世必有好譏笑的人
[00:06:51.800 --> 00:06:55.600]  隨從自己的私慾出來譏笑說
[00:06:55.600 --> 00:06:58.800]  她要來臨的應許在哪裡呢
[00:06:58.800 --> 00:07:01.400]  因為從列祖長眠以來
[00:07:01.400 --> 00:07:07.000]  萬物與起初創造的時候仍是一樣
[00:07:07.000 --> 00:07:12.800]  彼得說那些假教師提出兩個很重要的問題
[00:07:12.800 --> 00:07:16.400]  就是主耶穌基督真的會回來嗎
[00:07:16.400 --> 00:07:17.200]  第二
[00:07:17.200 --> 00:07:18.600]  主耶穌基督說了這麼久
[00:07:18.600 --> 00:07:20.600]  這個世界一樣地轉
[00:07:20.600 --> 00:07:23.000]  毫無變化
[00:07:23.000 --> 00:07:25.400]  主耶穌基督怎麼會再回來
[00:07:25.400 --> 00:07:28.400]  其實在彼得後書不是單單從這裡開始說
[00:07:28.400 --> 00:07:33.000]  彼得後書第一章的尾
[00:07:33.000 --> 00:07:37.400]  彼得已經是這樣說
[00:07:37.400 --> 00:07:39.800]  彼得後書第一章的尾
[00:07:39.800 --> 00:07:43.400]  我們從前把我們主耶穌基督的大能
[00:07:43.400 --> 00:07:46.400]  和他來臨的事告訴你們
[00:07:46.400 --> 00:07:49.200]  接著第十六節到第十八節
[00:07:49.200 --> 00:07:50.200]  主要都是說
[00:07:50.200 --> 00:07:55.000]  彼得說我親眼見證主耶穌基督的榮耀
[00:07:55.000 --> 00:07:58.600]  眾仙之所預言的就是這位主耶穌
[00:07:58.600 --> 00:08:00.600]  而聖經裡面所寫的
[00:08:00.600 --> 00:08:03.600]  就是聖靈感動人所寫的
[00:08:03.600 --> 00:08:05.800]  所以所寫的是確實的
[00:08:05.800 --> 00:08:07.200]  神的話語是確實的
[00:08:07.200 --> 00:08:08.600]  神的大能是確實的
[00:08:08.600 --> 00:08:09.400]  就是這位主耶穌
[00:08:09.400 --> 00:08:10.800]  祂必定榮耀
[00:08:10.800 --> 00:08:12.400]  並且要再回來
[00:08:12.400 --> 00:08:13.600]  第一章尾已經開始說
[00:08:13.600 --> 00:08:16.200]  第二章是說假教師怎樣勾引信徒
[00:08:16.200 --> 00:08:18.800]  接著第三章劈頭的就說
[00:08:18.800 --> 00:08:21.200]  假教師他最主要的就是
[00:08:21.200 --> 00:08:24.600]  不相信主耶穌基督會回來
[00:08:24.600 --> 00:08:26.600]  為什麼要不相信
[00:08:26.600 --> 00:08:29.200]  主耶穌基督回來
[00:08:29.200 --> 00:08:32.800]  是代表神的降臨
[00:08:32.800 --> 00:08:37.800]  主耶穌基督回來是代表審判的降臨
[00:08:37.800 --> 00:08:39.000]  我們很多時候只是想
[00:08:39.000 --> 00:08:40.200]  主耶穌基督再回來
[00:08:40.200 --> 00:08:41.400]  我們就能夠升天
[00:08:41.400 --> 00:08:44.400]  和主耶穌非常親愛的在一起
[00:08:44.400 --> 00:08:48.000]  不過對於假教師
[00:08:48.000 --> 00:08:50.000]  對於離棄真道的人
[00:08:50.000 --> 00:08:53.600]  這是一個審判
[00:08:53.600 --> 00:08:56.800]  因為他們不相信審判
[00:08:56.800 --> 00:08:59.800]  所以他們可以亂來
[00:08:59.800 --> 00:09:01.800]  其他教導信徒
[00:09:01.800 --> 00:09:03.600]  不要相信
[00:09:03.600 --> 00:09:08.400]  主耶穌基督會再臨的日子
[00:09:08.400 --> 00:09:12.000]  過去和現在都一樣
[00:09:12.000 --> 00:09:15.200]  現在可能沒有人跟你說
[00:09:15.200 --> 00:09:16.800]  主耶穌基督和你爭吵
