
[00:00:00.000 --> 00:00:02.520]  講到神愛萬民
[00:00:02.520 --> 00:00:07.740]  我不知道你對這個議題會不會有疑問
[00:00:07.740 --> 00:00:10.560]  其實有些人都會有很多疑問
[00:00:10.560 --> 00:00:13.820]  因為聖經裏面我們看到
[00:00:13.820 --> 00:00:18.120]  神是揀選阿伯拉罕和以色列的民族
[00:00:18.120 --> 00:00:20.000]  做神的子民
[00:00:20.000 --> 00:00:23.760]  只有他們才跟神有納約的關係
[00:00:23.760 --> 00:00:27.120]  神也控了很多神跡騎士
[00:00:27.120 --> 00:00:32.660]  去拯救他們在維羅的埃及拯救出來
[00:00:32.660 --> 00:00:34.960]  然後進入迦南地
[00:00:34.960 --> 00:00:40.300]  在曠野裏面又用了很多神跡騎士去拯救他們
[00:00:40.300 --> 00:00:44.940]  神也很直接的很多次的跟以色列人講
[00:00:44.940 --> 00:00:47.740]  耶和華是你們祖宗的神
[00:00:47.740 --> 00:00:49.960]  就是阿伯拉罕的神
[00:00:49.960 --> 00:00:51.100]  以撒的神
[00:00:51.100 --> 00:00:52.400]  瓦國的神
[00:00:52.400 --> 00:00:53.780]  所以直到今天
[00:00:53.780 --> 00:00:57.620]  其實都沒有一個任何國家好像以色列這樣
[00:00:57.620 --> 00:01:00.580]  那麼多經歷神的同在
[00:01:00.580 --> 00:01:03.260]  那麼密集的去經歷神的神跡
[00:01:03.260 --> 00:01:05.860]  所以現在很多人
[00:01:05.860 --> 00:01:07.920]  甚至包括很多的以色列人
[00:01:07.920 --> 00:01:10.060]  仍然都會覺得
[00:01:10.060 --> 00:01:12.940]  他們才是神唯一的選民
[00:01:12.940 --> 00:01:17.420]  和是神唯一關愛和拯救的民族
[00:01:17.420 --> 00:01:19.640]  這樣
[00:01:19.640 --> 00:01:22.580]  神真的愛萬民嗎?
[00:01:22.580 --> 00:01:26.260]  今天我很想和大家一起去讀一段經文
[00:01:26.260 --> 00:01:29.820]  是出自《新命記》的
[00:01:29.820 --> 00:01:32.100]  《新命記》的內容就是講到
[00:01:32.100 --> 00:01:36.580]  以色列人已經去到約旦河的東岸
[00:01:36.580 --> 00:01:38.980]  摩西可能已經知道自己
[00:01:38.980 --> 00:01:40.280]  冥不久矣的了
[00:01:40.280 --> 00:01:42.360]  所以他把握最後一個機會
[00:01:42.360 --> 00:01:46.080]  向這些第二代出埃及的以色列人
[00:01:46.080 --> 00:01:49.900]  是複述和講解神的律法
[00:01:49.900 --> 00:01:52.420]  目的就是要勸勉他們
[00:01:52.420 --> 00:01:54.660]  去守約 去馴服神
[00:01:54.660 --> 00:01:58.620]  以致他們可以承受將來的應許之地
[00:01:58.620 --> 00:02:01.140]  所以一般的人看《新命記》都會說
[00:02:01.140 --> 00:02:04.340]  這本書只是和以色列有關
[00:02:04.340 --> 00:02:05.740]  是以色列的民憲
[00:02:05.740 --> 00:02:09.860]  和外國或者萬國萬人是沒有什麼關係的
[00:02:09.860 --> 00:02:13.460]  但是我今天就想和你看《新命記》第四章
[00:02:13.460 --> 00:02:15.580]  因為經文教堂不會讀完
[00:02:15.580 --> 00:02:18.220]  我只是選十幾二十節出來
[00:02:18.220 --> 00:02:20.100]  我希望大家讀完之後
[00:02:20.100 --> 00:02:24.660]  看看會不會對於剛才所講的觀點
[00:02:24.660 --> 00:02:26.220]  你會不會有所改變
[00:02:26.220 --> 00:02:28.460]  請大家一起去讀
[00:02:28.460 --> 00:02:32.340]  《新命記》由五節開始
[00:02:32.340 --> 00:02:33.340]  請大家讀
[00:02:50.100 --> 00:02:52.100]  (廣東話)
[00:03:20.340 --> 00:03:22.340]  (廣東話)
[00:03:50.100 --> 00:03:52.100]  (廣東話)
[00:04:20.100 --> 00:04:22.100]  (廣東話)
[00:04:22.100 --> 00:04:25.220]  (廣東話)
[00:04:25.220 --> 00:04:30.220]  (廣東話)
[00:04:30.220 --> 00:04:34.820]  (廣東話)
[00:04:34.820 --> 00:04:37.700]  (廣東話)
[00:04:37.700 --> 00:04:40.100]  (廣東話)
[00:04:40.100 --> 00:04:43.220]  (廣東話)
[00:04:43.220 --> 00:04:46.580]  (廣東話)
[00:04:46.580 --> 00:04:49.060]  (廣東話)
[00:04:50.100 --> 00:04:52.100]  (廣東話)
[00:04:52.100 --> 00:04:55.100]  (廣東話)
[00:04:55.100 --> 00:04:58.100]  (廣東話)
[00:04:58.100 --> 00:05:01.100]  (廣東話)
[00:05:01.100 --> 00:05:04.100]  (廣東話)
[00:05:04.100 --> 00:05:07.100]  (廣東話)
[00:05:07.100 --> 00:05:10.100]  (廣東話)
[00:05:10.100 --> 00:05:13.100]  (廣東話)
[00:05:13.100 --> 00:05:16.100]  (廣東話)
[00:05:16.100 --> 00:05:19.100]  (廣東話)
[00:05:20.100 --> 00:05:22.100]  (廣東話)
[00:05:22.100 --> 00:05:25.100]  (廣東話)
[00:05:25.100 --> 00:05:28.100]  (廣東話)
[00:05:28.100 --> 00:05:31.100]  (廣東話)
[00:05:31.100 --> 00:05:34.100]  (廣東話)
[00:05:34.100 --> 00:05:37.100]  (廣東話)
[00:05:37.100 --> 00:05:40.100]  (廣東話)
[00:05:40.100 --> 00:05:43.100]  不知道大家剛才讀的時候
[00:05:43.100 --> 00:05:45.100]  有沒有留意到
[00:05:45.100 --> 00:05:50.100]  這個經文是神透過摩西去教導以色列人的話
[00:05:50.100 --> 00:05:55.100]  但是最少有五次提到萬民或者列國
[00:05:55.100 --> 00:06:01.100]  那個字在英文就會翻譯做Peoples或者Nations
[00:06:01.100 --> 00:06:03.100]  在六至八節那裡說
[00:06:03.100 --> 00:06:08.100]  萬民會觀察著以色列做事的方法
[00:06:08.100 --> 00:06:10.100]  十九節至二十節
[00:06:10.100 --> 00:06:16.100]  說到神為天下萬民擺設了日月星這些天體
[00:06:16.100 --> 00:06:21.100]  但是同時警告以色列人不要去拜那些天體
[00:06:21.100 --> 00:06:23.100]  在二十七節那裡說到
[00:06:23.100 --> 00:06:26.100]  如果以色列人去敬拜偶像
[00:06:26.100 --> 00:06:27.100]  拜其他神的話
[00:06:27.100 --> 00:06:31.100]  以色列人將會被分散在萬民裡面
[00:06:31.100 --> 00:06:34.100]  在三十二至三十四節那裡說
[00:06:34.100 --> 00:06:36.100]  沒有一個國家
[00:06:36.100 --> 00:06:37.100]  列國都沒有
[00:06:37.100 --> 00:06:39.100]  好像以色列人一樣
[00:06:39.100 --> 00:06:43.100]  之前剛剛被神從埃及裡面拯救
[00:06:43.100 --> 00:06:45.100]  還有在西乃山那裡
[00:06:45.100 --> 00:06:48.100]  神有些特別的啟示給他們的經歷
[00:06:48.100 --> 00:06:50.100]  而在三十八節那裡
[00:06:50.100 --> 00:06:53.100]  神按照他應許阿伯拉罕
[00:06:53.100 --> 00:06:56.100]  他說比以色列更加強大的國民
[00:06:56.100 --> 00:06:58.100]  這裡是一個眾數詞
[00:06:58.100 --> 00:07:00.100]  就是很多國的國民
[00:07:00.100 --> 00:07:02.100]  將會被趕出迦南地
[00:07:02.100 --> 00:07:06.100]  以至以色列人可以得到應許之地
[00:07:06.100 --> 00:07:09.100]  從這些經文我們看到
[00:07:09.100 --> 00:07:11.100]  神不是單單關心以色列
[00:07:11.100 --> 00:07:15.100]  其實神更加關心萬國萬民的情況
[00:07:15.100 --> 00:07:18.100]  特別是以色列人的行為
[00:07:18.100 --> 00:07:21.100]  對於萬國萬民有什麼正面
[00:07:21.100 --> 00:07:23.100]  也有什麼負面的影響
[00:07:23.100 --> 00:07:30.100]  所以神要求以色列人遵守神的誡命
