
[00:00:00.000 --> 00:00:02.440]  我哋先同心祈禱
[00:00:02.440 --> 00:00:05.160]  初一點我們感謝主耶穌的恩典
[00:00:05.160 --> 00:00:07.520]  因為主耶穌真是從死裡復活
[00:00:07.520 --> 00:00:10.440]  使我們所信的是有根有機
[00:00:10.440 --> 00:00:14.800]  並且使我們明白人生的意義
[00:00:14.800 --> 00:00:16.040]  生命的方向
[00:00:16.040 --> 00:00:18.280]  求聖靈在我們當中幫助我們
[00:00:18.280 --> 00:00:22.560]  讓我們思想復活和永生的問題的時候
[00:00:22.560 --> 00:00:24.640]  再一次加強我們的信心
[00:00:24.640 --> 00:00:27.320]  願意向主而活
[00:00:27.320 --> 00:00:28.520]  至死忠心
[00:00:28.520 --> 00:00:30.520]  奉耶穌基督的名祈禱
[00:00:30.520 --> 00:00:31.440]  阿門
[00:00:58.520 --> 00:01:00.520]  感謝主耶穌,不過不是很多
[00:01:00.520 --> 00:01:05.560]  其實我們的身體不是最完美的
[00:01:05.560 --> 00:01:07.320]  我們的身體會老化
[00:01:07.320 --> 00:01:08.840]  頭腦會遲鈍化
[00:01:08.840 --> 00:01:10.120]  血管會硬化
[00:01:10.120 --> 00:01:12.120]  最後只有等待火化
[00:01:12.120 --> 00:01:18.000]  很多女士們都不太喜歡自己的容貌
[00:01:18.000 --> 00:01:21.840]  所以時時要化個妝才能出門見人
[00:01:21.840 --> 00:01:27.720]  在韓國有很多美容院幫人整容
[00:01:27.720 --> 00:01:30.080]  最近我又聽到一個故事
[00:01:30.080 --> 00:01:33.200]  話說有一家賣化妝品的公司
[00:01:33.200 --> 00:01:36.800]  老闆叫職員來開會
[00:01:36.800 --> 00:01:38.840]  老闆問職員
[00:01:38.840 --> 00:01:41.920]  我們公司究竟是賣什麼的
[00:01:41.920 --> 00:01:44.280]  哇,很刑業暴徑
[00:01:44.280 --> 00:01:48.360]  我們公司是賣高級化妝品的
[00:01:48.360 --> 00:01:52.360]  老闆說,你錯了
[00:01:52.360 --> 00:01:57.840]  我們是在賣希望
[00:01:57.840 --> 00:02:00.600]  很多人認為希望不是很重要
[00:02:00.600 --> 00:02:06.920]  事實上,希望會使我們付出行動和代價
[00:02:06.920 --> 00:02:12.520]  很多時候在這裡走過的新聞人員
[00:02:12.520 --> 00:02:13.920]  經常都有一條龍在這裡
[00:02:13.920 --> 00:02:18.720]  他們排隊買樂圖彩票
[00:02:18.720 --> 00:02:22.000]  其實他們都是希望中大獎
[00:02:22.000 --> 00:02:23.560]  由於我沒有希望中大獎
[00:02:23.560 --> 00:02:26.320]  我就不買彩票
[00:02:26.320 --> 00:02:27.920]  但聖經告訴我們
[00:02:27.920 --> 00:02:32.480]  我們將來會有一個復活的身體
[00:02:32.480 --> 00:02:36.240]  如果將來復活的身體和我們現在的身體差不多
[00:02:36.240 --> 00:02:39.760]  有和沒有都沒有所謂
[00:02:39.760 --> 00:02:41.480]  但聖經告訴我們
[00:02:41.480 --> 00:02:45.440]  將來的新身體是很好的
[00:02:45.440 --> 00:02:48.960]  我們先思想一下哥倫多禪書十五章
[00:02:48.960 --> 00:02:56.280]  了解為何會有新的身體和復活後的身體是怎樣的
[00:02:56.280 --> 00:03:01.760]  哥倫多禪書十五章一至十七節提到福音和主耶穌的復活
[00:03:01.760 --> 00:03:04.760]  主耶穌的復活這個事實
[00:03:04.760 --> 00:03:08.600]  可以說是基督教信仰的核心
[00:03:08.600 --> 00:03:13.960]  保羅在十五章十四節說
[00:03:13.960 --> 00:03:18.280]  如果基督沒有復活
[00:03:18.280 --> 00:03:20.880]  我們就沒有什麼好傳
[00:03:20.880 --> 00:03:25.280]  你們也沒有什麼好信
[00:03:25.280 --> 00:03:27.960]  所以他在十五章四節提到
[00:03:27.960 --> 00:03:31.840]  他被埋葬了在第三天復活了之後
[00:03:31.840 --> 00:03:35.000]  他一連用了四節的聖經
[00:03:35.000 --> 00:03:39.280]  提出主耶穌復活的證據
[00:03:39.280 --> 00:03:43.560]  就是他不停地向人顯現
[00:03:43.560 --> 00:03:46.560]  有時候是向十二使徒顯現
[00:03:46.560 --> 00:03:53.200]  有一次是向五百多位信徒顯現
[00:03:53.200 --> 00:03:57.440]  心理學家說有時候有些人懷念過世的親人
[00:03:57.440 --> 00:04:00.720]  傷心過度會產生幻覺
[00:04:00.720 --> 00:04:03.360]  看到死去的親人
[00:04:03.360 --> 00:04:09.960]  門徒是否由於幻覺而看到主呢?
[00:04:09.960 --> 00:04:11.160]  不是的
[00:04:11.160 --> 00:04:16.800]  因為心理學家也說不可能十幾人甚至五百多人
[00:04:16.800 --> 00:04:20.560]  同時產生相同的幻覺
[00:04:20.560 --> 00:04:23.360]  所以有關耶穌復活的事
[00:04:23.360 --> 00:04:25.320]  是有目擊見證人
[00:04:25.320 --> 00:04:28.080]  是有充分證據的
[00:04:28.080 --> 00:04:29.760]  耶穌基督的復活
[00:04:29.760 --> 00:04:33.360]  讓我們可以相信祂所說的
[00:04:33.360 --> 00:04:35.320]  關於罪得赦免
[00:04:35.320 --> 00:04:37.480]  天堂地獄永生
[00:04:37.480 --> 00:04:42.560]  我們將來也會有身體復活的真理
[00:04:42.560 --> 00:04:45.760]  這些所有的都是可以相信的
[00:04:45.760 --> 00:04:48.760]  相反假如耶穌沒有復活
[00:04:48.760 --> 00:04:51.360]  祂就沒有什麼個人之處
[00:04:51.360 --> 00:04:54.680]  祂也是一位有血有肉會死的人
[00:04:54.680 --> 00:04:57.960]  我們就不能確定祂的死
[00:04:57.960 --> 00:05:04.400]  是否真的可以使我們得到上帝的赦免
[00:05:04.400 --> 00:05:05.800]  赦免我們的罪
[00:05:05.800 --> 00:05:07.800]  有關另一個世界的道理
[00:05:07.800 --> 00:05:10.600]  是否可以相信呢?
[00:05:10.600 --> 00:05:13.120]  由於祂真的從死裡復活
[00:05:13.120 --> 00:05:19.280]  早期的信徒只不過是將實情簡單記載下來
[00:05:19.280 --> 00:05:21.840]  但現在我們有了更多的知識
[00:05:21.840 --> 00:05:25.600]  知道這個世界不單有三維空間
[00:05:25.600 --> 00:05:27.320]  在愛因斯坦之後
[00:05:27.320 --> 00:05:30.560]  我們知道連時間都是一個空間
[00:05:30.560 --> 00:05:33.760]  而且經過數學家的計算
[00:05:33.760 --> 00:05:37.720]  我們知道現在最少有11維空間
[00:05:37.720 --> 00:05:40.040]  我上星期也提到
[00:05:40.040 --> 00:05:43.360]  由高維度的空間進入低維度的空間
[00:05:43.360 --> 00:05:49.160]  就會使生活在低維度空間的生物覺得是神蹟
[00:05:49.160 --> 00:05:54.120]  我希望大家還記得那個黑矮紅矮的比喻
[00:05:54.120 --> 00:05:57.200]  事實上根據聖經的記載
[00:05:57.200 --> 00:05:59.200]  復活之後的耶穌
[00:05:59.200 --> 00:06:03.120]  是可以突然出現在門徒中間
[00:06:03.120 --> 00:06:06.120]  也可以突然消失
[00:06:06.120 --> 00:06:09.640]  是很奇怪的現象
[00:06:09.640 --> 00:06:12.120]  有關靈魂世界的事實
[00:06:12.120 --> 00:06:14.440]  我們現在資訊發達
[00:06:14.440 --> 00:06:18.640]  有很多死過復生的人的見證
[00:06:18.640 --> 00:06:22.640]  如果上YouTube可以找到
[00:06:22.640 --> 00:06:25.400]  有一套是講一個中國人
[00:06:25.400 --> 00:06:28.800]  一個中國人從大陸去了匈牙利
[00:06:28.800 --> 00:06:33.640]  他在首都布達佩斯做生意
[00:06:33.640 --> 00:06:36.840]  可能得罪了人
[00:06:36.840 --> 00:06:39.440]  被人斬了13刀
[00:06:39.440 --> 00:06:41.440]  送去醫院急救
[00:06:41.440 --> 00:06:43.560]  急救之後他死了3天
[00:06:43.560 --> 00:06:45.200]  後來復生
[00:06:45.200 --> 00:06:48.560]  他醒來之後第一件事是跟太太說
[00:06:48.560 --> 00:06:52.400]  我死後靈魂出瘀
[00:06:52.400 --> 00:06:55.640]  看到醫生護士怎樣幫我急救
[00:06:55.640 --> 00:06:59.640]  有興趣可以自己回家找YouTube
[00:06:59.640 --> 00:07:03.040]  影片名字好像是生死13刀
[00:07:03.040 --> 00:07:07.640]  打生死13刀可以找到這套短片
[00:07:07.640 --> 00:07:11.480]  另外互聯網上也有一個網站
[00:07:11.480 --> 00:07:16.640]  這個名字是NDERF.org
[00:07:16.640 --> 00:07:18.080]  我介紹過很多次
[00:07:18.080 --> 00:07:24.480]  這個網站專門收集死過復生的人的見證
[00:07:24.480 --> 00:07:27.760]  這個網站比較可信的原因是
[00:07:27.760 --> 00:07:30.520]  這個網站就像做資料搜集一樣
[00:07:30.520 --> 00:07:33.080]  是由醫生主持分析的
[00:07:33.080 --> 00:07:38.640]  現在已經翻譯成很多種不同的語言
[00:07:38.640 --> 00:07:41.720]  包括繁體和簡體的中文也有
[00:07:41.720 --> 00:07:45.960]  如果你有興趣研究可以去看看
[00:07:45.960 --> 00:07:48.680]  這些現代的知識和見證
[00:07:48.680 --> 00:07:52.360]  都讓我們比較容易相信
[00:07:52.360 --> 00:07:56.360]  人死後不是一了百了
[00:07:56.360 --> 00:08:01.200]  而是有另外一個世界等著我們去
[00:08:01.200 --> 00:08:04.320]  說過我們相信人死後會復活
[00:08:04.320 --> 00:08:08.040]  死後有另外一個世界的信仰根基之後
[00:08:08.040 --> 00:08:13.960]  我們也簡單說說復活時身體的情況
