
[00:00:00.000 --> 00:00:05.440]  今天很高興可以回來繼續跟大家思想《已忽所書》
[00:00:05.440 --> 00:00:11.680]  我們上個星期已經開始看這本新的書卷
[00:00:11.680 --> 00:00:14.320]  題目是「願那大能與你同作」
[00:00:14.320 --> 00:00:15.800]  如果你上個星期在這裏的時候
[00:00:15.800 --> 00:00:18.240]  你應該記得我再三強調
[00:00:18.240 --> 00:00:23.120]  《已忽所書》不是一本普通的神學著作
[00:00:23.120 --> 00:00:25.600]  《已忽所書》是一本賤書
[00:00:25.600 --> 00:00:28.200]  保羅是寫給《已忽所》的聖徒
[00:00:28.200 --> 00:00:32.760]  叫他們為基督耶穌的福音奮勇作戰
[00:00:32.760 --> 00:00:35.520]  一場因基督而生的戰爭
[00:00:35.520 --> 00:00:39.280]  一場為基督耶穌所打的仗
[00:00:39.280 --> 00:00:41.080]  今天我們在這裏聽到的時候
[00:00:41.080 --> 00:00:44.440]  我要你記得其實我們都是在打仗
[00:00:44.440 --> 00:00:48.160]  今天在這個教堂裏面
[00:00:48.160 --> 00:00:50.960]  除了有你和我和三一真神之外
[00:00:50.960 --> 00:00:57.000]  還有天空靈界的惡魔在這裏
[00:00:57.000 --> 00:00:58.840]  保羅這樣告訴我們
[00:00:58.840 --> 00:01:04.160]  我們的征戰不是和有血有肉的人對抗
[00:01:04.160 --> 00:01:06.680]  而是和天空靈界的惡魔
[00:01:06.680 --> 00:01:07.880]  我們需要為自己祈禱
[00:01:07.880 --> 00:01:11.000]  因為講道是一個征戰
[00:01:11.000 --> 00:01:13.440]  聽道亦都是一個征戰
[00:01:13.440 --> 00:01:15.400]  我們是祈禱
[00:01:15.400 --> 00:01:17.000]  我的天父幫助我們
[00:01:17.000 --> 00:01:22.360]  要我們知道以下我們所要進行的是一場征戰
[00:01:22.360 --> 00:01:25.440]  儘管我們在這裏敬拜
[00:01:25.440 --> 00:01:29.440]  就只是因為我們在這裏要敬拜祢
[00:01:29.440 --> 00:01:34.280]  撒旦必定要在這裏與我們征戰
[00:01:34.280 --> 00:01:35.480]  幫助我們
[00:01:35.480 --> 00:01:38.000]  幫助我自己可以很清晰的
[00:01:38.000 --> 00:01:40.400]  在這段時間裏面
[00:01:40.400 --> 00:01:43.640]  可以定睛的仰望耶穌基督
[00:01:43.640 --> 00:01:46.760]  叫我傳的不是我自己的信息
[00:01:46.760 --> 00:01:50.800]  我靠的不是我的聰明智慧
[00:01:50.800 --> 00:01:59.120]  叫我們知道我們需要聖靈為我們打這一場激烈的屬靈征戰
[00:01:59.120 --> 00:02:04.120]  讓每一個坐在這裏聽的弟兄姊妹
[00:02:04.120 --> 00:02:06.680]  都知道他們在一場征戰當中
[00:02:06.680 --> 00:02:09.600]  撒旦會用各種不同的方法
[00:02:09.600 --> 00:02:16.320]  讓他們沒辦法認識真道
[00:02:16.320 --> 00:02:21.480]  求主幫助我們去傳講去聆聽
[00:02:21.480 --> 00:02:24.640]  再次感謝祢將您的話語帶到我們當中
[00:02:24.640 --> 00:02:27.200]  我們這樣祈禱是奉主耶穌基督的靈球
[00:02:27.200 --> 00:02:28.120]  阿們
[00:02:47.320 --> 00:02:51.240]  在希臘文裏面是一句說話
[00:02:51.240 --> 00:02:55.400]  保羅用了203或者202個希臘文字
[00:02:55.400 --> 00:03:01.360]  將這個重戰呈現在以弗所的聖徒當中
[00:03:01.360 --> 00:03:04.720]  保羅好像一開始重戰他沒辦法停止
[00:03:04.720 --> 00:03:07.000]  他的重戰不單止長氣
[00:03:07.000 --> 00:03:09.680]  他的重戰非常之離地
[00:03:09.680 --> 00:03:12.480]  他的重戰好像他閉上雙眼
[00:03:12.480 --> 00:03:14.520]  然後打開了他的天眼
[00:03:14.520 --> 00:03:18.200]  他用他的天眼看天上的事情
[00:03:18.200 --> 00:03:23.360]  以致他的重戰和我們今天所教會裏面聽到的重戰完全不同
[00:03:23.360 --> 00:03:24.440]  我們可以這樣說
[00:03:24.440 --> 00:03:26.640]  保羅的重戰非常之離地
[00:03:26.640 --> 00:03:28.280]  就是因為他這麼離地
[00:03:28.280 --> 00:03:30.840]  所以他很貼近神的心意
[00:03:30.840 --> 00:03:32.840]  相反當我們今天去到教會
[00:03:32.840 --> 00:03:35.640]  聽很多很貼地的祈禱的時候
[00:03:35.640 --> 00:03:36.800]  你應該心裏面想
[00:03:36.800 --> 00:03:38.440]  這些這樣的貼地的祈禱
[00:03:38.440 --> 00:03:42.880]  會不會是一個離神很遠的祈禱
[00:03:42.880 --> 00:03:46.640]  保羅承接了他第一個重戰之後
[00:03:46.640 --> 00:03:49.800]  繼續去為以弗所的聖徒祈禱
[00:03:49.800 --> 00:03:53.280]  一個照亮眼睛的祈禱
[00:03:53.280 --> 00:03:54.320]  甚至我也可以說
[00:03:54.320 --> 00:03:58.360]  他也是另外一個長氣兼離地的祈禱
