
[00:00:00.000 --> 00:00:03.160]  我們打開今天要分享的聖經
[00:00:03.160 --> 00:00:08.000]  路加福音13章31至35節
[00:00:08.000 --> 00:00:19.400]  路加福音13章31至35節
[00:00:19.400 --> 00:00:25.000]  找到嗎?
[00:00:25.000 --> 00:00:27.520]  好,我們一起讀,請
[00:00:27.880 --> 00:00:33.200]  正當那時,有幾個法利塞人來到耶穌說
[00:00:33.200 --> 00:00:38.000]  離開這裡去吧,因為希律想要殺你
[00:00:38.000 --> 00:00:42.600]  耶穌說,你共就要做那惡魔的事
[00:00:42.600 --> 00:00:45.840]  今天、明天,我講鬼已定
[00:00:45.840 --> 00:00:49.200]  第三天,我就要傳了
[00:00:49.200 --> 00:00:54.600]  最遠者遠,當年明天、後天,我必須要前行
[00:00:54.600 --> 00:00:59.800]  不愧天資對耶路撒冷以我喪命是不難的
[00:00:59.800 --> 00:01:03.000]  耶路撒冷啊,耶路撒冷啊
[00:01:03.000 --> 00:01:05.200]  你嘗殺害天資
[00:01:05.200 --> 00:01:10.000]  又用石頭打死那逢妻侶來徑來來來的
[00:01:10.000 --> 00:01:13.200]  可否致敬你罪集的兒女
[00:01:13.200 --> 00:01:17.400]  可任何的罪集罪自抗之下
[00:01:17.400 --> 00:01:19.600]  只是你們不願意
[00:01:19.600 --> 00:01:23.200]  看啊,你們的家成為方牆
[00:01:23.200 --> 00:01:25.800]  及你們,我告訴你們
[00:01:25.800 --> 00:01:29.000]  從今以後,你們不得叫見我
[00:01:29.000 --> 00:01:31.000]  直等到你們說
[00:01:31.000 --> 00:01:35.000]  共主名來的,是應當稱頌的
[00:01:35.000 --> 00:01:37.600]  好,這一段聖經
[00:01:37.600 --> 00:01:41.800]  31至33節是路加福音獨有的
[00:01:41.800 --> 00:01:45.600]  34、35節其實馬太福音都有記載的
[00:01:45.600 --> 00:01:53.000]  就是耶穌為耶路撒冷一個哀痛、一個呼喚
[00:01:53.000 --> 00:01:55.600]  我和聖經大家一起分享一下
[00:01:55.600 --> 00:01:59.600]  那個講題是改了的
[00:01:59.600 --> 00:02:05.000]  是一個擁抱這個悲情的城市
[00:02:05.000 --> 00:02:06.600]  擁抱它
[00:02:06.600 --> 00:02:09.600]  韋承就說是一個契機
[00:02:09.600 --> 00:02:12.000]  我就分享,我特別感受到
[00:02:12.000 --> 00:02:13.200]  當我預備的時候
[00:02:13.200 --> 00:02:16.800]  我彷彿見到神將手張開
[00:02:16.800 --> 00:02:19.400]  擁抱這個城市
[00:02:19.400 --> 00:02:21.000]  悲情的城市
[00:02:21.000 --> 00:02:24.000]  這裏是一個,如果你讀34、35
[00:02:24.000 --> 00:02:28.400]  你是會聽到耶穌的心懷好像怎樣呢?
[00:02:28.400 --> 00:02:30.600]  好像一個,祂看著兒子
[00:02:30.600 --> 00:02:34.000]  知道他走的路走錯了
[00:02:34.000 --> 00:02:37.000]  死路一條,而且很慘
[00:02:37.000 --> 00:02:38.600]  他這樣哀鳴
[00:02:38.600 --> 00:02:41.600]  我的兒子啊,我的兒子啊
[00:02:41.600 --> 00:02:44.400]  願你知道,願你明白
[00:02:44.400 --> 00:02:46.000]  願你回來
[00:02:46.000 --> 00:02:48.800]  所以我們要和這裡一起去分享
[00:02:48.800 --> 00:02:52.800]  首先我們看看31至33
[00:02:52.800 --> 00:02:54.400]  這裏說正當那時
[00:02:54.400 --> 00:02:56.200]  正當那時是什麼意思呢?
[00:02:56.200 --> 00:03:00.000]  其實是路加夫音一路前面說的
[00:03:00.000 --> 00:03:03.000]  再前一些對上的經文就是說
[00:03:03.000 --> 00:03:05.800]  耶穌叫我們要進閘門
[00:03:05.800 --> 00:03:07.200]  要努力去
[00:03:07.200 --> 00:03:09.800]  不是阿伯拉罕的後裔就可以
[00:03:09.800 --> 00:03:11.400]  是和法利塞人說的
[00:03:11.400 --> 00:03:14.400]  就是說要憑信心才可以進天國
[00:03:14.400 --> 00:03:17.400]  所以法利塞人就覺得
[00:03:17.400 --> 00:03:19.000]  我是阿伯拉罕的後裔
[00:03:19.000 --> 00:03:20.400]  所以我一定進天國的
[00:03:20.400 --> 00:03:22.600]  我一定是神的國度裏面有份的
[00:03:22.600 --> 00:03:24.000]  耶穌當然不是這樣說的
[00:03:24.000 --> 00:03:25.800]  說清楚,要因順稱義
[00:03:25.800 --> 00:03:27.000]  不是血統上
[00:03:27.000 --> 00:03:30.600]  是要信心,阿伯拉罕真正信心的後代
[00:03:30.600 --> 00:03:33.200]  再前一些就是其實他在安息日
[00:03:33.200 --> 00:03:36.400]  醫了一個18年駝背的
[00:03:36.400 --> 00:03:37.600]  大家讀醒有沒有記?
[00:03:37.600 --> 00:03:40.000]  駝背的一個女士
[00:03:40.000 --> 00:03:44.000]  安息日醫病,按住猶太人是不可以的
[00:03:44.000 --> 00:03:45.200]  是犯了法的
[00:03:45.200 --> 00:03:47.600]  所以耶穌就和她說對質
[00:03:47.600 --> 00:03:49.200]  聖經說
[00:03:49.200 --> 00:03:52.000]  當耶穌說你有隻牛,你有隻羊
[00:03:52.000 --> 00:03:54.800]  你跌了坑,你不救他嗎?
[00:03:54.800 --> 00:03:58.200]  他們聽到之後很羞愧
[00:03:58.200 --> 00:03:59.800]  所以這個時候是甚麼呢?
[00:03:59.800 --> 00:04:02.000]  所以這裏說法利塞人有幾個
[00:04:02.000 --> 00:04:04.400]  看回經文有幾個法利塞人對耶穌說
[00:04:04.400 --> 00:04:05.800]  在這個時候
[00:04:05.800 --> 00:04:08.000]  大家想一下
[00:04:08.000 --> 00:04:13.800]  究竟法利塞人是善意還是有些惡意呢?
[00:04:13.800 --> 00:04:15.800]  你猜
[00:04:15.800 --> 00:04:16.800]  一直這樣說
[00:04:16.800 --> 00:04:19.000]  其實這段時間是甚麼呢?
[00:04:19.000 --> 00:04:23.600]  是耶穌最後半年左右的侍奉階段
[00:04:23.600 --> 00:04:25.400]  其實頭幾年
[00:04:25.400 --> 00:04:30.800]  其實已經和法利塞人說俗語說很多牙齒印
[00:04:30.800 --> 00:04:32.600]  法利塞人已經很生氣
[00:04:32.600 --> 00:04:34.600]  因為很多人都聽耶穌說
[00:04:34.600 --> 00:04:36.000]  耶穌有行神蹟
[00:04:36.000 --> 00:04:37.000]  耶穌說話
[00:04:37.000 --> 00:04:39.400]  聖經說記載大有權柄的耶穌說話
[00:04:39.400 --> 00:04:40.000]  甚麼叫有權柄?
[00:04:40.000 --> 00:04:41.400]  他說話就是有力的
[00:04:41.400 --> 00:04:43.600]  他說話一說就好像是
[00:04:43.600 --> 00:04:47.000]  所以法利塞人說話是沒有人聽的
[00:04:47.000 --> 00:04:49.000]  已經宗教化了
[00:04:49.000 --> 00:04:50.600]  這個城市是甚麼城市呢?
[00:04:50.600 --> 00:04:54.400]  現在這個是一個很宗教化的
[00:04:54.400 --> 00:04:55.600]  是神的英許
[00:04:55.600 --> 00:04:57.000]  是神揀選的國家
[00:04:57.000 --> 00:04:58.800]  是神揀選的城市
[00:04:58.800 --> 00:05:00.800]  是有神各樣的恩寵
[00:05:00.800 --> 00:05:02.200]  可以敬拜神
[00:05:02.200 --> 00:05:03.800]  可以親近神的地方
[00:05:03.800 --> 00:05:05.400]  但是他也是很腐敗
[00:05:05.400 --> 00:05:09.800]  在宗教裏面很多的僵硬化
[00:05:09.800 --> 00:05:12.600]  好像血管閉塞一樣
[00:05:12.600 --> 00:05:14.600]  去不了心臟的
[00:05:14.600 --> 00:05:16.800]  這裏說正當那時
[00:05:16.800 --> 00:05:17.600]  法利塞人
[00:05:17.600 --> 00:05:18.600]  所以我們想一下
[00:05:18.600 --> 00:05:20.200]  他說你離開這裏去吧
[00:05:20.200 --> 00:05:23.000]  因為希律要殺你
[00:05:23.000 --> 00:05:24.400]  這個說話也很重要的
[00:05:24.400 --> 00:05:25.600]  如果你去探訪一下
[00:05:25.600 --> 00:05:26.800]  逐家探訪
[00:05:26.800 --> 00:05:28.000]  有人在外面
[00:05:28.000 --> 00:05:29.200]  都說你快點走
[00:05:29.200 --> 00:05:33.000]  有人要殺你了
[00:05:33.000 --> 00:05:35.000]  拿著刀來的
[00:05:35.000 --> 00:05:36.800]  坐著電梯來的
[00:05:36.800 --> 00:05:37.400]  你快點走
[00:05:37.400 --> 00:05:39.000]  你怕不怕?
[00:05:39.000 --> 00:05:40.200]  都挺害怕的
[00:05:40.200 --> 00:05:41.000]  你快點走
[00:05:41.000 --> 00:05:42.600]  說要砍你
[00:05:42.600 --> 00:05:43.800]  如果在國內我們服侍一下
[00:05:43.800 --> 00:05:45.000]  快點走
[00:05:45.000 --> 00:05:46.200]  公安來了
[00:05:46.200 --> 00:05:48.800]  真的試過真的要走人的
[00:05:48.800 --> 00:05:50.400]  三字的OK
[00:05:50.400 --> 00:05:51.600]  你不是那些開放
[00:05:51.600 --> 00:05:53.400]  真的試過走了
[00:05:53.400 --> 00:05:56.400]  進去手機都要拿走的
[00:05:56.400 --> 00:05:58.200]  因為電都拆出來的
[00:05:58.200 --> 00:06:00.200]  因為可以追蹤的
[00:06:00.200 --> 00:06:01.000]  要拿走電
[00:06:01.000 --> 00:06:02.000]  那些很緊張的
[00:06:02.000 --> 00:06:03.600]  那些挺害怕的
[00:06:03.600 --> 00:06:04.800]  現在似乎是這樣的
[00:06:04.800 --> 00:06:06.200]  那班法利塞人就說
[00:06:06.200 --> 00:06:09.000]  耶穌是不是善意呢?
[00:06:09.000 --> 00:06:10.400]  按道理應該不是的
[00:06:10.400 --> 00:06:12.200]  如果善意
[00:06:12.200 --> 00:06:14.400]  應該都有尼哥底姆那一類的
[00:06:14.400 --> 00:06:17.200]  尼哥底姆都去拜訪耶穌的
[00:06:17.200 --> 00:06:18.800]  對耶穌都有好感的
[00:06:18.800 --> 00:06:19.600]  求道的
[00:06:19.600 --> 00:06:21.200]  去認識神的
[00:06:21.200 --> 00:06:23.200]  但是如果照尚文夏利
[00:06:23.200 --> 00:06:24.400]  極可能
[00:06:24.400 --> 00:06:26.600]  他應該是阻攔耶穌
[00:06:26.600 --> 00:06:30.000]  因為實在太多人跟著耶穌了
[00:06:30.000 --> 00:06:32.000]  希律要殺他
[00:06:32.000 --> 00:06:33.000]  所以呢
[00:06:33.000 --> 00:06:35.000]  這裡是耶穌面對著什麼呢?
[00:06:35.000 --> 00:06:36.800]  面對著一種壓力
[00:06:36.800 --> 00:06:37.600]  在他侍奉
[00:06:37.600 --> 00:06:39.000]  在服侍裡面
[00:06:39.000 --> 00:06:40.400]  那希律是什麼人呢?
[00:06:40.400 --> 00:06:41.200]  希律呢
[00:06:41.200 --> 00:06:43.600]  你看馬太方有希律的
[00:06:43.600 --> 00:06:44.600]  那個大希律
[00:06:44.600 --> 00:06:48.000]  是現在說的希律的爸爸來的
[00:06:48.000 --> 00:06:50.200]  他是在統治整個以色列
[00:06:50.200 --> 00:06:52.000]  猶大猶太地的
[00:06:52.000 --> 00:06:53.000]  那個時候
[00:06:53.000 --> 00:06:55.400]  他到了主後四年左右
[00:06:55.400 --> 00:06:57.400]  就開始分給那些子女了
[00:06:57.400 --> 00:06:58.400]  分給那些子女了
[00:06:58.400 --> 00:06:59.600]  這個其中一個兒子來的
[00:06:59.600 --> 00:07:00.600]  現在這個希律
[00:07:00.600 --> 00:07:02.800]  那大希律做過什麼呢?
[00:07:02.800 --> 00:07:06.400]  就是耶穌降生伯利恆的時候
[00:07:06.400 --> 00:07:08.000]  多少歲以下的人死了?
[00:07:08.000 --> 00:07:08.800]  兩歲以下
[00:07:08.800 --> 00:07:11.000]  因為他知道大概是這樣
[00:07:11.000 --> 00:07:12.200]  那裡是在說什麼呢?
[00:07:12.200 --> 00:07:14.000]  如果你看回馬太福音說
[00:07:14.000 --> 00:07:18.000]  那裡是全城和希律王他們都不安
[00:07:18.000 --> 00:07:18.800]  什麼意思呢?
[00:07:18.800 --> 00:07:21.200]  他們聽到猶太人的王
[00:07:21.200 --> 00:07:23.000]  有個生了出來猶太人的王
[00:07:23.000 --> 00:07:24.000]  幾個博士說
[00:07:24.000 --> 00:07:24.600]  猶太人的王
[00:07:24.600 --> 00:07:25.000]  他們就想
[00:07:25.000 --> 00:07:26.200]  哇 猶太人的王
[00:07:26.200 --> 00:07:27.000]  所以他們不安
[00:07:27.000 --> 00:07:29.400]  怕政治動盪
[00:07:29.400 --> 00:07:31.600]  已經被人統治著了
[00:07:31.600 --> 00:07:32.200]  是不是?
[00:07:32.200 --> 00:07:35.600]  被羅馬政府已經管治以色列了
[00:07:35.600 --> 00:07:37.200]  他自己已經都不可以管治
[00:07:37.200 --> 00:07:38.400]  因為還生一個王
[00:07:38.400 --> 00:07:40.200]  他們其實很害怕
[00:07:40.200 --> 00:07:41.600]  那這個大希律就害怕
[00:07:41.600 --> 00:07:43.200]  就殺了兩歲以下
[00:07:43.200 --> 00:07:47.400]  到現在這個希律叫做安提伯
[00:07:47.400 --> 00:07:49.600]  他在這段時間做王
[00:07:49.600 --> 00:07:51.400]  那安提伯做過什麼事呢?
[00:07:51.400 --> 00:07:54.400]  施洗翰出來的時候
[00:07:54.400 --> 00:07:56.000]  耶穌的先鋒
[00:07:56.000 --> 00:07:58.000]  施洗翰被誰殺的?
[00:07:58.000 --> 00:08:00.400]  就是被希律殺的
[00:08:00.400 --> 00:08:03.200]  因為施洗翰說他娶了他兄弟的太太
[00:08:03.200 --> 00:08:07.800]  叫做希羅底
[00:08:07.800 --> 00:08:09.000]  希羅底
[00:08:09.000 --> 00:08:10.000]  他就娶了他
[00:08:10.000 --> 00:08:13.200]  所以施洗翰指出他的問題
[00:08:13.200 --> 00:08:14.400]  他就不開心
[00:08:14.400 --> 00:08:16.000]  他就想殺他
[00:08:16.000 --> 00:08:17.400]  但是聖經說
[00:08:17.400 --> 00:08:18.600]  他說想殺他
[00:08:18.600 --> 00:08:21.000]  但是因為達性覺得
[00:08:21.000 --> 00:08:22.600]  施洗翰是先知
[00:08:22.600 --> 00:08:24.000]  所以他不敢殺
