
[00:00:00.000 --> 00:00:03.300]  很快我們來到在肥臘比書最後一章
[00:00:03.300 --> 00:00:05.100]  最後一段
[00:00:05.100 --> 00:00:08.600]  這裏我們思想了很多基督徒的喜樂
[00:00:08.600 --> 00:00:11.700]  特別最近這幾個月
[00:00:11.700 --> 00:00:13.500]  我們在肥臘比書
[00:00:13.500 --> 00:00:18.900]  一直去看保羅每一次提到喜樂、快樂的原因
[00:00:18.900 --> 00:00:20.700]  今天來到最後這一段
[00:00:20.700 --> 00:00:22.200]  在第四章第十節
[00:00:22.200 --> 00:00:25.100]  我們一起讀讀這十一節的經文
[00:00:25.100 --> 00:00:27.500]  由第十節到第二十節
[00:00:27.500 --> 00:00:30.900]  請大家如果喜歡看自己聖經
[00:00:30.900 --> 00:00:32.300]  可以或者看螢幕
[00:00:32.300 --> 00:00:34.400]  我們一起讀出
[00:00:34.400 --> 00:00:36.900]  好 四章第十節請讀
[00:00:36.900 --> 00:00:40.300]  我靠主大大地喜樂
[00:00:40.300 --> 00:00:43.300]  因為你們思念我的心
[00:00:43.300 --> 00:00:45.500]  如今又發生
[00:00:45.500 --> 00:00:48.600]  你們向來就思念我
[00:00:48.600 --> 00:00:51.400]  只是獲得機會
[00:00:51.400 --> 00:00:55.100]  我並不是因缺乏說者說
[00:00:55.100 --> 00:00:58.000]  無論在什麼境況
[00:00:58.000 --> 00:01:00.000]  都可以知足
[00:01:00.000 --> 00:01:03.600]  這事我已經學會了
[00:01:03.600 --> 00:01:07.200]  我知道怎樣處悲慘
[00:01:07.200 --> 00:01:10.600]  也知道怎樣處豐富
[00:01:10.600 --> 00:01:13.600]  或糾足或飢餓
[00:01:13.600 --> 00:01:16.400]  或有緣或缺乏
[00:01:16.400 --> 00:01:18.400]  隨時隨在
[00:01:18.400 --> 00:01:21.000]  我都得了避缺
[00:01:21.000 --> 00:01:27.000]  我靠著那加急我力量的凡事都能做
[00:01:27.000 --> 00:01:31.500]  然而你們和我同受患難
[00:01:31.500 --> 00:01:33.600]  原是美事
[00:01:33.600 --> 00:01:35.500]  肥辣比人也
[00:01:35.500 --> 00:01:37.300]  你們也知道
[00:01:37.300 --> 00:01:39.100]  我初傳福音
[00:01:39.100 --> 00:01:42.100]  來了馬其頓的時候
[00:01:42.100 --> 00:01:44.700]  論到受授的事
[00:01:44.700 --> 00:01:47.100]  除了你們以外
[00:01:47.100 --> 00:01:50.800]  並沒有別的教會供給我
[00:01:50.800 --> 00:01:54.300]  就像我在潔撒羅尼加
[00:01:54.300 --> 00:01:58.500]  你們也一次兩次地打發人
[00:01:58.500 --> 00:02:01.200]  供給我的需要
[00:02:01.200 --> 00:02:04.500]  我並不求什麼偽造
[00:02:04.500 --> 00:02:08.300]  所求的就是你們的果子
[00:02:08.300 --> 00:02:10.000]  漸漸增多
[00:02:10.000 --> 00:02:12.800]  歸在你們的像上
[00:02:12.800 --> 00:02:15.400]  但我樣樣都有
[00:02:15.400 --> 00:02:17.400]  並且有餘
[00:02:17.400 --> 00:02:19.600]  我已經充足
[00:02:19.600 --> 00:02:22.300]  因我從以巴忽悔
[00:02:22.300 --> 00:02:24.800]  受了你們的賄贈
[00:02:24.800 --> 00:02:27.800]  當作極美的香氣
[00:02:27.800 --> 00:02:30.400]  為上帝所收納
[00:02:30.400 --> 00:02:33.400]  所喜悅的祭物
[00:02:33.400 --> 00:02:38.800]  我的上帝必照他榮耀的豐富
[00:02:38.800 --> 00:02:41.300]  在基督耶穌裡
[00:02:41.300 --> 00:02:46.100]  使你們一切所需用的都充足
[00:02:46.100 --> 00:02:50.500]  願榮耀歸給我們的父上帝
[00:02:50.500 --> 00:02:53.400]  直到永遠
[00:02:53.400 --> 00:02:55.400]  阿門
[00:02:55.400 --> 00:02:57.000]  如果大家有留意
[00:02:57.000 --> 00:02:58.800]  剛才這一段一開始
[00:02:58.800 --> 00:03:01.300]  保羅又重新說
[00:03:01.300 --> 00:03:02.800]  他說「我靠主」
[00:03:02.800 --> 00:03:04.100]  又在「主」裡面
[00:03:04.100 --> 00:03:05.600]  在基督裡面
[00:03:05.600 --> 00:03:06.800]  「靠著主」
[00:03:06.800 --> 00:03:07.400]  什麼呢?
[00:03:07.400 --> 00:03:11.000]  他說「我靠大大地起落」
[00:03:11.000 --> 00:03:13.000]  「我靠主大大地起落」
[00:03:13.000 --> 00:03:15.900]  然後他就說出這個原因
[00:03:15.900 --> 00:03:18.700]  他說「因為你們思念我的心」
[00:03:18.700 --> 00:03:20.600]  「如今又發生」等等
[00:03:20.600 --> 00:03:24.800]  一直說關乎他和菲律賓教會之間的
[00:03:24.800 --> 00:03:28.000]  一些很寶貴的關係
[00:03:28.000 --> 00:03:32.900]  以及引出他大大起落的原因
[00:03:32.900 --> 00:03:35.200]  在這裡我們從這段經文裡面
[00:03:35.200 --> 00:03:37.600]  我用兩方面跟大家一起的
[00:03:37.600 --> 00:03:38.600]  來勉勵
[00:03:38.600 --> 00:03:41.000]  在聖經的經文給我們看見
[00:03:41.000 --> 00:03:42.200]  保羅起落
[00:03:42.200 --> 00:03:43.700]  也是我們基督徒起落
[00:03:43.700 --> 00:03:45.600]  應該有的原因
[00:03:45.600 --> 00:03:47.200]  是什麼呢?
[00:03:47.200 --> 00:03:48.200]  在這裡
[00:03:48.200 --> 00:03:49.900]  第一方面我們看到
[00:03:49.900 --> 00:03:52.500]  基督徒的起落
[00:03:52.500 --> 00:03:56.200]  是能夠與錢無關的
[00:03:56.200 --> 00:03:57.300]  剛才我們還沒讀到
[00:03:57.300 --> 00:03:59.500]  他說「我知道怎樣處」
[00:03:59.500 --> 00:04:01.500]  「豐富又知道處」
[00:04:01.500 --> 00:04:02.600]  什麼呢?
[00:04:02.600 --> 00:04:03.600]  卑賤
[00:04:03.600 --> 00:04:05.100]  或飽足
[00:04:05.100 --> 00:04:06.100]  或什麼呢?
[00:04:06.100 --> 00:04:07.500]  或飢餓
[00:04:07.500 --> 00:04:09.500]  這幾天一定不會飢餓了
[00:04:09.500 --> 00:04:11.500]  我們吃了很多東西
[00:04:11.500 --> 00:04:14.700]  在假期當中我們很飽足
[00:04:14.700 --> 00:04:15.900]  但是真的
[00:04:15.900 --> 00:04:17.300]  這些物質的豐富
[00:04:17.300 --> 00:04:20.000]  或者金錢所帶給我們的快樂
[00:04:20.000 --> 00:04:23.000]  有時候一過了就完了
[00:04:23.000 --> 00:04:24.800]  多開心的日子
[00:04:24.800 --> 00:04:26.300]  物質多豐富
[00:04:26.300 --> 00:04:29.100]  我們不可能每天都這麼多東西
[00:04:29.100 --> 00:04:31.000]  每天都這麼豐富
[00:04:31.000 --> 00:04:33.600]  因為如果是這樣
[00:04:33.600 --> 00:04:34.500]  過多幾天
[00:04:34.500 --> 00:04:35.300]  過多一個星期
[00:04:35.300 --> 00:04:36.100]  過多兩星期
[00:04:36.100 --> 00:04:37.700]  又覺得沒什麼了
[00:04:37.700 --> 00:04:40.600]  又覺得可能吃飽了
[00:04:40.600 --> 00:04:42.600]  又或者可能太多東西了
[00:04:42.600 --> 00:04:43.700]  事實上今天
[00:04:43.700 --> 00:04:45.100]  在這個世界裡
[00:04:45.100 --> 00:04:47.800]  是因為太豐富
[00:04:47.800 --> 00:04:49.100]  物質太多
[00:04:49.100 --> 00:04:50.600]  吃得太多
[00:04:50.600 --> 00:04:53.300]  而生病的人多過
[00:04:53.300 --> 00:04:56.900]  因為飢餓沒東西吃的人
[00:04:56.900 --> 00:04:59.800]  那個比例是更多的
[00:04:59.800 --> 00:05:01.200]  所以今天這個世界
[00:05:01.200 --> 00:05:03.700]  雖然有很多人在飢餓貧窮當中
[00:05:03.700 --> 00:05:05.500]  但是發覺人有病
[00:05:05.500 --> 00:05:07.200]  那些病很多時候
[00:05:07.200 --> 00:05:09.300]  未必是因為飢餓貧窮
[00:05:09.300 --> 00:05:11.900]  反而是因為物質太豐富
[00:05:11.900 --> 00:05:13.100]  我們今天看到
[00:05:13.100 --> 00:05:16.100]  這裡保羅也是這麼說
[00:05:16.100 --> 00:05:19.200]  他的快樂的原因
[00:05:19.200 --> 00:05:21.800]  不是一定和物質的豐富
[00:05:21.800 --> 00:05:25.300]  或者不一定和有沒有錢有關
[00:05:25.300 --> 00:05:27.800]  因為這些都是短暫的
[00:05:27.800 --> 00:05:29.500]  而且不可靠的
[00:05:29.500 --> 00:05:32.400]  因為我們可能擁有很多東西在世上
[00:05:32.400 --> 00:05:34.400]  但是可能都是會
[00:05:34.400 --> 00:05:38.200]  只不過帶給我們一時間的快樂
[00:05:38.200 --> 00:05:40.300]  但是長久的快樂
[00:05:40.300 --> 00:05:43.000]  只能夠在基督耶穌裡面
[00:05:43.000 --> 00:05:44.900]  所以如果我們的快樂
[00:05:44.900 --> 00:05:47.800]  完全建基在這些物質
[00:05:47.800 --> 00:05:49.000]  豐富
[00:05:49.000 --> 00:05:50.100]  享用
[00:05:50.100 --> 00:05:51.700]  享受上面
[00:05:51.700 --> 00:05:53.600]  那可能我們人生
[00:05:53.600 --> 00:05:55.300]  我們屬靈上面
[00:05:55.300 --> 00:05:56.400]  耶穌說
[00:05:56.400 --> 00:06:00.800]  祂說可能我們只不過是仍然很貧窮
[00:06:00.800 --> 00:06:02.300]  真正的富足
[00:06:02.300 --> 00:06:06.200]  不是建立在物質的豐富和享受上
[00:06:06.200 --> 00:06:08.500]  保羅也是表達到
[00:06:08.500 --> 00:06:10.600]  基督徒或者他自己
[00:06:10.600 --> 00:06:13.600]  大大快樂的原因
[00:06:13.600 --> 00:06:18.300]  是和物質上面的豐富或者缺乏
[00:06:18.300 --> 00:06:22.000]  沒有完全直接的關係
