
[00:00:00.000 --> 00:00:02.000]  領姐妹平安
[00:00:02.000 --> 00:00:04.000]  謝謝江牧師的邀請
[00:00:04.000 --> 00:00:06.000]  代表福音正主協會
[00:00:06.000 --> 00:00:08.000]  向大家一起分享神的道
[00:00:08.000 --> 00:00:10.000]  神的話真的很寶貴
[00:00:10.000 --> 00:00:12.000]  剛剛的詩歌
[00:00:12.000 --> 00:00:14.000]  將神的話
[00:00:14.000 --> 00:00:16.000]  經歷神的恩典
[00:00:16.000 --> 00:00:18.000]  寫出來 傳頌出來
[00:00:18.000 --> 00:00:20.000]  可以大家一起去唱
[00:00:20.000 --> 00:00:22.000]  剛才詩歌說到很多風浪
[00:00:22.000 --> 00:00:24.000]  很多的經歷
[00:00:24.000 --> 00:00:26.000]  我們唱了好幾次
[00:00:26.000 --> 00:00:28.000]  那次的詩歌
[00:00:28.000 --> 00:00:30.000]  事實上
[00:00:30.000 --> 00:00:32.000]  我們教會好 家裏面好
[00:00:32.000 --> 00:00:34.000]  都不容易
[00:00:34.000 --> 00:00:36.000]  但是我們要傳頌的
[00:00:36.000 --> 00:00:38.000]  就是神的恩典
[00:00:38.000 --> 00:00:40.000]  如何在我們的家
[00:00:40.000 --> 00:00:42.000]  在我們的教會裏面帶領我們
[00:00:42.000 --> 00:00:44.000]  並且我們要傳頌這個恩典
[00:00:44.000 --> 00:00:46.000]  不單止是我們家族的下一代
[00:00:46.000 --> 00:00:48.000]  更加要給我們的
[00:00:48.000 --> 00:00:50.000]  隔離論社
[00:00:50.000 --> 00:00:52.000]  給我們的友論
[00:00:52.000 --> 00:00:54.000]  所以經文所說到
[00:00:54.000 --> 00:00:56.000]  我們要讓遍地
[00:00:56.000 --> 00:00:58.000]  傳給眾神
[00:00:58.000 --> 00:01:02.000]  不知道你們想想
[00:01:02.000 --> 00:01:04.000]  家裏面
[00:01:04.000 --> 00:01:06.000]  家族的DNA
[00:01:06.000 --> 00:01:08.000]  或者一些家族上
[00:01:08.000 --> 00:01:10.000]  很厲害的東西
[00:01:10.000 --> 00:01:12.000]  有沒有流傳到
[00:01:12.000 --> 00:01:14.000]  一想起家
[00:01:14.000 --> 00:01:16.000]  對你來説
[00:01:16.000 --> 00:01:18.000]  家庭裏面
[00:01:18.000 --> 00:01:20.000]  有這種很厲害的DNA
[00:01:20.000 --> 00:01:22.000]  我都可以想一想
[00:01:24.000 --> 00:01:26.000]  我自己
[00:01:26.000 --> 00:01:28.000]  我經常都讚我爸爸
[00:01:28.000 --> 00:01:30.000]  我爸爸的DNA遺傳給我
[00:01:30.000 --> 00:01:32.000]  不單止他帥
[00:01:32.000 --> 00:01:34.000]  還要
[00:01:34.000 --> 00:01:36.000]  我爸爸的運動
[00:01:36.000 --> 00:01:38.000]  是很厲害的
[00:01:38.000 --> 00:01:40.000]  他打籃球是很厲害的
[00:01:40.000 --> 00:01:42.000]  我跟我姐姐都有這種DNA
[00:01:42.000 --> 00:01:44.000]  運動是很厲害的
[00:01:44.000 --> 00:01:46.000]  小時候 你看我心情
[00:01:46.000 --> 00:01:48.000]  生了小朋友又不同了
[00:01:48.000 --> 00:01:50.000]  這個DNA都會流傳給我們下一代
[00:01:50.000 --> 00:01:52.000]  我們想想我們家族裏面
[00:01:52.000 --> 00:01:54.000]  有些笑笑口
[00:01:54.000 --> 00:01:56.000]  一家裏面有些很正的東西
[00:01:56.000 --> 00:01:58.000]  可以想一想
[00:01:58.000 --> 00:02:00.000]  但我們怎樣可以將這個
[00:02:00.000 --> 00:02:02.000]  這麼正的DNA
[00:02:02.000 --> 00:02:04.000]  可以流傳到
[00:02:04.000 --> 00:02:06.000]  傳到給我們下一代呢
[00:02:06.000 --> 00:02:10.000]  傳恩堂
[00:02:10.000 --> 00:02:12.000]  的名字
[00:02:12.000 --> 00:02:14.000]  一定要有
[00:02:14.000 --> 00:02:16.000]  傳統或者原因
[00:02:16.000 --> 00:02:18.000]  我們又可以思想在教會裏面
[00:02:18.000 --> 00:02:20.000]  什麼DNA
[00:02:20.000 --> 00:02:22.000]  可以搬到這裏
[00:02:22.000 --> 00:02:24.000]  在這裏建礦堂
[00:02:24.000 --> 00:02:26.000]  之後九月會再去
[00:02:26.000 --> 00:02:28.000]  不同的北角那邊
[00:02:28.000 --> 00:02:30.000]  再去擴展
[00:02:30.000 --> 00:02:32.000]  傳恩堂這麼正的DNA
[00:02:32.000 --> 00:02:34.000]  怎樣可以流傳出去呢
[00:02:34.000 --> 00:02:36.000]  我們可以思想一下
[00:02:36.000 --> 00:02:38.000]  我們在經文
[00:02:38.000 --> 00:02:40.000]  進入經文之前一起禱告
[00:02:40.000 --> 00:02:44.000]  親愛的爸爸父母
[00:02:44.000 --> 00:02:46.000]  感謝札美尼
[00:02:46.000 --> 00:02:48.000]  札美尼在我們家庭裏面
[00:02:48.000 --> 00:02:50.000]  做了很多奇妙的工作
[00:02:50.000 --> 00:02:52.000]  你的恩典你的愛
[00:02:52.000 --> 00:02:54.000]  充滿了你的家庭
[00:02:54.000 --> 00:02:56.000]  再感謝你帶我們家人
[00:02:56.000 --> 00:02:58.000]  回到教會當中
[00:02:58.000 --> 00:03:00.000]  回到傳恩堂當中
[00:03:00.000 --> 00:03:02.000]  感謝你的愛
[00:03:02.000 --> 00:03:04.000]  透過我們弟兄姊妹的分享
[00:03:04.000 --> 00:03:06.000]  學習在生命上
[00:03:06.000 --> 00:03:08.000]  要傳承你自己的DNA的時候
[00:03:08.000 --> 00:03:10.000]  有實理異類的樣式的時候
[00:03:10.000 --> 00:03:12.000]  再教導我們怎樣透過經文
[00:03:12.000 --> 00:03:14.000]  透過你的話
[00:03:14.000 --> 00:03:16.000]  陷入我們的心裏
[00:03:16.000 --> 00:03:18.000]  並且我們的心靈
[00:03:18.000 --> 00:03:20.000]  流露出神你的樣式
[00:03:20.000 --> 00:03:22.000]  再求你的愛
[00:03:22.000 --> 00:03:24.000]  成為我們整個教會的DNA
[00:03:24.000 --> 00:03:26.000]  成為我們要走出去
[00:03:26.000 --> 00:03:28.000]  社區裏面的時候
[00:03:28.000 --> 00:03:30.000]  我們都是帶著神你的
[00:03:30.000 --> 00:03:32.000]  獨有獨一真實
[00:03:32.000 --> 00:03:34.000]  尊崇你的樣式要走出去
[00:03:34.000 --> 00:03:36.000]  再感謝札美尼聽我們的禱告
[00:03:36.000 --> 00:03:38.000]  禱告奉主耶穌基督的聖名
[00:03:38.000 --> 00:03:40.000]  加滿
[00:03:40.000 --> 00:03:44.000]  有張照片
[00:03:44.000 --> 00:03:46.000]  就是啟發 相信大家都有些印象
[00:03:46.000 --> 00:03:48.000]  啟發的海報
[00:03:48.000 --> 00:03:50.000]  海報一個就是
[00:03:50.000 --> 00:03:52.000]  教會的童工
[00:03:52.000 --> 00:03:54.000]  借了我的樣子
