
[00:00:00.000 --> 00:00:01.060]  在原文裡面
[00:00:01.060 --> 00:00:03.220]  其實「以利沙」這個名字
[00:00:03.220 --> 00:00:05.880]  只出現了三次在這段聖經裡面
[00:00:05.880 --> 00:00:07.840]  第四章第八節
[00:00:07.840 --> 00:00:09.380]  第四章第十七節
[00:00:09.380 --> 00:00:10.760]  第四章三十二節
[00:00:10.760 --> 00:00:13.060]  都有提到「以利沙」這個名稱
[00:00:13.060 --> 00:00:16.360]  也剛好在每一個段落裡面出現了一次
[00:00:16.360 --> 00:00:17.660]  因為這段經文
[00:00:17.660 --> 00:00:19.760]  正如我們上兩次有提過
[00:00:19.760 --> 00:00:22.500]  「一日」這個時間的標記
[00:00:22.500 --> 00:00:25.080]  成為了我們分段最好的座標
[00:00:25.080 --> 00:00:28.480]  因為有三次出現「一日」這個字眼
[00:00:29.060 --> 00:00:31.960]  也很清楚將整個敘述的故事
[00:00:31.960 --> 00:00:33.200]  分為三個段落
[00:00:33.200 --> 00:00:35.120]  而它的名字「以利沙」
[00:00:35.120 --> 00:00:37.620]  就在每一個段落裡面都出現了一次
[00:00:37.620 --> 00:00:38.580]  你說不是啊
[00:00:38.580 --> 00:00:40.640]  中文聖經有很多次出現「以利沙」
[00:00:40.640 --> 00:00:43.360]  不過是那個人加上去
[00:00:43.360 --> 00:00:44.660]  但是事實上
[00:00:44.660 --> 00:00:47.600]  出現「以利沙」的經文只有三次
[00:00:47.600 --> 00:00:49.160]  就是第四章第八節
[00:00:49.160 --> 00:00:50.460]  第四章第十七節
[00:00:50.460 --> 00:00:52.020]  第四章三十二節
[00:00:52.020 --> 00:00:53.560]  除了「以利沙」之外
[00:00:53.560 --> 00:00:56.640]  聖經的作者也有其他的名字去稱呼「以利沙」
[00:00:56.640 --> 00:00:58.920]  例如「主人」這個名字
[00:00:58.920 --> 00:01:00.540]  在第四章十六節
[00:01:00.540 --> 00:01:02.760]  第四章二十八節都有出現過
[00:01:02.760 --> 00:01:06.040]  不過稱呼這個做主人的人
[00:01:06.040 --> 00:01:10.400]  竟然不是他的僕人基哈西
[00:01:10.400 --> 00:01:11.440]  竟然之間
[00:01:11.440 --> 00:01:14.140]  原來就是這個書念的婦人
[00:01:14.140 --> 00:01:17.280]  一連兩次在這段聖經裡面有提到
[00:01:17.280 --> 00:01:18.120]  主人
[00:01:18.120 --> 00:01:18.960]  主人
[00:01:18.960 --> 00:01:19.860]  主人
[00:01:19.860 --> 00:01:21.780]  不過這個主人的稱呼
[00:01:21.780 --> 00:01:24.720]  原來是稱呼「以利沙」
[00:01:24.720 --> 00:01:27.240]  就是由這個婦人去稱呼
[00:01:27.660 --> 00:01:30.460]  不僅主人這個名字
[00:01:30.460 --> 00:01:34.560]  甚至「神人」這個名字在這段聖經裡面經常出現
[00:01:34.560 --> 00:01:37.360]  「神人」這個稱呼總共有八次出現
[00:01:37.360 --> 00:01:39.120]  第九節是第一次
[00:01:39.120 --> 00:01:41.800]  而第二個段落也是出現了另一次
[00:01:41.800 --> 00:01:43.520]  最多出現的段落
[00:01:43.520 --> 00:01:45.240]  就是最後一個段落
[00:01:45.240 --> 00:01:46.520]  第三個段落
[00:01:46.520 --> 00:01:50.460]  第三個段落總共出現了六次
[00:01:50.460 --> 00:01:55.280]  所以我們看到「神人」這個字眼非常重要
[00:01:55.280 --> 00:01:58.260]  特別是最後一個段落裡面就強調了神的能力
[00:01:58.260 --> 00:02:02.080]  將孩子從死亡裡面拯救出來的那個段落
[00:02:02.080 --> 00:02:04.260]  用得最多次數的就是那裡
[00:02:04.260 --> 00:02:05.080]  「神人」
[00:02:05.080 --> 00:02:07.280]  神內的男人
[00:02:07.280 --> 00:02:08.380]  「神人」
[00:02:08.380 --> 00:02:10.820]  看到「神人」的時候
[00:02:10.820 --> 00:02:13.900]  我們今天嘗試去看的有三件很重要的事情
[00:02:13.900 --> 00:02:16.920]  第一件事作為神內的人
[00:02:16.920 --> 00:02:19.780]  必須是要關心生命
[00:02:19.780 --> 00:02:24.520]  第一件事我們要學的就是關心和細心
[00:02:24.520 --> 00:02:26.000]  從經文暗示我們
[00:02:26.000 --> 00:02:31.020]  神人以利沙其實已經去過這個家裡至少好幾次了
[00:02:31.020 --> 00:02:32.560]  真的很難去置信
[00:02:32.560 --> 00:02:34.480]  因為根據經文告訴我們
[00:02:34.480 --> 00:02:37.900]  她完全不知道她老公是年紀大的
[00:02:37.900 --> 00:02:41.620]  而且也不知道這個婦人沒有小孩
[00:02:41.620 --> 00:02:42.960]  有沒有可能呢?
[00:02:42.960 --> 00:02:46.500]  難道神人以利沙所吃的晚餐是碟頭飯嗎?
[00:02:46.500 --> 00:02:49.340]  難道是包廳只有她一個人自己吃嗎?
[00:02:49.340 --> 00:02:55.580]  還是更後期有人直接把飯送到房間給她吃呢?
[00:02:55.580 --> 00:02:58.460]  難道先知以利沙真的不夠細心
[00:02:58.460 --> 00:03:00.120]  還是她老眼昏花
[00:03:00.120 --> 00:03:03.840]  她根本沒有留意整個家裡的情況是怎樣?
[00:03:03.840 --> 00:03:05.960]  我不知道大家有沒有想過
[00:03:05.960 --> 00:03:10.320]  男人最怕女人問什麼問題呢?
[00:03:10.320 --> 00:03:11.620]  你今天留意了我
[00:03:11.620 --> 00:03:13.580]  有沒有留意到我有什麼不同呢?
[00:03:13.580 --> 00:03:16.880]  有沒有留意女人經常問這樣的問題呢?
[00:03:16.880 --> 00:03:20.300]  有沒有發現我今天有什麼特別了、有什麼不同呢?
[00:03:20.300 --> 00:03:22.360]  其實當女人問這條問題的時候
[00:03:22.360 --> 00:03:24.360]  你就會發覺你已經遲了
[00:03:24.360 --> 00:03:25.740]  其實她是很想你
[00:03:25.740 --> 00:03:29.140]  她未問你之前已經告訴你她今天有什麼不同了
[00:03:29.140 --> 00:03:30.660]  哦!原來剪了頭髮
[00:03:30.660 --> 00:03:33.240]  哦!原來戴了耳環
[00:03:33.240 --> 00:03:35.240]  換了眼鏡
[00:03:35.240 --> 00:03:38.440]  作為神的婦人
[00:03:38.440 --> 00:03:42.920]  真的要學習觀察入微和關心
[00:03:42.920 --> 00:03:47.140]  有時候你會發覺作為牧者最難記的就是人名
[00:03:47.140 --> 00:03:49.320]  有時候看到一個人在你身邊出入
[00:03:49.320 --> 00:03:51.200]  你連誰都記不住他的名字
[00:03:51.200 --> 00:03:53.040]  有時候你已經告訴我了
[00:03:53.040 --> 00:03:54.340]  但是我記不住
[00:03:54.340 --> 00:03:57.420]  有一次我記得我問過一個年輕人
[00:03:57.420 --> 00:03:58.620]  問他讀哪一科
[00:03:58.620 --> 00:03:59.660]  然後他告訴我
[00:03:59.660 --> 00:04:00.580]  下一次我又問他
[00:04:00.580 --> 00:04:01.300]  你讀哪一科
[00:04:01.300 --> 00:04:02.080]  然後他就說
[00:04:02.080 --> 00:04:04.700]  我不是已經告訴你讀哪一科了嗎?
[00:04:04.700 --> 00:04:06.940]  有時候你沒有記性的時候
[00:04:06.940 --> 00:04:09.140]  你不夠細心、不夠關心的時候
[00:04:09.140 --> 00:04:10.500]  別人記住這些東西
[00:04:10.500 --> 00:04:11.900]  那你就糟糕了
[00:04:11.900 --> 00:04:15.180]  是啊!以利沙這個故事讓我們學習第一件事
[00:04:15.180 --> 00:04:17.820]  作為神的人必須要關心生命
[00:04:17.820 --> 00:04:19.180]  而關心生命
[00:04:19.180 --> 00:04:23.380]  是必須要去關心和要細心
[00:04:23.380 --> 00:04:24.180]  還有第二件事
[00:04:24.180 --> 00:04:26.500]  我們必須要留意別人的需要
[00:04:26.500 --> 00:04:27.740]  如果你看經文的話
[00:04:27.740 --> 00:04:30.240]  第十三節和第十四節這裡
[00:04:30.240 --> 00:04:33.260]  是很清楚讓我們看到一樣很特別的事情
[00:04:33.260 --> 00:04:34.660]  經文告訴我們
[00:04:34.660 --> 00:04:36.020]  第十三到第十四節
[00:04:36.020 --> 00:04:40.060]  神人以利沙既然受過這位書店婦人這麼多恩惠
[00:04:40.060 --> 00:04:41.180]  這麼費心思
[00:04:41.180 --> 00:04:42.220]  所以你有沒有留意
[00:04:42.220 --> 00:04:45.100]  她連續兩次問她的僕人基哈西
