
[00:00:00.000 --> 00:00:02.500]  在正讀之前是同心來祈禱
[00:00:02.500 --> 00:00:05.400]  神的獨生兒子耶穌基督
[00:00:05.400 --> 00:00:07.000]  求祢施恩可憐這個罪人
[00:00:07.000 --> 00:00:08.300]  願意在主祢面前
[00:00:08.300 --> 00:00:10.000]  示立宣廣主的恩言
[00:00:10.000 --> 00:00:11.600]  願以耶穌基督的保血
[00:00:11.600 --> 00:00:14.800]  再一次洗淨這個不配人的罪
[00:00:14.800 --> 00:00:17.600]  願以孩子能夠成為神話語的出口
[00:00:17.600 --> 00:00:19.800]  能夠將主的恩言解明
[00:00:19.800 --> 00:00:22.700]  以真理聖靈開啟我們心竅
[00:00:22.700 --> 00:00:24.400]  帶領我們進入真理
[00:00:24.400 --> 00:00:26.800]  恭敬將以下環節交托仰望
[00:00:26.800 --> 00:00:29.000]  求主因領祈禱
[00:00:29.000 --> 00:00:31.200]  奈奉耶穌基督聖名其給
[00:00:31.200 --> 00:00:32.000]  對
[00:00:32.000 --> 00:00:34.500]  今天講到的題目
[00:00:34.500 --> 00:00:38.000]  是《走出成長的陰霾》
[00:00:38.000 --> 00:00:41.300]  陰霾是因為在過往正度
[00:00:41.300 --> 00:00:42.400]  一月二十八日
[00:00:42.400 --> 00:00:45.000]  我們講了上集
[00:00:45.000 --> 00:00:49.400]  當時是講出俠記第三章
[00:00:49.400 --> 00:00:51.000]  是因為篇幅所限
[00:00:51.000 --> 00:00:52.400]  有兩章經文
[00:00:52.400 --> 00:00:54.200]  分開上下集
[00:00:54.200 --> 00:01:01.300]  兩集來兩堂崇拜來宣講
[00:01:01.300 --> 00:01:03.300]  在我們人生裏面
[00:01:03.300 --> 00:01:07.600]  可能我們都曾經遭遇過挫折和困難
[00:01:07.600 --> 00:01:09.700]  有時一些經歷
[00:01:09.700 --> 00:01:11.900]  對不起我的氣管有點敏感
[00:01:11.900 --> 00:01:18.800]  一些經歷讓我們難以再去踏前
[00:01:18.800 --> 00:01:23.900]  或者這些經歷讓我們火燭不前
[00:01:23.900 --> 00:01:30.000]  過往曾經有幾次去噎過魚骨
[00:01:30.000 --> 00:01:32.700]  到現在我都很怕吃魚
[00:01:32.700 --> 00:01:35.200]  因為一吃魚的時候
[00:01:35.200 --> 00:01:39.200]  那種條件反射作嘔
[00:01:39.200 --> 00:01:44.200]  因為在過往我噎過幾次魚骨
[00:01:44.200 --> 00:01:48.200]  最嚴重那次我噎到損了
[00:01:48.200 --> 00:01:54.600]  我姑婆就伸手指進去撩它
[00:01:54.600 --> 00:01:58.500]  越噎越棘就越嚴重
[00:01:58.500 --> 00:02:00.500]  最終要急症
[00:02:00.500 --> 00:02:03.100]  來到醫生才拿出來
[00:02:03.100 --> 00:02:04.600]  醫生都說有沒有搞錯
[00:02:04.600 --> 00:02:08.000]  都未試過噎魚骨噎得這麼嚴重
[00:02:08.000 --> 00:02:09.300]  我都不作聲
[00:02:09.300 --> 00:02:10.400]  不能作聲
[00:02:10.400 --> 00:02:14.500]  自此以後每次吃魚
[00:02:14.500 --> 00:02:18.900]  有一種反胃的條件反射
[00:02:18.900 --> 00:02:21.500]  就是想作門作嘔
[00:02:21.500 --> 00:02:29.300]  我在人生裏面
[00:02:29.300 --> 00:02:33.500]  可能都會有類似相同的經驗
[00:02:33.500 --> 00:02:39.300]  今天講到摩西去到人生的交叉點
[00:02:39.300 --> 00:02:44.300]  它可以走出過往失敗的傷痛
[00:02:44.300 --> 00:02:46.300]  去回應神的呼召
[00:02:46.300 --> 00:02:50.100]  去完成一個不可能完成的任務
[00:02:50.100 --> 00:02:54.800]  或者繼續逗留在米邊的一個牧羊人
[00:02:54.800 --> 00:02:59.800]  這樣來到中路
[00:02:59.800 --> 00:03:03.900]  神看我們生命有沒有一個絕對的主權
[00:03:03.900 --> 00:03:08.100]  我們是否願意去順服神的心意
[00:03:08.100 --> 00:03:10.400]  或者我們按著自己的喜好
[00:03:10.400 --> 00:03:13.300]  來繼續作出選擇
[00:03:13.300 --> 00:03:16.800]  從上次1月28日你的孫講
[00:03:16.800 --> 00:03:21.800]  講到神在米邊的曠野來呼召摩西
[00:03:21.800 --> 00:03:24.500]  帶領以色列人去出階級
[00:03:24.500 --> 00:03:26.100]  摩西第一個出藉口
[00:03:26.100 --> 00:03:28.700]  去說我是什麼人
[00:03:28.700 --> 00:03:32.300]  他竟然能夠去見法老
[00:03:32.300 --> 00:03:35.000]  神來指示摩西從自己的能力
[00:03:35.000 --> 00:03:37.100]  去轉移到神的大能
[00:03:37.100 --> 00:03:42.000]  從自己的不能去看到神的可能
[00:03:42.000 --> 00:03:44.300]  好像一杯水
[00:03:44.300 --> 00:03:47.100]  如果神如果裝滿了
[00:03:47.100 --> 00:03:50.000]  都再不能夠再裝水
[00:03:50.000 --> 00:03:52.800]  當我們看到神來呼籲
[00:03:52.800 --> 00:03:56.000]  摩西謙卑自己來轉向神
[00:03:56.000 --> 00:03:57.500]  在困難的挑戰裏面
[00:03:57.500 --> 00:03:59.500]  能夠經驗神的同在
[00:03:59.500 --> 00:04:02.200]  成為神美好的傑作
[00:04:02.200 --> 00:04:04.400]  第二個藉口
[00:04:04.400 --> 00:04:05.900]  摩西就來講
[00:04:05.900 --> 00:04:07.700]  他說面對以色列會眾
[00:04:07.700 --> 00:04:10.000]  我怎樣介紹你啊
[00:04:10.000 --> 00:04:13.100]  神是叫什麼名字
[00:04:13.100 --> 00:04:15.400]  神來到去回應他
[00:04:15.400 --> 00:04:17.300]  來到去講神的名字
[00:04:17.300 --> 00:04:20.200]  不是用來滿足人的好奇心
[00:04:20.200 --> 00:04:21.900]  神是世界的中心
[00:04:21.900 --> 00:04:23.400]  是一切的依歸
[00:04:23.400 --> 00:04:26.800]  更加是召喚人來到他面前
[00:04:26.800 --> 00:04:29.000]  不斷地來敬拜
[00:04:29.000 --> 00:04:30.900]  到了第三個回合
[00:04:30.900 --> 00:04:32.600]  摩西說
[00:04:32.600 --> 00:04:35.400]  他們必不信我
[00:04:35.400 --> 00:04:37.400]  也不聽我的話
[00:04:37.400 --> 00:04:41.900]  必說也或話 並沒有向你顯然
[00:04:41.900 --> 00:04:44.100]  今天講到的分題是
[00:04:44.100 --> 00:04:47.500]  從懷疑到信靠
[00:04:47.500 --> 00:04:51.800]  然後是從抗拒到馴服
[00:04:51.800 --> 00:04:54.900]  從懷疑到信靠
[00:04:54.900 --> 00:04:57.300]  大家覺得這個問題
[00:04:57.300 --> 00:04:58.400]  摩西的問題說
[00:04:58.400 --> 00:05:00.200]  他們不會信我
[00:05:00.200 --> 00:05:02.700]  是神你差遣我來的
[00:05:02.700 --> 00:05:04.100]  之後要求什麼
[00:05:04.100 --> 00:05:06.600]  應該給些證據來看看
[00:05:06.600 --> 00:05:08.600]  證明是你差遣我
[00:05:08.600 --> 00:05:10.700]  那我也有點渣啦
[00:05:10.700 --> 00:05:12.700]  我覺得這個提問
[00:05:12.700 --> 00:05:16.300]  要求證據有沒有不對
[00:05:16.300 --> 00:05:18.600]  如果你去到酒樓喝茶
[00:05:18.600 --> 00:05:21.400]  特別是我們年初一二三公眾假期
[00:05:21.400 --> 00:05:24.300]  由上午可能早上去排隊
[00:05:24.300 --> 00:05:29.000]  可能起碼等兩三個小時才有位
[00:05:29.000 --> 00:05:30.600]  這個事情你要講
[00:05:30.600 --> 00:05:32.000]  七位謝謝
[00:05:32.000 --> 00:05:33.100]  對方就說
[00:05:33.100 --> 00:05:37.300]  好 二十張桌子之後到你
[00:05:37.300 --> 00:05:39.700]  那就叫你走開
[00:05:39.700 --> 00:05:42.800]  那你不會走嗎
[00:05:42.800 --> 00:05:44.400]  不會安心走開嗎
[00:05:44.400 --> 00:05:45.800]  當然不會啦
[00:05:45.800 --> 00:05:48.400]  誰知道你二十張桌子已經不記得我啦
[00:05:48.400 --> 00:05:49.800]  記得什麼
[00:05:49.800 --> 00:05:51.800]  記得飛仔你
[00:05:51.800 --> 00:05:53.000]  大佬記得號
[00:05:53.000 --> 00:05:56.200]  他都是提認費不認人的
[00:05:56.200 --> 00:05:59.200]  如果來到超市
[00:05:59.200 --> 00:06:00.800]  買夠五百元
[00:06:00.800 --> 00:06:04.100]  已經可以送貨
[00:06:04.100 --> 00:06:05.200]  收銀員說聲
[00:06:05.200 --> 00:06:06.600]  多謝
[00:06:06.600 --> 00:06:08.200]  明天五點到八點
[00:06:08.200 --> 00:06:10.400]  晚上就會送來啦
[00:06:10.400 --> 00:06:11.600]  嘩
[00:06:11.600 --> 00:06:13.800]  發財過賣貓
[00:06:13.800 --> 00:06:15.600]  你趕快來嗎
[00:06:15.600 --> 00:06:16.600]  那怎麼樣
[00:06:16.600 --> 00:06:19.300]  起碼有張送貨單
[00:06:19.300 --> 00:06:20.400]  是不是
[00:06:20.400 --> 00:06:22.200]  起碼有張送貨單
[00:06:22.200 --> 00:06:25.000]  到時收貨可以對數嘛
[00:06:25.000 --> 00:06:26.300]  口同鼻拗
[00:06:26.300 --> 00:06:27.600]  你送什麼來
[00:06:27.600 --> 00:06:28.400]  我沒有張單
[00:06:28.400 --> 00:06:29.200]  你又對回來
[00:06:29.200 --> 00:06:30.300]  你送多送少
[00:06:30.300 --> 00:06:36.500]  我都沒有得不知
[00:06:36.500 --> 00:06:40.100]  但你都可以回應
[00:06:40.100 --> 00:06:43.000]  或者在這個回合裏面
[00:06:43.000 --> 00:06:47.400]  他說誰來會相信
[00:06:47.400 --> 00:06:50.400]  是神打發我來
[00:06:50.400 --> 00:06:54.400]  我不用說麻煩給個證據
[00:06:54.400 --> 00:06:55.500]  我們說
[00:06:55.500 --> 00:06:57.900]  信仰是不是需要證據
[00:06:57.900 --> 00:07:00.000]  什麼才是證據
[00:07:00.000 --> 00:07:03.300]  怎樣的證據才有能力
[00:07:03.300 --> 00:07:04.900]  有說服力
[00:07:04.900 --> 00:07:09.400]  我們說有圖有真相
[00:07:09.400 --> 00:07:11.500]  同胞是否相信
[00:07:11.500 --> 00:07:14.300]  摩西得到神差遣
[00:07:14.300 --> 00:07:16.800]  這個是後話
[00:07:16.800 --> 00:07:24.700]  摩西要得到真憑實據
[00:07:24.700 --> 00:07:26.200]  摩西要得到真憑實據
[00:07:26.200 --> 00:07:29.200]  去證明神的差遣才是真
[00:07:29.200 --> 00:07:33.700]  意思是摩西自己都不相信是神差遣他
[00:07:33.700 --> 00:07:36.300]  他要有證據證明有什麼事的時候
[00:07:36.300 --> 00:07:38.200]  我拿證據出來
[00:07:38.200 --> 00:07:43.200]  或者我可以有所交代
[00:07:43.200 --> 00:07:44.700]  俗語說
[00:07:44.700 --> 00:07:45.900]  口講無憑
[00:07:45.900 --> 00:07:47.900]  誰知是否真的
[00:07:47.900 --> 00:07:50.300]  我們以前在全溪
[00:07:50.300 --> 00:07:52.100]  我們有些疑問的時間
[00:07:52.100 --> 00:07:54.900]  我們都不會夠膽問導師的
[00:07:54.900 --> 00:08:00.500]  比如我們會說有人想問
[00:08:00.500 --> 00:08:03.600]  我們在職業課的
[00:08:03.600 --> 00:08:06.100]  可能老師上課
[00:08:06.100 --> 00:08:08.500]  老師問有沒有人不認識
[00:08:08.500 --> 00:08:11.400]  通常我們都不夠膽說自己不認識
[00:08:11.400 --> 00:08:14.900]  我們就會說誰是誰不認識
[00:08:14.900 --> 00:08:18.000]  我們都不說自己不認識
[00:08:18.000 --> 00:08:20.100]  摩西來到說
[00:08:20.100 --> 00:08:24.600]  他說這些群眾以精烈百姓不相信
[00:08:24.600 --> 00:08:26.600]  其實是誰不相信
[00:08:26.600 --> 00:08:30.300]  他自己要有真憑實據
[00:08:30.300 --> 00:08:37.400]  才去相信
[00:08:37.400 --> 00:08:40.400]  四十年前摩西一時衝動
[00:08:40.400 --> 00:08:42.600]  看到左右無人
[00:08:42.600 --> 00:08:45.400]  沒有求問神就出手打死人
[00:08:45.400 --> 00:08:47.900]  以致他要落難
[00:08:47.900 --> 00:08:50.900]  走到來拜天這個地方
[00:08:50.900 --> 00:08:55.600]  從一個埃及王子到一個漢陽的人
[00:08:55.600 --> 00:08:56.900]  摩西節食其果
[00:08:56.900 --> 00:08:59.500]  四十年的講野磨練
[00:08:59.500 --> 00:09:02.200]  他已經不再衝動
[00:09:02.200 --> 00:09:06.900]  都不再一股幹勁
[00:09:06.900 --> 00:09:11.500]  變得謹慎和自保
[00:09:11.500 --> 00:09:13.000]  八十歲的人
[00:09:13.000 --> 00:09:15.500]  沒有以前那麼靈活又幹勁
[00:09:15.500 --> 00:09:18.300]  很多事情不是不想做
[00:09:18.300 --> 00:09:19.900]  而是做不來
[00:09:19.900 --> 00:09:23.300]  神是一個好像不適當的時機
[00:09:23.300 --> 00:09:25.100]  來呼召摩西
[00:09:25.100 --> 00:09:29.500]  摩西覺得自己不適合承擔做這個工作
[00:09:29.500 --> 00:09:32.600]  受神透過兩個的迴旋
[00:09:32.600 --> 00:09:34.300]  最初三章兩個回應
[00:09:34.300 --> 00:09:38.600]  已經足夠去解釋摩西的疑慮
[00:09:38.600 --> 00:09:40.400]  但是摩西繼續提問
[00:09:40.400 --> 00:09:44.500]  同胞不相信神會猜遣他
[00:09:44.500 --> 00:09:47.300]  到底是誰不相信誰
[00:09:50.700 --> 00:09:52.900]  在自己年輕力壯的時間
[00:09:52.900 --> 00:09:54.700]  神沒有使用自己
[00:09:54.700 --> 00:10:00.900]  明明當時摩西在法老的宮廷裏面
[00:10:00.900 --> 00:10:08.400]  他在當時年輕力壯
[00:10:08.400 --> 00:10:11.400]  可以來過裏應外合
[00:10:11.400 --> 00:10:13.700]  但是現在摩西已經八十歲
[00:10:13.700 --> 00:10:14.900]  四十年後
[00:10:14.900 --> 00:10:21.900]  在這個米甸這個地方已經落腳落地生根
[00:10:21.900 --> 00:10:26.400]  在天時地利人禍皆厭的情況底下
[00:10:26.400 --> 00:10:31.400]  摩西回去跟法老說
[00:10:31.400 --> 00:10:33.400]  帶領以色列人出埃及
[00:10:33.400 --> 00:10:35.900]  跟坎頭埋牆沒有什麼分別
[00:10:35.900 --> 00:10:38.700]  他自己本身都是怎樣
[00:10:38.700 --> 00:10:40.800]  有錢貨的人
[00:10:40.800 --> 00:10:43.700]  他是一個殺人犯
[00:10:43.700 --> 00:10:46.600]  是殺了人才走人
[00:10:46.600 --> 00:10:49.000]  他現在是走去怎樣
[00:10:49.000 --> 00:10:52.800]  其實某程度是走去復發
[00:10:52.800 --> 00:10:56.100]  去告訴別人你來捉我
[00:10:56.100 --> 00:10:57.600]  摩生可能在想
[00:10:57.600 --> 00:10:59.700]  這個是不是自己做夢
[00:10:59.700 --> 00:11:01.300]  或者是神出錯
[00:11:01.300 --> 00:11:04.100]  神是不是在耍他呢
[00:11:04.100 --> 00:11:07.300]  我們覺得在這一刻
[00:11:07.300 --> 00:11:09.500]  我們都覺得這個任務
[00:11:09.500 --> 00:11:12.200]  看似不是那麼艱難
[00:11:12.200 --> 00:11:15.700]  用我一個情境來講
[00:11:15.700 --> 00:11:21.700]  摩西要帶幾百萬人出埃及
[00:11:21.700 --> 00:11:23.200]  不用多
[00:11:23.200 --> 00:11:26.200]  只有十幾二十個人不聽他的話
[00:11:26.200 --> 00:11:28.500]  已經夠了
[00:11:28.500 --> 00:11:30.500]  我們以前在學校裏面
[00:11:30.500 --> 00:11:33.200]  我們當中有機會教學的
[00:11:33.200 --> 00:11:36.200]  或者在學校裏面試過接觸的
[00:11:36.200 --> 00:11:38.200]  一班人三十幾人
[00:11:38.200 --> 00:11:40.000]  三十把聲音
[00:11:40.000 --> 00:11:42.200]  我們帶學生去旅行
[00:11:42.200 --> 00:11:43.600]  這個說要這邊
[00:11:43.600 --> 00:11:44.700]  這個說這個
[00:11:44.700 --> 00:11:45.800]  吃飯吃什麼
[00:11:45.800 --> 00:11:46.800]  一個說吃西餐
[00:11:46.800 --> 00:11:47.900]  一個說吃中餐
[00:11:47.900 --> 00:11:49.900]  有一個說不知道吃什麼
[00:11:49.900 --> 00:11:50.900]  嘩
[00:11:50.900 --> 00:11:52.600]  最終是怎樣
[00:11:52.600 --> 00:11:54.300]  是各自各精彩
[00:11:54.300 --> 00:11:56.300]  算了
[00:11:56.300 --> 00:11:59.200]  但是到去召集他們回來
[00:11:59.200 --> 00:12:01.600]  搞了一個小時都還沒回來
[00:12:01.600 --> 00:12:03.400]  說一次夠了
[00:12:03.400 --> 00:12:06.100]  摩西要帶領以色列出埃及
[00:12:06.100 --> 00:12:08.100]  實在太艱難了
[00:12:10.600 --> 00:12:12.600]  摩西就想到
[00:12:12.600 --> 00:12:16.600]  幾百萬人跟著他自己出埃
[00:12:16.600 --> 00:12:22.100]  只是照顧他們吃的住的穿的
[00:12:22.100 --> 00:12:23.600]  這些基本需要
[00:12:23.600 --> 00:12:26.600]  已經夠了頭痛
[00:12:26.600 --> 00:12:29.400]  摩西想追求憑據
[00:12:29.400 --> 00:12:30.400]  去證實神
[00:12:30.400 --> 00:12:32.000]  去選召他
[00:12:32.000 --> 00:12:35.200]  肯定自己群並叫同胞接納
[00:12:35.200 --> 00:12:37.800]  以至可以安心上路
[00:12:37.800 --> 00:12:40.800]  但是這個不是法庭
[00:12:40.800 --> 00:12:42.800]  不是刑偵
[00:12:42.800 --> 00:12:44.800]  不是刑事偵緝
[00:12:44.800 --> 00:12:46.400]  不是偵探案
[00:12:46.400 --> 00:12:48.400]  用什麼證據
[00:12:48.400 --> 00:12:52.400]  我們經典的電視劇台詞
[00:12:52.400 --> 00:12:55.400]  我的眼睛就是證據
[00:12:55.400 --> 00:12:57.400]  我說是就是
[00:12:57.400 --> 00:12:58.800]  不用證據的
[00:12:58.800 --> 00:13:00.600]  這裡不是法庭
[00:13:00.600 --> 00:13:02.000]  不需要證據
[00:13:02.000 --> 00:13:04.200]  我的眼睛就是證據
[00:13:04.200 --> 00:13:06.400]  神不跟他們說話
[00:13:06.400 --> 00:13:09.400]  面對面已經說話差遣他
[00:13:09.400 --> 00:13:11.400]  還用證據嗎
[00:13:11.400 --> 00:13:15.400]  他要證據來做什麼
[00:13:15.400 --> 00:13:18.400]  神的答覆很奇妙
[00:13:18.400 --> 00:13:21.400]  他說你手裡拿著是什麼
[00:13:21.400 --> 00:13:24.400]  驟眼看來好像是轉換話題
[00:13:24.400 --> 00:13:26.400]  摩西當然知道
[00:13:26.400 --> 00:13:27.400]  這是什麼
[00:13:27.400 --> 00:13:29.400]  你手中的杖
[00:13:29.400 --> 00:13:30.400]  是他賴以為生
[00:13:30.400 --> 00:13:31.400]  謀生的工具
[00:13:31.400 --> 00:13:33.400]  是用來趕羊
[00:13:33.400 --> 00:13:35.400]  也是來驅趕萬獸
[00:13:35.400 --> 00:13:37.400]  走路都是靠他
[00:13:37.400 --> 00:13:39.400]  這是身份的象徵
[00:13:39.400 --> 00:13:43.400]  好像我們銀包裡的身份證信用卡一樣
[00:13:43.400 --> 00:13:44.400]  而摩西的手
[00:13:44.400 --> 00:13:46.400]  也是他更加熟悉
[00:13:46.400 --> 00:13:49.400]  因為他普通到不普通
[00:13:49.400 --> 00:13:53.400]  只是在曠野裡做慣粗重的事
[00:13:53.400 --> 00:13:55.400]  又乾又粗糙
[00:13:55.400 --> 00:13:57.400]  已經起了癢
[00:13:57.400 --> 00:13:59.400]  不像四十年前
[00:13:59.400 --> 00:14:03.400]  在皇宮裡長尊處優貢滑流
[00:14:03.400 --> 00:14:06.400]  至於從河裡取水
[00:14:06.400 --> 00:14:07.400]  倒在漢地
[00:14:07.400 --> 00:14:10.400]  這三個神蹟
[00:14:10.400 --> 00:14:13.400]  按照平凡的動作
[00:14:13.400 --> 00:14:14.400]  這個拿水的動作
[00:14:14.400 --> 00:14:19.400]  對摩西來說是另一重的意義
[00:14:19.400 --> 00:14:25.400]  從河裡拿出來
[00:14:25.400 --> 00:14:27.400]  大家知道這是說什麼嗎
[00:14:27.400 --> 00:14:31.400]  是說摩西自己
[00:14:31.400 --> 00:14:37.400]  摩西本來是被浸死在尼羅河裡
[00:14:37.400 --> 00:14:41.400]  當這個法老的女兒改名
[00:14:41.400 --> 00:14:43.400]  將這個小孩叫摩西就這樣
[00:14:43.400 --> 00:14:51.400]  因為我從水裡把他拉上來
[00:14:51.400 --> 00:14:54.400]  本來摩西的出生
[00:14:54.400 --> 00:14:57.400]  他注定是死路一條
[00:14:57.400 --> 00:15:00.400]  當時埃及法老曾經落江不渡命令
[00:15:00.400 --> 00:15:02.400]  意識人要將初生的男嬰
[00:15:02.400 --> 00:15:04.400]  放在河裡浸死
[00:15:04.400 --> 00:15:07.400]  但神透過埃及法老的女兒
[00:15:07.400 --> 00:15:11.400]  救了摩西一命
[00:15:11.400 --> 00:15:13.400]  摩西手裡的杖
[00:15:13.400 --> 00:15:14.400]  摩西的手
[00:15:14.400 --> 00:15:17.400]  摩西從河裡取水的動作
[00:15:17.400 --> 00:15:19.400]  都是非常平凡
[00:15:19.400 --> 00:15:20.400]  沒有什麼特別
