
[00:00:00.000 --> 00:00:05.480]  12月第一個主日,很感謝主有機會和大家一齊去敬拜神
[00:00:05.480 --> 00:00:11.960]  這個月的主題是「天父的禮物」
[00:00:11.960 --> 00:00:17.440]  我們今天就講第一件事
[00:00:17.440 --> 00:00:19.960]  第一件事當然是講禮物啦
[00:00:19.960 --> 00:00:23.720]  有沒有人已經買了禮物給自己呢?
[00:00:23.720 --> 00:00:27.080]  有人買了禮物給自己嗎?
[00:00:27.080 --> 00:00:31.960]  我好像一直在想,我好久沒有買過禮物給自己
[00:00:31.960 --> 00:00:33.480]  是不是要買一下呢?
[00:00:33.480 --> 00:00:37.480]  我不知道你有沒有試過收到一份你夢寐以求的禮物
[00:00:37.480 --> 00:00:42.080]  很驚喜的禮物,你一打開是「嘩」的樣子
[00:00:42.080 --> 00:00:43.160]  有沒有試過?
[00:00:43.160 --> 00:00:46.720]  有沒有想著這個聖誕會收到的?
[00:00:46.720 --> 00:00:50.320]  如果你想著會收到,可能你會覺得會失望
[00:00:50.320 --> 00:00:52.200]  很害怕,不知道會不會有
[00:00:52.200 --> 00:00:55.600]  所以很多人,我們會在聖誕節玩一個遊戲
[00:00:55.600 --> 00:00:57.320]  White Elephant
[00:00:57.320 --> 00:00:59.360]  有沒有人想著會玩的?
[00:00:59.360 --> 00:01:00.520]  White Elephant
[00:01:00.520 --> 00:01:01.200]  為什麼會玩呢?
[00:01:01.200 --> 00:01:04.120]  因為你總是有一個驚喜在裡面
[00:01:04.120 --> 00:01:08.200]  你永遠的禮物在你手中,可能會不見了
[00:01:08.200 --> 00:01:12.480]  當然如果你最後那個拿了,你就比較平安
[00:01:12.480 --> 00:01:15.640]  很多人玩這些遊戲,因為希望有一個驚喜
[00:01:15.640 --> 00:01:19.760]  即使這份禮物不是很珍貴
[00:01:19.760 --> 00:01:23.600]  有一個小朋友收到一份禮物,他很高興
[00:01:23.600 --> 00:01:25.800]  他就問他爸爸
[00:01:25.800 --> 00:01:32.680]  他說:「父親,有什麼禮物你是最喜歡的?」
[00:01:32.680 --> 00:01:36.040]  你知道爸爸怎麼跟他說嗎?
[00:01:36.040 --> 00:01:39.600]  他爸爸就捉住他兒子的手,他說
[00:01:39.600 --> 00:01:44.400]  「你就是天父給我最大的禮物」
[00:01:44.400 --> 00:01:46.480]  小朋友不明白
[00:01:46.480 --> 00:01:51.840]  但這是他爸爸很深情的一句說話
[00:01:51.840 --> 00:01:55.240]  他說:「兒子,你就是我最大的禮物」
[00:01:55.240 --> 00:02:00.320]  今天如果你問神
[00:02:00.320 --> 00:02:03.280]  什麼是你的禮物?
[00:02:03.280 --> 00:02:07.160]  神會說給了你什麼禮物呢?
[00:02:07.160 --> 00:02:08.720]  我相信神會說
[00:02:08.720 --> 00:02:11.680]  我已經給了你一個最奇妙的禮物
[00:02:11.680 --> 00:02:14.440]  就是你的生命
[00:02:14.440 --> 00:02:17.360]  但你的生命這份禮物很奇妙
[00:02:17.360 --> 00:02:21.960]  奇妙之處不是神很奇妙地給你禮物
[00:02:21.960 --> 00:02:31.440]  而你的生命奇妙地又成為你給天父的禮物
[00:02:31.440 --> 00:02:32.480]  你問神
[00:02:32.480 --> 00:02:38.680]  「神啊,你今天聖誕節想收到什麼禮物?」
[00:02:38.680 --> 00:02:40.200]  你試試問
[00:02:40.200 --> 00:02:43.040]  我會相信天父會告訴你
[00:02:43.040 --> 00:02:47.600]  你的生命就是我最大的禮物
[00:02:47.600 --> 00:02:50.960]  同樣地,祂希望你熱愛這份奇妙的禮物
[00:02:50.960 --> 00:02:54.320]  祂希望你熱愛你的生命
[00:02:54.320 --> 00:02:58.320]  熱愛生命不是一件容易的事
[00:02:58.320 --> 00:03:02.880]  很多人會見到他們不珍惜生命
[00:03:02.880 --> 00:03:04.920]  他們覺得生命很苦
[00:03:04.920 --> 00:03:12.040]  很難去熱愛過日子艱苦的生命
[00:03:12.040 --> 00:03:15.320]  在江湖上身不由己
[00:03:15.320 --> 00:03:18.160]  很容易樹立很多敵人
[00:03:18.160 --> 00:03:24.200]  很多衝突、矛盾、無奈、無辜
[00:03:24.200 --> 00:03:27.680]  以致不能享受生命
[00:03:27.680 --> 00:03:30.520]  不單止在江湖
[00:03:30.520 --> 00:03:32.040]  在家裡也會有
[00:03:32.040 --> 00:03:33.440]  大家在家裡也會有
[00:03:33.440 --> 00:03:37.120]  有時候會覺得很無辜
[00:03:37.120 --> 00:03:42.600]  我記得曾經分享過一個先生
[00:03:42.600 --> 00:03:47.600]  他說自己很無辜
[00:03:47.600 --> 00:03:49.320]  為什麼呢?
[00:03:49.320 --> 00:03:55.440]  他在婚姻輔導員前說自己很無辜
[00:03:55.440 --> 00:03:58.280]  因為他由結婚到現在
[00:03:58.280 --> 00:04:02.560]  他太太也跟他說了一句話
[00:04:02.560 --> 00:04:06.920]  「這個世界沒有一個好男人」
[00:04:06.920 --> 00:04:08.000]  他經常說這句話
[00:04:08.000 --> 00:04:10.960]  「這個世界沒有一個好男人」
[00:04:10.960 --> 00:04:15.200]  他經常被太太懷疑他有外遇
[00:04:15.200 --> 00:04:16.760]  結婚這麼多年也是這樣
[00:04:16.760 --> 00:04:18.120]  在婚姻輔導員面前
[00:04:18.120 --> 00:04:20.560]  他說自己很無辜
[00:04:20.560 --> 00:04:21.080]  為什麼呢?
[00:04:21.080 --> 00:04:24.880]  因為他太太的媽媽
[00:04:24.880 --> 00:04:28.080]  從小就跟他太太說這句話
[00:04:28.080 --> 00:04:30.240]  「這個世界沒有一個好男人」
[00:04:30.240 --> 00:04:33.000]  「全部都是壞男人」
[00:04:33.000 --> 00:04:35.280]  為什麼他媽媽這樣說呢?
[00:04:35.280 --> 00:04:37.600]  他媽媽這樣說是有原因的
[00:04:37.600 --> 00:04:45.800]  因為他媽媽的老公有外遇
[00:04:45.800 --> 00:04:48.760]  他要一個人出來工作
[00:04:48.760 --> 00:04:51.560]  養育四個小孩
[00:04:51.560 --> 00:04:52.480]  在工作的時候
[00:04:52.480 --> 00:04:56.360]  旁邊的男性又欺負他
[00:04:56.360 --> 00:04:58.080]  他老公不是好人
[00:04:58.080 --> 00:05:01.240]  他覺得外面的男人都不是好人
[00:05:01.240 --> 00:05:03.800]  「這個世界沒有一個好男人」
[00:05:03.800 --> 00:05:07.600]  這句話也根深蒂固於這位姐妹
[00:05:07.600 --> 00:05:12.240]  這位姐妹不斷在她老公面前說這句話
[00:05:12.240 --> 00:05:14.400]  不僅如此
[00:05:14.400 --> 00:05:15.520]  她有四個小孩
[00:05:15.520 --> 00:05:16.800]  她有三個哥哥
[00:05:16.800 --> 00:05:18.400]  加上她四個
[00:05:18.400 --> 00:05:22.520]  她大哥有外遇
[00:05:22.520 --> 00:05:23.520]  沒有離婚
[00:05:23.520 --> 00:05:25.960]  她二哥有外遇
[00:05:25.960 --> 00:05:27.000]  離婚了
[00:05:27.000 --> 00:05:30.640]  她三哥也是有外遇
[00:05:30.640 --> 00:05:32.720]  也是離婚了
[00:05:32.720 --> 00:05:35.640]  所以在她姐妹的周圍環境
[00:05:35.640 --> 00:05:41.240]  她媽媽這句話已經證實了
[00:05:41.240 --> 00:05:42.520]  所以她在她老公面前
[00:05:42.520 --> 00:05:45.160]  永遠都在說這句話
[00:05:45.160 --> 00:05:49.240]  「這個世界沒有一個好男人」
[00:05:49.240 --> 00:05:51.000]  你想想你作為這個姐妹
[00:05:51.000 --> 00:05:53.920]  你如何想像你現在結婚的那個男人
[00:05:53.920 --> 00:05:56.560]  會是一個好男人呢?
[00:05:56.560 --> 00:05:57.360]  爸爸是這樣
[00:05:57.360 --> 00:05:59.640]  三個哥哥都是這樣
[00:05:59.640 --> 00:06:01.120]  很難
[00:06:01.120 --> 00:06:03.040]  但反過來說
[00:06:03.040 --> 00:06:04.720]  如果你是她的丈夫
[00:06:04.720 --> 00:06:06.640]  你會說一句什麼話呢?
[00:06:06.640 --> 00:06:08.960]  你就跟他說同一句話
[00:06:08.960 --> 00:06:11.120]  「我無辜的」
[00:06:11.120 --> 00:06:12.960]  「我沒有出去有外遇」
[00:06:12.960 --> 00:06:14.040]  「我沒有出去鬼混」
[00:06:14.040 --> 00:06:16.800]  「我無辜的」
[00:06:16.800 --> 00:06:18.680]  很多時候人會在一些很矛盾
[00:06:18.680 --> 00:06:21.720]  很無奈的情況下
[00:06:21.720 --> 00:06:24.160]  在聖經當中我們都會見到
[00:06:24.160 --> 00:06:27.040]  有一個聖經人物
[00:06:27.040 --> 00:06:29.440]  他也覺得很無辜
[00:06:29.440 --> 00:06:30.960]  他覺得很無奈
[00:06:30.960 --> 00:06:33.760]  他對他的上司非常忠心
[00:06:33.760 --> 00:06:35.760]  但殊不知他的上司
[00:06:35.760 --> 00:06:38.480]  不斷的去迫害他
[00:06:38.480 --> 00:06:41.160]  迫拔他
[00:06:41.160 --> 00:06:42.840]  追殺他
[00:06:42.840 --> 00:06:44.560]  他覺得很無奈很慘
[00:06:44.560 --> 00:06:48.400]  他不求感恩圖報
[00:06:48.400 --> 00:06:51.800]  但他發覺
[00:06:51.800 --> 00:06:55.360]  恩將仇報的滋味非常不好受
[00:06:55.360 --> 00:06:57.040]  這個聖經人物
[00:06:57.040 --> 00:06:59.680]  大家都是很熟悉的
[00:06:59.680 --> 00:07:01.200]  也許你們也有這樣的經歷
[00:07:01.200 --> 00:07:03.600]  經常被上司追殺
[00:07:03.600 --> 00:07:07.040]  這個聖經人物是大衛
[00:07:07.040 --> 00:07:08.840]  大家都知道
[00:07:08.840 --> 00:07:12.200]  大衛經常受到很多無辜
[00:07:12.200 --> 00:07:13.240]  到了一個地步
[00:07:13.240 --> 00:07:16.080]  他覺得生命很苦澀
[00:07:16.080 --> 00:07:18.040]  在生命很苦澀的時候
[00:07:18.040 --> 00:07:20.080]  大衛在做什麼呢?
[00:07:20.080 --> 00:07:21.720]  聖經怎樣藉著大衛
[00:07:21.720 --> 00:07:24.320]  讓我們能夠脫離
[00:07:24.320 --> 00:07:27.200]  我們生命的那種困所
[00:07:27.200 --> 00:07:31.320]  在我們鬧情緒很多低潮的時候
[00:07:31.320 --> 00:07:33.480]  大衛怎樣去做呢?
[00:07:33.480 --> 00:07:37.160]  我們看到大衛寫了很多的詩
[00:07:37.160 --> 00:07:39.120]  其中有一篇詩是
[00:07:39.120 --> 00:07:42.160]  記載在詩篇139篇
[00:07:42.160 --> 00:07:44.280]  我們今天嘗試用這篇詩
[00:07:44.280 --> 00:07:46.280]  我們嘗試了解
[00:07:46.280 --> 00:07:48.280]  到底我們的生命
[00:07:48.280 --> 00:07:53.080]  怎樣可以成為神的禮物
[00:07:53.080 --> 00:08:01.080]  這篇詩有24節
[00:08:01.080 --> 00:08:07.440]  它裡面有一個很特別的說話
[00:08:07.440 --> 00:08:09.240]  這篇詩如果你看的話
[00:08:09.240 --> 00:08:11.360]  你會很喜歡這篇詩
[00:08:11.360 --> 00:08:13.680]  但有一段說話
[00:08:13.680 --> 00:08:15.560]  你覺得不知為何會這樣說
[00:08:15.560 --> 00:08:17.640]  我們一起讀,好嗎?
[00:08:17.640 --> 00:08:20.400]  第19節到第21節
[00:08:20.400 --> 00:08:24.360]  「神啊!甚願祢殺六惡人
[00:08:24.360 --> 00:08:28.200]  你們流人血的,離開我去吧
[00:08:28.200 --> 00:08:31.720]  因為他們說惡話頂撞祢
[00:08:31.720 --> 00:08:34.520]  祢的仇敵,望清祢的名
[00:08:34.520 --> 00:08:36.880]  耶和華,恨惡祢的
