
[00:00:00.000 --> 00:00:06.560]  「當轉眼仰望耶穌,因我主活著。」
[00:00:06.560 --> 00:00:10.760]  這是今天五堂崇拜和祖堂崇拜
[00:00:10.760 --> 00:00:14.800]  施巴所獻唱的詩歌,很有關聯
[00:00:14.800 --> 00:00:17.520]  如果不是因為我們的主活著
[00:00:17.520 --> 00:00:24.480]  我們有什麼需要可以轉眼仰望耶穌呢?
[00:00:24.480 --> 00:00:27.760]  當一個人去自知自己犯了法
[00:00:27.760 --> 00:00:30.200]  並且證據確鑿
[00:00:30.200 --> 00:00:35.280]  站在犯人欄內等候法官的宣判
[00:00:35.280 --> 00:00:39.840]  對這個被宣判的罪犯來說
[00:00:39.840 --> 00:00:41.640]  他唯一可以做的
[00:00:41.640 --> 00:00:45.000]  就只有謙卑垂頭表達悔意
[00:00:45.000 --> 00:00:50.280]  心中默默地乞求法官的憐憫
[00:00:50.280 --> 00:00:53.880]  同樣我們一班的信徒
[00:00:53.880 --> 00:00:56.160]  會不會好像詩人所說
[00:00:56.160 --> 00:01:03.520]  主耶說:「你若糾察罪孽,誰能站立得住呢?」
[00:01:03.520 --> 00:01:08.920]  頂姐妹說:「我們每個人的背景、身世都有所不同
[00:01:08.920 --> 00:01:12.800]  但很相同的,就是我們都是一個大罪人
[00:01:12.800 --> 00:01:19.600]  沒有一個可以憑自己站在這位至高聖潔獨一的上帝面前
[00:01:19.600 --> 00:01:23.440]  我們每一個都是一個蒙恩的罪人
[00:01:23.440 --> 00:01:26.960]  並且我們知道我們還未完全升級
[00:01:26.960 --> 00:01:31.600]  我們需要不斷經歷神的恩典和憐憫」
[00:01:31.600 --> 00:01:34.280]  盧家鋒十五章一至二節
[00:01:34.280 --> 00:01:37.440]  這個比喻開始時這樣記載
[00:01:37.440 --> 00:01:43.800]  「縱需你和罪人都挨近耶穌,要聽他講道」
[00:01:43.800 --> 00:01:46.760]  佛利錯人王文士私下以論說
[00:01:46.760 --> 00:01:53.160]  「這個人接待罪人,又同他們吃飯」
[00:01:53.160 --> 00:01:57.560]  佛利錯人議論為何耶穌和罪人吃飯
[00:01:57.560 --> 00:01:59.840]  因為在佛利錯人這個群體裡
[00:01:59.840 --> 00:02:03.360]  他們自命清高、自命聖潔
[00:02:03.360 --> 00:02:07.720]  其他是罪人,我們和他是不來往的
[00:02:07.720 --> 00:02:09.720]  我們是不相干的
[00:02:09.720 --> 00:02:12.240]  所以對於耶穌竟然和我們吃飯
[00:02:12.240 --> 00:02:14.360]  他們覺得耶穌做得不對
[00:02:14.360 --> 00:02:17.640]  所以他們在那裡私語
[00:02:17.640 --> 00:02:20.160]  耶穌都是無所不知的神
[00:02:20.160 --> 00:02:23.920]  當他知道那班佛利錯人去議論他的時候
[00:02:23.920 --> 00:02:28.160]  聖經記載到耶穌就用比喻說
[00:02:28.160 --> 00:02:32.440]  於是就有十五章三個比喻的出現
[00:02:32.440 --> 00:02:37.080]  包括失揚、失前和浪子的比喻
[00:02:37.080 --> 00:02:40.120]  三個比喻是可以獨立來講
[00:02:40.120 --> 00:02:43.600]  但三個比喻其實都是有相關的
[00:02:43.600 --> 00:02:46.200]  其中浪子的比喻是三個比喻
[00:02:46.200 --> 00:02:49.760]  甚至整個聖經裡面最長的一個比喻
[00:02:49.760 --> 00:02:52.720]  也都最有意思的一個比喻
[00:02:52.720 --> 00:02:56.760]  而浪子的比喻其中一節很特別
[00:02:56.760 --> 00:02:59.280]  令人意想不到的事情
[00:02:59.280 --> 00:03:01.880]  竟然在一節裡面被記載
[00:03:01.880 --> 00:03:03.720]  我們一起讀第二十節
[00:03:03.720 --> 00:03:06.760]  大家看螢幕就可以了
[00:03:20.720 --> 00:03:22.360]  如果單看一節
[00:03:22.360 --> 00:03:23.320]  沒有頭沒有尾
[00:03:23.320 --> 00:03:25.120]  大家不知道要講什麼
[00:03:25.120 --> 00:03:27.360]  但如果整個比喻看的時候
[00:03:27.360 --> 00:03:31.000]  你覺得二十節是一個很獨特的記載
[00:03:31.000 --> 00:03:32.280]  在一節裡面
[00:03:32.280 --> 00:03:35.680]  我們看到一個很重要的事實
[00:03:35.680 --> 00:03:37.200]  這個事實就是
[00:03:37.200 --> 00:03:41.160]  憐憫是源出於愛的
[00:03:41.160 --> 00:03:43.960]  憐憫是源出於愛
[00:03:43.960 --> 00:03:46.120]  我們再看第十二至第十三節
[00:03:46.120 --> 00:03:47.920]  我們都一起讀好嗎
[00:03:49.760 --> 00:03:55.160]  「父親說:父親請你把我應得的家業分給我
[00:03:55.160 --> 00:03:58.640]  他父親就把產業分給他們
[00:03:58.640 --> 00:04:00.760]  過了不多幾日
[00:04:00.760 --> 00:04:05.080]  小兒子就把他一切所有的都收拾起來
[00:04:05.080 --> 00:04:06.880]  往遠方去了
[00:04:06.880 --> 00:04:09.080]  在那裡任意放蕩
[00:04:09.080 --> 00:04:11.600]  浪費資材」
[00:04:11.600 --> 00:04:14.520]  憐憫源出於愛
[00:04:14.520 --> 00:04:17.400]  這個愛是一個無條件的愛
[00:04:17.400 --> 00:04:18.880]  不計前嫌
[00:04:18.880 --> 00:04:20.880]  既往不咎
[00:04:20.880 --> 00:04:26.000]  可以說憐憫是無條件的愛的驅使
[00:04:26.000 --> 00:04:28.800]  正如這個比喻的小兒子
[00:04:28.800 --> 00:04:30.160]  他的要求
[00:04:30.160 --> 00:04:31.400]  他的行為
[00:04:31.400 --> 00:04:32.520]  在當時
[00:04:32.520 --> 00:04:33.840]  在我們今天看來
[00:04:33.840 --> 00:04:36.480]  都是極之不孝的
[00:04:36.480 --> 00:04:37.760]  所以很大聲說
[00:04:37.760 --> 00:04:38.680]  「爸爸
[00:04:38.680 --> 00:04:41.080]  把我應得的給我吧」
[00:04:41.080 --> 00:04:42.000]  沒錯
[00:04:42.000 --> 00:04:43.920]  《新命紀》二十一章十七節
[00:04:43.920 --> 00:04:45.480]  根據律法
[00:04:45.480 --> 00:04:51.800]  這個小兒子可以分到三分一爸爸的家財
[00:04:51.800 --> 00:04:53.480]  但是不要忘記
[00:04:53.480 --> 00:04:56.440]  在這個分家財裡面有兩個條件
[00:04:56.440 --> 00:04:57.320]  第一個
[00:04:57.320 --> 00:05:00.360]  是要當爸爸過世的時候
[00:05:00.360 --> 00:05:03.240]  才能夠進行這個分配
[00:05:03.240 --> 00:05:05.320]  這個爸爸還沒死
[00:05:05.320 --> 00:05:07.200]  所以這樣的分配
[00:05:07.200 --> 00:05:08.520]  是不合理的
[00:05:08.520 --> 00:05:11.200]  就算有一個例外
[00:05:11.200 --> 00:05:12.880]  就是爸爸在世的時候
[00:05:12.880 --> 00:05:15.880]  都可以預先分配
[00:05:15.880 --> 00:05:17.400]  分配了那些家業
[00:05:17.400 --> 00:05:19.560]  子女拿了之後
[00:05:19.560 --> 00:05:21.120]  不能夠變賣的
[00:05:21.120 --> 00:05:23.800]  以免做爸爸的被遺棄
[00:05:23.800 --> 00:05:25.480]  換言之第二個條件是什麼呢
[00:05:25.480 --> 00:05:28.000]  是可以預先分配
[00:05:28.000 --> 00:05:29.480]  不過主動權
[00:05:29.480 --> 00:05:32.080]  是由爸爸安排
[00:05:32.080 --> 00:05:33.840]  但很明顯這個比喻
[00:05:33.840 --> 00:05:36.160]  小兒子趁爸爸還沒死的時候
[00:05:36.160 --> 00:05:38.720]  竟然主動提出
[00:05:38.720 --> 00:05:41.600]  這種提早主動分身家
