
[00:00:00.000 --> 00:00:05.700]  好,今天我們繼續看《路加福音》的經文
[00:00:05.700 --> 00:00:09.500]  而今天的經文仍然是主耶穌和門徒
[00:00:09.500 --> 00:00:15.100]  在前往耶路撒冷的路上
[00:00:15.100 --> 00:00:22.200]  今天我們要看看主耶穌提醒祂的門徒
[00:00:22.200 --> 00:00:28.500]  人生在世,應該追求什麼是最好的呢?
[00:00:28.500 --> 00:00:36.000]  我想在不同的年齡,一個人都會有不同的追求
[00:00:36.000 --> 00:00:41.000]  我記得我年輕時,追求事業有成
[00:00:41.000 --> 00:00:46.500]  當時我還在香港,中學畢業後成績不太好
[00:00:46.500 --> 00:00:49.500]  那時香港只有兩所大學
[00:00:49.500 --> 00:00:56.000]  中學考試成績不好,就沒有什麼希望可以進大學
[00:00:56.000 --> 00:00:59.500]  後來我就知道有另一條路
[00:00:59.500 --> 00:01:05.500]  是不用上大學,都可以成為會計師
[00:01:05.500 --> 00:01:12.500]  就是要考英國會計師工會主辦的公開考試
[00:01:12.500 --> 00:01:18.500]  所以我年輕時,打工後就花時間去讀書
[00:01:18.500 --> 00:01:21.000]  認識師母後也花時間去考試
[00:01:21.000 --> 00:01:25.000]  後來成功成為會計師後
[00:01:25.000 --> 00:01:28.500]  又結婚了,追求什麼呢?
[00:01:28.500 --> 00:01:32.500]  那時我有些被敏感的病
[00:01:32.500 --> 00:01:34.500]  有位醫生跟我說
[00:01:34.500 --> 00:01:37.500]  香港的空氣不適合你
[00:01:37.500 --> 00:01:40.500]  有機會就去外國吧
[00:01:40.500 --> 00:01:44.500]  想了之後覺得有道理
[00:01:44.500 --> 00:01:48.500]  留在香港賺很多錢又怎樣
[00:01:48.500 --> 00:01:53.000]  不離開香港的話,連好的空氣也吸不進去
[00:01:53.000 --> 00:01:56.500]  我就禱告,求上帝帶領
[00:01:56.500 --> 00:02:01.500]  後來就遇到一位未信主的朋友
[00:02:01.500 --> 00:02:05.500]  他對我說,年輕人在外面看看吧
[00:02:05.500 --> 00:02:09.500]  澳大利亞好啊,那裡需要會計師啊
[00:02:09.500 --> 00:02:14.500]  結果我就申請移民來到澳洲
[00:02:14.500 --> 00:02:18.500]  來到這裡又追求什麼呢?
[00:02:18.500 --> 00:02:23.000]  我跟隨了澳大利亞的潮流
[00:02:23.000 --> 00:02:26.500]  要追求澳洲人的大夢想
[00:02:26.500 --> 00:02:28.500]  The Australian Dream
[00:02:28.500 --> 00:02:31.500]  要買回這間房子
[00:02:31.500 --> 00:02:35.500]  我記得有位老澳洲人跟我說
[00:02:35.500 --> 00:02:37.500]  澳洲人的說法是
[00:02:37.500 --> 00:02:39.500]  當你擁有一間房子的時候
[00:02:39.500 --> 00:02:41.500]  即是連屋連地那種
[00:02:41.500 --> 00:02:47.500]  那你就擁有一小片的澳大利亞
[00:02:47.500 --> 00:02:52.500]  因為澳洲很多土地都是永久業權的
[00:02:52.500 --> 00:02:58.500]  房主可以將他的土地一直傳下去給後代子孫
[00:02:58.500 --> 00:03:04.500]  買了房之後又追求什麼呢?
[00:03:04.500 --> 00:03:08.500]  後來我就遇到一位同事
[00:03:08.500 --> 00:03:11.500]  他雖然是教會計,也是會計師
[00:03:11.500 --> 00:03:13.500]  不過他同時也是律師
[00:03:13.500 --> 00:03:17.500]  我想律師也不錯啊
[00:03:17.500 --> 00:03:19.500]  賺錢也很容易啊
[00:03:19.500 --> 00:03:21.500]  幫人家房產轉手
[00:03:21.500 --> 00:03:24.500]  很容易就賺到一千元
[00:03:24.500 --> 00:03:26.500]  那是三十年前
[00:03:26.500 --> 00:03:28.500]  現在是多少錢我不知道
[00:03:28.500 --> 00:03:30.500]  很久沒有賣,賣完了
[00:03:30.500 --> 00:03:35.500]  所以我就決定又去讀一下法律
[00:03:35.500 --> 00:03:37.500]  我快讀完的時候
[00:03:37.500 --> 00:03:42.500]  上帝呼召我要去讀神學做牧師
[00:03:42.500 --> 00:03:44.500]  結果我就去了
[00:03:44.500 --> 00:03:49.500]  因為雖然我人生中有不同的追求
[00:03:49.500 --> 00:03:53.500]  我仍然都是將上帝放在首位
[00:03:53.500 --> 00:03:58.500]  我還記得那時候有一位從上海來的朋友
[00:03:58.500 --> 00:03:59.500]  他還問我
[00:03:59.500 --> 00:04:03.500]  他說你放棄會計專業去讀神學
[00:04:03.500 --> 00:04:05.500]  不覺得可惜嗎?
[00:04:05.500 --> 00:04:07.500]  那我告訴他
[00:04:07.500 --> 00:04:12.500]  我侍奉的上帝是創造天地的主
[00:04:12.500 --> 00:04:18.500]  他要我去全職侍奉是我的榮幸
[00:04:18.500 --> 00:04:20.500]  一點都不可惜
[00:04:20.500 --> 00:04:22.500]  弟兄姊妹
[00:04:22.500 --> 00:04:25.500]  我從來沒有為這個決定後悔過
[00:04:25.500 --> 00:04:29.500]  詩篇三十七篇二十五節說
[00:04:29.500 --> 00:04:33.500]  我從前年幼,現在年老
[00:04:33.500 --> 00:04:40.500]  卻未見過異人鼻氣,也未見過他的後裔求剋
[00:04:40.500 --> 00:04:44.500]  詩人說上帝一定會看顧屬他的人
[00:04:44.500 --> 00:04:48.500]  五年前開始我就要跟癌症搏鬥
[00:04:48.500 --> 00:04:50.500]  上帝沒有放棄我
[00:04:50.500 --> 00:04:52.500]  醫生又不放棄我
[00:04:52.500 --> 00:04:56.500]  做了幾次手術,甚至一次很大的手術
[00:04:56.500 --> 00:04:59.500]  現在我仍然可以繼續侍奉
[00:04:59.500 --> 00:05:01.500]  這些都是主的恩典
[00:05:01.500 --> 00:05:03.500]  感謝主
[00:05:03.500 --> 00:05:06.500]  我不是說我未做牧師的時候
[00:05:06.500 --> 00:05:08.500]  就不侍奉上帝
[00:05:08.500 --> 00:05:11.500]  事實上我未做牧師之前
[00:05:11.500 --> 00:05:15.500]  在教會裏面一直都很熱心侍奉主
[00:05:15.500 --> 00:05:17.500]  我可以這樣說
[00:05:17.500 --> 00:05:20.500]  未做牧師的時候是大職侍奉
[00:05:20.500 --> 00:05:24.500]  做牧師就是全職侍奉
[00:05:24.500 --> 00:05:27.500]  好了,讓我們看看今天的經文
[00:05:27.500 --> 00:05:29.500]  看看主耶穌教導我們
[00:05:29.500 --> 00:05:32.500]  人生應該追求什麼
[00:05:32.500 --> 00:05:36.500]  十二章二十二節說
[00:05:36.500 --> 00:05:39.500]  耶穌又對門道說
[00:05:39.500 --> 00:05:42.500]  所以我告訴你們
[00:05:42.500 --> 00:05:46.500]  不要為生命憂慮吃什麼
[00:05:46.500 --> 00:05:49.500]  為身體憂慮穿什麼
[00:05:49.500 --> 00:05:53.500]  我們留意主耶穌說這句話
[00:05:53.500 --> 00:05:55.500]  開頭那兩個字
[00:05:55.500 --> 00:05:59.500]  所以,這是一個連接詞
[00:05:59.500 --> 00:06:01.500]  總結上文
[00:06:01.500 --> 00:06:04.500]  上文說了什麼呢
[00:06:04.500 --> 00:06:07.500]  十五節主耶穌對門道說
[00:06:07.500 --> 00:06:10.500]  你們要謹慎自守
[00:06:10.500 --> 00:06:13.500]  躲避一切的貪心
[00:06:13.500 --> 00:06:19.500]  因為人的生命不在於家道豐富
[00:06:19.500 --> 00:06:24.500]  有些人不斷賺錢追求財富
[00:06:24.500 --> 00:06:26.500]  並不是因為他沒錢用
[00:06:26.500 --> 00:06:28.500]  而是因為貪心
[00:06:28.500 --> 00:06:30.500]  即使已經有很多錢
[00:06:30.500 --> 00:06:33.500]  仍然是多多都不厭多
[00:06:33.500 --> 00:06:37.500]  耶穌接著在十六節二十一節
[00:06:37.500 --> 00:06:40.500]  說了一個愚蠢財主的比喻
[00:06:40.500 --> 00:06:42.500]  他有很多財物
[00:06:42.500 --> 00:06:44.500]  於是他想到一個辦法
[00:06:44.500 --> 00:06:47.500]  就是要建一個大倉庫
[00:06:47.500 --> 00:06:50.500]  儲藏他的糧食、財物
[00:06:50.500 --> 00:06:54.500]  然後預備抖抖腳歎世界
[00:06:54.500 --> 00:06:59.500]  但是上帝卻要在那天晚上
[00:06:59.500 --> 00:07:01.500]  收取他的聖命
[00:07:01.500 --> 00:07:05.500]  讓他不能夠享用他的財物
[00:07:05.500 --> 00:07:08.500]  因此,耶穌在今天的經文
[00:07:08.500 --> 00:07:10.500]  就作了一個結論
[00:07:10.500 --> 00:07:12.500]  教導門道說
[00:07:12.500 --> 00:07:14.500]  所以,我告訴你們
[00:07:14.500 --> 00:07:17.500]  不要為生命憂慮
[00:07:17.500 --> 00:07:18.500]  吃什麼
[00:07:18.500 --> 00:07:20.500]  為身體憂慮
[00:07:20.500 --> 00:07:21.500]  穿什麼
[00:07:21.500 --> 00:07:23.500]  但是身為華人
[00:07:23.500 --> 00:07:25.500]  我覺得這個教導
[00:07:25.500 --> 00:07:27.500]  真的不容易實踐
[00:07:27.500 --> 00:07:31.500]  現在中美正在打貿易戰
[00:07:31.500 --> 00:07:34.500]  有些時事評論員就這樣說
[00:07:34.500 --> 00:07:36.500]  美國一定輸
[00:07:36.500 --> 00:07:39.500]  因為美國人真的不儲錢
[00:07:39.500 --> 00:07:41.500]  他們有很多都是月光族
[00:07:41.500 --> 00:07:45.500]  不單止每月用清所有收入
