
[00:00:00.000 --> 00:00:02.000]  各位定智妹早安
[00:00:02.000 --> 00:00:04.000]  感謝主的恩典
[00:00:04.000 --> 00:00:06.660]  也感謝博士給我們一個很好的分享的視覺
[00:00:06.660 --> 00:00:08.660]  讓我們先做一次同心的祈禱
[00:00:08.660 --> 00:00:14.780]  天父上帝我們要獻上感恩
[00:00:14.780 --> 00:00:19.060]  讓我們再一次經歷你豐富的恩典
[00:00:19.060 --> 00:00:22.560]  今天能夠在你的殿當中好好的崇拜
[00:00:22.560 --> 00:00:25.260]  願你再一次提醒我們
[00:00:25.260 --> 00:00:27.260]  願你再一次教導我們
[00:00:27.260 --> 00:00:31.020]  能夠開我們的眼睛看到你的榮光
[00:00:31.020 --> 00:00:34.260]  開我們的耳朵能夠專心的聆聽
[00:00:34.260 --> 00:00:36.260]  更用我們的行動去回應
[00:00:36.260 --> 00:00:38.260]  由願無人口中的言語
[00:00:38.260 --> 00:00:40.260]  弟兄姊妹之間的心思意念
[00:00:40.260 --> 00:00:42.260]  蒙聖靈的啟迪蒙主的圓立
[00:00:42.260 --> 00:00:44.260]  禱告是奉耶穌基督的名
[00:00:44.260 --> 00:00:46.260]  阿們
[00:00:46.260 --> 00:00:50.260]  在教會的年日裏面
[00:00:50.260 --> 00:00:53.260]  今天是中樹或中枝主日
[00:00:53.260 --> 00:00:57.260]  這個中樹主日告訴我們很快很快很快
[00:00:57.260 --> 00:01:00.260]  快到下個星期日就是復活節
[00:01:00.260 --> 00:01:02.260]  這個星期在教會裏面來說
[00:01:02.260 --> 00:01:04.260]  我們叫聖周
[00:01:04.260 --> 00:01:06.260]  亦都說耶穌基督進入耶路撒冷之後
[00:01:06.260 --> 00:01:09.260]  在耶路撒冷最後一個星期的生活
[00:01:09.260 --> 00:01:13.260]  今天這個經文或這個畫面
[00:01:13.260 --> 00:01:15.260]  你見到中間有樹枝的畫面
[00:01:15.260 --> 00:01:17.260]  可能都有點似曾相識
[00:01:17.260 --> 00:01:19.260]  雖然有弟兄姊妹第一句就是問
[00:01:19.260 --> 00:01:21.260]  咦今年這個樹枝好像大棵一點
[00:01:21.260 --> 00:01:23.260]  不過沒有那麼尖
[00:01:23.260 --> 00:01:25.260]  沒有往年那些會刺到
[00:01:25.260 --> 00:01:27.260]  這個柔軟一點
[00:01:27.260 --> 00:01:29.260]  用了不同的樹枝但都是這樣的佈置
[00:01:29.260 --> 00:01:31.260]  讓我們記得今天是中樹主日
[00:01:31.260 --> 00:01:34.260]  耶穌基督是榮耀地進城
[00:01:34.260 --> 00:01:36.260]  剛才當你聽到這段經文的時候
[00:01:36.260 --> 00:01:37.260]  不知道你有什麼感受
[00:01:37.260 --> 00:01:39.260]  可能你覺得很熟悉
[00:01:39.260 --> 00:01:41.260]  我們差不多每一年去到這個時候
[00:01:41.260 --> 00:01:43.260]  可能差不多每一年
[00:01:43.260 --> 00:01:45.260]  這個主日都會說這段經文
[00:01:45.260 --> 00:01:47.260]  都是福音書裏面說到
[00:01:47.260 --> 00:01:49.260]  耶穌基督榮耀進城的經文
[00:01:49.260 --> 00:01:51.260]  今天想和大家再一次去反思
[00:01:51.260 --> 00:01:55.260]  耶穌基督進城和你和我
[00:01:55.260 --> 00:01:57.260]  今天生活有什麼關係
[00:01:57.260 --> 00:01:59.260]  一開始這段經文裏面說
[00:01:59.260 --> 00:02:01.260]  耶穌基督和門徒
[00:02:01.260 --> 00:02:03.260]  就快去到耶路撒冷
[00:02:03.260 --> 00:02:05.260]  聖經裏面原來這樣說的
[00:02:05.260 --> 00:02:07.260]  當門徒和耶穌一起
[00:02:07.260 --> 00:02:09.260]  有不同的相處
[00:02:09.260 --> 00:02:11.260]  耶穌帶著門徒去不同地方去傳道
[00:02:11.260 --> 00:02:13.260]  去分享有醫治
[00:02:13.260 --> 00:02:15.260]  有去教導
[00:02:15.260 --> 00:02:17.260]  當耶穌和門徒要去進入耶路撒冷
[00:02:17.260 --> 00:02:19.260]  聖經裏面說
[00:02:19.260 --> 00:02:21.260]  他們去到
[00:02:21.260 --> 00:02:23.260]  鑒欖山的白髮旗
[00:02:23.260 --> 00:02:25.260]  聖經裏面其實描述這個地方不是很多
[00:02:25.260 --> 00:02:27.260]  但是我們看地圖
[00:02:27.260 --> 00:02:29.260]  你大約知道耶路撒冷外面有一個山叫鑒欖山
[00:02:29.260 --> 00:02:31.260]  旁邊有兩個很重要的城市
[00:02:31.260 --> 00:02:33.260]  一個就是白髮旗
[00:02:33.260 --> 00:02:35.260]  另一個就是大家可能熟悉多一點
[00:02:35.260 --> 00:02:37.260]  那個叫白大利
[00:02:37.260 --> 00:02:39.260]  都是在很附近很近耶路撒冷的城市
[00:02:39.260 --> 00:02:41.260]  當他們要進入耶路撒冷的時候
[00:02:41.260 --> 00:02:43.260]  耶穌就去打發兩個門徒
[00:02:43.260 --> 00:02:45.260]  和兩個門徒說
[00:02:45.260 --> 00:02:47.260]  你去對面的村
[00:02:47.260 --> 00:02:49.260]  就會馬上看到有一匹驢
[00:02:49.260 --> 00:02:51.260]  就是山在那裏
[00:02:51.260 --> 00:02:53.260]  還有驢仔一起
[00:02:53.260 --> 00:02:55.260]  拿它來就可以了
[00:02:55.260 --> 00:02:57.260]  電視節目你會問第一個問題
[00:02:57.260 --> 00:02:59.260]  為什麼耶穌要入城騎驢呢?
[00:02:59.260 --> 00:03:01.260]  為什麼耶穌要入城騎驢呢?
[00:03:01.260 --> 00:03:03.260]  如果你看聖經
[00:03:03.260 --> 00:03:05.260]  或者你熟悉耶穌傳道幾年的時間
[00:03:05.260 --> 00:03:07.260]  有沒有什麼交通工具呢?
[00:03:07.260 --> 00:03:09.260]  有沒有什麼交通工具呢?
[00:03:09.260 --> 00:03:11.260]  一向都沒有
[00:03:11.260 --> 00:03:13.260]  從來耶穌都沒有坐交通工具
[00:03:13.260 --> 00:03:15.260]  是不是?
[00:03:15.260 --> 00:03:17.260]  也有的
[00:03:17.260 --> 00:03:19.260]  耶穌還沒出生之前就有
[00:03:19.260 --> 00:03:21.260]  如果心水清的
[00:03:21.260 --> 00:03:23.260]  到瑪利亞要生耶穌之前
[00:03:23.260 --> 00:03:25.260]  但耶穌一般的情況都是走路
[00:03:25.260 --> 00:03:27.260]  當時沒有車
[00:03:27.260 --> 00:03:29.260]  沒有這麼方便的交通工具
[00:03:29.260 --> 00:03:31.260]  通常耶穌都是以走路為主
[00:03:31.260 --> 00:03:33.260]  但為什麼耶穌要進入耶路撒冷
[00:03:33.260 --> 00:03:35.260]  要騎驢呢?
[00:03:35.260 --> 00:03:37.260]  是不是走得很累?路程是不是很遠?
[00:03:37.260 --> 00:03:39.260]  是不是要這樣進入城市
[00:03:39.260 --> 00:03:41.260]  才會好一點呢?
[00:03:41.260 --> 00:03:43.260]  聖經裡面給了一個註腳
[00:03:43.260 --> 00:03:45.260]  或者給一個註釋去解釋
[00:03:45.260 --> 00:03:47.260]  為什麼要坐驢和驢仔
[00:03:47.260 --> 00:03:49.260]  因為這裡說到
[00:03:49.260 --> 00:03:51.260]  第五節說
[00:03:51.260 --> 00:03:53.260]  因為要應嚴先知所說的話
[00:03:53.260 --> 00:03:55.260]  第五節說要對石安的兒女說
[00:03:55.260 --> 00:03:57.260]  看啊
[00:03:57.260 --> 00:03:59.260]  你的王要來到你這裡
[00:03:59.260 --> 00:04:01.260]  謙和地騎著驢
[00:04:01.260 --> 00:04:03.260]  騎著小驢
[00:04:03.260 --> 00:04:05.260]  驢的驅子
[00:04:05.260 --> 00:04:07.260]  原來這是一個預言
[00:04:07.260 --> 00:04:09.260]  是一個預言描述
[00:04:09.260 --> 00:04:11.260]  為什麼會有
[00:04:11.260 --> 00:04:13.260]  這個王來到
[00:04:13.260 --> 00:04:15.260]  這個王要怎麼來呢?
[00:04:15.260 --> 00:04:17.260]  這個王要騎驢來
[00:04:17.260 --> 00:04:19.260]  這個描述可能對很多人來說
[00:04:19.260 --> 00:04:21.260]  沒有什麼特別
[00:04:21.260 --> 00:04:23.260]  我們都熟悉聖經裡面說
[00:04:23.260 --> 00:04:25.260]  耶穌就是騎驢
[00:04:25.260 --> 00:04:27.260]  不過當我們真正熟悉一些文化
[00:04:27.260 --> 00:04:29.260]  或者你想一想
[00:04:29.260 --> 00:04:31.260]  到底有什麼人
[00:04:31.260 --> 00:04:33.260]  有什麼皇帝進城的時候會騎驢呢?
[00:04:33.260 --> 00:04:35.260]  一般皇帝或者將軍
[00:04:35.260 --> 00:04:37.260]  或者一些名望高的人
[00:04:37.260 --> 00:04:39.260]  都會騎什麼呢?
[00:04:39.260 --> 00:04:41.260]  騎驢嘛
[00:04:41.260 --> 00:04:43.260]  可能是白馬王子
[00:04:43.260 --> 00:04:45.260]  我們從小到大
[00:04:45.260 --> 00:04:47.260]  無論看卡通也好
[00:04:47.260 --> 00:04:49.260]  現在我們看到的王進城
[00:04:49.260 --> 00:04:51.260]  都是騎驢的
[00:04:51.260 --> 00:04:53.260]  還要很威風的騎驢
[00:04:53.260 --> 00:04:55.260]  大家有沒有騎過驢?
[00:04:55.260 --> 00:04:57.260]  可能有機會去旅行的時候騎過驢
[00:04:57.260 --> 00:04:59.260]  第一次騎驢的時候
[00:04:59.260 --> 00:05:01.260]  我很害怕因為想不到驢原來這麼高
[00:05:01.260 --> 00:05:03.260]  如果騎過驢就知道了
[00:05:03.260 --> 00:05:05.260]  有些驢很高的
[00:05:05.260 --> 00:05:07.260]  那個位置跟我肩膀那麼高
[00:05:07.260 --> 00:05:09.260]  坐到那裡我的人就高了很多
[00:05:09.260 --> 00:05:11.260]  當我騎上馬的時候
[00:05:11.260 --> 00:05:13.260]  在這麼高的位置
[00:05:13.260 --> 00:05:15.260]  看完
[00:05:15.260 --> 00:05:17.260]  坐直一點也覺得自己很威風
[00:05:17.260 --> 00:05:19.260]  雖然自己也是在玩
[00:05:19.260 --> 00:05:21.260]  想想如果真的騎馬進城
[00:05:21.260 --> 00:05:23.260]  多威風多好
[00:05:23.260 --> 00:05:25.260]  但我想像一下
[00:05:25.260 --> 00:05:27.260]  為什麼耶穌會騎驢呢?
[00:05:27.260 --> 00:05:29.260]  驢是怎樣的?大家有沒有見過驢?
[00:05:29.260 --> 00:05:31.260]  通常驢仔是怎樣的?小小的
[00:05:31.260 --> 00:05:33.260]  矮矮的
[00:05:33.260 --> 00:05:35.260]  現在還是很好用的
[00:05:35.260 --> 00:05:37.260]  用來做運輸工具
[00:05:37.260 --> 00:05:39.260]  我們經常說捱驢仔捱驢仔
[00:05:39.260 --> 00:05:41.260]  都是那些驢啊驢啊
[00:05:41.260 --> 00:05:43.260]  很有力的幫了很多忙
[00:05:43.260 --> 00:05:45.260]  耶穌選了
[00:05:45.260 --> 00:05:47.260]  或者舊約先知去描述這個王
[00:05:47.260 --> 00:05:49.260]  選了騎驢
[00:05:49.260 --> 00:05:51.260]  還要是驢仔
[00:05:51.260 --> 00:05:53.260]  很矮的
[00:05:53.260 --> 00:05:55.260]  我甚至有一次見過有人騎驢
[00:05:55.260 --> 00:05:57.260]  他坐在那裡腳差不多碰到地
[00:05:57.260 --> 00:05:59.260]  因為很矮
[00:05:59.260 --> 00:06:01.260]  代表什麼呢?代表耶穌的謙虛
[00:06:01.260 --> 00:06:03.260]  聖經裡面說他謙和地進入
[00:06:03.260 --> 00:06:05.260]  更代表著
[00:06:05.260 --> 00:06:07.260]  耶穌雖然是君王
[00:06:07.260 --> 00:06:09.260]  但選了一個謙卑的身份
[00:06:09.260 --> 00:06:13.260]  當耶穌進城選了謙卑的身份之後
[00:06:13.260 --> 00:06:15.260]  聖經裡面怎麼說呢?
[00:06:15.260 --> 00:06:17.260]  聖經裡面說人是怎樣的?
[00:06:17.260 --> 00:06:19.260]  第八節
[00:06:19.260 --> 00:06:21.260]  許許多多的人就把自己的衣服鋪在路上
[00:06:21.260 --> 00:06:23.260]  還有人撞樹枝
[00:06:23.260 --> 00:06:25.260]  鋪在路上
[00:06:25.260 --> 00:06:27.260]  畫面很震撼
[00:06:27.260 --> 00:06:29.260]  很多人把衣服脫掉
[00:06:29.260 --> 00:06:31.260]  可能你不明白
[00:06:31.260 --> 00:06:33.260]  為什麼要把衣服脫在路上呢?
[00:06:33.260 --> 00:06:35.260]  今天如果有很重要的人來到
[00:06:35.260 --> 00:06:37.260]  你會用什麼來歡迎他呢?
[00:06:37.260 --> 00:06:39.260]  鋪個紅地毯
[00:06:39.260 --> 00:06:41.260]  大家有沒有走過紅地毯?
[00:06:41.260 --> 00:06:43.260]  我們教堂中間就是紅地毯
[00:06:43.260 --> 00:06:45.260]  特別在婚禮的時候
[00:06:45.260 --> 00:06:47.260]  新娘子進場
[00:06:47.260 --> 00:06:49.260]  在慶典或頒獎典禮
[00:06:49.260 --> 00:06:51.260]  就有紅地毯
[00:06:51.260 --> 00:06:53.260]  歡迎嘉賓進場
[00:06:53.260 --> 00:06:55.260]  在地上鋪上紅地毯
[00:06:55.260 --> 00:06:57.260]  今天就是一個歡迎的記號
[00:06:57.260 --> 00:06:59.260]  今天當然他們的地方沒有紅地毯
[00:06:59.260 --> 00:07:01.260]  他們怎樣做呢?
[00:07:01.260 --> 00:07:03.260]  他們就把他們身上的衣服脫下
[00:07:03.260 --> 00:07:05.260]  把旁邊的樹就撞樹枝
[00:07:05.260 --> 00:07:07.260]  放在地上
[00:07:07.260 --> 00:07:09.260]  令他們成為一條歡迎的通道
[00:07:09.260 --> 00:07:11.260]  很厲害
[00:07:11.260 --> 00:07:13.260]  今時今日把紅地毯都是買的
[00:07:13.260 --> 00:07:15.260]  或者找人幫你鋪
[00:07:15.260 --> 00:07:17.260]  他還把自己的衣服脫下
[00:07:17.260 --> 00:07:19.260]  撞樹枝放在地上
[00:07:19.260 --> 00:07:21.260]  這樣歡迎耶穌
[00:07:21.260 --> 00:07:23.260]  我經常問自己
[00:07:23.260 --> 00:07:25.260]  如果我是當中一個群眾
[00:07:25.260 --> 00:07:27.260]  我會怎樣做呢?
[00:07:27.260 --> 00:07:29.260]  脫下衣服歡迎他
