
[00:00:00.000 --> 00:00:07.640]  今天要和大家分享的是一個頗深的神學問題
[00:00:07.640 --> 00:00:10.040]  就是有關原罪的問題
[00:00:10.040 --> 00:00:15.640]  這個問題本身已經爭論了差不多二十個世紀
[00:00:15.640 --> 00:00:19.400]  但到現在為止仍未完結
[00:00:19.400 --> 00:00:22.400]  還在爭論當中
[00:00:22.400 --> 00:00:24.920]  我首先很想問問弟兄姊妹
[00:00:24.920 --> 00:00:28.440]  如果你去到一個餐館吃東西
[00:00:28.440 --> 00:00:30.800]  結帳的時候老闆告訴你
[00:00:30.800 --> 00:00:33.840]  前面的食客還未結帳就離開了
[00:00:33.840 --> 00:00:36.640]  所以那筆帳在這裏,你結帳吧
[00:00:36.640 --> 00:00:38.640]  我想問問大家有多少人
[00:00:38.640 --> 00:00:40.840]  你很不順氣的
[00:00:40.840 --> 00:00:42.240]  可否請你舉手
[00:00:42.240 --> 00:00:44.560]  如果是這樣,你很不順氣
[00:00:44.560 --> 00:00:46.720]  前一個人吃了霸王餐
[00:00:46.720 --> 00:00:47.720]  他沒有結帳
[00:00:47.720 --> 00:00:49.920]  中間給你結帳
[00:00:49.920 --> 00:00:51.520]  不順氣的舉手
[00:00:51.520 --> 00:00:53.840]  舉那些
[00:00:53.840 --> 00:00:55.840]  這個不管是多是少
[00:00:55.840 --> 00:00:56.760]  你都很不順氣
[00:00:56.760 --> 00:00:58.120]  同意嗎?
[00:00:58.120 --> 00:01:01.320]  那有多少人順氣的? 舉手
[00:01:01.320 --> 00:01:03.600]  你會幫他結帳的? 舉手
[00:01:03.600 --> 00:01:05.240]  有嗎?
[00:01:05.240 --> 00:01:07.000]  阿鐸權
[00:01:07.000 --> 00:01:11.640]  我以後找你
[00:01:11.640 --> 00:01:13.680]  你看見我,是嗎?
[00:01:13.680 --> 00:01:15.120]  所以你幫他結帳
[00:01:15.120 --> 00:01:18.000]  多謝你
[00:01:18.000 --> 00:01:19.480]  我相信所有人都不順氣
[00:01:19.480 --> 00:01:22.680]  除非你認識我
[00:01:22.680 --> 00:01:25.640]  接著第二個問題
[00:01:25.640 --> 00:01:28.640]  這個問題就是說
[00:01:28.640 --> 00:01:31.360]  你家裏面
[00:01:31.360 --> 00:01:34.760]  就是因為有一個不生性的人
[00:01:34.760 --> 00:01:36.440]  你的一家之主
[00:01:36.440 --> 00:01:38.760]  你的爸爸
[00:01:38.760 --> 00:01:42.200]  借了一大筆的債
