
[00:00:00.000 --> 00:00:02.000]  (主席)各位革命姐妹好
[00:00:02.000 --> 00:00:04.000]  我們講到之前
[00:00:04.000 --> 00:00:06.000]  我們先有個祈禱一起禱告
[00:00:06.000 --> 00:00:10.960]  主啊 求祢的靈來到
[00:00:10.960 --> 00:00:13.520]  今天無論我們的革命姐妹在現場也好
[00:00:13.520 --> 00:00:17.600]  在互聯網不同的地方也好
[00:00:17.600 --> 00:00:20.080]  由主祢自己親自去光照我們
[00:00:20.080 --> 00:00:21.120]  帶領我們
[00:00:21.120 --> 00:00:23.440]  開啟我們的心眼讓我們見到祢
[00:00:23.440 --> 00:00:25.600]  我們見到的不是只是在
[00:00:25.600 --> 00:00:27.760]  這個物質世界裡面所見到的東西
[00:00:27.760 --> 00:00:28.960]  我們見到耶穌基督
[00:00:28.960 --> 00:00:31.680]  祢積著聖靈在我們生命裡面
[00:00:31.680 --> 00:00:32.720]  光照我們
[00:00:32.720 --> 00:00:35.120]  讓我們學會明白
[00:00:35.120 --> 00:00:36.240]  並且擁抱
[00:00:36.240 --> 00:00:39.120]  祢要我們見到、聽到
[00:00:39.120 --> 00:00:41.360]  並且消化到
[00:00:41.360 --> 00:00:42.480]  主啊帶領我們
[00:00:42.480 --> 00:00:44.160]  我們奉耶穌的名去宣告神
[00:00:44.160 --> 00:00:46.240]  祢的靈充滿我們每一位
[00:00:46.240 --> 00:00:48.480]  在崇拜裡面的頂姐妹
[00:00:48.480 --> 00:00:49.120]  多謝祢
[00:00:49.120 --> 00:00:50.240]  聽我們禱告
[00:00:50.240 --> 00:00:52.000]  奉耶穌基督得成人命
[00:00:52.000 --> 00:00:53.200]  Amen
[00:00:53.200 --> 00:00:54.640]  好 等姐妹講到之前
[00:00:54.640 --> 00:00:57.440]  我很想給大家看一個短片
[00:00:57.440 --> 00:00:59.440]  這個短片大家看完之後
[00:00:59.440 --> 00:01:01.600]  要回答一個問題
[00:01:01.600 --> 00:01:03.600]  那個問題就是說
[00:01:03.600 --> 00:01:07.840]  在短片裡面那三個穿白色衣服的人
[00:01:07.840 --> 00:01:10.880]  一共傳了多少次籃球呢?
[00:01:10.880 --> 00:01:12.800]  我再問多一次
[00:01:12.800 --> 00:01:14.160]  在這個短片裡面
[00:01:14.160 --> 00:01:17.040]  那三個穿著白色衣服的人
[00:01:17.040 --> 00:01:19.920]  一共傳了多少次籃球呢?
[00:01:19.920 --> 00:01:21.600]  好 現在大家準備好
[00:01:21.600 --> 00:01:23.120]  我們就播片給大家看看
[00:01:28.160 --> 00:01:31.040]  (How many passes did you count?)
[00:01:31.040 --> 00:01:32.400]  好了 大家知不知道
[00:01:32.400 --> 00:01:35.760]  他一共傳了多少次籃球呢?
[00:01:35.760 --> 00:01:38.560]  答案是15次
[00:01:38.560 --> 00:01:41.520]  那大家又見不見到
[00:01:41.520 --> 00:01:43.760]  中間有一隻星星走過呢?
[00:01:43.760 --> 00:01:47.040]  沒有啊
[00:01:47.040 --> 00:01:48.400]  現在在互聯網上面
[00:01:48.400 --> 00:01:50.400]  我就見不到大家的反應
[00:01:50.400 --> 00:01:55.760]  之前我也做過一些實驗
[00:01:55.760 --> 00:01:58.560]  其實呢 大家通常都回答到
[00:01:58.560 --> 00:02:02.080]  白色衣服的人一共傳了15次籃球
[00:02:02.080 --> 00:02:04.640]  但是有些人就見到那隻星星走過
[00:02:04.640 --> 00:02:06.640]  有些人是見不到的
[00:02:06.640 --> 00:02:08.640]  那為什麼呢
[00:02:08.640 --> 00:02:10.320]  心理學家就說
[00:02:10.320 --> 00:02:12.320]  原來人有盲點的
[00:02:12.320 --> 00:02:15.120]  當你注視一件事的時候
[00:02:15.120 --> 00:02:17.840]  有一些時間你會看不到的
[00:02:17.840 --> 00:02:20.160]  你見不到一些你應該見的東西
[00:02:20.160 --> 00:02:21.680]  舉個例子
[00:02:21.680 --> 00:02:24.080]  如果一對夫婦
[00:02:24.080 --> 00:02:27.520]  太太很懷疑老公不忠的話
[00:02:27.520 --> 00:02:30.720]  老公做任何的事情
[00:02:30.720 --> 00:02:32.560]  她都會覺得有可疑的
[00:02:32.560 --> 00:02:36.400]  譬如整個禮拜
[00:02:36.400 --> 00:02:38.400]  很多晚都不回來吃飯
[00:02:38.400 --> 00:02:40.400]  又很遲才回家
[00:02:40.400 --> 00:02:42.400]  這樣就開始有點古怪
[00:02:42.400 --> 00:02:45.600]  然後又發覺老公經常走進房間談電話
[00:02:45.600 --> 00:02:48.000]  裝作秘密神神秘秘的
[00:02:48.000 --> 00:02:50.560]  又或者是經常看著手機
[00:02:50.560 --> 00:02:51.600]  經常回覆WhatsApp
[00:02:51.600 --> 00:02:53.600]  又不知道他在做什麼
[00:02:53.600 --> 00:02:55.600]  更加有可疑
[00:02:55.600 --> 00:02:58.720]  然後某一次發現她的衣服貼著一個女人的頭髮很長的
[00:02:58.720 --> 00:03:00.720]  還不是有點古怪
[00:03:00.720 --> 00:03:06.400]  於是老公就有很多很多他找出來很不忠的證據
[00:03:06.400 --> 00:03:10.000]  但是他又忘記了在結婚週年紀念的時候
[00:03:10.000 --> 00:03:12.000]  老公就帶她去吃燭光晚餐
[00:03:12.000 --> 00:03:14.000]  又送了很漂亮的花送了很多禮物給她
[00:03:14.000 --> 00:03:17.200]  但是他會反過來另外幾個想法
[00:03:17.200 --> 00:03:19.200]  他就說
[00:03:19.200 --> 00:03:21.840]  你九成九都是作賊心虛
[00:03:21.840 --> 00:03:24.400]  故意做一些事來補償
[00:03:24.400 --> 00:03:27.520]  潮流又流行陰謀論
[00:03:27.520 --> 00:03:30.400]  如果你懷疑那個人是心懷不軌的話
[00:03:30.400 --> 00:03:32.400]  所以那個人做的任何事
[00:03:32.400 --> 00:03:34.400]  你都覺得他另有企圖
[00:03:34.400 --> 00:03:36.960]  這些就是人類的盲點
[00:03:36.960 --> 00:03:39.440]  除了人類的盲點之外
[00:03:39.440 --> 00:03:41.840]  也有人的屬靈的盲點
[00:03:41.840 --> 00:03:43.840]  在1961年
[00:03:43.840 --> 00:03:47.520]  第一個環繞地球飛行的太空人
[00:03:47.520 --> 00:03:48.800]  是一個蘇聯的太空人
[00:03:48.800 --> 00:03:50.320]  當他回到地球的時候
[00:03:50.320 --> 00:03:52.320]  有記者訪問他
[00:03:52.320 --> 00:03:54.320]  你上去太空了
[00:03:54.320 --> 00:03:56.320]  究竟這個世界有沒有神呢
[00:03:56.320 --> 00:03:58.320]  那個蘇聯的太空人就說
[00:03:58.320 --> 00:04:00.320]  我上去什麼都看不到
[00:04:00.320 --> 00:04:02.320]  所以這個世界是沒有神的
[00:04:02.320 --> 00:04:04.320]  事隔到1969年
[00:04:04.320 --> 00:04:06.320]  美國就有一個太空人
[00:04:06.320 --> 00:04:08.320]  去登陸月球成功
[00:04:08.320 --> 00:04:10.320]  當他回到地球的時候
[00:04:10.320 --> 00:04:12.320]  他有另外一種做法說法
[00:04:12.320 --> 00:04:14.320]  他用詩篇來讚美神
[00:04:14.320 --> 00:04:16.320]  他說朱天術說神的榮耀
[00:04:16.320 --> 00:04:18.320]  窮瘡傳揚他的手段
[00:04:18.320 --> 00:04:20.320]  兩個很不同的反應
[00:04:20.320 --> 00:04:22.320]  為什麼第一個太空人
[00:04:22.320 --> 00:04:24.320]  看不見神呢
[00:04:24.320 --> 00:04:26.320]  因為他有屬靈的盲點
[00:04:26.320 --> 00:04:28.320]  同樣耶穌在路加福音裡面
[00:04:28.320 --> 00:04:30.320]  也提過
[00:04:30.320 --> 00:04:32.320]  人是有屬靈的盲點的
[00:04:32.320 --> 00:04:34.320]  我們一起看看
[00:04:34.320 --> 00:04:36.320]  先看路加福音的十一章
[00:04:36.320 --> 00:04:38.320]  三十三節
[00:04:38.320 --> 00:04:40.320]  請等姐妹跟我一起讀
[00:04:40.320 --> 00:04:42.320]  一二三
[00:04:42.320 --> 00:04:44.320]  沒有人點燈放在地陰子裡
[00:04:44.320 --> 00:04:46.320]  或是斗底下
[00:04:46.320 --> 00:04:48.320]  總是放在燈台上
[00:04:48.320 --> 00:04:50.320]  使進來的人
[00:04:50.320 --> 00:04:52.320]  得見亮光
[00:04:52.320 --> 00:04:54.320]  如果點燈的目的是什麼呢
[00:04:54.320 --> 00:04:56.320]  點燈的目的很明白
[00:04:56.320 --> 00:04:58.320]  點燈當然是照明
[00:04:58.320 --> 00:05:00.320]  地陰子是什麼意思呢
[00:05:00.320 --> 00:05:02.320]  地陰子的意思是隱蔽的地方
[00:05:02.320 --> 00:05:04.320]  既然點燈的目的
[00:05:04.320 --> 00:05:06.320]  是照明的
[00:05:06.320 --> 00:05:08.320]  點燈你無端端
[00:05:08.320 --> 00:05:10.320]  沒理由點了一支燈
[00:05:10.320 --> 00:05:12.320]  之後你把它放在
[00:05:12.320 --> 00:05:14.320]  隱蔽的地方
[00:05:14.320 --> 00:05:16.320]  吸住它
[00:05:16.320 --> 00:05:18.320]  你不會這樣做的
[00:05:18.320 --> 00:05:20.320]  你會把燈放在燈台
[00:05:20.320 --> 00:05:22.320]  全世界都看到的地方
[00:05:22.320 --> 00:05:24.320]  讓每一個人都看得見
[00:05:24.320 --> 00:05:26.320]  每一個人都看到這樣的光
[00:05:26.320 --> 00:05:28.320]  耶穌說同樣
[00:05:28.320 --> 00:05:30.320]  我講的道
[00:05:30.320 --> 00:05:32.320]  我講的真理都是一樣
[00:05:32.320 --> 00:05:34.320]  目的是讓很多很多人去明白
[00:05:34.320 --> 00:05:36.320]  看得見
[00:05:36.320 --> 00:05:38.320]  但為什麼人們看不見呢
[00:05:38.320 --> 00:05:40.320]  我們繼續看路加福音的十一章
[00:05:40.320 --> 00:05:42.320]  三十四節
[00:05:42.320 --> 00:05:52.320]  (主題)
[00:05:52.320 --> 00:05:54.320]  眼睛
[00:05:54.320 --> 00:05:56.320]  耶穌說的屬靈的眼睛
[00:05:56.320 --> 00:05:58.320]  未必是肉眼
[00:05:58.320 --> 00:06:00.320]  屬靈的眼睛就像燈
[00:06:00.320 --> 00:06:02.320]  耶穌的時代是點油燈
[00:06:02.320 --> 00:06:04.320]  沒有電燈的
[00:06:04.320 --> 00:06:06.320]  就像屋子裡的油燈一樣
[00:06:06.320 --> 00:06:08.320]  目的是照明
[00:06:08.320 --> 00:06:10.320]  對於我們人生來說
[00:06:10.320 --> 00:06:12.320]  就是向我們人生路向的指引
[00:06:12.320 --> 00:06:14.320]  我們腳前的燈
[00:06:14.320 --> 00:06:16.320]  路上的光是照著我們走的
[00:06:16.320 --> 00:06:18.320]  燎釀的原文的意思
[00:06:18.320 --> 00:06:20.320]  是健康
[00:06:20.320 --> 00:06:22.320]  耶穌在說什麼呢
[00:06:22.320 --> 00:06:24.320]  如果屬靈的眼睛健康
[00:06:24.320 --> 00:06:26.320]  就好像一個油燈
[00:06:26.320 --> 00:06:28.320]  發揮正常作用的目的
[00:06:28.320 --> 00:06:30.320]  讓全屋都光明
[00:06:30.320 --> 00:06:32.320]  如果是這樣的話
[00:06:32.320 --> 00:06:34.320]  人生就開始被神顛覆
[00:06:34.320 --> 00:06:36.320]  人生一片光明
[00:06:36.320 --> 00:06:38.320]  你知道神要你走什麼路
[00:06:38.320 --> 00:06:40.320]  你明白神在你生命裡的計劃
[00:06:40.320 --> 00:06:42.320]  分花又不同
[00:06:42.320 --> 00:06:44.320]  分花的原文意思是有病
[00:06:44.320 --> 00:06:46.320]  回過頭來說
[00:06:46.320 --> 00:06:48.320]  如果你的屬靈眼睛是有病的話
[00:06:48.320 --> 00:06:50.320]  你就好像屋子裡的油燈壞了
[00:06:50.320 --> 00:06:52.320]  全屋一片黑暗
[00:06:52.320 --> 00:06:54.320]  你的人生都會一片黑暗
[00:06:54.320 --> 00:06:56.320]  回過頭來說
[00:06:56.320 --> 00:06:58.320]  耶穌在說
[00:06:58.320 --> 00:07:00.320]  這些人聽
[00:07:00.320 --> 00:07:02.320]  當時他在說的猶太人
[00:07:02.320 --> 00:07:04.320]  他們有一個屬靈的盲點
[00:07:04.320 --> 00:07:06.320]  所以他看不到耶穌的真理
[00:07:06.320 --> 00:07:08.320]  也看不到耶穌是神
[00:07:08.320 --> 00:07:10.320]  耶穌為什麼這樣說呢
[00:07:10.320 --> 00:07:12.320]  或者我們要先去看
[00:07:12.320 --> 00:07:14.320]  我們剛才讀的十一章
[00:07:14.320 --> 00:07:16.320]  三十三至三十四節
[00:07:16.320 --> 00:07:18.320]  其實今天說的聖經是
[00:07:18.320 --> 00:07:20.320]  十一章三十三至三十六節
[00:07:20.320 --> 00:07:22.320]  我們要看之前
[00:07:22.320 --> 00:07:24.320]  究竟發生了什麼事
[00:07:24.320 --> 00:07:26.320]  耶穌才這樣說呢
[00:07:26.320 --> 00:07:28.320]  其實耶穌在他說這個說話之前
[00:07:28.320 --> 00:07:30.320]  發生了一些事
[00:07:30.320 --> 00:07:32.320]  耶穌從一個人的身上
[00:07:32.320 --> 00:07:34.320]  趕了一隻啞巴鬼出來
[00:07:34.320 --> 00:07:36.320]  趕了這隻鬼之後
[00:07:36.320 --> 00:07:38.320]  那個人就可以說話了
[00:07:38.320 --> 00:07:40.320]  但圍著那些猶太人的旁觀者
[00:07:40.320 --> 00:07:42.320]  一點都看不到
[00:07:42.320 --> 00:07:44.320]  這些是神出來的神跡
[00:07:44.320 --> 00:07:46.320]  反而那些人說
[00:07:46.320 --> 00:07:48.320]  你是用鬼王別西卜的靈
[00:07:48.320 --> 00:07:50.320]  去趕鬼的
[00:07:50.320 --> 00:07:52.320]  並且有人在挑釁耶穌
[00:07:52.320 --> 00:07:54.320]  你說是神跡就相信了
[00:07:54.320 --> 00:07:56.320]  你說是從上帝而來就相信了
[00:07:56.320 --> 00:07:58.320]  如果你是這樣說
[00:07:58.320 --> 00:08:00.320]  你再變多一個出來
[00:08:00.320 --> 00:08:02.320]  你變多一個神跡出來
[00:08:02.320 --> 00:08:04.320]  於是耶穌就這樣說
[00:08:04.320 --> 00:08:06.320]  你們如果只是看到這些雞毛蒜皮
[00:08:06.320 --> 00:08:08.320]  只是看到這些無關痛癢的東西
[00:08:08.320 --> 00:08:10.320]  完全看不到
[00:08:10.320 --> 00:08:12.320]  神跡指向的
[00:08:12.320 --> 00:08:14.320]  就是我是基督
[00:08:14.320 --> 00:08:16.320]  我要來拯救你們
[00:08:16.320 --> 00:08:18.320]  我要來改變你們的生命
[00:08:18.320 --> 00:08:20.320]  如果是這樣的話就再沒有神跡給你看
[00:08:20.320 --> 00:08:22.320]  接著耶穌再說
[00:08:22.320 --> 00:08:24.320]  舊約聖經的時代
[00:08:24.320 --> 00:08:26.320]  所羅門時代
[00:08:26.320 --> 00:08:28.320]  那個士巴女王可以見證
[00:08:28.320 --> 00:08:30.320]  你們這個世代的人的罪
[00:08:30.320 --> 00:08:32.320]  為什麼?
