
[00:00:00.000 --> 00:00:02.100]  由我們一起的禱告
[00:00:02.100 --> 00:00:04.940]  慈愛的天父
[00:00:04.940 --> 00:00:08.220]  我們來到主你的面前
[00:00:08.220 --> 00:00:10.540]  今天我們首主餐
[00:00:10.540 --> 00:00:14.240]  我們紀念主為我們死為我們復活
[00:00:14.240 --> 00:00:18.960]  我們知道我們沒什麼可以回報主對我們的大恩
[00:00:18.960 --> 00:00:21.200]  我們要舉起救恩的杯
[00:00:21.200 --> 00:00:22.640]  稱揚你的名
[00:00:22.640 --> 00:00:27.980]  我們更加要在我們的生命裡面追求屬你的心意
[00:00:27.980 --> 00:00:30.740]  追求完全的地步
[00:00:30.740 --> 00:00:34.440]  這是我們一生神對我們的呼召
[00:00:34.440 --> 00:00:38.800]  一生我們要去努力去達至的目標
[00:00:38.800 --> 00:00:40.480]  天父
[00:00:40.480 --> 00:00:44.980]  你在我們的中間繼續去感動我們
[00:00:44.980 --> 00:00:47.320]  繼續去激勵我們
[00:00:47.320 --> 00:00:54.000]  以致我們的生命能夠每天每天都照顧主你的樣式
[00:00:54.000 --> 00:00:55.600]  感謝天父
[00:00:55.600 --> 00:00:57.920]  垂聽悅立我們的禱告
[00:00:57.920 --> 00:00:59.500]  奉主明求
[00:00:59.500 --> 00:01:00.500]  阿們
[00:01:00.500 --> 00:01:04.320]  今天和大家選讀的一段聖經
[00:01:04.320 --> 00:01:09.520]  記載在利未記二十章二十三到二十六節
[00:01:09.520 --> 00:01:12.160]  很想和大家一起讀這段經文
[00:01:12.160 --> 00:01:15.960]  我請大家先讀單數節
[00:01:15.960 --> 00:01:18.300]  我會和大家一起讀雙數節
[00:01:18.300 --> 00:01:20.800]  我們用啟認的方式讀完這節經文好嗎
[00:01:20.800 --> 00:01:22.180]  預備起
[00:01:26.040 --> 00:01:29.200]  你們不可隨從他們的統治
[00:01:29.200 --> 00:01:32.180]  因為他們行使這一切之事
[00:01:32.180 --> 00:01:34.440]  所以我要護他們
[00:01:34.440 --> 00:01:36.220]  但我對你們說過
[00:01:36.220 --> 00:01:38.800]  你們要承受他們的土地
[00:01:38.800 --> 00:01:42.320]  我要把這流瀨與墓之地賜給你們
[00:01:42.320 --> 00:01:44.080]  作為你們的產業
[00:01:44.080 --> 00:01:47.000]  我是耶和華你們的神
[00:01:47.000 --> 00:01:50.540]  是把你們從萬民中分別出來的
[00:01:50.540 --> 00:01:55.840]  你們要以天聖和恩義給予基督徒心
[00:01:55.840 --> 00:01:59.760]  不可任何敵人將你們給予基督徒心
[00:01:59.760 --> 00:02:03.420]  我限不了你們的信仰和信脈
[00:02:03.420 --> 00:02:06.440]  致使你們成為我真主的
[00:02:06.440 --> 00:02:09.340]  你們要歸我為聖
[00:02:09.340 --> 00:02:13.180]  因為我耶和華是神聖的
[00:02:13.180 --> 00:02:17.020]  我把你們從萬民中分別出來
[00:02:17.020 --> 00:02:19.020]  作我的子民
[00:02:19.020 --> 00:02:23.020]  在這段經文裏重覆了兩次
[00:02:23.020 --> 00:02:28.940]  因為我是耶和華你們的神
[00:02:28.940 --> 00:02:33.340]  是把你們從萬民中分別出來
[00:02:33.340 --> 00:02:35.340]  作我的子民
[00:02:35.340 --> 00:02:38.940]  當我們講聖潔的時候
[00:02:38.940 --> 00:02:42.860]  我們不能不講神聖的意思
[00:02:42.860 --> 00:02:46.220]  聖就是分別出來
[00:02:46.220 --> 00:02:50.060]  與神有關係是屬於神的
[00:02:50.060 --> 00:02:52.940]  是專為神所用的
[00:02:52.940 --> 00:02:57.100]  大家記不記得當創造天地的時候
[00:02:57.100 --> 00:03:00.940]  神賜福給第七日定為甚麼?
[00:03:00.940 --> 00:03:02.940]  聖日
[00:03:02.940 --> 00:03:06.460]  第七日和其他的日子是不同的
[00:03:06.460 --> 00:03:08.460]  是分別出來的
[00:03:08.460 --> 00:03:13.100]  我們又記得當神呼召摩西
[00:03:13.100 --> 00:03:16.700]  帶領以色列人要出埃及的時候
[00:03:16.700 --> 00:03:19.660]  在火燒的荊棘叢中
[00:03:19.660 --> 00:03:22.300]  神向摩西顯現
[00:03:22.300 --> 00:03:24.300]  然後神就跟他說
[00:03:24.300 --> 00:03:27.260]  你所站的地方是甚麼?
[00:03:27.260 --> 00:03:29.260]  聖地
[00:03:29.260 --> 00:03:33.900]  聖地就是神所臨在的地方
[00:03:33.900 --> 00:03:38.540]  耶和華曾經對摩西和約書亞都是這樣說
[00:03:38.540 --> 00:03:46.300]  當在這個聖地脫下腳上的鞋子
[00:03:46.300 --> 00:03:49.020]  所羅門蒙神的呼召
[00:03:49.020 --> 00:03:53.580]  繼承大衛去為神建甚麼?
[00:03:53.580 --> 00:03:55.580]  聖殿
[00:03:55.580 --> 00:04:00.700]  聖殿亦是分別出來敬拜神的
[00:04:00.700 --> 00:04:06.300]  新約裏面使徒保羅寫信給各地教會的信徒
[00:04:06.300 --> 00:04:08.300]  稱他們為甚麼?
[00:04:08.300 --> 00:04:10.300]  聖徒
[00:04:10.300 --> 00:04:14.220]  所以當我們想起聖潔的時候
[00:04:14.220 --> 00:04:17.820]  這個聖就是神特別分別出來
[00:04:17.820 --> 00:04:19.820]  好讓同萬民
[00:04:19.820 --> 00:04:21.820]  同其他不同
[00:04:21.820 --> 00:04:25.020]  為甚麼我們要聖潔呢?
[00:04:25.020 --> 00:04:28.620]  首先聖潔是神的命令
[00:04:28.620 --> 00:04:30.620]  剛才我們讀的經文
[00:04:30.620 --> 00:04:34.220]  是因為你們要歸我為聖
[00:04:34.220 --> 00:04:37.820]  因為我耶和華是神聖的
[00:04:37.820 --> 00:04:39.820]  你們要聖潔
[00:04:39.820 --> 00:04:41.820]  是神的命令
[00:04:41.820 --> 00:04:43.820]  並不是可有可無的
[00:04:43.820 --> 00:04:46.300]  為甚麼是這樣的命令呢?
[00:04:46.300 --> 00:04:49.660]  因為他本身就是聖潔
[00:04:49.660 --> 00:04:51.660]  在舊約
[00:04:51.660 --> 00:04:53.660]  以色列民是神的子民
[00:04:53.660 --> 00:04:55.660]  神要求他的百姓
[00:04:55.660 --> 00:04:58.620]  和當時的萬民分別出來
[00:04:58.620 --> 00:05:00.620]  有所不同
[00:05:00.620 --> 00:05:02.620]  你記不記得
[00:05:02.620 --> 00:05:05.820]  神從埃及呼召以色列人
[00:05:05.820 --> 00:05:08.620]  離開埃及遺老之家
[00:05:08.620 --> 00:05:10.620]  因為埃及這個地方
[00:05:10.620 --> 00:05:12.620]  充滿偶像的敬拜
[00:05:12.620 --> 00:05:15.420]  他們呼召以色列人出來
[00:05:15.420 --> 00:05:18.620]  要進入神所應許之地
[00:05:18.620 --> 00:05:20.620]  迦南
[00:05:20.620 --> 00:05:23.420]  迦南也是一個拜假神的地方
[00:05:23.420 --> 00:05:27.020]  他們所做的都是不合神的心意
[00:05:27.020 --> 00:05:29.020]  所以以色列民
[00:05:29.020 --> 00:05:31.020]  去到一個新的地方
[00:05:31.020 --> 00:05:36.620]  就是要重新建立與神的關係
[00:05:36.620 --> 00:05:38.620]  去到新約的時候
[00:05:38.620 --> 00:05:40.620]  彼得對我們說
[00:05:40.620 --> 00:05:42.620]  你們作為活石
[00:05:42.620 --> 00:05:46.220]  要被建造成為一個屬靈的殿
[00:05:46.220 --> 00:05:49.420]  成為聖潔的祭司
[00:05:49.420 --> 00:05:53.420]  藉著耶穌基督獻上蒙神月立
[00:05:53.420 --> 00:05:55.420]  屬靈的祭物
[00:05:55.420 --> 00:05:57.420]  屬靈的殿
[00:05:57.420 --> 00:05:59.420]  屬靈的祭物
[00:05:59.420 --> 00:06:02.420]  都是神特別分別出來的
[00:06:02.420 --> 00:06:04.420]  神通過耶穌基督
[00:06:04.420 --> 00:06:06.420]  將我們從罪惡中
[00:06:06.420 --> 00:06:08.420]  捆綁裏面救出來
[00:06:08.420 --> 00:06:10.420]  祂對我們的要求
[00:06:10.420 --> 00:06:13.420]  就是作一個聖潔的祭司
[00:06:13.420 --> 00:06:15.420]  因為祂是聖潔的
[00:06:15.420 --> 00:06:17.420]  在聖潔當中
[00:06:17.420 --> 00:06:19.420]  我們才能成為祂
[00:06:19.420 --> 00:06:21.420]  施恩賜福的管道
[00:06:21.420 --> 00:06:24.420]  領受祂給我們的使命
[00:06:24.420 --> 00:06:27.420]  使萬民作祂的門徒
[00:06:27.420 --> 00:06:29.420]  贈得福音的好處
[00:06:29.420 --> 00:06:31.420]  所以我們看到
[00:06:31.420 --> 00:06:33.420]  從舊約到新約
[00:06:33.420 --> 00:06:35.420]  神對祂的子民
[00:06:35.420 --> 00:06:37.420]  都有一個聖潔的要求
[00:06:37.420 --> 00:06:39.420]  弟兄姊妹
[00:06:39.420 --> 00:06:41.420]  今天我們在這裏
[00:06:41.420 --> 00:06:42.420]  示立神的時候
[00:06:42.420 --> 00:06:44.420]  我們同樣也都需要
[00:06:44.420 --> 00:06:46.420]  存在一個聖潔的心
[00:06:46.420 --> 00:06:48.420]  聖潔的生活
[00:06:48.420 --> 00:06:50.420]  去侍奉我們的神
[00:06:50.420 --> 00:06:52.420]  為甚麼我們要聖潔呢
[00:06:52.420 --> 00:06:54.420]  第二方面就是說
[00:06:54.420 --> 00:06:57.420]  聖潔沒有人能見主
[00:06:57.420 --> 00:06:59.420]  希伯來書十二章十四節說
