
[00:00:00.000 --> 00:00:03.040]  誰帶什麼福音去傳給誰
[00:00:03.040 --> 00:00:05.800]  誰帶什麼福音去傳給誰呢
[00:00:05.800 --> 00:00:09.520]  我相信大家應該對宣教的主題都很熟悉
[00:00:09.520 --> 00:00:11.960]  我想大家對宣教這個主題可能都很熟悉
[00:00:11.960 --> 00:00:15.360]  而且對於什麼是猜傳
[00:00:15.360 --> 00:00:18.680]  我相信大家也都聽過很多次
[00:00:18.680 --> 00:00:20.760]  猜傳可能都聽過了,是不是?
[00:00:20.760 --> 00:00:25.640]  我自己的岳父母他們不是基督徒
[00:00:25.640 --> 00:00:29.360]  所以他們對於我們基督徒很多的術語
[00:00:29.360 --> 00:00:32.400]  他們有時候沒有聽過,也不太清楚
[00:00:32.400 --> 00:00:34.080]  我的岳父岳母他們不是基督徒
[00:00:34.080 --> 00:00:35.680]  有時候關於基督教的術語
[00:00:35.680 --> 00:00:37.560]  他們可能不太清楚或者不太明白
[00:00:37.560 --> 00:00:40.040]  所以當他知道我現在在一個機構
[00:00:40.040 --> 00:00:44.240]  叫做聯合猜傳的服侍裏面的時候
[00:00:44.240 --> 00:00:45.600]  他們有一點點困惑
[00:00:45.600 --> 00:00:49.240]  當他知道我在聯合猜傳這個機構
[00:00:49.240 --> 00:00:50.880]  有點困惑,不太明白
[00:00:50.880 --> 00:00:56.320]  因爲我以前在中普號福音傳上面工作
[00:00:56.320 --> 00:00:57.440]  服侍過
[00:00:57.440 --> 00:01:02.680]  因爲我以前在中普號福音傳上面工作過
[00:01:02.680 --> 00:01:05.400]  所以他們知道我以前是坐船的
[00:01:05.400 --> 00:01:07.640]  他們知道我以前是坐船的
[00:01:07.640 --> 00:01:10.960]  他就說你以前在坐船,現在在猜傳
[00:01:10.960 --> 00:01:14.880]  以前是坐船,現在是猜傳
[00:01:14.880 --> 00:01:18.520]  他說你們教會的事業做得很大
[00:01:18.520 --> 00:01:20.240]  你們教會的事業好像做得很大
[00:01:20.240 --> 00:01:22.840]  他以爲猜傳是把船拆掉的那個猜傳
[00:01:22.840 --> 00:01:26.000]  他以爲猜傳是拆船的意思
[00:01:26.000 --> 00:01:28.720]  還有一個機構叫做划船的,你有沒有聽過
[00:01:28.720 --> 00:01:30.720]  還有一個機構叫划船的,有沒有聽過
[00:01:30.720 --> 00:01:33.920]  划艇的,好像是划船
[00:01:33.920 --> 00:01:37.760]  這是我們在聖誕節的時候一起拍照
[00:01:37.760 --> 00:01:39.440]  我們現在是一個年輕的團隊
[00:01:39.440 --> 00:01:42.640]  在臺灣推動猜傳和宣教
[00:01:42.640 --> 00:01:46.720]  大家看到這張照片就是我在臺灣的一個猜傳的同工
[00:01:46.720 --> 00:01:48.360]  在聖誕的時候拍攝的照片
[00:01:48.360 --> 00:01:49.560]  感謝主在香港
[00:01:49.560 --> 00:01:52.880]  我們也跟香港猜傳事工聯會學習
[00:01:52.880 --> 00:01:54.160]  然後跟他們一起的配搭
[00:01:54.160 --> 00:01:58.000]  很感恩,跟香港的猜傳事工聯會都有學習和配搭的機會
[00:01:58.000 --> 00:01:59.920]  這是一個令人興奮的時代
[00:01:59.920 --> 00:02:02.000]  是因爲許多的華人的猜會
[00:02:02.000 --> 00:02:05.440]  中國人的猜會開始見到我們自己的責任
[00:02:05.440 --> 00:02:07.320]  很感恩,是一個很感恩的時間
[00:02:07.320 --> 00:02:11.480]  因爲見到很多華人的猜傳工作開始接受自己的責任了
[00:02:11.480 --> 00:02:14.520]  1865年的6月17號
[00:02:14.520 --> 00:02:17.120]  1865年的6月17號
[00:02:17.120 --> 00:02:22.680]  有一個來自蘇格蘭的醫師來到了臺灣的臺南
[00:02:22.680 --> 00:02:24.960]  然後開始了宣教的事工
[00:02:24.960 --> 00:02:28.120]  有個蘇格蘭的醫師來到臺灣的南部有宣教的事工
[00:02:28.120 --> 00:02:30.160]  他的名字叫做馬雅各
[00:02:30.160 --> 00:02:31.920]  他的名字叫做馬雅各
[00:02:31.920 --> 00:02:36.400]  1865年,同一年的6月25號
[00:02:36.400 --> 00:02:38.920]  同一年,1865年的6月25號
[00:02:38.920 --> 00:02:41.840]  有一個年輕人剛剛從中國宣教回來
[00:02:41.840 --> 00:02:44.680]  他決定,上帝給他一個這樣的護照
[00:02:44.680 --> 00:02:46.400]  他決定要成立一個猜會
[00:02:46.400 --> 00:02:49.320]  有一箇中國人由中國回到臺灣
[00:02:49.320 --> 00:02:51.640]  所以想成立一箇中國的猜會
[00:02:51.640 --> 00:02:56.160]  6月25號的時候他走進了一間銀行
[00:02:56.160 --> 00:02:58.920]  6月25號那天他去到一間銀行
[00:02:58.920 --> 00:03:01.800]  然後他用10英鎊開了一個賬戶
[00:03:01.800 --> 00:03:04.000]  他用10英鎊開了一個賬戶
[00:03:04.000 --> 00:03:07.200]  這個賬戶的名字叫做China Inland Mission
[00:03:07.200 --> 00:03:09.760]  這個賬戶的名字叫做
[00:03:09.760 --> 00:03:10.960]  China Inland Mission
[00:03:10.960 --> 00:03:15.280]  China Inland Mission 就是中國內地的宣教
[00:03:15.280 --> 00:03:19.160]  中國內地會的創辦人他的名字叫Hudson Taylor
[00:03:19.160 --> 00:03:21.440]  就是我們很熟悉的戴德生
[00:03:21.440 --> 00:03:24.600]  中國內地會的創辦人就是我們很熟悉的戴德生
[00:03:24.600 --> 00:03:29.000]  所以去年就是2015年總共過了150年
[00:03:29.000 --> 00:03:32.040]  所以去年2015年就是150年了
[00:03:32.040 --> 00:03:36.440]  我們臺灣教會的歷史也走了150年
[00:03:36.440 --> 00:03:39.200]  原來臺灣教會的歷史也走了150年了
[00:03:39.200 --> 00:03:41.720]  中國內地會的歷史也走了150年
[00:03:41.720 --> 00:03:44.120]  中國內地會的歷史也走了150年了
[00:03:44.120 --> 00:03:47.520]  我們現在來看華人教會里面所擁有的一切
[00:03:47.520 --> 00:03:49.760]  我們現在看到華人教會里面擁有的一切
[00:03:49.760 --> 00:03:52.720]  事實上都是宣教的種子
[00:03:52.720 --> 00:03:54.760]  其實一切都是宣教之後的種子
[00:03:54.760 --> 00:03:58.080]  我們這一間教會叫做梁發紀念禮拜堂
[00:03:58.080 --> 00:03:59.840]  我們教會是梁發紀念禮拜堂
[00:03:59.840 --> 00:04:03.200]  我們相信大家都知道梁發是哪一位
[00:04:03.200 --> 00:04:05.000]  大家都應該很熟悉梁發是哪一個
[00:04:05.000 --> 00:04:07.240]  但是我們回頭來看今天
[00:04:07.240 --> 00:04:12.640]  華人是不是在傳福音的份上是有責任的
