
[00:00:00.000 --> 00:00:02.000]  好,丹姊妹,大家早晨
[00:00:02.000 --> 00:00:03.000]  早晨
[00:00:03.000 --> 00:00:06.000]  在聆聽主導以前,我們一起同心低頭禱告
[00:00:06.000 --> 00:00:09.000]  讓我們的敬拜能夠,或者在聆聽的過程當中
[00:00:09.000 --> 00:00:12.000]  能夠有聖靈與我們共在
[00:00:12.000 --> 00:00:17.000]  父神,多謝祢,給到我們能夠有生命氣息
[00:00:17.000 --> 00:00:22.000]  在縱使踏入這個秋天的節的期間
[00:00:22.000 --> 00:00:25.000]  讓我們仍然看到
[00:00:25.000 --> 00:00:28.000]  上主祢怎樣看顧保守我們每一個
[00:00:28.000 --> 00:00:31.000]  讓我們能夠在一個風光明媚的日子
[00:00:31.000 --> 00:00:34.000]  可以不單止享受到上帝祢的創造
[00:00:34.000 --> 00:00:37.000]  並且能夠,可以有這樣的自由空間
[00:00:37.000 --> 00:00:39.000]  可以回來在主祢的說話面前學習
[00:00:39.000 --> 00:00:41.000]  我們為此現場感恩
[00:00:41.000 --> 00:00:43.000]  求祢帶領我們每一個
[00:00:43.000 --> 00:00:46.000]  先上先下的每一個弟兄姊妹
[00:00:46.000 --> 00:00:49.000]  要一起在主祢的說話上面得到造就
[00:00:49.000 --> 00:00:53.000]  也要能夠可以成為在主祢的裡面
[00:00:53.000 --> 00:00:55.000]  一個合神心意的人
[00:00:55.000 --> 00:00:59.000]  能夠一同在我們所處的環境裡面
[00:00:59.000 --> 00:01:02.000]  你所放置給我們在應有的
[00:01:02.000 --> 00:01:05.000]  熟練的生命能夠活出
[00:01:05.000 --> 00:01:08.000]  讓人認識我們所相信的主
[00:01:08.000 --> 00:01:09.000]  我們的神
[00:01:09.000 --> 00:01:11.000]  我們為此再次獻上感恩
[00:01:11.000 --> 00:01:13.000]  在聆聽主導的過程裡面
[00:01:13.000 --> 00:01:14.000]  叩聖靈的引導
[00:01:14.000 --> 00:01:15.000]  賦予我們智慧
[00:01:15.000 --> 00:01:17.000]  能夠明白當中的啟示
[00:01:17.000 --> 00:01:18.000]  我們禱告
[00:01:18.000 --> 00:01:21.000]  奉靠主耶穌基督得聖名自已靠
[00:01:21.000 --> 00:01:22.000]  阿門
[00:01:23.000 --> 00:01:25.000]  世人有一句俗語
[00:01:25.000 --> 00:01:27.000]  我相信大家會聽過
[00:01:27.000 --> 00:01:28.000]  就是說
[00:01:28.000 --> 00:01:32.000]  機會是給予有預備的人
[00:01:32.000 --> 00:01:39.000]  這句很普遍大家都會去留意的
[00:01:39.000 --> 00:01:40.000]  但是我相信
[00:01:40.000 --> 00:01:43.000]  當我們今天去看完今天這段的經文
[00:01:43.000 --> 00:01:47.000]  或者是一段大家好像很熟悉的經文之後
[00:01:47.000 --> 00:01:51.000]  這一句一般世俗人所說的話
[00:01:51.000 --> 00:01:54.000]  可能我會稍稍需要將它調節一下
[00:01:54.000 --> 00:01:55.000]  就是說
[00:01:55.000 --> 00:02:00.000]  機會是給予有充分預備的人
[00:02:00.000 --> 00:02:03.000]  而作為一個聖經的讀者
[00:02:03.000 --> 00:02:05.000]  我們也可以更加肯定的就是
[00:02:05.000 --> 00:02:08.000]  在永恆的救恩當中
[00:02:08.000 --> 00:02:13.000]  只會是為那些有充分地預備的神國的子民
[00:02:13.000 --> 00:02:15.000]  有所領受的
[00:02:15.000 --> 00:02:16.000]  因此今天
[00:02:16.000 --> 00:02:19.000]  當我們去看看這段聖經的時候
[00:02:19.000 --> 00:02:21.000]  我們也嘗試去了解一下
[00:02:21.000 --> 00:02:30.000]  如何明白到救恩是為那些有充分預備的屬靈的神國子民
[00:02:30.000 --> 00:02:32.000]  能夠讓他們得到的
[00:02:32.000 --> 00:02:33.000]  這一段經文
[00:02:33.000 --> 00:02:38.000]  《馬太福音》第25章第1至13節
[00:02:38.000 --> 00:02:41.000]  是一段非常熟悉的經文
[00:02:41.000 --> 00:02:45.000]  是很多信徒以為自己都很掌握的經文
[00:02:45.000 --> 00:02:48.000]  但是當我們去重新仔細去看的時候
[00:02:48.000 --> 00:02:51.000]  似乎有些地方我們會遺漏了
[00:02:51.000 --> 00:02:53.000]  所以今天我講這個講題的時候
[00:02:53.000 --> 00:02:57.000]  隨著剛才我們所談論到的觀念
[00:02:57.000 --> 00:02:58.000]  我給了一個題目
[00:02:58.000 --> 00:02:59.000]  它叫做
[00:02:59.000 --> 00:03:05.000]  永恆救恩只會給予有充分預備的神國子民
[00:03:05.000 --> 00:03:08.000]  如果我們再次回去這段聖經一起看看
[00:03:08.000 --> 00:03:10.000]  剛才Karen幫我們讀了一次
[00:03:10.000 --> 00:03:12.000]  但是我們自己再讀一下
[00:03:12.000 --> 00:03:14.000]  嘗試去理解一下
[00:03:14.000 --> 00:03:18.000]  有些什麼地方是我們自己可能一直以為很熟悉
[00:03:18.000 --> 00:03:20.000]  但是卻是遺漏了
[00:03:20.000 --> 00:03:22.000]  或者是沒有留意到的
[00:03:22.000 --> 00:03:24.000]  我們透過再讀這段經文
[00:03:24.000 --> 00:03:26.000]  去明白一下當中的意思
[00:03:26.000 --> 00:03:32.000]  讓我們一起打開《馬太福音》第25章第1至13節
[00:03:32.000 --> 00:03:34.000]  找到之後一起讀
[00:03:34.000 --> 00:03:41.000]  那時天國好比十個童女拿著燈出去迎接新郎
[00:03:41.000 --> 00:03:44.000]  其中有五個是愚拙的
[00:03:44.000 --> 00:03:46.000]  五個是聰明的
[00:03:46.000 --> 00:03:50.000]  愚拙的拿著燈卻不預備遊
[00:03:50.000 --> 00:03:55.000]  聰明的拿著燈又預備遊在戲冥裡
[00:03:55.000 --> 00:03:58.000]  新郎辭言的時候
[00:03:58.000 --> 00:04:01.000]  他們都打頓睡著了
[00:04:01.000 --> 00:04:04.000]  半夜有人哭著說
[00:04:04.000 --> 00:04:05.000]  新郎來了
[00:04:05.000 --> 00:04:07.000]  你們出來迎接他
[00:04:07.000 --> 00:04:11.000]  那些童女就都起來收拾燈
[00:04:11.000 --> 00:04:14.000]  愚拙的對聰明的說
[00:04:14.000 --> 00:04:16.000]  請分點遊給我們
[00:04:16.000 --> 00:04:19.000]  因為我們的燈要滅了
[00:04:19.000 --> 00:04:21.000]  聰明的回答說
[00:04:21.000 --> 00:04:24.000]  恐怕不夠你我用的
[00:04:24.000 --> 00:04:28.000]  不如你自己到賣油的那裡去買吧
[00:04:28.000 --> 00:04:30.000]  他們去買的時候
[00:04:30.000 --> 00:04:32.000]  新郎到了
[00:04:32.000 --> 00:04:34.000]  那預備好了的
[00:04:34.000 --> 00:04:38.000]  跟他進去坐席門就關了
[00:04:38.000 --> 00:04:42.000]  其餘的童女隨後也來了
[00:04:42.000 --> 00:04:46.000]  說主啊主啊給我們開門
[00:04:46.000 --> 00:04:48.000]  他卻回答說
[00:04:48.000 --> 00:04:50.000]  我實在告訴你們
[00:04:50.000 --> 00:04:52.000]  我不認識你們
[00:04:52.000 --> 00:04:55.000]  所以你要警醒
[00:04:55.000 --> 00:05:01.000]  因為那日子那時辰你們不知道
[00:05:01.000 --> 00:05:04.000]  在這段經文的前文
[00:05:04.000 --> 00:05:05.000]  我們說過些什麼呢
[00:05:05.000 --> 00:05:07.000]  我簡單的recap一下
[00:05:07.000 --> 00:05:09.000]  就是講到原來
[00:05:09.000 --> 00:05:11.000]  我們的主是會有一段時間
[00:05:11.000 --> 00:05:13.000]  不在我們的身邊的
[00:05:13.000 --> 00:05:15.000]  但是我們的主其實
[00:05:15.000 --> 00:05:18.000]  仍然是很體貼我們
[00:05:18.000 --> 00:05:20.000]  關懷我們
[00:05:20.000 --> 00:05:23.000]  擔心我們會失落
[00:05:23.000 --> 00:05:26.000]  或者有些時候會迷失
[00:05:26.000 --> 00:05:29.000]  而於是乎我們就失去了
[00:05:29.000 --> 00:05:33.000]  原本要在恩主的裡面
[00:05:33.000 --> 00:05:35.000]  要守住些什麼
[00:05:35.000 --> 00:05:37.000]  或者要履行些什麼
[00:05:37.000 --> 00:05:40.000]  而很多的信徒其實
[00:05:40.000 --> 00:05:42.000]  也都在這個過程當中
[00:05:42.000 --> 00:05:44.000]  在迷失的裡面
[00:05:44.000 --> 00:05:46.000]  有時不記得了
[00:05:46.000 --> 00:05:49.000]  原來我們一直是希望
[00:05:49.000 --> 00:05:52.000]  透過了解我們的上帝更多
[00:05:52.000 --> 00:05:56.000]  然後去滿足我們的父神
[00:05:56.000 --> 00:05:59.000]  那個拯救人的心願
[00:05:59.000 --> 00:06:00.000]  最典型的一個例子
[00:06:00.000 --> 00:06:02.000]  就是我們的主耶穌基督
[00:06:02.000 --> 00:06:04.000]  我們的主耶穌因為他明白到
[00:06:04.000 --> 00:06:08.000]  父神這個願意萬人得救
[00:06:08.000 --> 00:06:11.000]  不願一人沉淪這個觀念
[00:06:11.000 --> 00:06:14.000]  於是乎他致死忠心
[00:06:14.000 --> 00:06:16.000]  所以上一課我們講到
[00:06:16.000 --> 00:06:18.000]  有關於忠心的問題
[00:06:18.000 --> 00:06:20.000]  也都是這樣的緣故
[00:06:20.000 --> 00:06:23.000]  忠心怎樣表達呢
[00:06:23.000 --> 00:06:26.000]  忠心不只是在順境的時候
[00:06:26.000 --> 00:06:28.000]  才會表現出來的
[00:06:28.000 --> 00:06:30.000]  忠心即使是一個
[00:06:30.000 --> 00:06:33.000]  不順境的環境之下
[00:06:33.000 --> 00:06:36.000]  仍然是保持著一個一貫的觀念
[00:06:36.000 --> 00:06:40.000]  為了履行主的目的
[00:06:40.000 --> 00:06:43.000]  就是拯救人這個目的
[00:06:43.000 --> 00:06:45.000]  於是乎可能會付出
[00:06:45.000 --> 00:06:47.000]  自己所有的東西
[00:06:47.000 --> 00:06:49.000]  忠心的信徒願意
[00:06:49.000 --> 00:06:53.000]  為了主的目標而願意
[00:06:53.000 --> 00:06:56.000]  付出自己所有
[00:06:56.000 --> 00:06:58.000]  這種就是我們在前文所看到
[00:06:58.000 --> 00:06:59.000]  那個背景
[00:06:59.000 --> 00:07:02.000]  不過在這個大背景之下
[00:07:02.000 --> 00:07:04.000]  耶穌仍然希望信徒
[00:07:04.000 --> 00:07:07.000]  可以有一些的方式去
[00:07:07.000 --> 00:07:10.000]  常常把脈驗證檢測
[00:07:10.000 --> 00:07:12.000]  清楚自己的靈性怎樣
[00:07:12.000 --> 00:07:14.000]  所以我上次用了一個例子
[00:07:14.000 --> 00:07:20.000]  好像COVID-19 新冠狀病毒肺炎
[00:07:20.000 --> 00:07:21.000]  這樣過去
[00:07:21.000 --> 00:07:24.000]  我們經常就要用一些快測劑
[00:07:24.000 --> 00:07:25.000]  來檢測一下
[00:07:25.000 --> 00:07:28.000]  究竟自己的身體狀況
[00:07:28.000 --> 00:07:30.000]  是否真的中了招呢
[00:07:30.000 --> 00:07:32.000]  如果中了招要怎樣處理好呢
[00:07:32.000 --> 00:07:34.000]  所以上一堂我們看見
[00:07:34.000 --> 00:07:36.000]  耶穌就用了一個忠心
[00:07:36.000 --> 00:07:38.000]  和不忠心的僕人的比喻
[00:07:38.000 --> 00:07:42.000]  來幫助祂的門徒
[00:07:42.000 --> 00:07:45.000]  縱使耶穌不在祂身邊的時候
[00:07:45.000 --> 00:07:48.000]  祂仍然可以常常去做一個檢測
[00:07:48.000 --> 00:07:52.000]  去看看自己的靈性狀態如何
[00:07:52.000 --> 00:07:54.000]  而今天來到這一章
[00:07:54.000 --> 00:07:55.000]  我們看到
[00:07:55.000 --> 00:07:58.000]  耶穌用了另一個的比喻
[00:07:58.000 --> 00:08:00.000]  來幫助我們明白
[00:08:00.000 --> 00:08:02.000]  忠心的題目
[00:08:02.000 --> 00:08:04.000]  而這個忠心的題目
[00:08:04.000 --> 00:08:08.000]  就用了一個所謂十童女的比喻
[00:08:08.000 --> 00:08:10.000]  來陳述出來
[00:08:10.000 --> 00:08:12.000]  十童女這個比喻
[00:08:12.000 --> 00:08:15.000]  如果你將它騰空就這樣拿出來講
[00:08:15.000 --> 00:08:17.000]  就可以講到天花龍鳳都可以
[00:08:17.000 --> 00:08:20.000]  不過如果我們仔細去看
[00:08:20.000 --> 00:08:22.000]  馬太福音整個結構的時候
[00:08:22.000 --> 00:08:23.000]  我們會發現到
