
[00:00:00.000 --> 00:00:03.320]  今天就和大家講一講神道德的旨意
[00:00:03.320 --> 00:00:06.000]  第一 這個是No.2
[00:00:06.000 --> 00:00:07.440]  No.1是什麼呢
[00:00:07.440 --> 00:00:08.840]  就是上一次和大家講的時候
[00:00:08.840 --> 00:00:10.520]  就是有一些東西是
[00:00:10.520 --> 00:00:12.520]  神 祂決定了一些事情
[00:00:12.520 --> 00:00:14.600]  就一定會這樣做的
[00:00:14.600 --> 00:00:16.600]  沒有人能夠攔阻祂的
[00:00:16.600 --> 00:00:17.880]  絕對沒有人能夠攔阻祂的
[00:00:17.880 --> 00:00:19.880]  因為祂是神 祂才可以這樣做
[00:00:19.880 --> 00:00:21.560]  但另一方面呢
[00:00:21.560 --> 00:00:24.160]  這裡就有一連串的
[00:00:24.160 --> 00:00:27.000]  就是神的道德的旨意
[00:00:27.000 --> 00:00:29.160]  是容許人拒絕
[00:00:29.160 --> 00:00:31.160]  是有後果的
[00:00:31.160 --> 00:00:33.160]  就好像有一個學生
[00:00:33.160 --> 00:00:34.160]  和一個老師講
[00:00:34.160 --> 00:00:36.160]  老師說 你很溫書了
[00:00:36.160 --> 00:00:38.160]  下個禮拜就考試了
[00:00:38.160 --> 00:00:40.160]  雖然就是放年假
[00:00:40.160 --> 00:00:42.160]  但是放完年假回來
[00:00:42.160 --> 00:00:45.160]  就是學校一個中期的大考
[00:00:45.160 --> 00:00:47.160]  很溫書了
[00:00:47.160 --> 00:00:49.160]  有一個學生舉手
[00:00:49.160 --> 00:00:51.160]  Sir 我不溫可以嗎
[00:00:51.160 --> 00:00:54.160]  老師仍然是這麼溫柔
[00:00:54.160 --> 00:00:56.160]  可以 不過你會肥老
[00:00:57.160 --> 00:00:59.160]  就是後果自負
[00:00:59.160 --> 00:01:01.160]  你可以不聽老師講
[00:01:01.160 --> 00:01:04.160]  但是後果要自負
[00:01:04.160 --> 00:01:06.160]  所以神是容許人拒絕
[00:01:06.160 --> 00:01:07.160]  祂的後果
[00:01:07.160 --> 00:01:09.160]  拒絕而有後果的
[00:01:09.160 --> 00:01:11.160]  人是有自由意志接受
[00:01:11.160 --> 00:01:14.160]  或者拒絕神的律
[00:01:14.160 --> 00:01:16.160]  就好像自然界的定律一樣
[00:01:16.160 --> 00:01:18.160]  正如我這個呢
[00:01:18.160 --> 00:01:20.160]  因為我上次講過的
[00:01:20.160 --> 00:01:21.160]  小小講過的
[00:01:21.160 --> 00:01:22.160]  我說這張紙
[00:01:22.160 --> 00:01:24.160]  擺一個位置
[00:01:24.160 --> 00:01:25.160]  放下來會怎樣
[00:01:25.160 --> 00:01:27.160]  我放手會怎樣
[00:01:27.160 --> 00:01:29.160]  為什麼會掉下去
[00:01:29.160 --> 00:01:31.160]  這是一個科學的問題
[00:01:31.160 --> 00:01:34.160]  因為地心吸力
[00:01:34.160 --> 00:01:35.160]  如果這張紙放了之後
[00:01:35.160 --> 00:01:37.160]  飛一張飛上去
[00:01:37.160 --> 00:01:40.160]  那就很奇怪了
[00:01:40.160 --> 00:01:42.160]  梁牧師玩魔術
[00:01:42.160 --> 00:01:44.160]  能夠將這張紙
[00:01:44.160 --> 00:01:47.160]  抗拒地心吸力
[00:01:47.160 --> 00:01:49.160]  而是向上不是向下
[00:01:49.160 --> 00:01:53.160]  所以神祂有一個律
[00:01:53.160 --> 00:01:54.160]  這是道德的律
[00:01:54.160 --> 00:01:57.160]  人可以跟從或者不跟從
[00:01:57.160 --> 00:01:59.160]  但是後果自負
[00:01:59.160 --> 00:02:01.160]  第一點
[00:02:01.160 --> 00:02:02.160]  其實上次講過
[00:02:02.160 --> 00:02:03.160]  所以我只是引用一節經文
[00:02:03.160 --> 00:02:05.160]  跟大家補充
[00:02:05.160 --> 00:02:07.160]  refresh
[00:02:07.160 --> 00:02:09.160]  神的旨意就在神的話語當中
[00:02:09.160 --> 00:02:11.160]  此篇第四十篇第七至第八節
[00:02:11.160 --> 00:02:13.160]  那時我才看得下我來了
[00:02:13.160 --> 00:02:18.160]  我的事在經卷上已經記載了
[00:02:18.160 --> 00:02:19.160]  我的神啊
[00:02:19.160 --> 00:02:21.160]  我樂意照祢的旨意行
[00:02:21.160 --> 00:02:23.160]  祢的律法在我心裡
[00:02:23.160 --> 00:02:25.160]  神的律法在個人的心裡
[00:02:25.160 --> 00:02:27.160]  是什麼意思
[00:02:27.160 --> 00:02:30.160]  祂是晝夜思想神的話語
[00:02:30.160 --> 00:02:32.160]  這人便為有福
[00:02:32.160 --> 00:02:34.160]  我每天祈禱
[00:02:34.160 --> 00:02:35.160]  我隨時可以忘記
[00:02:35.160 --> 00:02:36.160]  我的腦袋就是這樣
[00:02:36.160 --> 00:02:37.160]  很神奇
[00:02:37.160 --> 00:02:39.160]  我用神奇其實很怪誕
[00:02:39.160 --> 00:02:41.160]  而說求祢將祢的律例指教我
[00:02:41.160 --> 00:02:42.160]  我必遵守到底
[00:02:42.160 --> 00:02:43.160]  求祢賜我悟性
[00:02:43.160 --> 00:02:45.160]  我便遵守祢的律法
[00:02:45.160 --> 00:02:46.160]  且要一心遵守
[00:02:46.160 --> 00:02:51.160]  詩篇一百一十九篇第三十三三十四節
[00:02:51.160 --> 00:02:56.160]  我每天總有一次很長的祈禱
[00:02:56.160 --> 00:02:58.160]  每天一定有一次
[00:02:58.160 --> 00:03:02.160]  通常是躺在床上來祈禱
[00:03:02.160 --> 00:03:05.160]  而我的祈禱我都和大家分享過
[00:03:05.160 --> 00:03:07.160]  也是PRAY祈禱
[00:03:07.160 --> 00:03:09.160]  不過當然不說這麼詳細
[00:03:09.160 --> 00:03:10.160]  但是到A那裡
[00:03:10.160 --> 00:03:13.160]  PRAY的A就是ASK
[00:03:13.160 --> 00:03:15.160]  Ask Seek and Knock
[00:03:15.160 --> 00:03:19.160]  而ASK我自己是創了一個做法
[00:03:19.160 --> 00:03:21.160]  就是由A數到Z
[00:03:21.160 --> 00:03:22.160]  A為誰?
[00:03:22.160 --> 00:03:25.160]  為一個姐妹和她的丈夫
[00:03:25.160 --> 00:03:27.160]  因為這個姐妹的名字
[00:03:27.160 --> 00:03:28.160]  第一個字母是什麼?
[00:03:28.160 --> 00:03:30.160]  是A
[00:03:30.160 --> 00:03:31.160]  C是什麼?
[00:03:31.160 --> 00:03:32.160]  B也有
[00:03:32.160 --> 00:03:33.160]  不過不說B
[00:03:33.160 --> 00:03:34.160]  C是什麼?
[00:03:34.160 --> 00:03:39.160]  C就是現在有三個人的名字都是C字頭
[00:03:39.160 --> 00:03:42.160]  我就為他們祈禱
[00:03:42.160 --> 00:03:45.160]  還有一點就是這個A到Z
[00:03:45.160 --> 00:03:47.160]  有時候會加進去
[00:03:47.160 --> 00:03:49.160]  最近有一個弟兄姐妹跟我說
[00:03:49.160 --> 00:03:52.160]  牧師我很想你為我的媽媽祈禱
[00:03:52.160 --> 00:03:56.160]  我媽媽她的姓就是L字頭
[00:03:56.160 --> 00:04:00.160]  L可以姓李姓盧姓林都可以
[00:04:00.160 --> 00:04:02.160]  總之就是L字頭
[00:04:02.160 --> 00:04:06.160]  我相信是加進去L的Category那裡
[00:04:06.160 --> 00:04:08.160]  因為她也聽過我這樣祈禱過
[00:04:08.160 --> 00:04:13.160]  所以我就加了她的媽媽在L字頭的Category那裡
[00:04:13.160 --> 00:04:14.160]  所以去到L的時候
[00:04:14.160 --> 00:04:17.160]  我又為她的母親祈禱
[00:04:17.160 --> 00:04:20.160]  這個list越來越長了
[00:04:20.160 --> 00:04:23.160]  現在Average的祈禱這樣祈一次
[00:04:23.160 --> 00:04:26.160]  大概是一個半小時到兩個小時左右
[00:04:26.160 --> 00:04:29.160]  我以前聽別人說祈禱可以祈幾個小時
[00:04:29.160 --> 00:04:30.160]  我說有沒有搞錯?
[00:04:30.160 --> 00:04:31.160]  怎麼可能祈幾個小時?
[00:04:31.160 --> 00:04:33.160]  我不知道他用什麼方法
[00:04:33.160 --> 00:04:35.160]  但是我現在設計了這個做法
[00:04:35.160 --> 00:04:39.160]  真的要最少一個小時才由A到Z
[00:04:39.160 --> 00:04:44.160]  暫時有一個字母是還沒放東西進去的
[00:04:44.160 --> 00:04:46.160]  就是X
[00:04:46.160 --> 00:04:48.160]  我還沒想到
[00:04:48.160 --> 00:04:53.160]  還沒想像到有一個X的人物走現出來
[00:04:53.160 --> 00:04:55.160]  唯一一樣東西就是我的車
[00:04:55.160 --> 00:04:58.160]  我的車牌號碼是UX8077
[00:04:58.160 --> 00:05:00.160]  為什麼為我的車祈禱呢?
[00:05:00.160 --> 00:05:03.160]  如果我的車OK的話我也OK一點
[00:05:03.160 --> 00:05:04.160]  好了
[00:05:04.160 --> 00:05:06.160]  所以在這裡第一點就是說
[00:05:06.160 --> 00:05:09.160]  神的旨意在哪裡?就在神的話語裡面
[00:05:09.160 --> 00:05:11.160]  為什麼梁牧師要用這麼多時間
[00:05:11.160 --> 00:05:13.160]  去說這句話而擺的第一樣東西呢?
[00:05:13.160 --> 00:05:14.160]  因為弟兄姊妹啊
[00:05:14.160 --> 00:05:17.160]  神的話語真的很重要的
[00:05:17.160 --> 00:05:19.160]  我們每一天早上
[00:05:19.160 --> 00:05:20.160]  我都跟大家說過
[00:05:20.160 --> 00:05:22.160]  但是牧師你說
[00:05:22.160 --> 00:05:24.160]  牧師你說他又說
[00:05:24.160 --> 00:05:27.160]  說完再說才代表他重要嘛
[00:05:27.160 --> 00:05:29.160]  我也說過一點
[00:05:29.160 --> 00:05:30.160]  我也說過一點
[00:05:30.160 --> 00:05:34.160]  就是如果我離開了這個教會之後
[00:05:34.160 --> 00:05:35.160]  其實我不是離開這個教會
[00:05:35.160 --> 00:05:37.160]  我只不過是退休而已
[00:05:37.160 --> 00:05:41.160]  不是再在做主任牧師這個身份
[00:05:41.160 --> 00:05:44.160]  在教會裡面去侍奉
[00:05:44.160 --> 00:05:47.160]  我有一樣東西
[00:05:47.160 --> 00:05:49.160]  是必定會繼續繼續做的
[00:05:49.160 --> 00:05:52.160]  就是每一天早上一起床
[00:05:52.160 --> 00:05:55.160]  第一樣東西是讀神的話語先
[00:05:55.160 --> 00:05:57.160]  接著先去看看有什麼WhatsApp
[00:05:57.160 --> 00:06:01.160]  因為人的一個很大的隱憂對我來說
[00:06:01.160 --> 00:06:02.160]  或者對你沒有隱憂
[00:06:02.160 --> 00:06:04.160]  因為我從來都不知道什麼叫WhatsApp
