
[00:00:00.000 --> 00:00:02.000]  今天我們來看一個題目
[00:00:02.000 --> 00:00:09.000]  我們來講講《長進又助人長進》
[00:00:09.000 --> 00:00:14.000]  這個是接着上一次我們在試圖行轉的經文
[00:00:14.000 --> 00:00:17.000]  十八章頭一部分之後
[00:00:17.000 --> 00:00:20.000]  到二十三至二十八節
[00:00:20.000 --> 00:00:25.000]  和十九章一至九節的這段經文的記載
[00:00:25.000 --> 00:00:28.000]  如果大家記得上一次我們溫習一下
[00:00:28.000 --> 00:00:30.000]  這個是保羅第二次的宣教行程
[00:00:30.000 --> 00:00:35.000]  他從安提納出來
[00:00:35.000 --> 00:00:38.000]  經過亞細亞教會
[00:00:38.000 --> 00:00:41.000]  加拿大亞細亞這邊的教會
[00:00:41.000 --> 00:00:46.000]  接着就上去過了歐洲的菲律賓
[00:00:46.000 --> 00:00:49.000]  接下來加比利亞
[00:00:49.000 --> 00:00:51.000]  然後落到雅典
[00:00:51.000 --> 00:00:53.000]  上個禮拜我們就講
[00:00:53.000 --> 00:00:55.000]  他去到一個城市
[00:00:55.000 --> 00:00:58.000]  那個城市住了一年半那麼長
[00:00:58.000 --> 00:01:02.000]  那個城市叫什麼名字
[00:01:02.000 --> 00:01:05.000]  一個禮拜真的忘記了
[00:01:05.000 --> 00:01:08.000]  在第二次宣教行程最長的一個地點
[00:01:08.000 --> 00:01:10.000]  他在那裏有一年半之久
[00:01:10.000 --> 00:01:12.000]  這個城市叫什麼名字
[00:01:12.000 --> 00:01:15.000]  哥倫多
[00:01:15.000 --> 00:01:17.000]  哥倫多建立了哥倫多教會之後
[00:01:17.000 --> 00:01:20.000]  他就很快去了爾弗所停一停
[00:01:20.000 --> 00:01:22.000]  接着就回程回到
[00:01:22.000 --> 00:01:26.000]  去凱撒利亞和爾撒冷教會的領袖
[00:01:26.000 --> 00:01:28.000]  交通一點就回到爾弗所停
[00:01:28.000 --> 00:01:29.000]  就完結了
[00:01:29.000 --> 00:01:34.000]  接着下去十八章就是他這個記載
[00:01:34.000 --> 00:01:35.000]  二十三節
[00:01:35.000 --> 00:01:37.000]  我們接着上一次
[00:01:37.000 --> 00:01:40.000]  來到最後這一節就是這樣講的
[00:01:40.000 --> 00:01:42.000]  他說住了些日子
[00:01:42.000 --> 00:01:45.000]  就是指他在安提納那裏
[00:01:45.000 --> 00:01:47.000]  又離開那裏
[00:01:47.000 --> 00:01:51.000]  這個就是開始第三次保羅的宣教行程了
[00:01:51.000 --> 00:01:57.000]  他那一次經過加拉泰和佛旅加地方
[00:01:57.000 --> 00:01:59.000]  經過衆門徒
[00:01:59.000 --> 00:02:01.000]  所以這個就開始了
[00:02:01.000 --> 00:02:04.000]  自圖保羅的第三次宣教行程
[00:02:04.000 --> 00:02:06.000]  住了些日子有多久
[00:02:06.000 --> 00:02:08.000]  個個看法有點不同
[00:02:08.000 --> 00:02:11.000]  不過大約可能都有一年那麼長
[00:02:11.000 --> 00:02:13.000]  所以他在那裏休息一會
[00:02:13.000 --> 00:02:16.000]  也再一次去計劃一下
[00:02:16.000 --> 00:02:20.000]  然後他就開始第三次的宣教行程
[00:02:20.000 --> 00:02:25.000]  接着下去的記載是一個平衡記載
[00:02:25.000 --> 00:02:26.000]  什麼是平衡記載呢
[00:02:26.000 --> 00:02:29.000]  就是同時間記載在爾弗所發生的事
[00:02:29.000 --> 00:02:34.000]  還有後來保羅去爾弗所
[00:02:34.000 --> 00:02:37.000]  不過有一個人去了哥倫多
[00:02:37.000 --> 00:02:39.000]  所以這兩個地方都有關係
[00:02:39.000 --> 00:02:42.000]  但是兩個平衡記載是什麼呢
[00:02:42.000 --> 00:02:44.000]  就是有一個人叫做阿波羅
[00:02:44.000 --> 00:02:46.000]  所以我一會會讀
[00:02:46.000 --> 00:02:47.000]  有一個阿波羅這個人
[00:02:47.000 --> 00:02:53.000]  而且這個仕圖保羅是剛剛交錯時間
[00:02:53.000 --> 00:02:55.000]  不過有一個先到爾弗所
[00:02:55.000 --> 00:02:57.000]  後來保羅先去爾弗所
[00:02:57.000 --> 00:03:01.000]  我們在讀的時候再點出那個關鍵
[00:03:01.000 --> 00:03:04.000]  我們由二十四節一起來看好嗎
[00:03:04.000 --> 00:03:06.000]  我們同聲讀出這一節
[00:03:06.000 --> 00:03:08.000]  二十四節請讀
[00:03:08.000 --> 00:03:14.000]  有一個猶太人名叫阿波羅來到爾弗所
[00:03:14.000 --> 00:03:17.000]  他生在亞歷山大
[00:03:17.000 --> 00:03:19.000]  自有學問的
[00:03:19.000 --> 00:03:22.000]  最能講解聖經
[00:03:22.000 --> 00:03:24.000]  所以我們見到這個就是
[00:03:24.000 --> 00:03:29.000]  保羅開始試圖第三次宣教的行程的時候
[00:03:29.000 --> 00:03:32.000]  他先去迦拉泰佛旅家這個地方
[00:03:32.000 --> 00:03:36.000]  但是同時間有一個阿波羅去爾弗所
[00:03:36.000 --> 00:03:40.000]  所以這個可以說是第三次宣教的旅程
[00:03:40.000 --> 00:03:44.000]  這個給大家看大一點的圖畫地理環境
[00:03:44.000 --> 00:03:45.000]  這邊是中東
[00:03:45.000 --> 00:03:47.000]  這邊是意大利歐洲的地方
[00:03:47.000 --> 00:03:49.000]  中間這邊是希臘
[00:03:49.000 --> 00:03:52.000]  這個是小亞細亞亞洲的地方
[00:03:52.000 --> 00:03:56.000]  小亞細亞就是今天土耳其這個地方
[00:03:56.000 --> 00:03:58.000]  所以我們有點頂尖
[00:03:58.000 --> 00:04:01.000]  就自己去這幾個地方
[00:04:01.000 --> 00:04:04.000]  後來保羅最後去到羅馬
[00:04:04.000 --> 00:04:06.000]  去到意大利那邊
[00:04:06.000 --> 00:04:09.000]  那次是最後的階段
[00:04:09.000 --> 00:04:12.000]  現在這個第三次的行程都是這樣
[00:04:12.000 --> 00:04:13.000]  差不多這樣的行法
[00:04:13.000 --> 00:04:15.000]  少少和第二次有點不同
[00:04:15.000 --> 00:04:17.000]  最後都是回到這裏
[00:04:17.000 --> 00:04:20.000]  就是哥薩尼亞爾路撒冷
[00:04:20.000 --> 00:04:23.000]  還有在這裏保羅最後受審判
[00:04:23.000 --> 00:04:27.000]  就是被捉拿就去送他去羅馬
[00:04:27.000 --> 00:04:30.000]  所以這個就是大約少少
[00:04:30.000 --> 00:04:35.000]  給大家知道那個宏觀少少的地理
[00:04:35.000 --> 00:04:36.000]  這個就近一點了
[00:04:36.000 --> 00:04:40.000]  這個就是指保羅出來的時候去伐里加
[00:04:40.000 --> 00:04:42.000]  加拉泰這個地方
[00:04:42.000 --> 00:04:45.000]  所以這個就是他最初來的時候這個地方
[00:04:45.000 --> 00:04:48.000]  而阿波羅就是去爾弗所
[00:04:48.000 --> 00:04:51.000]  所以這裏就是爾弗所了
[00:04:51.000 --> 00:04:53.000]  所以當保羅在這裏的時候
[00:04:53.000 --> 00:04:56.000]  阿波羅就來到爾弗所
[00:04:56.000 --> 00:04:58.000]  爾弗所這個地方就是
[00:04:58.000 --> 00:05:00.000]  啓示了七個教會
[00:05:00.000 --> 00:05:04.000]  其實智圖保羅就沒有去這些地方
[00:05:04.000 --> 00:05:08.000]  不過我們這次有些弟子妹妹就去完這幾個地方
[00:05:08.000 --> 00:05:10.000]  包括了爾弗所
[00:05:10.000 --> 00:05:12.000]  所以這個就給大家知道
[00:05:12.000 --> 00:05:15.000]  我們讀經的時候
[00:05:15.000 --> 00:05:18.000]  一個路線在這裏保羅
[00:05:18.000 --> 00:05:20.000]  一個路線就是講阿波羅
[00:05:20.000 --> 00:05:22.000]  所以它是平行記載
[00:05:22.000 --> 00:05:24.000]  好了 我們跟着讀下去
[00:05:24.000 --> 00:05:28.000]  第23節24節剛纔我們讀過
[00:05:28.000 --> 00:05:30.000]  駐老師日子離開了
[00:05:30.000 --> 00:05:33.000]  他挨次經過加拉泰弗里加的地方
[00:05:33.000 --> 00:05:34.000]  保羅去的地方
[00:05:34.000 --> 00:05:36.000]  堅固衆門徒
[00:05:36.000 --> 00:05:39.000]  這個就是他第一次建立的教會的地方
[00:05:39.000 --> 00:05:43.000]  然後有阿波羅就去到爾弗所
[00:05:43.000 --> 00:05:46.000]  阿波羅是生在亞歷山大
[00:05:46.000 --> 00:05:47.000]  是有學問的
[00:05:47.000 --> 00:05:49.000]  最能講解聖經
[00:05:49.000 --> 00:05:51.000]  好 25節我們一路一起讀
[00:05:51.000 --> 00:05:53.000]  好嗎 請大家同聲讀出
[00:05:53.000 --> 00:05:57.000]  這人已經在主的道上受了教訓
[00:05:57.000 --> 00:05:59.000]  心裏火熱
[00:05:59.000 --> 00:06:03.000]  將耶穌的事詳細講論教訓人
[00:06:03.000 --> 00:06:07.000]  只是他了解約翰的勢力
[00:06:07.000 --> 00:06:09.000]  所以他單瞭解約翰的勢力
[00:06:09.000 --> 00:06:13.000]  未是很清楚耶穌基督救恩的要讀
[00:06:13.000 --> 00:06:14.000]  結果是怎樣呢
[00:06:14.000 --> 00:06:16.000]  26節我們繼續讀 好嗎 請讀
[00:06:16.000 --> 00:06:20.000]  放膽講道
[00:06:20.000 --> 00:06:23.000]  達基拉阿基拉聽見
[00:06:23.000 --> 00:06:25.000]  就接他來
[00:06:25.000 --> 00:06:28.000]  將上帝的道給他講解
[00:06:28.000 --> 00:06:30.000]  更加詳細
[00:06:30.000 --> 00:06:33.000]  他想要往阿歸阿去
[00:06:33.000 --> 00:06:36.000]  弟兄們就勉勵他
[00:06:36.000 --> 00:06:40.000]  並寫信請門徒接待他
[00:06:40.000 --> 00:06:42.000]  他到了那裏
[00:06:42.000 --> 00:06:45.000]  多幫助那蒙因信主的人
[00:06:45.000 --> 00:06:47.000]  在衆人面前
[00:06:47.000 --> 00:06:50.000]  極有能力駁倒猶太人
[00:06:50.000 --> 00:06:55.000]  引聖經證明耶穌是基督人
[00:06:55.000 --> 00:06:58.000]  所以我們看見這個就是當時
[00:06:58.000 --> 00:07:00.000]  阿波羅在哪裏
[00:07:00.000 --> 00:07:01.000]  阿波羅在哪裏
[00:07:01.000 --> 00:07:02.000]  爾弗所
[00:07:02.000 --> 00:07:05.000]  所以阿基拉伯居拉
[00:07:05.000 --> 00:07:07.000]  在那裏見到他的地方是哪裏
