
[00:00:00.000 --> 00:00:04.240]  大家一起來,我們先禱告
[00:00:04.240 --> 00:00:10.840]  謝謝主,你親自與我們同在
[00:00:10.840 --> 00:00:20.840]  能夠在今天我們在這地方,我們用詩歌來敬拜孫榮寅
[00:00:20.840 --> 00:00:32.440]  求你,在我們今天的信息中間,你被尊崇
[00:00:32.440 --> 00:00:36.640]  我們將禱告奉主耶穌基督的名
[00:00:36.640 --> 00:01:02.640]  我想問一個問題,如果你有一個比如說十歲的孩子,你是不是很放心讓這個孩子,他獨自的一個人到超市去買東西
[00:01:02.640 --> 00:01:10.640]  或者讓他一個人到公園去溜達兩個鐘頭
[00:01:10.640 --> 00:01:32.640]  我想也許有一些人,但是我想絕大部分大概不會這樣做吧,很可能會綁架的,那我們大概是無法相信在外面的周遭裡面這麼多不同的人
[00:01:32.640 --> 00:01:41.640]  我們的直覺就是說我們怎麼樣來保護我們這個孩子不受到傷害
[00:01:41.640 --> 00:01:48.640]  所以這個想法本身是一個良好的意圖跟想法
[00:01:48.640 --> 00:02:02.640]  但是有沒有那個可能我們良好的意圖最終很可能對孩子造成傷害呢
[00:02:02.640 --> 00:02:16.640]  有這麼一本書去年出版以後,在紐約最佳圖書的排行榜裡面是居第一位
[00:02:16.640 --> 00:02:21.640]  它叫做焦慮的世代
[00:02:21.640 --> 00:02:36.640]  從2010年開始青少年的這種心理的疾病其實不斷在增加
[00:02:36.640 --> 00:02:46.640]  那為什麼在這一年因為這個智慧型手機從那個時候開始變成非常流行了
[00:02:46.640 --> 00:02:53.640]  那麼這個書裡面主要的要點是什麼呢
[00:02:53.640 --> 00:03:19.640]  也就是說我們在現實世界中對我們孩子保護的太多了,那麼讓他們沒有機會呢,他們所需要的是自由的去玩,能夠自主管理
[00:03:19.640 --> 00:03:27.640]  這部分呢我們沒有管得太多,反而對網路上面對他們的保護不足
[00:03:27.640 --> 00:03:44.640]  所以這個書上的作者說呢,在過去這幾十年來我們對這個孩子的保護過戶到一個地步呢
[00:03:44.640 --> 00:03:54.640]  讓他們沒有機會有自由玩耍的空間
[00:03:54.640 --> 00:04:11.640]  什麼叫這個自由玩耍呢,就是不是在框框裡面,不是在別人的監視之下的這種遊玩
[00:04:11.640 --> 00:04:27.640]  當孩子不能自由的去玩耍的話,這些孩子本身呢,他就失去了很多自由的這種經驗
[00:04:27.640 --> 00:04:37.640]  同樣的報告裡面說,當個孩子能夠自由自在的去玩耍的話呢,他的憂慮,他的壓力就比較少
[00:04:37.640 --> 00:04:45.640]  他們比較快樂
[00:04:45.640 --> 00:04:56.640]  我們這個社會呢,事實上呢,保護孩子這個出發點是良善的
[00:04:56.640 --> 00:05:12.640]  但是真實是我們這樣的一個保護呢,在長遠來說對他可能是傷害
[00:05:12.640 --> 00:05:25.640]  那麼是不是我們常常有一個好的意圖,但是我們沒有真正把這個好的意圖呢,在合成心意的方式呢去執行
[00:05:25.640 --> 00:05:31.640]  當一對男女他們結婚的時候,他們有很好的意圖是兩個人要好好的在一起
[00:05:31.640 --> 00:05:43.640]  但是這樣的誓約呢,必須在真正跟下來要有互相相愛的一種行為
[00:05:43.640 --> 00:05:59.640]  同時要有近前的行動,否則的話呢,我們夫婦中間到最後呢,很可能造成衝突,最終很可能是離婚了結
[00:05:59.640 --> 00:06:14.640]  那在我們的青少年團體裡面呢,有很多人他真的想要服侍教會
[00:06:14.640 --> 00:06:27.640]  但結果呢,因為沒有事先做好這個計劃,他經常過度的這種尾聲到了一個地步呢,他沒有辦法繼續服侍下去
[00:06:27.640 --> 00:06:37.640]  那神到底對於我們有良好的意圖這件事情,他的看法是如何呢
[00:06:37.640 --> 00:06:49.640]  那麼是不是一個良好的意圖,對於我們採取的手段呢,就變成一個正當化的理由呢
[00:06:49.640 --> 00:07:06.640]  那麼我們今天呢,來看看聖經裡面有哪些人物呢,他們的意圖良善,但是呢,沒有跟下來有近前的行為
[00:07:06.640 --> 00:07:16.640]  他呢,思想固然是近前,但是他不是一個近前者
[00:07:16.640 --> 00:07:28.640]  那反過來說,當他的這樣一個近前的意圖呢,如果有近前的行動的話,又是怎麼樣呢
[00:07:28.640 --> 00:07:44.640]  那最後呢,我們要看到我們怎麼樣能夠帶著一個無愧的心,來跟隨這個神的教導的話呢,會有怎麼樣的一個結果
[00:07:44.640 --> 00:07:58.640]  那今天的主要的一個中心的主題呢,就是不只思想近前,要行出近前
[00:07:58.640 --> 00:08:12.640]  那麼請大家一起呢,我們就看薩摩爾夏的第六章,大家節目單上都有的
[00:08:12.640 --> 00:08:25.640]  那麼這一章以前呢,掃羅,這個第一個王呢,他已經死了
[00:08:25.640 --> 00:08:42.640]  那麼這個大衛呢,一路被掃羅追殺到這個以前,現在終於是到了他的世時候了
[00:08:42.640 --> 00:08:56.640]  所以大衛在這個第六章的時候,他其實在神的面前,他做了很多都是對的事
[00:08:56.640 --> 00:09:18.640]  這個掃羅甚至死了以後,他仍然來尊崇看重這個掃羅
[00:09:18.640 --> 00:09:28.640]  當斐利世人呢,他來攻擊以色列的人的時候,保羅第一件事情就是尋求神的旨意
[00:09:28.640 --> 00:09:32.640]  因為這樣子的緣故呢,他打敗了斐利世人
[00:09:32.640 --> 00:09:49.640]  在這裡面就講說,掃羅呢,他所做的所有的事情都討神的喜悅
[00:09:49.640 --> 00:10:04.640]  所以這個保羅日漸的強盛,因為神的恩惠與他同在,大衛又講掃羅
[00:10:04.640 --> 00:10:24.640]  所以到這個時點呢,大衛他所行的都是很好的,那這個時候呢,就發生了一件事情,就是說意圖良善,他後來發覺呢,行不通的
[00:10:24.640 --> 00:10:34.640]  我們先看第一到第十節
[00:10:54.640 --> 00:11:19.640]  (朗讀)
[00:11:24.640 --> 00:11:52.640]  大衛又聚集以色列人中所有挑選的人三萬
[00:11:52.640 --> 00:12:00.640]  大衛起身率領跟隨他的眾人前往,要從巴拉猶大將神的約會運來
[00:12:00.640 --> 00:12:06.640]  這約會就是坐在二積路伯上萬鈞之耶和華留名的約會
[00:12:06.640 --> 00:12:12.640]  他們將神的約會從剛上雅比那達的家裡面抬出來,放在新車上
[00:12:12.640 --> 00:12:23.640]  雅比那達的兩個兒子烏煞和亞西約趕著新車,他們將神的約會從剛上雅比那達家裡抬出來的時候
[00:12:23.640 --> 00:12:36.640]  亞西約在跪前行走,大衛和以色列全家在耶和華面前用松木製造的各樣樂器和琴、弦、鼓、琶、鑼做樂跳舞
[00:12:36.640 --> 00:12:43.640]  到了拿梗的合場,因為牛屍前提,烏煞就伸手扶住神的約會
[00:12:43.640 --> 00:12:50.640]  神耶和華向烏煞發怒,因這錯誤擊殺他,他就死在神的約會旁
[00:12:50.640 --> 00:12:59.640]  大衛因耶和華擊殺烏煞心裡愁煩,就稱那地方為比列斯烏煞直到今日
[00:12:59.640 --> 00:13:15.640]  那日大衛懼怕耶和華說,耶和華的約會怎可運到我這裡來呢?於是大衛不肯將耶和華的約會運進大衛的城,卻運到迦特人耳邊以東的家中
[00:13:15.640 --> 00:13:35.640]  這段經文開始,大衛一開始並不是為自己慶祝
[00:13:35.640 --> 00:13:42.640]  他首先要做的是要把榮耀歸於神
[00:13:42.640 --> 00:13:50.640]  他認為神的約會是很重要的
[00:13:50.640 --> 00:14:01.640]  約會是在摩西的時代,是為了代表耶和華神而建造的
[00:14:01.640 --> 00:14:17.640]  那他要保護約會,不讓敵人去傷害到,所以他要把它搬到大衛城來
[00:14:17.640 --> 00:14:38.640]  他要把約會帶到耶路撒冷,不單是以色列的首都,而是屬靈的首府
[00:14:38.640 --> 00:14:53.640]  他要神成為敬拜的中心,神是真正的統治者
[00:14:53.640 --> 00:14:56.640]  這是一件好的事
[00:14:56.640 --> 00:15:09.640]  就像我們今天要到神的家裡面,到教會來這件事情,在我們家裡面是一件重要的事
[00:15:09.640 --> 00:15:28.640]  就像我們家裡面常常有這個約書雅記的24章,說至於我和我的家,我們必定侍奉耶和華
[00:15:28.640 --> 00:15:38.640]  所以這個大衛想要把約會帶到耶路撒冷這件事情是一個良好的意圖
[00:15:38.640 --> 00:15:45.640]  但是我們繼續念下去的話,發現這件事情,很多事情就不對勁了
[00:15:45.640 --> 00:15:52.640]  也就是說這個良好的意圖有時候是不夠的
[00:15:52.640 --> 00:16:00.640]  烏煞在這個地方是很悲慘的一個結局
[00:16:00.640 --> 00:16:11.640]  如果有一個非基督徒要問你這段經文裡面,你怎麼解釋這件事
[00:16:11.640 --> 00:16:19.640]  表面上看起來好像他沒做錯什麼事
[00:16:19.640 --> 00:16:32.640]  所以這個第六節甚至講說是牛屍前提是什麼意思呢,就是這個約會要摔倒在地上
[00:16:32.640 --> 00:16:44.640]  所以從表面上看,他不過是一個很自覺的要去保護這個約會,不讓他掉在地上
[00:16:44.640 --> 00:16:56.640]  就像說我現在這個杯子看來要掉下來了,我要趕快去抓他,這樣一個直覺反應
[00:16:56.640 --> 00:17:05.640]  但是事實上烏煞他所面對的情況並不真實這麼一回事
[00:17:05.640 --> 00:17:10.640]  因為我們談的是神的約會
[00:17:10.640 --> 00:17:23.640]  所以烏煞是什麼人,烏煞他屬於立位之派,那很可能應該是屬於哥俠之派
[00:17:23.640 --> 00:17:35.640]  這個族派本身他們負責的事情中間就是要負責約會的所有的事情
[00:17:35.640 --> 00:17:57.640]  所以這個裡面在第四章裡面講說,我們又不能用手去觸摸,否則你必然要死
[00:17:57.640 --> 00:18:13.640]  那麼他應該知道說他不能去摸約會,否則必死
