
[00:00:00.000 --> 00:00:02.300]  今天我們分享的題目是
[00:00:02.300 --> 00:00:05.420]  你看見莊家嗎?
[00:00:05.420 --> 00:00:07.680]  我不知道有些什麼你看到的時候
[00:00:07.680 --> 00:00:09.140]  你會很興奮
[00:00:09.140 --> 00:00:12.960]  然後你的生命會很快地去回應的
[00:00:12.960 --> 00:00:15.860]  我爸爸是一位生意人
[00:00:15.860 --> 00:00:19.500]  他每一次看到不同的商機
[00:00:19.500 --> 00:00:21.180]  他一看到商機的時候
[00:00:21.180 --> 00:00:22.960]  他會很興奮的
[00:00:22.960 --> 00:00:25.380]  然後他會立刻去研究
[00:00:25.380 --> 00:00:28.800]  怎麼去發展這些商機
[00:00:28.800 --> 00:00:30.980]  我爸爸是六七十年代的時候
[00:00:30.980 --> 00:00:32.760]  香港經濟起飛的時候
[00:00:32.760 --> 00:00:35.220]  他是經營製衣廠生意的
[00:00:35.220 --> 00:00:37.960]  我很喜歡聽他說以前的故事
[00:00:37.960 --> 00:00:39.880]  他每一次看到有一個商機的時候
[00:00:39.880 --> 00:00:41.300]  他會立刻去發掘
[00:00:41.300 --> 00:00:44.260]  和人想一下怎麼去發展這些商機
[00:00:44.260 --> 00:00:45.680]  那麼在七八十年代
[00:00:45.680 --> 00:00:48.680]  當製衣業去面對配額的時候
[00:00:48.680 --> 00:00:50.360]  那麼我爸爸就會去想
[00:00:50.360 --> 00:00:53.680]  怎麼在不同的地方去設廠
[00:00:53.680 --> 00:00:56.180]  去開拓那些不需要配額
[00:00:56.180 --> 00:00:58.060]  也可以做製衣廠的地方
[00:00:58.060 --> 00:00:59.200]  我記得小時候
[00:00:59.200 --> 00:01:00.720]  他去過很多不同的地方
[00:01:00.720 --> 00:01:03.540]  從澳門去到泰國
[00:01:03.540 --> 00:01:06.340]  然後去到塞班島去開廠的
[00:01:06.340 --> 00:01:08.700]  所以小時候我不是經常看到爸爸的
[00:01:08.700 --> 00:01:11.880]  因為他經常要去不同的地方做生意
[00:01:11.880 --> 00:01:13.540]  到了八十年代的時候
[00:01:13.540 --> 00:01:17.880]  我爸爸第一次去創立手提電話的生意
[00:01:17.880 --> 00:01:19.900]  我記得他回來家裡
[00:01:19.900 --> 00:01:22.740]  哇!拿著那個電話很興奮地跟我們說
[00:01:22.740 --> 00:01:25.440]  但是大家知道八十年代那個電話很大
[00:01:25.440 --> 00:01:27.360]  他說這件事情
[00:01:27.360 --> 00:01:30.400]  將會讓人很方便地去打電話
[00:01:30.400 --> 00:01:34.080]  我記得他很興奮地跟我們分享
[00:01:34.080 --> 00:01:36.220]  然後到了九十年代
[00:01:36.220 --> 00:01:39.280]  我爸爸也經營過傳呼機
[00:01:39.280 --> 00:01:42.020]  和第二代手提電話的生意
[00:01:42.020 --> 00:01:43.820]  我又記得他很興奮地跟我們說
[00:01:43.820 --> 00:01:47.520]  哇!這個電話真的比第一代厲害很多
[00:01:47.520 --> 00:01:49.120]  是方便很多
[00:01:49.120 --> 00:01:50.000]  小小很多
[00:01:50.000 --> 00:01:51.300]  還有他說
[00:01:51.300 --> 00:01:54.380]  現在的電話費可以比以前便宜很多
[00:01:54.380 --> 00:01:57.000]  當然九十年代的電話費比現在貴很多
