
[00:00:00.000 --> 00:00:05.000]  在復活節我們都會思考生死的問題
[00:00:05.000 --> 00:00:09.000]  死可以變為生,很難想像
[00:00:09.000 --> 00:00:13.000]  那次早幾天是梅恩于媽咪
[00:00:13.000 --> 00:00:17.000]  我們廣福堂的寶貝過世
[00:00:17.000 --> 00:00:20.000]  大家懷念她,但我知道她不是真的死
[00:00:20.000 --> 00:00:23.000]  她去了另一個美麗的世界
[00:00:23.000 --> 00:00:26.000]  今天我就去探討一下
[00:00:26.000 --> 00:00:30.000]  近期我們新聞都會講到著名的文學家
[00:00:30.000 --> 00:00:33.000]  瓊瑤的去世
[00:00:33.000 --> 00:00:36.000]  他用一個偏言,一個名詞來描述
[00:00:36.000 --> 00:00:39.000]  他死好像莊子說的那個蝴蝶
[00:00:39.000 --> 00:00:44.000]  偏言飛來飛去,自由的飛翔
[00:00:44.000 --> 00:00:47.000]  其實他是一個
[00:00:47.000 --> 00:00:51.000]  用很多感性去表達男女愛情的文學家
[00:00:51.000 --> 00:00:54.000]  但他遇到一個欣賞他的男人
[00:00:54.000 --> 00:00:56.000]  那個男人已經結了婚
[00:00:56.000 --> 00:00:58.000]  捲入很多婚姻
[00:00:58.000 --> 00:01:01.000]  離婚再婚的困局
[00:01:01.000 --> 00:01:04.000]  最後愛他的男人死去的時期
[00:01:04.000 --> 00:01:06.000]  要插喉一段很長時間
[00:01:06.000 --> 00:01:09.000]  所以有張照片看到他所愛的
[00:01:09.000 --> 00:01:12.000]  平先生去世的時候的樣子
[00:01:12.000 --> 00:01:16.000]  其實他都很擔心人會老,會死是怎樣
[00:01:16.000 --> 00:01:20.000]  所以他老是會痛苦的,衰弱的,退化的,生病的
[00:01:20.000 --> 00:01:23.000]  出入醫院治療,不治
[00:01:23.000 --> 00:01:27.000]  可長可短,但他最怕是要插管維持
[00:01:27.000 --> 00:01:29.000]  成為一個老人
[00:01:29.000 --> 00:01:33.000]  他說我不要這樣死,我是火花
[00:01:33.000 --> 00:01:35.000]  我要盡力燃燒
[00:01:35.000 --> 00:01:38.000]  當火焰彰熄之前他選擇了自殺
[00:01:38.000 --> 00:01:40.000]  瓊瑤為何會自殺呢?
[00:01:40.000 --> 00:01:43.000]  他是擁有所有的名利和金錢的人
[00:01:43.000 --> 00:01:46.000]  但為何會自殺?主要原因是
[00:01:46.000 --> 00:01:49.000]  他對死後是沒有盼望
[00:01:49.000 --> 00:01:52.000]  因為他是一個無神論者
[00:01:52.000 --> 00:01:55.000]  無神論者其實我們要面對著
[00:01:55.000 --> 00:01:58.000]  如果宇宙沒有死後的世界
[00:01:58.000 --> 00:02:00.000]  沒有終極的完美
[00:02:00.000 --> 00:02:05.000]  人終於會由成長到高峰
[00:02:05.000 --> 00:02:07.000]  然後再往下坡到衰老
[00:02:07.000 --> 00:02:09.000]  對死亡沒有人逃脫
[00:02:09.000 --> 00:02:11.000]  對生和死沒有盼望
[00:02:11.000 --> 00:02:15.000]  人生是否會變得很荒謬呢?
[00:02:15.000 --> 00:02:18.000]  所以瓊瑤其實也說了一句話
[00:02:18.000 --> 00:02:23.000]  事後已到,生命不會更好
[00:02:23.000 --> 00:02:27.000]  所以人生是否生,然後死
[00:02:27.000 --> 00:02:28.000]  是否很荒謬呢?
[00:02:28.000 --> 00:02:30.000]  我想起我年輕時
[00:02:30.000 --> 00:02:32.000]  看瓊瑤書時亦看過
[00:02:32.000 --> 00:02:35.000]  著名的法國書上家卡茂寫的
[00:02:35.000 --> 00:02:38.000]  《薛西弗斯神話》中說到一個天神
[00:02:38.000 --> 00:02:42.000]  半神半人的英雄
[00:02:42.000 --> 00:02:43.000]  很厲害
[00:02:43.000 --> 00:02:45.000]  連死神也捉得住
[00:02:45.000 --> 00:02:48.000]  令世間有段時間沒有死亡
[00:02:48.000 --> 00:02:53.000]  捉老縱神罰他一個最大的痛苦是甚麼呢?
[00:02:53.000 --> 00:02:55.000]  就是不斷推石頭上山
[00:02:55.000 --> 00:02:57.000]  石頭滾下來
[00:02:57.000 --> 00:02:59.000]  所以這幅圖我們看見
[00:02:59.000 --> 00:03:01.000]  千辛萬苦,頂硬上
[00:03:01.000 --> 00:03:03.000]  誰叫你狂推上去
[00:03:03.000 --> 00:03:05.000]  上去又滾回來
[00:03:05.000 --> 00:03:07.000]  有了,推了,滾回來
[00:03:07.000 --> 00:03:10.000]  人生是否周而復始呢?
[00:03:10.000 --> 00:03:11.000]  是否很荒謬?
[00:03:11.000 --> 00:03:12.000]  無端端出世
[00:03:12.000 --> 00:03:16.000]  更加艱苦,工作奮鬥又死亡
[00:03:16.000 --> 00:03:19.000]  周而復始其實我們香港生活也會是
[00:03:19.000 --> 00:03:20.000]  每天一起床
[00:03:20.000 --> 00:03:23.000]  刷牙、洗臉,接著就要上班
[00:03:23.000 --> 00:03:25.000]  接著要麼搭地鐵,要麼搭巴士
[00:03:25.000 --> 00:03:27.980]  要麼駕車,都是塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞塞
[00:03:27.980 --> 00:03:31.000]  大家都好像沒有甚麼關係
[00:03:31.000 --> 00:03:33.000]  擠車是沒有關係的
[00:03:33.000 --> 00:03:36.000]  所以好像我搭地鐵
[00:03:36.000 --> 00:03:45.000]  突然間旁邊的人問我幾點,我看他幾點鐘,又不是,旁邊的人說現在是兩萬點了
[00:03:45.000 --> 00:03:48.000]  心靈好像也很無謂,這些東西都要想來想去
[00:03:48.000 --> 00:03:52.000]  然後回到工作又做做做,等到下午
[00:03:52.000 --> 00:03:55.000]  到下午快點看看吃甚麼
[00:03:55.000 --> 00:03:57.000]  下午回來又做做做,等下班
[00:03:57.000 --> 00:04:00.000]  香港通常都要六點、七點才能走
[00:04:00.000 --> 00:04:06.000]  又再塞塞塞塞回去,躺下梳化,手摸摸摸摸到一個遙控器
[00:04:06.000 --> 00:04:11.000]  一按就開電視看,通常又不是很好看,又轉台又轉台
[00:04:11.000 --> 00:04:15.000]  現在台越轉越多,由頭到尾轉一次都不是很好看
[00:04:15.000 --> 00:04:20.000]  記得我在美國的時候有一個笑氣
[00:04:20.000 --> 00:04:24.000]  有個傻子回到家,猛按那個遙控器
[00:04:24.000 --> 00:04:27.000]  老婆,為甚麼他的電視沒有反應呢
[00:04:27.000 --> 00:04:31.000]  老婆你不知道嗎,搬走了電視他壞了,即是弄了
[00:04:31.000 --> 00:04:33.000]  這個沒有東西,你按甚麼
[00:04:33.000 --> 00:04:35.000]  人人習慣了按那個東西
[00:04:35.000 --> 00:04:37.000]  然後第二天又起床又刷牙,洗臉
[00:04:37.000 --> 00:04:40.000]  這種就叫做周而復始
[00:04:40.000 --> 00:04:42.000]  所以這個卡某要想一個問題
[00:04:42.000 --> 00:04:45.000]  如果人生是周而復始的
[00:04:45.000 --> 00:04:47.000]  那你值不值得活下去呢
[00:04:47.000 --> 00:04:50.000]  所以他說最有嚴肅的問題就是
[00:04:50.000 --> 00:04:53.000]  為甚麼不自殺呢,因為人生很荒謬
[00:04:53.000 --> 00:04:56.000]  無端端出生又無端端不過逃避的死亡
[00:04:56.000 --> 00:04:58.000]  在現實有很多煩惱苦楚
[00:04:58.000 --> 00:05:01.000]  但這個卡某的樣子,擔著口煙他都不是很快樂
[00:05:01.000 --> 00:05:04.000]  他的中文名字你一定記得,他是在說荒謬
[00:05:04.000 --> 00:05:06.000]  可以卡住荒謬
[00:05:06.000 --> 00:05:10.000]  他覺得生活好像是不值得活下去的時候
[00:05:10.000 --> 00:05:12.000]  他就想,為甚麼還活下去
[00:05:12.000 --> 00:05:14.000]  他就想到一套東西
[00:05:14.000 --> 00:05:17.000]  可以想像,這個涉西弗斯
[00:05:17.000 --> 00:05:19.000]  他推石頭的時候是很開心的
[00:05:19.000 --> 00:05:22.000]  頂硬推,是很開心的
[00:05:22.000 --> 00:05:24.000]  推又滾回來,都很開心
[00:05:24.000 --> 00:05:27.000]  再推又不斷重複,都很開心
[00:05:27.000 --> 00:05:31.000]  他說這個叫做反抗絕望,反抗荒謬
[00:05:31.000 --> 00:05:34.000]  努力生存就是人生的意義了
[00:05:34.000 --> 00:05:38.000]  其實現實世界很矛盾,很荒謬,很多衝突
[00:05:38.000 --> 00:05:42.000]  又反復中,又很疲弊,在循環當中
[00:05:42.000 --> 00:05:45.000]  你努力奮鬥吧,奮鬥為甚麼
[00:05:45.000 --> 00:05:48.000]  沒甚麼為甚麼,奮鬥就是盡責任
[00:05:48.000 --> 00:05:51.000]  所以我鄭福濤就是西裝的人
[00:05:51.000 --> 00:05:54.000]  一路上山,擔著整個地球
[00:05:54.000 --> 00:05:57.000]  的所謂責任,Mismasibility
[00:05:57.000 --> 00:06:00.000]  當時我開始思考這些問題
[00:06:00.000 --> 00:06:03.000]  其實我中一就看了幾道夕陽紅,伊宇蒙蒙
[00:06:03.000 --> 00:06:06.000]  當時是經常幻想一些浪漫的愛情
[00:06:06.000 --> 00:06:10.000]  何時遇到那些很清秀、很美麗、純良、溫柔的女性
[00:06:10.000 --> 00:06:13.000]  等到八年後才有
[00:06:13.000 --> 00:06:16.000]  這是一個夢的花園
[00:06:16.000 --> 00:06:19.000]  同期我又看了另一本書叫做西線無戰士
[00:06:19.000 --> 00:06:22.000]  這個雷瑪克說,第一次是大戰時
[00:06:22.000 --> 00:06:25.000]  德國一隊學生一起參軍,很激憤
[00:06:25.000 --> 00:06:28.000]  他們參軍為了愛國,結果一路打仗打到完結時
[00:06:28.000 --> 00:06:31.000]  一個個同學死去,最後只剩下他自己
[00:06:31.000 --> 00:06:34.000]  然後最後和平前進
[00:06:34.000 --> 00:06:37.000]  兩個小時他都被打死了
[00:06:37.000 --> 00:06:41.000]  但你看這本書,戰爭的殘酷
[00:06:41.000 --> 00:06:44.000]  人類是很殘酷的,現世時代的衝突
[00:06:44.000 --> 00:06:47.000]  我小時候是中國文化大革命
[00:06:47.000 --> 00:06:50.000]  我大學初中的時期
[00:06:50.000 --> 00:06:53.000]  而美國也在打越南
[00:06:53.000 --> 00:06:56.000]  都是很殘酷的
[00:06:56.000 --> 00:06:59.000]  我發覺世界是一個大時代的動盪
[00:06:59.000 --> 00:07:02.000]  不是瓊瑤那麼浪漫的
[00:07:02.000 --> 00:07:05.000]  我反而想到不如拖著女朋友上火車
[00:07:05.000 --> 00:07:08.000]  我上火車,我去錢仙打
[00:07:08.000 --> 00:07:11.000]  那個女朋友追著我,Anson,快點回來
[00:07:11.000 --> 00:07:14.000]  我當時是想像這樣
[00:07:14.000 --> 00:07:17.000]  最後回來跛一隻腳,這樣才浪漫
[00:07:17.000 --> 00:07:20.000]  這個世界是一個大時代
[00:07:20.000 --> 00:07:23.000]  我們遇到中國的難題
[00:07:23.000 --> 00:07:26.000]  所以我小時候就很喜歡巴金的小說
[00:07:26.000 --> 00:07:29.000]  巴金講迷亡,身生,講到軍閥時代
[00:07:29.000 --> 00:07:32.000]  那些有理想的青年怎樣犧牲自己
[00:07:32.000 --> 00:07:35.000]  中國的苦難當中,我怎樣去救國救民
[00:07:35.000 --> 00:07:38.000]  但意義在哪呢?
[00:07:38.000 --> 00:07:41.000]  中三,很需要看彌彩嗎?
[00:07:41.000 --> 00:07:44.000]  離彩上帝都死了
[00:07:44.000 --> 00:07:47.000]  人生就沒有意義上帝死了,做過超人
[00:07:47.000 --> 00:07:50.000]  離彩的超人不是會飛的那種
[00:07:50.000 --> 00:07:53.000]  總之超越自己,跟卡某講法一樣
[00:07:53.000 --> 00:07:56.000]  幸好當時我又看了一個叫柏拉圖
[00:07:56.000 --> 00:07:59.000]  當時我喜歡看高深書
[00:07:59.000 --> 00:08:02.000]  拿著西洋哲學史,學會一學會
[00:08:02.000 --> 00:08:05.000]  那些女生會喜歡我,誰知不是
[00:08:05.000 --> 00:08:08.000]  人家看到我都嚇跑了
[00:08:08.000 --> 00:08:11.000]  柏拉圖說人生變幻無常
[00:08:11.000 --> 00:08:14.000]  沒有意義,但起碼你看到數學存在嗎
[00:08:14.000 --> 00:08:17.000]  是,數學是真的有
[00:08:17.000 --> 00:08:20.000]  數學是不變的,幾何學是不變的
[00:08:20.000 --> 00:08:23.000]  宇宙不是有不變的規律嗎?是
[00:08:23.000 --> 00:08:26.000]  宇宙不變的規律就是有不變的真理存在
[00:08:26.000 --> 00:08:29.000]  在超越的世界
[00:08:29.000 --> 00:08:32.000]  原來人生有個理想,有個超越的世界
[00:08:32.000 --> 00:08:35.000]  幸好柏拉圖救了我,要找尋那個超越的世界
[00:08:35.000 --> 00:08:38.000]  當時還要讀歌德的浮士德
[00:08:38.000 --> 00:08:41.000]  浮士德和魔鬼
[00:08:41.000 --> 00:08:44.000]  魔鬼和他做交易
[00:08:44.000 --> 00:08:47.000]  就好像特朗普和魔鬼做交易
[00:08:47.000 --> 00:08:50.000]  他說你要永遠奮鬥,你停下來就輸了
[00:08:50.000 --> 00:08:53.000]  你將靈魂賣給我
[00:08:53.000 --> 00:08:56.000]  浮士德一身奮鬥,魔鬼變得很帥
[00:08:56.000 --> 00:08:59.000]  讓他很迷執,他不怕,他不會的
[00:08:59.000 --> 00:09:02.000]  一直奮鬥到死,死的時候用愛心幫助
[00:09:02.000 --> 00:09:05.000]  在建立了那塊土地,死之前
[00:09:05.000 --> 00:09:08.000]  這一刻很開心,停下來也好
[00:09:08.000 --> 00:09:11.000]  魔鬼,哈哈哈,你終於說停下來,你輸了
[00:09:11.000 --> 00:09:14.000]  所以我想起戲台上
[00:09:14.000 --> 00:09:17.000]  當浮士德死的時候
[00:09:17.000 --> 00:09:20.000]  那些魔鬼到處亂跑
[00:09:20.000 --> 00:09:23.000]  然後誰知道天上有光照下來
[00:09:23.000 --> 00:09:26.000]  天使飛下來救回浮士德走
[00:09:26.000 --> 00:09:29.000]  天使飛下來救回浮士德走
[00:09:29.000 --> 00:09:32.000]  多麼壯麗,我沒看過,只是編造的
[00:09:32.000 --> 00:09:35.000]  當時我看這些書
[00:09:35.000 --> 00:09:38.000]  主要是思考
[00:09:38.000 --> 00:09:41.000]  生和死
[00:09:41.000 --> 00:09:44.000]  還有什麼時候找到一個美麗的太太
[00:09:44.000 --> 00:09:47.000]  大S,突然死去
[00:09:47.000 --> 00:09:50.000]  帶來華人世界集體性的悲傷
[00:09:50.000 --> 00:09:53.000]  這個大S,其實我很少看電影
[00:09:53.000 --> 00:09:56.000]  沒有時間看電影,但是我坐飛機
[00:09:56.000 --> 00:09:59.000]  坐回加拿大,可以看四部電影,回來又看四部電影
[00:09:59.000 --> 00:10:02.000]  看到那部電影
[00:10:02.000 --> 00:10:05.000]  女主角很清純,很美麗
[00:10:05.000 --> 00:10:08.000]  叫什麼?叫大S,她有點像我老婆
[00:10:08.000 --> 00:10:11.000]  所以我回去跟老婆說,你像大S
[00:10:11.000 --> 00:10:14.000]  她不知道是誰,快去網上看看
[00:10:14.000 --> 00:10:17.000]  是不是余慕蓮那樣
[00:10:17.000 --> 00:10:20.000]  是不是?這麼漂亮,說你漂亮
[00:10:20.000 --> 00:10:23.000]  讚老婆要繞一圈
[00:10:23.000 --> 00:10:26.000]  大S的確像我老婆,我也很喜歡她
[00:10:26.000 --> 00:10:29.000]  很多人都喜歡她,所以她死了,大家都很悲傷
[00:10:29.000 --> 00:10:32.000]  兩張照片對著
[00:10:32.000 --> 00:10:35.000]  你猜哪一邊是大S?左邊還是右邊?
[00:10:35.000 --> 00:10:38.000]  左邊是大S,右邊是誰?
[00:10:38.000 --> 00:10:41.000]  是我老婆
[00:10:41.000 --> 00:10:44.000]  大S和我老婆最大分別
[00:10:44.000 --> 00:10:47.000]  她有打扮,而且是職業攝影師
[00:10:47.000 --> 00:10:50.000]  我老婆不打扮,又不思之憤
[00:10:50.000 --> 00:10:53.000]  打扮又不思之憤,是拍攝的是我
[00:10:53.000 --> 00:10:56.000]  當時還是拍攝那些二十多歲的
[00:10:56.000 --> 00:10:59.000]  我的蘇聯相機最便宜的
[00:10:59.000 --> 00:11:02.000]  是跟她拍攝的
[00:11:02.000 --> 00:11:05.000]  其實人都可以是漂亮的
[00:11:05.000 --> 00:11:08.000]  但有名利和沒有名利可能是有點不同
[00:11:08.000 --> 00:11:11.000]  二十歲和三十多歲,兩個對比
[00:11:11.000 --> 00:11:14.000]  都很美麗的人,但大S名城里就很有錢
[00:11:14.000 --> 00:11:17.000]  我老婆嫁了我就沒錢
[00:11:17.000 --> 00:11:20.000]  她又不思之憤
[00:11:20.000 --> 00:11:23.000]  但名城里其實是有痛苦的
[00:11:23.000 --> 00:11:26.000]  第一,她的家是不快樂
[00:11:26.000 --> 00:11:29.000]  第二,婚姻是失敗,又不快樂
[00:11:29.000 --> 00:11:32.000]  第三,名氣令人不自由
[00:11:32.000 --> 00:11:35.000]  由她我開始反省,其實我自己都經歷過
[00:11:35.000 --> 00:11:38.000]  我三十多四十歲的時候出了一本書
[00:11:38.000 --> 00:11:41.000]  很多人都喜歡的
[00:11:41.000 --> 00:11:44.000]  忽然間在街上有美少女過來
[00:11:44.000 --> 00:11:47.000]  她說我的書在這,請你簽個名
[00:11:47.000 --> 00:11:50.000]  簽個名就跳一跳,很開心地離開
[00:11:50.000 --> 00:11:53.000]  你估男人看到女生叫他簽名
[00:11:53.000 --> 00:11:56.000]  好像很尊敬你,你估開不開心
[00:11:56.000 --> 00:11:59.000]  開心你就死了
[00:11:59.000 --> 00:12:02.000]  所以有個牧師提醒不要給這些名氣
[00:12:02.000 --> 00:12:05.000]  或者別人對你要求
[00:12:05.000 --> 00:12:08.000]  不要跟著他們走,你要跟上帝走
[00:12:08.000 --> 00:12:11.000]  要找真理,不是這些
[00:12:11.000 --> 00:12:14.000]  如果你要討好他們,你要經常考慮
[00:12:14.000 --> 00:12:17.000]  下一步要說什麼笑話,希望吸引人
[00:12:17.000 --> 00:12:20.000]  不是這樣想,要跟從神
[00:12:20.000 --> 00:12:23.000]  不是找尋如何討好那些支持我的人
[00:12:23.000 --> 00:12:26.000]  或者叫粉絲,而是讓我討好上帝
[00:12:26.000 --> 00:12:29.000]  討好上帝自然就有粉絲
[00:12:29.000 --> 00:12:32.000]  你不用為了粉絲而活下去
[00:12:32.000 --> 00:12:35.000]  那時候我開始明白,名氣令都是一個很大衝擊
[00:12:35.000 --> 00:12:38.000]  你會很開心,你以為自己很了不起
[00:12:38.000 --> 00:12:41.000]  走出這種名氣的迷惘
[00:12:41.000 --> 00:12:44.000]  人才自由
