
[00:00:00.000 --> 00:00:04.000]  各位弟兄姊妹,早晨!願主內平安!
[00:00:04.000 --> 00:00:10.000]  感謝天父讓我有機會在這裡和大家分享聖經的話語
[00:00:10.000 --> 00:00:14.000]  今天教會給我的主題是堅守聖信
[00:00:14.000 --> 00:00:18.000]  用我們同心的低頭祈禱
[00:00:18.000 --> 00:00:22.000]  參加恩主,我們來到你的私恩寶座面前
[00:00:22.000 --> 00:00:26.000]  我們認定你是那位信誓的主
[00:00:26.000 --> 00:00:29.000]  你是那位永遠不改變的主
[00:00:29.000 --> 00:00:31.000]  你一生與我們同行
[00:00:31.000 --> 00:00:34.000]  你一路的牽人
[00:00:34.000 --> 00:00:40.000]  讓我們一生的認定你和仰望你
[00:00:40.000 --> 00:00:45.000]  這一刻求你去牽引我們的心思意念
[00:00:45.000 --> 00:00:47.000]  願我口裏面的言語
[00:00:47.000 --> 00:00:49.000]  和願我們眾弟兄姊妹
[00:00:49.000 --> 00:00:51.000]  在你面前心裏的那種迴響
[00:00:51.000 --> 00:00:55.000]  和對你的回應都蒙你自己的月立
[00:00:55.000 --> 00:00:57.000]  聽我們在你面前的祈禱
[00:00:57.000 --> 00:00:59.000]  奉耶穌的名
[00:00:59.000 --> 00:01:01.000]  阿們
[00:01:01.000 --> 00:01:05.000]  我們說要為主做俗世清傳
[00:01:05.000 --> 00:01:07.000]  不跟這個世界同流合污
[00:01:07.000 --> 00:01:10.000]  要從這個世界分別出來
[00:01:10.000 --> 00:01:13.000]  我們就需要不要搞錯
[00:01:13.000 --> 00:01:16.000]  限耶和華眼中看為正的事
[00:01:16.000 --> 00:01:18.000]  堅守聖信
[00:01:18.000 --> 00:01:21.000]  要去做回神要我們所做的那個有形象
[00:01:21.000 --> 00:01:24.000]  有祂自己樣式的人
[00:01:24.000 --> 00:01:30.000]  以致我們能夠做一個真正有誠信的人
[00:01:30.000 --> 00:01:33.000]  在九八年美國總統克林頓
[00:01:33.000 --> 00:01:36.000]  他被揭發在任期間
[00:01:36.000 --> 00:01:40.000]  和白宮女實習生來溫斯基之間
[00:01:40.000 --> 00:01:43.000]  有不恰當的性關係
[00:01:43.000 --> 00:01:45.000]  克林頓第一個反應
[00:01:45.000 --> 00:01:48.000]  一開始就是否認和來溫斯基有染
[00:01:48.000 --> 00:01:50.000]  並且在公開的場合
[00:01:50.000 --> 00:01:54.000]  和在宣誓作證的情況下
[00:01:54.000 --> 00:01:56.000]  也是這麼斬釘截鐵
[00:01:56.000 --> 00:02:02.000]  來宣稱自己和來溫斯基沒有任何的性關係
[00:02:02.000 --> 00:02:03.000]  不過呢
[00:02:03.000 --> 00:02:06.000]  做夢也想不到原來來溫斯基
[00:02:06.000 --> 00:02:09.000]  曾經在電話裡向他自己的閨中密友
[00:02:09.000 --> 00:02:14.000]  透露過他和總統偷情的種種秘密
[00:02:14.000 --> 00:02:19.000]  而關於這些滔天秘密的完整電話對話內容
[00:02:19.000 --> 00:02:22.000]  竟然被這位他所信任的朋友
[00:02:22.000 --> 00:02:25.000]  偷偷地錄下來
[00:02:25.000 --> 00:02:28.000]  成為了日後醜聞爆發的時候
[00:02:28.000 --> 00:02:31.000]  其中一個很確鑿的證據
[00:02:31.000 --> 00:02:34.000]  不過最關鍵的證據
[00:02:34.000 --> 00:02:38.000]  原來是一件染有總統精液的藍色連身裙
[00:02:38.000 --> 00:02:43.000]  來溫斯基本來是想把這條裙留為紀念
[00:02:43.000 --> 00:02:45.000]  想不到就是這樣
[00:02:45.000 --> 00:02:48.000]  留下了總統DNA的重要證據
[00:02:48.000 --> 00:02:51.000]  所以當化驗結果一出
[00:02:51.000 --> 00:02:56.000]  克林頓就沒有辦法不馬上透過電視
[00:02:56.000 --> 00:02:59.000]  向全國發表講話
[00:02:59.000 --> 00:03:02.000]  並且向全國人民道歉
[00:03:02.000 --> 00:03:09.000]  承認自己其實和來溫斯基有不正當的性關係
[00:03:09.000 --> 00:03:12.000]  共和黨就馬上抓住克林頓的污點
[00:03:12.000 --> 00:03:18.000]  依照刑事罪名對他提出彈劾
[00:03:18.000 --> 00:03:21.000]  結果克林頓就成為了美國歷史上
[00:03:21.000 --> 00:03:26.000]  第二位要被彈劾的總統
[00:03:26.000 --> 00:03:28.000]  現在Donald Trump
[00:03:28.000 --> 00:03:33.000]  他在上一任的擔任美國總統期間
[00:03:33.000 --> 00:03:36.000]  被《華盛頓郵報》(Fact Checkers)
[00:03:36.000 --> 00:03:39.000]  事實的核查員
[00:03:39.000 --> 00:03:44.000]  記錄他在任期間曾經發表過過萬
[00:03:44.000 --> 00:03:51.000]  有3萬573條虛假又或者帶有誤導性的言論
[00:03:51.000 --> 00:03:56.000]  平均每一天就有大概21條這麼多
[00:03:56.000 --> 00:03:58.000]  雖然是這樣
[00:03:58.000 --> 00:04:00.000]  不過由於美國人
[00:04:00.000 --> 00:04:03.000]  尤其是那些做生意的美國人
[00:04:03.000 --> 00:04:07.000]  大部分都認為他能夠保障他們的經濟利益
[00:04:07.000 --> 00:04:10.000]  令美國能夠變得更加的強大
[00:04:10.000 --> 00:04:13.000]  所以雖然他似乎都沒什麼誠信
[00:04:13.000 --> 00:04:16.000]  不過仍然能夠在剛剛的選舉裏面
[00:04:16.000 --> 00:04:20.000]  被選為美國第47屆的總統
[00:04:20.000 --> 00:04:23.000]  由此可見我們是生活在一個
[00:04:23.000 --> 00:04:27.000]  越來越不重視誠信的世界
[00:04:27.000 --> 00:04:31.000]  所以如果我們真的要為主作俗世清泉
[00:04:31.000 --> 00:04:33.000]  不跟這個世界同流合污
[00:04:33.000 --> 00:04:36.000]  從這個世界要分別出來的話
[00:04:36.000 --> 00:04:38.000]  我們真的不可以搞錯
[00:04:38.000 --> 00:04:41.000]  要做回神要我們做的那個人
[00:04:41.000 --> 00:04:42.000]  堅守誠信
[00:04:42.000 --> 00:04:46.000]  閒夜和華眼中看為正的事
[00:04:46.000 --> 00:04:49.000]  在這裏想問一下大家
[00:04:49.000 --> 00:04:51.000]  你自己自問
[00:04:51.000 --> 00:04:56.000]  是不是一個有誠信的人呢
[00:04:56.000 --> 00:05:00.000]  你是不是一個真正有誠信的人呢
[00:05:00.000 --> 00:05:02.000]  從世界角度來看我們
[00:05:02.000 --> 00:05:05.000]  或者是不過從信仰的角度來看
[00:05:05.000 --> 00:05:07.000]  我們知道我們不是
[00:05:07.000 --> 00:05:09.000]  因為聖經告訴我們
[00:05:09.000 --> 00:05:11.000]  這個世界裏面沒有二物二人
[00:05:11.000 --> 00:05:13.000]  沒有一個有誠信的人
[00:05:13.000 --> 00:05:15.000]  連一個都沒有
[00:05:15.000 --> 00:05:17.000]  難怪二楚阿先知慨嘆地說
[00:05:17.000 --> 00:05:19.000]  和災我滅亡了
[00:05:19.000 --> 00:05:21.000]  因為我是一個嘴唇不潔的人
[00:05:21.000 --> 00:05:23.000]  又住在嘴唇不潔的民中
[00:05:23.000 --> 00:05:25.000]  究竟我們怎樣才能夠做一個
[00:05:25.000 --> 00:05:27.000]  真正有誠信的人呢
[00:05:27.000 --> 00:05:29.000]  特別當我們要面對考驗
[00:05:29.000 --> 00:05:31.000]  當我們要面對試探
[00:05:31.000 --> 00:05:33.000]  要面對試煉的時候
[00:05:33.000 --> 00:05:36.000]  我們怎樣才能夠真正忠於上帝
[00:05:36.000 --> 00:05:40.000]  忠於自己又忠於別人呢
[00:05:40.000 --> 00:05:45.000]  試探在人類的歷史裏面
[00:05:45.000 --> 00:05:48.000]  原來是最早最原始的一個問題
[00:05:48.000 --> 00:05:51.000]  遠在亞當夏娃的時代
[00:05:51.000 --> 00:05:55.000]  人類就已經開始要面對試探
[00:05:55.000 --> 00:05:58.000]  原來事至今日你和我都是一樣的
[00:05:58.000 --> 00:06:01.000]  是要面對試探的
[00:06:01.000 --> 00:06:03.000]  不過聖經當中
[00:06:03.000 --> 00:06:06.000]  原來試探和試煉這個字
[00:06:06.000 --> 00:06:10.000]  起源文都是用同一個字來表達
[00:06:10.000 --> 00:06:12.000]  如果我們讀聖經的時候
[00:06:12.000 --> 00:06:14.000]  我們怎樣可以分辨得到
[00:06:14.000 --> 00:06:16.000]  這一句應該解作試探
[00:06:16.000 --> 00:06:18.000]  還是應該解作試煉呢
[00:06:18.000 --> 00:06:24.000]  以致我們不會理解錯了經文的意思呢
[00:06:24.000 --> 00:06:28.000]  唯一的方法就是從經文的上文
[00:06:28.000 --> 00:06:32.000]  下理整體的內容來理解和辨別
[00:06:32.000 --> 00:06:35.000]  而在我們今天所讀的這段經文裏面
[00:06:35.000 --> 00:06:38.000]  兩方面的意思都有出現
[00:06:38.000 --> 00:06:41.000]  第十二節就應該和第一章
[00:06:41.000 --> 00:06:43.000]  第二節那個字一樣
[00:06:43.000 --> 00:06:46.000]  應該譯作試煉
[00:06:46.000 --> 00:06:50.000]  第十三十四節應該就譯作試探
[00:06:50.000 --> 00:06:53.000]  我們最大的問題並不是搞錯經文的意思
[00:06:53.000 --> 00:06:56.000]  因為好的譯本能夠幫助我們
[00:06:56.000 --> 00:06:58.000]  我們最大的問題是在生活裏面
[00:06:58.000 --> 00:07:03.000]  搞錯了 混亂了試探和試煉的來源
[00:07:03.000 --> 00:07:05.000]  和那個分辨
[00:07:05.000 --> 00:07:06.000]  不知道你有沒有試過
[00:07:06.000 --> 00:07:08.000]  放烏龍搞錯一些東西呢
[00:07:08.000 --> 00:07:10.000]  將某些東西搞錯了
[00:07:10.000 --> 00:07:14.000]  其實後果真是可大可小的
[00:07:14.000 --> 00:07:15.000]  不知道你有沒有試過
[00:07:15.000 --> 00:07:17.000]  不小心看錯了signage
[00:07:17.000 --> 00:07:19.000]  進錯了廁所呢
[00:07:19.000 --> 00:07:22.000]  試過是吧 很尷尬 很愚蠢
[00:07:22.000 --> 00:07:25.000]  立刻走都走不出來
[00:07:25.000 --> 00:07:27.000]  不知道你有沒有試過
[00:07:27.000 --> 00:07:29.000]  駕車的時候不小心
[00:07:29.000 --> 00:07:31.000]  搞亂了那個腳掣和油門呢
[00:07:31.000 --> 00:07:33.000]  應該踩brake的時候
[00:07:33.000 --> 00:07:34.000]  你踩錯了油門
[00:07:34.000 --> 00:07:35.000]  應該踩油門的時候
[00:07:35.000 --> 00:07:37.000]  你踩錯了brake
