
[00:00:00.000 --> 00:00:04.000]  很高興回到太古聖堂和大家見面
[00:00:04.000 --> 00:00:11.000]  今天的講題是《宣教的浪漫與挑戰》
[00:00:11.000 --> 00:00:13.000]  為什麼用浪漫呢?
[00:00:13.000 --> 00:00:18.000]  其實宣教是有一種浪漫的意味
[00:00:18.000 --> 00:00:20.000]  什麼叫浪漫呢?
[00:00:20.000 --> 00:00:24.000]  浪漫是一種很特別的、很愉快的感覺
[00:00:24.000 --> 00:00:26.000]  譬如你吃了一頓很好的飯
[00:00:26.000 --> 00:00:29.000]  你是愉快的,但那個也不夠浪漫
[00:00:29.000 --> 00:00:32.000]  但如果你在一棵樹頂上吃了一頓這樣的飯
[00:00:32.000 --> 00:00:34.000]  那就夠浪漫了
[00:00:34.000 --> 00:00:36.000]  是一種很特別的、愉快的感覺
[00:00:36.000 --> 00:00:42.000]  其實在很多年前,我年輕的時候
[00:00:42.000 --> 00:00:45.000]  華領教會是沒有資格宣教的
[00:00:45.000 --> 00:00:47.000]  香港還有很多西人的宣教士來香港
[00:00:47.000 --> 00:00:49.000]  我們是沒有資格去宣教的
[00:00:49.000 --> 00:00:51.000]  但想不到到了今天
[00:00:51.000 --> 00:00:54.000]  已經全世界的華領教會都說宣教了
[00:00:54.000 --> 00:00:56.000]  為什麼這麼多人提宣教呢?
[00:00:56.000 --> 00:00:58.000]  其實宣教是一種浪漫的
[00:00:58.000 --> 00:00:59.000]  為什麼呢?
[00:00:59.000 --> 00:01:01.000]  你想想,你去一個很遠的地方
[00:01:01.000 --> 00:01:04.000]  特別是一個貧窮的地方去宣教
[00:01:04.000 --> 00:01:06.000]  哇,很肯吃苦
[00:01:06.000 --> 00:01:08.000]  這就是浪漫
[00:01:08.000 --> 00:01:10.000]  或者你去俄羅斯宣教
[00:01:10.000 --> 00:01:12.000]  俄羅斯人是白種人
[00:01:12.000 --> 00:01:14.000]  我向白種人宣教,我多幽遠
[00:01:14.000 --> 00:01:16.000]  又是一種浪漫
[00:01:16.000 --> 00:01:19.000]  或者你去日本,日本是侵略中國的
[00:01:19.000 --> 00:01:23.000]  你看我多偉大,我不計較
[00:01:23.000 --> 00:01:25.000]  又是一種浪漫
[00:01:25.000 --> 00:01:27.000]  或者你去一個回教國家宣教
[00:01:27.000 --> 00:01:30.000]  哇,隨時死的
[00:01:30.000 --> 00:01:32.000]  你有多勇敢
[00:01:32.000 --> 00:01:34.000]  又是另一種浪漫
[00:01:34.000 --> 00:01:37.000]  所以今天很多人都說去宣教
[00:01:37.000 --> 00:01:39.000]  希望那些不是我們的浪漫
[00:01:39.000 --> 00:01:41.000]  不應該是我們的動機
[00:01:41.000 --> 00:01:44.000]  但宣教同時是有挑戰的
[00:01:44.000 --> 00:01:46.000]  其實當你真的去到實地宣教時
[00:01:46.000 --> 00:01:49.000]  你會發現那種浪漫感就沒有了
[00:01:49.000 --> 00:01:51.000]  去到貧窮的地方就被蚊子咬
[00:01:51.000 --> 00:01:54.000]  你死咬人,什麼浪漫呢?
[00:01:54.000 --> 00:01:58.000]  你去到那裏就發現不浪漫
[00:01:58.000 --> 00:02:00.000]  宣教其實是一種挑戰
[00:02:00.000 --> 00:02:03.000]  但聖經又說一定要宣教
[00:02:03.000 --> 00:02:05.000]  其實心裡很不想
[00:02:05.000 --> 00:02:07.000]  去到那些危府,你搞我
[00:02:07.000 --> 00:02:09.000]  那些廁所我不行
[00:02:09.000 --> 00:02:11.000]  我一定要坐,我不可以蹲
[00:02:11.000 --> 00:02:14.000]  蹲了我起不了身
[00:02:14.000 --> 00:02:16.000]  那你怎樣宣教?
[00:02:16.000 --> 00:02:17.000]  心裡是抵制的
[00:02:17.000 --> 00:02:19.000]  又怕骯髒,又怕不適應
[00:02:19.000 --> 00:02:21.000]  但又不敢反對
[00:02:21.000 --> 00:02:24.000]  又不出聲,你說怎樣就怎樣
[00:02:24.000 --> 00:02:26.000]  其實宣教對我們來說
[00:02:26.000 --> 00:02:28.000]  真是一個挑戰
[00:02:28.000 --> 00:02:30.000]  它挑戰我們的愛心
[00:02:30.000 --> 00:02:31.000]  挑戰我們的勇氣
[00:02:31.000 --> 00:02:34.000]  挑戰我們的心胸
[00:02:34.000 --> 00:02:38.000]  剛才寫那段經文的保羅
[00:02:38.000 --> 00:02:40.000]  如果說他是有史以來
[00:02:40.000 --> 00:02:42.000]  最偉大最成功的宣教士
[00:02:42.000 --> 00:02:45.000]  沒有什麼人會反對
[00:02:45.000 --> 00:02:47.000]  他在那段經文裏面
[00:02:47.000 --> 00:02:49.000]  是告訴我們
[00:02:49.000 --> 00:02:52.000]  做一個宣教士是有些資格的
[00:02:52.000 --> 00:02:54.000]  就算在香港也好
[00:02:54.000 --> 00:02:56.000]  你想傳福音是有些資格的
[00:02:56.000 --> 00:02:58.000]  什麼資格呢?
[00:02:58.000 --> 00:03:02.000]  首先,你必須有適應的能力
[00:03:02.000 --> 00:03:04.000]  為什麼有些人適應能力這麼強
[00:03:04.000 --> 00:03:06.000]  有些人適應能力很低呢?
[00:03:06.000 --> 00:03:08.000]  有個很重要的原因
[00:03:08.000 --> 00:03:10.000]  就是他有個使命
[00:03:10.000 --> 00:03:13.000]  你有使命,你自然容易適應
[00:03:13.000 --> 00:03:15.000]  保羅在二十三節裏說
[00:03:15.000 --> 00:03:18.000]  凡我所行的,都是為福音的緣故
[00:03:18.000 --> 00:03:21.000]  為要與人同得這福音的好處
[00:03:21.000 --> 00:03:24.000]  凡我所行的,都是為福音的緣故
[00:03:24.000 --> 00:03:27.000]  這個就是他的使命
[00:03:27.000 --> 00:03:28.000]  無論他做什麼都好
[00:03:28.000 --> 00:03:30.000]  他都是為了福音
[00:03:30.000 --> 00:03:31.000]  為了多些人可以聽福音
[00:03:31.000 --> 00:03:33.000]  可以得到這個福音的好處
[00:03:33.000 --> 00:03:35.000]  這個就是他的使命
[00:03:35.000 --> 00:03:39.000]  你有使命,你的適應能力是強的
[00:03:39.000 --> 00:03:41.000]  究竟一個人
[00:03:41.000 --> 00:03:44.000]  要有什麼適應能力呢?
[00:03:44.000 --> 00:03:48.000]  其實最基本的就是胃口的適應
[00:03:48.000 --> 00:03:51.000]  假如你只會吃廣東菜
[00:03:51.000 --> 00:03:52.000]  其他都不行
[00:03:52.000 --> 00:03:53.000]  京菜你又不吃
[00:03:53.000 --> 00:03:55.000]  日本菜你又不吃
[00:03:55.000 --> 00:03:59.000]  更不要說非洲菜、印度菜、南美洲菜
[00:03:59.000 --> 00:04:01.000]  你去到哪裏旅遊都要找一間唐人餐館
[00:04:01.000 --> 00:04:05.000]  胃口都未開,你怎樣宣教呢?
[00:04:05.000 --> 00:04:08.000]  保羅不會說他去到哪裏
[00:04:08.000 --> 00:04:10.000]  去到哪裏就吃到哪裏
[00:04:10.000 --> 00:04:12.000]  我記得有一次
[00:04:12.000 --> 00:04:16.000]  在菲律賓開一個世界的華福大會
[00:04:16.000 --> 00:04:19.000]  華福是全世界華人教會的一個組織
[00:04:19.000 --> 00:04:21.000]  五年開一次大會
[00:04:21.000 --> 00:04:23.000]  那年我去參加,去菲律賓
[00:04:23.000 --> 00:04:25.000]  有二千人參加
[00:04:25.000 --> 00:04:28.000]  菲律賓是一個相對比較落後的國家
[00:04:28.000 --> 00:04:29.000]  我們吃的都不錯的
[00:04:29.000 --> 00:04:31.000]  餐餐有水果吃的
[00:04:31.000 --> 00:04:32.000]  什麼水果呢?
[00:04:32.000 --> 00:04:33.000]  是當地的水果
[00:04:33.000 --> 00:04:38.000]  菠蘿、香蕉、芒果那些水果
[00:04:38.000 --> 00:04:41.000]  誰知道一個星期之後就完了
[00:04:41.000 --> 00:04:44.000]  我們一群人去機場坐飛機回香港
[00:04:44.000 --> 00:04:46.000]  去到機場,香港的代表
[00:04:46.000 --> 00:04:47.000]  他們說什麼呢?
[00:04:47.000 --> 00:04:49.000]  真的被他們氣死
[00:04:49.000 --> 00:04:51.000]  快點叫分給橙汁喝
[00:04:51.000 --> 00:04:53.000]  我們香港人怎可以不吃橙?
[00:04:53.000 --> 00:04:54.000]  每天都吃橙的
[00:04:54.000 --> 00:04:55.000]  這裏沒有橙吃的
[00:04:55.000 --> 00:04:58.000]  我心裏想,你回香港
[00:04:58.000 --> 00:05:00.000]  你要鼓勵教會宣教
[00:05:00.000 --> 00:05:01.000]  你怎樣宣教?
[00:05:01.000 --> 00:05:03.000]  沒有橙吃都不行
[00:05:03.000 --> 00:05:05.000]  你怎樣宣教?
[00:05:05.000 --> 00:05:09.000]  所以,首先你的胃口是要開
[00:05:09.000 --> 00:05:12.000]  你為了使命不要計較有沒有橙也好
[00:05:12.000 --> 00:05:13.000]  甚至有沒有水果吃也好
[00:05:13.000 --> 00:05:15.000]  不要計較
[00:05:15.000 --> 00:05:17.000]  另外一種適應比較難一點
[00:05:17.000 --> 00:05:19.000]  就是文化的適應
[00:05:19.000 --> 00:05:21.000]  你要適應當地的語言
[00:05:21.000 --> 00:05:23.000]  適應當地的時間、禮貌、作風
[00:05:23.000 --> 00:05:25.000]  我記得我們去菲律賓的時候
[00:05:25.000 --> 00:05:28.000]  有些菲律賓人上台講話
[00:05:28.000 --> 00:05:31.000]  菲律賓人都會講英文
[00:05:31.000 --> 00:05:33.000]  翻譯那個人就不適應了
[00:05:33.000 --> 00:05:35.000]  翻譯為中文他就不適應了
[00:05:35.000 --> 00:05:36.000]  他在英國住過
[00:05:36.000 --> 00:05:37.000]  在澳洲住過
[00:05:37.000 --> 00:05:39.000]  在美國住過
[00:05:39.000 --> 00:05:41.000]  在香港住過
[00:05:41.000 --> 00:05:43.000]  甚麼適應的英文他都懂得聽
[00:05:43.000 --> 00:05:46.000]  菲律賓的英文他又不懂得聽
[00:05:46.000 --> 00:05:48.000]  翻了下一頁他就說
[00:05:48.000 --> 00:05:49.000]  我不行了
[00:05:49.000 --> 00:05:52.000]  誰懂得聽我請你上來翻譯
[00:05:52.000 --> 00:05:55.000]  最終我自告奮勇上了台
[00:05:55.000 --> 00:05:56.000]  因為菲律賓人講英文
[00:05:56.000 --> 00:05:58.000]  你要適應他們的
[00:05:58.000 --> 00:06:01.000]  Special
[00:06:01.000 --> 00:06:04.000]  他一定照每一個字讀
[00:06:04.000 --> 00:06:06.000]  這些是一種文化的適應
[00:06:06.000 --> 00:06:09.000]  比較難一點
[00:06:09.000 --> 00:06:11.000]  我記得我自己
[00:06:11.000 --> 00:06:12.000]  初初去澳洲的時候
