
[00:00:00.000 --> 00:00:03.000]  主啊,讓我們踏前一步
[00:00:03.000 --> 00:00:05.000]  超越我們今天的障礙
[00:00:05.000 --> 00:00:07.000]  讓我們的心親近你
[00:00:07.000 --> 00:00:09.000]  讓我們的靈向你降伏
[00:00:09.000 --> 00:00:11.000]  打開我們的耳朵
[00:00:11.000 --> 00:00:13.000]  讓我們聽見主你的聲音
[00:00:13.000 --> 00:00:14.000]  打開我們的心眼
[00:00:14.000 --> 00:00:16.000]  讓我們與你相遇
[00:00:16.000 --> 00:00:18.000]  打開我們的心、我們的靈
[00:00:18.000 --> 00:00:20.000]  讓我們向你降伏
[00:00:20.000 --> 00:00:21.000]  主啊,今天我奉耶穌的名
[00:00:21.000 --> 00:00:22.000]  吩咐一切不屬於耶穌的
[00:00:22.000 --> 00:00:24.000]  都要離開這個殿離開頂姐妹
[00:00:24.000 --> 00:00:27.000]  讓我們每一位都分別為聖跪向你
[00:00:27.000 --> 00:00:29.000]  多謝你聽我們的禱告
[00:00:29.000 --> 00:00:31.000]  奉耶穌基督得性的名
[00:00:31.000 --> 00:00:33.000]  Amen,頂姐妹請坐
[00:00:59.000 --> 00:01:03.000]  想像如果你是李柏毅的媽媽
[00:01:03.000 --> 00:01:05.000]  你會有什麼感受
[00:01:05.000 --> 00:01:07.000]  這位媽媽
[00:01:07.000 --> 00:01:09.000]  絕望,但並沒有放棄
[00:01:09.000 --> 00:01:12.000]  她仍然繼續向神父求
[00:01:12.000 --> 00:01:14.000]  求神給她不要失去勇氣
[00:01:14.000 --> 00:01:16.000]  並且讓她
[00:01:16.000 --> 00:01:19.000]  一路一路看見李柏毅的價值
[00:01:19.000 --> 00:01:20.000]  結果
[00:01:20.000 --> 00:01:23.000]  神讓沒可能變為有可能
[00:01:23.000 --> 00:01:26.000]  李柏毅九個月大就被發現
[00:01:26.000 --> 00:01:28.000]  是一個天才的畫家
[00:01:28.000 --> 00:01:30.000]  十二歲
[00:01:30.000 --> 00:01:33.000]  他就開第一個個人的畫展
[00:01:33.000 --> 00:01:36.000]  李柏毅的畫用色大膽
[00:01:36.000 --> 00:01:37.000]  充滿感情
[00:01:37.000 --> 00:01:40.000]  很多人看完他的畫之後
[00:01:40.000 --> 00:01:42.000]  都被深深的感動
[00:01:42.000 --> 00:01:43.000]  同樣
[00:01:43.000 --> 00:01:45.000]  在《馬第福音》十五章
[00:01:45.000 --> 00:01:47.000]  二十一至二十八節裡面
[00:01:47.000 --> 00:01:49.000]  都有一位媽媽
[00:01:49.000 --> 00:01:52.000]  她絕望,但並不放棄
[00:01:52.000 --> 00:01:56.000]  仍然不斷的向耶穌呼求
[00:01:56.000 --> 00:01:59.000]  可能有些頂展會看過《馬第福音》
[00:01:59.000 --> 00:02:01.000]  十五章二十一至二十八節
[00:02:01.000 --> 00:02:03.000]  可能很多人都將焦點
[00:02:03.000 --> 00:02:05.000]  放在耶穌說過一句
[00:02:05.000 --> 00:02:08.000]  好像很刻薄的話
[00:02:08.000 --> 00:02:11.000]  餅當然是給自己的子女吃
[00:02:11.000 --> 00:02:13.000]  怎麼會給狗吃
[00:02:13.000 --> 00:02:16.000]  他說的狗是人
[00:02:16.000 --> 00:02:18.000]  哇,耶穌有沒有搞錯
[00:02:18.000 --> 00:02:19.000]  這麼冷酷無情
[00:02:19.000 --> 00:02:22.000]  你不幫人就無所謂
[00:02:22.000 --> 00:02:24.000]  反而還要去侮辱人
[00:02:24.000 --> 00:02:26.000]  太過份了
[00:02:26.000 --> 00:02:27.000]  人是狗
[00:02:27.000 --> 00:02:31.000]  幸好《聖經新譯本》譯得好一點
[00:02:31.000 --> 00:02:33.000]  譯到小狗
[00:02:33.000 --> 00:02:34.000]  就是puppy
[00:02:34.000 --> 00:02:36.000]  你家裡的可愛小狗
[00:02:36.000 --> 00:02:38.000]  感覺上好一點
[00:02:38.000 --> 00:02:40.000]  但是大家看看結果
[00:02:40.000 --> 00:02:43.000]  結果就是耶穌幫助媽媽
[00:02:43.000 --> 00:02:45.000]  將那隻鬼的邪靈
[00:02:45.000 --> 00:02:47.000]  從他的女兒身上趕出來
[00:02:47.000 --> 00:02:49.000]  結果就最重要
[00:02:49.000 --> 00:02:51.000]  今天我很想邀請頂姐妹
[00:02:51.000 --> 00:02:53.000]  我們從另一個角度去
[00:02:53.000 --> 00:02:54.000]  看這段聖經
[00:02:54.000 --> 00:02:55.000]  《馬太福音》十五章
[00:02:55.000 --> 00:02:57.000]  二十一至二十八節
[00:02:57.000 --> 00:02:59.000]  如果大家仔細再看多幾次的時候
[00:02:59.000 --> 00:03:01.000]  你會發現
[00:03:01.000 --> 00:03:04.000]  神似乎用這段聖經
[00:03:04.000 --> 00:03:07.000]  用這個嘉楠媽媽的故事
[00:03:07.000 --> 00:03:09.000]  去跟我們說三個
[00:03:09.000 --> 00:03:12.000]  非常重要的禱告心態
[00:03:12.000 --> 00:03:14.000]  但是如果你看福音書
[00:03:14.000 --> 00:03:17.000]  你找這個媽媽的名字是找不到的
[00:03:17.000 --> 00:03:18.000]  因為聖經裡面是沒有記載
[00:03:18.000 --> 00:03:21.000]  這個嘉楠媽媽的名字
[00:03:21.000 --> 00:03:25.000]  我很相信神都藉著這個特別的安排
[00:03:25.000 --> 00:03:27.000]  跟我們說一個真理
[00:03:27.000 --> 00:03:29.000]  這個真理是什麼呢
[00:03:29.000 --> 00:03:31.000]  是誰祈禱不是最重要的
[00:03:31.000 --> 00:03:34.000]  就是說你不用找一些名目大目去祈禱
[00:03:34.000 --> 00:03:36.000]  你不用找一些屬靈高人去祈禱
[00:03:36.000 --> 00:03:38.000]  你找一些厲害的
[00:03:38.000 --> 00:03:40.000]  很厲害的恩賜的人去禱告
[00:03:40.000 --> 00:03:42.000]  那個誰禱告不重要
[00:03:42.000 --> 00:03:43.000]  重要的是什麼
[00:03:43.000 --> 00:03:46.000]  重要的是你用什麼心態去祈禱
[00:03:46.000 --> 00:03:48.000]  說個出名一點的
[00:03:48.000 --> 00:03:49.000]  馬丁路德
[00:03:49.000 --> 00:03:50.000]  馬丁路德很多人都認識
[00:03:50.000 --> 00:03:51.000]  馬丁路德說過一句話
[00:03:51.000 --> 00:03:54.000]  如果有一天我忽略了禱告
[00:03:54.000 --> 00:03:57.000]  我就失去信心之火
[00:03:57.000 --> 00:03:59.000]  另外一個
[00:03:59.000 --> 00:04:00.000]  我覺得這句話也是一樣重要
[00:04:00.000 --> 00:04:02.000]  不過他一點都不出名
[00:04:02.000 --> 00:04:03.000]  他叫私人古柏
[00:04:03.000 --> 00:04:05.000]  他也說過一句話
[00:04:05.000 --> 00:04:08.000]  當軟弱的信徒屈膝禱告的時候
[00:04:08.000 --> 00:04:11.000]  就是撒旦巨柏的時候
[00:04:11.000 --> 00:04:12.000]  弟兄姊妹
[00:04:12.000 --> 00:04:15.000]  同福堂是禱告的教會
[00:04:15.000 --> 00:04:19.000]  禱告敬拜是我們很重要的核心價值
[00:04:19.000 --> 00:04:21.000]  鼓勵每一位弟兄姊妹去建立
[00:04:21.000 --> 00:04:24.000]  和培養良好的禱告生活
[00:04:24.000 --> 00:04:26.000]  所以禱告的心態
[00:04:26.000 --> 00:04:28.000]  禱告的態度
[00:04:28.000 --> 00:04:29.000]  就非常重要
[00:04:29.000 --> 00:04:30.000]  現在的時間
[00:04:30.000 --> 00:04:31.000]  我很想和大家
[00:04:31.000 --> 00:04:33.000]  藉著《馬太福音》15章21至28節
[00:04:33.000 --> 00:04:35.000]  我們一起去明白
[00:04:35.000 --> 00:04:37.000]  究竟跟他們說什麼
[00:04:37.000 --> 00:04:42.000]  什麼才是神所喜悅的禱告心態
[00:04:42.000 --> 00:04:43.000]  第一個
[00:04:43.000 --> 00:04:46.000]  就是徹底的信靠
[00:04:46.000 --> 00:04:48.000]  什麼是真正的信靠呢
[00:04:48.000 --> 00:04:49.000]  首先我們一起看
[00:04:49.000 --> 00:04:51.000]  《馬太福音》15章22至27節
[00:04:51.000 --> 00:04:52.000]  那六節的聖經
[00:04:52.000 --> 00:04:54.000]  等下節目我們一起讀
[00:04:54.000 --> 00:04:55.000]  1、2、3
[00:04:55.000 --> 00:04:57.000]  有一個迦南婦人
[00:04:57.000 --> 00:04:59.000]  從那地方出來
[00:04:59.000 --> 00:05:00.000]  喊著說
[00:05:00.000 --> 00:05:03.000]  主啊大衛的子孫
[00:05:03.000 --> 00:05:04.000]  可憐我
[00:05:04.000 --> 00:05:07.000]  我女兒被鬼附得甚苦
[00:05:07.000 --> 00:05:10.000]  耶穌卻一言不答
[00:05:10.000 --> 00:05:12.000]  叛徒進前來
[00:05:12.000 --> 00:05:13.000]  求他說
[00:05:13.000 --> 00:05:16.000]  這婦人在我們後頭喊叫
[00:05:16.000 --> 00:05:18.000]  請打發她走吧
[00:05:18.000 --> 00:05:19.000]  繼續
[00:05:19.000 --> 00:05:20.000]  耶穌說
[00:05:20.000 --> 00:05:21.000]  我奉差遣
[00:05:21.000 --> 00:05:26.000]  不過是到以色列迷失的羊那裡
[00:05:26.000 --> 00:05:29.000]  那婦人來拜她說
[00:05:29.000 --> 00:05:31.000]  主啊幫助我
