
[00:00:00.000 --> 00:00:02.000]  親愛的主愛,多謝你
[00:00:02.000 --> 00:00:04.000]  主代的家人何等寶貴
[00:00:04.000 --> 00:00:06.000]  是我們親愛的
[00:00:06.000 --> 00:00:08.000]  保羅時代,當弟兄姊妹
[00:00:08.000 --> 00:00:10.000]  甚至弟兄姊妹的家人朋友
[00:00:10.000 --> 00:00:12.000]  都是親愛的
[00:00:12.000 --> 00:00:14.000]  我們在這麼好的環境裏
[00:00:14.000 --> 00:00:16.000]  就是和我們親愛的家人一起
[00:00:16.000 --> 00:00:18.000]  我們都是僕人
[00:00:18.000 --> 00:00:20.000]  我們在你面前說
[00:00:20.000 --> 00:00:22.000]  主啊,我們是僕人
[00:00:22.000 --> 00:00:25.000]  你打開自己的說話,僕人敬聽
[00:00:25.000 --> 00:00:27.000]  多謝你,聽我們祈禱
[00:00:27.000 --> 00:00:29.000]  奉靠主的蘇明祈求
[00:00:29.000 --> 00:00:31.000]  阿們
[00:00:31.000 --> 00:00:33.000]  我今天的題目是
[00:00:33.000 --> 00:00:35.000]  基督徒
[00:00:35.000 --> 00:00:37.000]  從哪裏開始
[00:00:37.000 --> 00:00:39.000]  我們如果特別是信耶穌的話
[00:00:39.000 --> 00:00:42.000]  看上去其實是絕大部份是信了耶穌的
[00:00:42.000 --> 00:00:45.000]  是因為有質地體的
[00:00:45.000 --> 00:00:47.000]  我有屬天的
[00:00:47.000 --> 00:00:49.000]  不知道甚麼能力
[00:00:49.000 --> 00:00:51.000]  那麼
[00:00:51.000 --> 00:00:53.000]  基督徒呢
[00:00:53.000 --> 00:00:55.000]  最明顯的就是
[00:00:55.000 --> 00:00:57.000]  人們在你身上見不見到
[00:00:57.000 --> 00:00:59.000]  基督
[00:00:59.000 --> 00:01:01.000]  同意嗎,有這麼多人說
[00:01:01.000 --> 00:01:03.000]  我不是傳基督的
[00:01:03.000 --> 00:01:05.000]  那麼就請崇拜員留下
[00:01:05.000 --> 00:01:07.000]  說笑而已
[00:01:07.000 --> 00:01:11.000]  但是我們基督徒經常掛口
[00:01:11.000 --> 00:01:13.000]  我們很喜歡用口來傳福音
[00:01:13.000 --> 00:01:15.000]  我本身受過很多
[00:01:15.000 --> 00:01:17.000]  訓練的,傳福音訓練
[00:01:17.000 --> 00:01:19.000]  我近年
[00:01:19.000 --> 00:01:21.000]  我很深的體會
[00:01:21.000 --> 00:01:23.000]  城市變了
[00:01:23.000 --> 00:01:25.000]  我少了用口傳
[00:01:25.000 --> 00:01:27.000]  因為人最明顯見到
[00:01:27.000 --> 00:01:29.000]  基督在我們身上
[00:01:29.000 --> 00:01:31.000]  見到並不是
[00:01:31.000 --> 00:01:33.000]  我們做大事的人
[00:01:33.000 --> 00:01:35.000]  做大事我們知道你要出名
[00:01:35.000 --> 00:01:37.000]  你是誰
[00:01:37.000 --> 00:01:39.000]  但是人真正要見到的
[00:01:39.000 --> 00:01:41.000]  是
[00:01:41.000 --> 00:01:43.000]  小事上忠心的人
[00:01:43.000 --> 00:01:45.000]  小事就知道你是
[00:01:45.000 --> 00:01:47.000]  怎樣的人
[00:01:47.000 --> 00:01:49.000]  你是甚麼人比你多出名
[00:01:49.000 --> 00:01:51.000]  更重要,你是甚麼
[00:01:51.000 --> 00:01:53.000]  所以這段經文教我們
[00:01:53.000 --> 00:01:55.000]  怎樣做人
[00:01:55.000 --> 00:01:57.000]  我很有信心
[00:01:57.000 --> 00:01:59.000]  這六個角色
[00:01:59.000 --> 00:02:01.000]  主席剛才帶我們讀的經文
[00:02:01.000 --> 00:02:03.000]  這六個角色你一定有份的
[00:02:03.000 --> 00:02:05.000]  第一個
[00:02:05.000 --> 00:02:09.000]  基督徒的身份
[00:02:09.000 --> 00:02:11.000]  他已經是假設了
[00:02:11.000 --> 00:02:13.000]  這六個角色對著基督徒說
[00:02:13.000 --> 00:02:15.000]  基督徒
[00:02:15.000 --> 00:02:19.000]  彰顯基督是從哪裡開始
[00:02:19.000 --> 00:02:21.000]  我很深的感受
[00:02:21.000 --> 00:02:23.000]  就是基督徒
[00:02:23.000 --> 00:02:25.000]  最淑齡
[00:02:25.000 --> 00:02:27.000]  最好質地的時候
[00:02:27.000 --> 00:02:29.000]  是回教會
[00:02:29.000 --> 00:02:31.000]  那段時間
[00:02:31.000 --> 00:02:33.000]  星期一耶穌基督的樣子
[00:02:33.000 --> 00:02:35.000]  就小了一點點
[00:02:35.000 --> 00:02:37.000]  星期一上班
[00:02:37.000 --> 00:02:39.000]  很多人口群症就出來了
[00:02:39.000 --> 00:02:41.000]  昨天敬拜那些
[00:02:41.000 --> 00:02:43.000]  紅到不得了,星期一就開始
[00:02:43.000 --> 00:02:45.000]  借了一點點,星期五就不視人
[00:02:45.000 --> 00:02:47.000]  我通常是星期五晚上
[00:02:47.000 --> 00:02:49.000]  傳契,我很有深的體會
[00:02:51.000 --> 00:02:53.000]  在教會裡面很淑齡
[00:02:53.000 --> 00:02:57.000]  我們坦白一點說
[00:02:57.000 --> 00:02:59.000]  在外面不淑齡的人多不多,基督徒
[00:02:59.000 --> 00:03:01.000]  坦白,香港,我們說香港
[00:03:01.000 --> 00:03:03.000]  其他地方未必是
[00:03:03.000 --> 00:03:07.000]  在教會
[00:03:07.000 --> 00:03:09.000]  有些人很厲害,很忠心
[00:03:09.000 --> 00:03:11.000]  從早到現在,早課普通話
[00:03:11.000 --> 00:03:13.000]  課堂都在那裡侍奉
[00:03:13.000 --> 00:03:15.000]  我們很欣賞他們
[00:03:15.000 --> 00:03:17.000]  我真的是這樣,加起來都兩個多小時
[00:03:17.000 --> 00:03:19.000]  兩個多小時來辦事
[00:03:19.000 --> 00:03:21.000]  都不是很難
[00:03:21.000 --> 00:03:23.000]  我可以在家裡
[00:03:23.000 --> 00:03:25.000]  成為一個很失敗的人
[00:03:25.000 --> 00:03:27.000]  一個全軍覆沒的人
[00:03:27.000 --> 00:03:29.000]  然後我穿完西裝
[00:03:29.000 --> 00:03:31.000]  就想對他們說
[00:03:31.000 --> 00:03:33.000]  弟兄姊妹,記住要做好基督徒
[00:03:33.000 --> 00:03:35.000]  可以這樣扮出來的
[00:03:35.000 --> 00:03:37.000]  當然這樣扮就是一個
[00:03:37.000 --> 00:03:39.000]  穿了西裝的禽獸
[00:03:39.000 --> 00:03:43.000]  我們不要做這些
[00:03:43.000 --> 00:03:45.000]  人家看得見的,在哪裡開始
[00:03:45.000 --> 00:03:47.000]  並不是教堂
[00:03:47.000 --> 00:03:49.000]  因為真正
[00:03:49.000 --> 00:03:51.000]  我們要活出基督徒的身份
[00:03:51.000 --> 00:03:53.000]  是生活上
[00:03:53.000 --> 00:03:55.000]  其他很多個小時,一百六十多個小時
[00:03:55.000 --> 00:03:57.000]  扣除那兩三個小時
[00:03:57.000 --> 00:03:59.000]  那些時間
[00:03:59.000 --> 00:04:01.000]  人家就知道你是不是基督徒
[00:04:01.000 --> 00:04:03.000]  所以從哪裡開始呢?第一個
[00:04:03.000 --> 00:04:05.000]  就是夫妻
[00:04:05.000 --> 00:04:09.000]  因為其實家庭是最明顯開始的
[00:04:09.000 --> 00:04:13.000]  很熟的,是不是?
[00:04:13.000 --> 00:04:15.000]  妻子要怎樣?我們做基督徒很久
[00:04:15.000 --> 00:04:17.000]  順服丈夫
[00:04:17.000 --> 00:04:21.000]  丈夫是怎樣?
[00:04:21.000 --> 00:04:23.000]  愛妻子
[00:04:23.000 --> 00:04:25.000]  就是剛才第一點所說的
[00:04:25.000 --> 00:04:27.000]  三章,哥羅西書三章
[00:04:27.000 --> 00:04:29.000]  十八到十九節
[00:04:29.000 --> 00:04:31.000]  妻子順服丈夫
[00:04:31.000 --> 00:04:33.000]  記住,現在這段經文
[00:04:33.000 --> 00:04:35.000]  是對著當時在聽的人
[00:04:35.000 --> 00:04:37.000]  當時在聽的人
[00:04:37.000 --> 00:04:39.000]  那些婦女
[00:04:39.000 --> 00:04:41.000]  心裡面說廢話
[00:04:41.000 --> 00:04:43.000]  為什麼?
[00:04:43.000 --> 00:04:45.000]  其實是奉旨的
[00:04:45.000 --> 00:04:47.000]  在當時來說,婦女順服丈夫
[00:04:47.000 --> 00:04:49.000]  差不多這樣說,一定是
[00:04:49.000 --> 00:04:51.000]  那你為什麼在聖經裡面
[00:04:51.000 --> 00:04:53.000]  再用真理呢?
[00:04:53.000 --> 00:04:55.000]  但是在今天就很有用了
[00:04:55.000 --> 00:04:57.000]  姐妹,這裡姐妹多
[00:04:57.000 --> 00:05:01.000]  妻子順服丈夫
[00:05:01.000 --> 00:05:03.000]  有些人聽上去很不舒服
[00:05:03.000 --> 00:05:05.000]  其中一個我朋友,夫婦朋友
[00:05:05.000 --> 00:05:09.000]  看看這對夫婦
[00:05:13.000 --> 00:05:15.000]  牧師夫婦
[00:05:15.000 --> 00:05:17.000]  夠敬虔吧?
[00:05:17.000 --> 00:05:19.000]  這兩個都是博士
[00:05:19.000 --> 00:05:21.000]  嘟嘟聲的人
[00:05:21.000 --> 00:05:23.000]  在家裡吵得很厲害
[00:05:23.000 --> 00:05:25.000]  抬頭最高那些
[00:05:25.000 --> 00:05:27.000]  嘟嘟聲的
[00:05:27.000 --> 00:05:29.000]  這兩個都是博士
[00:05:29.000 --> 00:05:31.000]  女兒那個,憑什麼要順服你?
[00:05:31.000 --> 00:05:35.000]  我不一定說她
[00:05:35.000 --> 00:05:37.000]  很多婦女,工資比老公高
[00:05:37.000 --> 00:05:39.000]  地位比老公高
[00:05:39.000 --> 00:05:41.000]  讀大學都比她厲害
[00:05:41.000 --> 00:05:43.000]  我太太有時開玩笑
[00:05:43.000 --> 00:05:45.000]  就在那裡罵我
[00:05:45.000 --> 00:05:47.000]  我說沒問題,我也是你的頭
[00:05:47.000 --> 00:05:49.000]  我只是拿聖經出來
[00:05:49.000 --> 00:05:51.000]  所以我很喜歡這段經文
[00:05:51.000 --> 00:05:53.000]  然後太太就說
[00:05:53.000 --> 00:05:55.000]  沒問題,你是頭
[00:05:55.000 --> 00:05:57.000]  很多婦女說,那我是頸
[00:05:57.000 --> 00:05:59.000]  合不合聖經?
[00:05:59.000 --> 00:06:01.000]  首先我問你
[00:06:01.000 --> 00:06:03.000]  有沒有聽過這一句?
[00:06:03.000 --> 00:06:05.000]  應該有吧?
[00:06:05.000 --> 00:06:07.000]  原來屯門區和柴灣是不同的
[00:06:07.000 --> 00:06:09.000]  屯門區我經常聽的
[00:06:09.000 --> 00:06:11.000]  我是大過婦女的
[00:06:11.000 --> 00:06:13.000]  所以我認識很多婦女的東西
[00:06:13.000 --> 00:06:15.000]  我變身了
[00:06:15.000 --> 00:06:17.000]  好了
[00:06:17.000 --> 00:06:19.000]  她說我是頸,沒問題
[00:06:19.000 --> 00:06:23.000]  原來也挺合聖經的
[00:06:23.000 --> 00:06:25.000]  希臘的格言就說
[00:06:25.000 --> 00:06:27.000]  丈夫是頭
[00:06:27.000 --> 00:06:29.000]  妻子是頸
[00:06:29.000 --> 00:06:31.000]  真是這樣的格言
[00:06:31.000 --> 00:06:33.000]  我看來又不會離聖經太遠
[00:06:33.000 --> 00:06:35.000]  因為聖經說
[00:06:35.000 --> 00:06:37.000]  夫妻加上一個身體
[00:06:37.000 --> 00:06:39.000]  太太身體是頸
[00:06:39.000 --> 00:06:41.000]  丈夫是頭
[00:06:41.000 --> 00:06:43.000]  太太身體是頸,沒錯
[00:06:43.000 --> 00:06:45.000]  不過是誰在控制呢?
[00:06:45.000 --> 00:06:47.000]  所以不用怕
[00:06:47.000 --> 00:06:49.000]  不用說不服氣
[00:06:49.000 --> 00:06:51.000]  現在
[00:06:51.000 --> 00:06:53.000]  這些是不是叫做落後?
[00:06:53.000 --> 00:06:55.000]  請問
[00:06:55.000 --> 00:06:57.000]  妻子馴服丈夫
[00:06:57.000 --> 00:06:59.000]  是不是現在應該有的真理教導?
[00:06:59.000 --> 00:07:01.000]  答案是
[00:07:01.000 --> 00:07:03.000]  是什麼呢?
[00:07:03.000 --> 00:07:05.000]  答案是正面的
[00:07:05.000 --> 00:07:07.000]  是的
[00:07:07.000 --> 00:07:09.000]  這不是因為時代而變的
[00:07:09.000 --> 00:07:11.000]  到現在還是要馴服丈夫的
[00:07:11.000 --> 00:07:13.000]  為什麼?
[00:07:13.000 --> 00:07:15.000]  因為耶穌說
[00:07:15.000 --> 00:07:17.000]  你要像馴服丈夫那樣馴服我
[00:07:17.000 --> 00:07:19.000]  除非基督徒夠膽
[00:07:19.000 --> 00:07:21.000]  我不馴服基督,誰是我的主呢?
[00:07:21.000 --> 00:07:23.000]  這是另一件事
[00:07:23.000 --> 00:07:25.000]  這是後遺症
[00:07:25.000 --> 00:07:27.000]  是因為基督說我是頭
[00:07:27.000 --> 00:07:29.000]  你要馴服我,而馴服丈夫
[00:07:29.000 --> 00:07:31.000]  當然主乃馴服
[00:07:31.000 --> 00:07:33.000]  因為我知道
[00:07:33.000 --> 00:07:35.000]  姐妹很欺負
[00:07:35.000 --> 00:07:37.000]  相信耶穌很欺負
[00:07:37.000 --> 00:07:39.000]  丈夫是未相信的
[00:07:39.000 --> 00:07:41.000]  我們那時的教會
[00:07:41.000 --> 00:07:43.000]  樓下是賽馬會
[00:07:43.000 --> 00:07:45.000]  我們樓上讀聖經
[00:07:45.000 --> 00:07:47.000]  樓下讀馬經,大家鬥勤力
[00:07:47.000 --> 00:07:49.000]  丈夫就跟老婆來
[00:07:49.000 --> 00:07:51.000]  這個大廈
[00:07:51.000 --> 00:07:53.000]  不是回教會
