
[00:00:00.000 --> 00:00:02.340]  回想起來也有很多年前了
[00:00:02.340 --> 00:00:05.020]  有一天我在教會的辦公室
[00:00:05.020 --> 00:00:07.520]  正在工作的時候突然間接到一個電話
[00:00:07.520 --> 00:00:12.040]  原來是我小學同學打電話給我的
[00:00:12.040 --> 00:00:13.880]  幾十年沒見面的
[00:00:13.880 --> 00:00:17.640]  我是在大埔觀立小學讀書的
[00:00:17.640 --> 00:00:19.380]  在我的時代
[00:00:19.380 --> 00:00:20.540]  在大埔呢
[00:00:20.540 --> 00:00:23.440]  大埔觀立小學是一個頗為出名的學校
[00:00:23.440 --> 00:00:24.880]  大埔而已
[00:00:24.880 --> 00:00:28.180]  在我同學當中
[00:00:28.180 --> 00:00:30.360]  現在還是一個在當立法會議員
[00:00:30.360 --> 00:00:34.020]  這個電話就說
[00:00:34.020 --> 00:00:37.940]  我們一班小學同學想聚一聚
[00:00:37.940 --> 00:00:39.060]  見一見面
[00:00:39.060 --> 00:00:40.600]  有沒有興趣參加
[00:00:40.600 --> 00:00:42.480]  我不知道他怎樣找到我的電話
[00:00:42.480 --> 00:00:43.980]  知道我在教會工作
[00:00:43.980 --> 00:00:45.920]  我說好啊,有興趣啊
[00:00:45.920 --> 00:00:47.200]  幾十年沒見面
[00:00:47.200 --> 00:00:49.180]  當然想聚一聚
[00:00:49.180 --> 00:00:53.120]  於是就約了一個下午在茶樓喝茶
[00:00:53.120 --> 00:00:57.540]  就跟很多年沒見過面的老同學聚一聚
[00:00:58.520 --> 00:00:59.540]  你們知道了
[00:00:59.540 --> 00:01:02.160]  這麼多年,到了我們這個年紀
[00:01:02.160 --> 00:01:04.560]  聚一聚的時候當然是寒暄幾句
[00:01:04.560 --> 00:01:06.280]  進行第一個節目
[00:01:06.280 --> 00:01:07.620]  第一個節目呢
[00:01:07.620 --> 00:01:10.960]  就是每個人都在錢包裡面拿一張卡片出來
[00:01:10.960 --> 00:01:12.000]  那就是
[00:01:12.000 --> 00:01:14.720]  交換卡片就是第一個節目
[00:01:14.720 --> 00:01:17.660]  但是我沒有卡片的
[00:01:17.660 --> 00:01:19.960]  是唯一一個沒有卡片的
[00:01:19.960 --> 00:01:22.540]  每個人都有卡片派
[00:01:22.540 --> 00:01:23.820]  只有我沒有卡片派
[00:01:23.820 --> 00:01:25.820]  我就拿了一整疊卡片
[00:01:25.820 --> 00:01:29.320]  很自然就去看一看,因為同學這麼久沒見面
[00:01:29.320 --> 00:01:31.740]  原來我的舊同學都挺厲害的
[00:01:31.740 --> 00:01:33.340]  一個CEO
[00:01:33.340 --> 00:01:35.740]  另一個校長
[00:01:35.740 --> 00:01:37.100]  另一個總裁
[00:01:37.100 --> 00:01:38.880]  另一個高級官員
[00:01:38.880 --> 00:01:43.140]  我雖然老實說,我在小學考第一
[00:01:43.140 --> 00:01:44.500]  但是幾十年來
[00:01:44.500 --> 00:01:46.260]  之後我發覺我是考大尾
[00:01:46.260 --> 00:01:48.500]  因為我唯一一個沒有卡片的
[00:01:48.500 --> 00:01:50.180]  大家聊了一會兒
[00:01:50.180 --> 00:01:53.260]  有一個女同學心水清
[00:01:53.260 --> 00:01:55.820]  因為發覺少了我一張卡片
[00:01:55.820 --> 00:01:56.540]  於是就說
[00:01:56.540 --> 00:01:58.380]  蘇永睿
[00:01:58.380 --> 00:01:59.660]  你做哪一行的?
[00:01:59.660 --> 00:02:01.340]  一定是發達了做了老闆
[00:02:01.340 --> 00:02:03.420]  所以不用卡片了
[00:02:03.420 --> 00:02:05.580]  我不知道她為什麼去問我
[00:02:05.580 --> 00:02:06.940]  我支支吾吾這樣
[00:02:06.940 --> 00:02:08.740]  於是就說
[00:02:08.740 --> 00:02:11.100]  發達都不輪到我了
[00:02:11.100 --> 00:02:13.020]  我是做牧師的
[00:02:13.020 --> 00:02:15.540]  做牧師都不用想著發達了
[00:02:15.540 --> 00:02:18.100]  我一體言一出
[00:02:18.100 --> 00:02:20.380]  就驚嚇了全體同學
[00:02:20.380 --> 00:02:22.340]  做牧師
[00:02:22.340 --> 00:02:24.460]  接著以後的時間
[00:02:24.460 --> 00:02:26.780]  所有聊天的主題
[00:02:26.780 --> 00:02:28.420]  就集中在我身上
[00:02:28.420 --> 00:02:29.740]  就是牧師
[00:02:29.740 --> 00:02:31.580]  有一個同學就看著我
[00:02:31.580 --> 00:02:32.420]  又是女同學
[00:02:32.420 --> 00:02:33.260]  大大聲說
[00:02:33.260 --> 00:02:34.820]  做牧師?
[00:02:34.820 --> 00:02:38.140]  你都知道我小時候
[00:02:38.140 --> 00:02:39.500]  讀小學是一些什麼人
[00:02:39.500 --> 00:02:42.500]  他們那麼驚訝的動作
[00:02:42.500 --> 00:02:46.660]  都知道我的底細是怎樣的
[00:02:46.660 --> 00:02:47.620]  接著就問
[00:02:47.620 --> 00:02:49.020]  做牧師?
[00:02:49.020 --> 00:02:50.500]  做牧師能不能結婚?
[00:02:50.500 --> 00:02:53.420]  我又不明白他為什麼問我這條問題
[00:02:53.420 --> 00:02:54.660]  我說當然是能結婚
[00:02:54.660 --> 00:02:55.180]  如果不能結婚
[00:02:55.180 --> 00:02:57.500]  怎麼會有兩個子女
[00:02:57.500 --> 00:02:58.820]  接著另一個就問
[00:02:58.820 --> 00:03:00.940]  做牧師做什麼的?
[00:03:00.940 --> 00:03:02.260]  我就回答他
[00:03:02.260 --> 00:03:04.500]  做牧師都不容易做的
[00:03:04.500 --> 00:03:06.580]  我小學畢業之後
[00:03:06.580 --> 00:03:09.620]  我就去了王隱書院讀書
[00:03:09.620 --> 00:03:11.140]  王隱書院讀完書之後
[00:03:11.140 --> 00:03:13.220]  我就去香港大學讀書
[00:03:13.220 --> 00:03:16.660]  香港大學我以一級榮譽畢業
[00:03:16.660 --> 00:03:17.580]  然後
[00:03:17.580 --> 00:03:21.100]  之後就去到費城的西敏寺神學院攻讀
[00:03:21.100 --> 00:03:22.780]  名列前茅
[00:03:22.780 --> 00:03:25.700]  學校送了一個獎學金給我深造
[00:03:25.700 --> 00:03:28.820]  就去著名的普林斯頓神學院攻讀
[00:03:28.820 --> 00:03:30.180]  當時我住的地方
[00:03:30.180 --> 00:03:32.980]  那條街就是愛因斯坦住的那條街
[00:03:32.980 --> 00:03:34.220]  畢業之後
[00:03:34.220 --> 00:03:36.300]  我又在科洛神學院
[00:03:36.300 --> 00:03:38.660]  拿到一個博士學位
[00:03:38.660 --> 00:03:41.780]  然後來播道會做牧師
[00:03:41.780 --> 00:03:43.060]  我一路說
[00:03:43.060 --> 00:03:45.340]  他們就一路聽
[00:03:45.340 --> 00:03:47.460]  我突然停下來問一問
[00:03:47.460 --> 00:03:52.460]  我說什麼
[00:03:52.460 --> 00:03:53.500]  其實我心裡說
[00:03:53.500 --> 00:03:56.420]  我雖然沒有卡片
[00:03:56.420 --> 00:03:59.180]  雖然你們個個又董事長
[00:03:59.180 --> 00:04:01.420]  又總經理
[00:04:01.420 --> 00:04:03.620]  又校長
[00:04:03.620 --> 00:04:07.140]  但是有誰好像我這樣
[00:04:07.140 --> 00:04:10.620]  有誰是住過愛因斯坦那條街
[00:04:10.620 --> 00:04:13.700]  有誰好像我讀這麼多書
[00:04:13.700 --> 00:04:18.460]  其實一言蔽之自卑
[00:04:18.460 --> 00:04:20.540]  以為用這些東西
[00:04:20.540 --> 00:04:22.180]  這些虛銜
[00:04:22.180 --> 00:04:24.940]  以為用這些東西就叫我的同學
[00:04:24.940 --> 00:04:26.620]  不會小看我
[00:04:26.620 --> 00:04:27.860]  以為用這些
[00:04:27.860 --> 00:04:31.620]  就會抬高了自己的地位
[00:04:31.620 --> 00:04:34.100]  其實是自卑的
[00:04:34.100 --> 00:04:35.980]  想想很多時候
[00:04:35.980 --> 00:04:37.980]  我們都會是這樣
[00:04:37.980 --> 00:04:40.380]  我們很想人去接納我們
[00:04:40.380 --> 00:04:42.060]  很想人不小看我們
[00:04:42.060 --> 00:04:44.260]  很想人知道我們有多厲害
[00:04:44.260 --> 00:04:48.260]  於是我們拿出一大堆的虛銜
[00:04:48.260 --> 00:04:50.580]  我見過有一次有人拍卡片
[00:04:50.580 --> 00:04:52.460]  不是一張
[00:04:52.460 --> 00:04:56.260]  是一張街坊會的卡片
[00:04:56.260 --> 00:04:58.140]  我們以為有這些虛銜
[00:04:58.140 --> 00:04:59.740]  有這些東西
[00:04:59.740 --> 00:05:01.900]  別人就會小看我們
[00:05:01.900 --> 00:05:05.180]  別人就會覺得我們很厲害
[00:05:05.180 --> 00:05:09.700]  其實是自卑的
[00:05:09.700 --> 00:05:13.380]  自卑一直在影響我們
[00:05:13.380 --> 00:05:17.300]  我記得很多年前
[00:05:17.300 --> 00:05:21.100]  羅曼華姐妹有一個同學說
[00:05:21.100 --> 00:05:23.260]  蘇Sir
[00:05:23.260 --> 00:05:27.020]  你開始窩福
[00:05:27.020 --> 00:05:31.420]  你沒想過會失敗
[00:05:31.420 --> 00:05:32.700]  假如你失敗之後
[00:05:32.700 --> 00:05:36.100]  你會怎樣
[00:05:36.100 --> 00:05:40.580]  事實上此言驚醒夢中人
[00:05:40.580 --> 00:05:43.380]  如果我失敗會怎樣
[00:05:43.380 --> 00:05:45.340]  其實一直以來
[00:05:45.340 --> 00:05:47.420]  在我自己的生命裏面
[00:05:47.420 --> 00:05:49.700]  很看重成就
[00:05:49.700 --> 00:05:51.740]  很看重成功
[00:05:51.740 --> 00:05:56.060]  讀書要有學業成就
[00:05:56.060 --> 00:05:59.020]  做事要有成就
[00:05:59.020 --> 00:06:04.740]  成就托起了自己的價值觀
[00:06:04.740 --> 00:06:06.900]  我有成就我就有價值
[00:06:06.900 --> 00:06:09.420]  我沒成就別人就看不起我
[00:06:09.420 --> 00:06:14.020]  別人就會拒絕你
[00:06:14.020 --> 00:06:19.220]  其實是一個很差的價值觀
[00:06:19.220 --> 00:06:23.780]  海明威寫過一本書叫《老人與海》
[00:06:23.780 --> 00:06:26.100]  他形容一個老人家
[00:06:26.100 --> 00:06:27.900]  出海拿魚
[00:06:27.900 --> 00:06:29.620]  果然拿到一條大魚
[00:06:29.620 --> 00:06:30.980]  那條魚很大
[00:06:30.980 --> 00:06:33.140]  就拖了他出去大海裏面
[00:06:33.140 --> 00:06:35.140]  這個老人家八十四日
