
[00:00:00.000 --> 00:00:02.000]  多謝各位
[00:00:02.000 --> 00:00:04.000]  很久不見
[00:00:04.000 --> 00:00:07.000]  有機會分享一生的道
[00:00:07.000 --> 00:00:08.000]  感謝主
[00:00:08.000 --> 00:00:10.000]  我們做一個祈禱
[00:00:10.000 --> 00:00:12.000]  再分享一次的道
[00:00:12.000 --> 00:00:14.000]  親愛的天父
[00:00:14.000 --> 00:00:16.000]  但願祢自己的聖靈
[00:00:16.000 --> 00:00:20.000]  充滿我們今天的崇拜
[00:00:20.000 --> 00:00:22.000]  教會是祢的
[00:00:22.000 --> 00:00:24.000]  請求聖靈
[00:00:24.000 --> 00:00:26.000]  祢自己親自的掌管
[00:00:26.000 --> 00:00:28.000]  每一個人的心
[00:00:28.000 --> 00:00:32.000]  整個教會和整個教會前面的路
[00:00:32.000 --> 00:00:36.000]  願以這個教會成為主喜悅的教會
[00:00:36.000 --> 00:00:39.000]  將福音傳給這個社區
[00:00:39.000 --> 00:00:42.000]  傳給我們的親戚朋友
[00:00:42.000 --> 00:00:47.000]  也讓我們內心的生命能夠不斷的改變
[00:00:47.000 --> 00:00:49.000]  求主幫助我們
[00:00:49.000 --> 00:00:52.000]  做一個土神喜悅的人
[00:00:52.000 --> 00:00:56.000]  也成為一個土神喜悅的教會
[00:00:56.000 --> 00:00:58.000]  奉主耶穌的名求
[00:00:58.000 --> 00:01:00.000]  阿們
[00:01:26.000 --> 00:01:29.000]  願我們能夠自立
[00:01:29.000 --> 00:01:35.000]  能夠各自的去發展福音的事工
[00:01:35.000 --> 00:01:42.000]  這是一個很合理和很美的事
[00:01:42.000 --> 00:01:44.000]  好像我們的子女慢慢長大
[00:01:44.000 --> 00:01:46.000]  他們認識
[00:01:46.000 --> 00:01:48.000]  他們結婚
[00:01:48.000 --> 00:01:49.000]  他們生小孩
[00:01:49.000 --> 00:01:51.000]  有自己的家庭
[00:01:51.000 --> 00:01:55.000]  是一個很健康的方向
[00:01:57.000 --> 00:01:59.000]  人生是一個過程
[00:01:59.000 --> 00:02:05.000]  由一個嬰兒出生
[00:02:05.000 --> 00:02:10.000]  到慢慢成為一個小孩
[00:02:10.000 --> 00:02:11.000]  一個少年人
[00:02:11.000 --> 00:02:13.000]  一個青年人
[00:02:13.000 --> 00:02:19.000]  你發覺到
[00:02:19.000 --> 00:02:21.000]  成家立室
[00:02:21.000 --> 00:02:23.000]  生小孩
[00:02:23.000 --> 00:02:26.000]  然後慢慢長大
[00:02:26.000 --> 00:02:28.000]  那些小孩
[00:02:28.000 --> 00:02:30.000]  他們有自己的家庭
[00:02:30.000 --> 00:02:33.000]  然後突然之間發覺
[00:02:33.000 --> 00:02:35.000]  照一下鏡的時候
[00:02:35.000 --> 00:02:37.000]  自己老了很多
[00:02:37.000 --> 00:02:39.000]  有很多白頭髮了
[00:02:39.000 --> 00:02:42.000]  女士就開始染頭髮了
[00:02:42.000 --> 00:02:45.000]  有些皺紋
[00:02:45.000 --> 00:02:48.000]  又捉了一些人膚膏
[00:02:48.000 --> 00:02:50.000]  打扮一下
[00:02:50.000 --> 00:02:53.000]  但是無論怎樣
[00:02:53.000 --> 00:02:55.000]  年紀會慢慢長大
[00:02:55.000 --> 00:02:58.000]  身體會慢慢衰老
[00:02:58.000 --> 00:03:03.000]  這是人生的一個過程
[00:03:03.000 --> 00:03:07.000]  教會同樣都是這樣
[00:03:07.000 --> 00:03:11.000]  可能大家不知道
[00:03:11.000 --> 00:03:15.000]  我想問一問在座當中
[00:03:15.000 --> 00:03:23.000]  有哪一位是來教會25年以上的?
[00:03:23.000 --> 00:03:24.000]  請舉手
[00:03:24.000 --> 00:03:26.000]  25年以上的
[00:03:26.000 --> 00:03:30.000]  Pauline 我知道
[00:03:30.000 --> 00:03:32.000]  來了這間教會
[00:03:32.000 --> 00:03:34.000]  25年以上了
[00:03:34.000 --> 00:03:36.000]  Pauline Albert
[00:03:36.000 --> 00:03:39.000]  錦鳳也來了25年以上了
[00:03:39.000 --> 00:03:41.000]  珠姐妹
[00:03:44.000 --> 00:03:46.000]  來了20年以上了
[00:03:46.000 --> 00:03:50.000]  20年以下
[00:03:50.000 --> 00:04:02.000]  那些青年是誰在這裡結婚的?
[00:04:02.000 --> 00:04:08.000]  在我們教會拍屍結婚的?
[00:04:08.000 --> 00:04:10.000]  舉手
[00:04:10.000 --> 00:04:13.000]  誰在這裡生小孩的?
[00:04:15.000 --> 00:04:16.000]  嘩
[00:04:16.000 --> 00:04:19.000]  時間過得很快
[00:04:19.000 --> 00:04:23.000]  眨眼間又肥了一點
[00:04:23.000 --> 00:04:28.000]  這些是很自然的
[00:04:28.000 --> 00:04:39.000]  初期的教會
[00:04:42.000 --> 00:04:45.000]  當耶穌基督被釘十字架之後
[00:04:45.000 --> 00:04:48.000]  然後從死裡面復活
[00:04:48.000 --> 00:04:53.000]  臨祂升天之先
[00:04:53.000 --> 00:04:58.000]  祂就提醒門徒等候在耶路撒冷
[00:04:58.000 --> 00:05:03.000]  祂說你們要等候聖靈
[00:05:03.000 --> 00:05:07.000]  我以前跟你們說過關於聖靈的工作
[00:05:07.000 --> 00:05:09.000]  有人福音第十四章到十六章
[00:05:09.000 --> 00:05:12.000]  告訴你一個事實
[00:05:12.000 --> 00:05:14.000]  我這個人
[00:05:14.000 --> 00:05:17.000]  是上帝的兒子
[00:05:17.000 --> 00:05:21.000]  是道成了肉身來到世間
[00:05:21.000 --> 00:05:23.000]  被人認識到
[00:05:23.000 --> 00:05:27.000]  原來世界有一位真神
[00:05:27.000 --> 00:05:31.000]  而這位真神很明白我們
[00:05:31.000 --> 00:05:32.000]  很了解我們
[00:05:32.000 --> 00:05:33.000]  很愛我們
[00:05:33.000 --> 00:05:37.000]  但祂不甘心看到罪惡
[00:05:37.000 --> 00:05:40.000]  因為人的叛逆
[00:05:40.000 --> 00:05:42.000]  來到這個世間
[00:05:42.000 --> 00:05:44.000]  帶種各種的疾病
[00:05:44.000 --> 00:05:46.000]  各種的傷痕
[00:05:46.000 --> 00:05:48.000]  各種的破裂
[00:05:48.000 --> 00:05:49.000]  各種的爭鬥
[00:05:49.000 --> 00:05:51.000]  看到人與人之間
[00:05:51.000 --> 00:05:54.000]  家庭裡面的成員
[00:05:54.000 --> 00:05:57.000]  我們內心裡面的分裂
[00:05:57.000 --> 00:05:59.000]  看到人的無望
[00:05:59.000 --> 00:06:01.000]  看到人彼此殘殺
[00:06:01.000 --> 00:06:04.000]  看到家庭裡面彼此憎恨
[00:06:04.000 --> 00:06:07.000]  神很傷心
[00:06:07.000 --> 00:06:08.000]  祂想拯救人
[00:06:08.000 --> 00:06:11.000]  祂想給人一個出路
[00:06:11.000 --> 00:06:13.000]  祂想改變人
[00:06:13.000 --> 00:06:15.000]  祂很想改變你和我
[00:06:15.000 --> 00:06:19.000]  所以祂差遣耶穌基督來到世間
[00:06:19.000 --> 00:06:21.000]  祂說是你們犯了罪
[00:06:21.000 --> 00:06:22.000]  但是
[00:06:22.000 --> 00:06:23.000]  我很恨護罪
[00:06:23.000 --> 00:06:26.000]  但是我很愛你們
[00:06:26.000 --> 00:06:30.000]  所以我寧願將我的獨生子耶穌基督
[00:06:30.000 --> 00:06:33.000]  成為肉身來到世間
[00:06:33.000 --> 00:06:37.000]  承擔你和我的罪
[00:06:37.000 --> 00:06:39.000]  因為罪的功架乃是死
[00:06:39.000 --> 00:06:43.000]  罪帶來各種的傷害、傷殘
[00:06:43.000 --> 00:06:45.000]  我不想你們再受苦
[00:06:45.000 --> 00:06:48.000]  所以我要將凡是願意相信我的人
[00:06:48.000 --> 00:06:51.000]  他們願意將他們的罪擔
[00:06:51.000 --> 00:06:54.000]  背負在我的身上
[00:06:54.000 --> 00:06:58.000]  我願意承擔罪帶來的刑罰
[00:06:58.000 --> 00:07:01.000]  就是死亡
[00:07:01.000 --> 00:07:03.000]  並且我要聖個死亡
[00:07:03.000 --> 00:07:08.000]  父神就將耶穌基督從死裡面叫他復活
[00:07:08.000 --> 00:07:10.000]  那是一個大能
[00:07:10.000 --> 00:07:12.000]  是一個很神奇
[00:07:12.000 --> 00:07:14.000]  是一個很奧秘的大能
[00:07:14.000 --> 00:07:17.000]  是我們人不能夠想像到的
[00:07:17.000 --> 00:07:20.000]  這不是一個宗教
[00:07:20.000 --> 00:07:22.000]  這不單是一個信仰
[00:07:22.000 --> 00:07:24.000]  這是一個現實
[00:07:24.000 --> 00:07:26.000]  就是耶穌基督在歷史上
[00:07:26.000 --> 00:07:27.000]  你信不信都好
[00:07:27.000 --> 00:07:31.000]  已經發生了就是他從死裡面復活
[00:07:31.000 --> 00:07:33.000]  Hallelujah
[00:07:33.000 --> 00:07:36.000]  以至凡相信的人
