
[00:00:00.000 --> 00:00:05.040]  今日我想和大家分享一個很重要的訊息
[00:00:05.040 --> 00:00:10.320]  我叫這個訊息是「非洲的驚喜」
[00:00:10.320 --> 00:00:17.480]  特別當我思想非洲和我們有甚麼關係
[00:00:17.480 --> 00:00:19.680]  很簡單的 以前都講過了
[00:00:19.680 --> 00:00:24.400]  但是重覆一下剛才兩段的經文
[00:00:24.400 --> 00:00:27.640]  第一段的經文就是說到
[00:00:27.640 --> 00:00:31.560]  耶穌復活之後對門徒說
[00:00:31.560 --> 00:00:40.680]  祂說天上地下所有的權柄都賜給你了
[00:00:40.680 --> 00:00:45.760]  在原文來講叫「Pasasusio」
[00:00:45.760 --> 00:00:55.240]  「Pasasusio」的意思就是所有的權柄
[00:00:55.240 --> 00:00:58.000]  在這段經文有幾個的所有
[00:00:58.000 --> 00:01:02.000]  接著19節請大家讀一下
[00:01:02.000 --> 00:01:06.240]  所以甚麼?
[00:01:06.240 --> 00:01:07.960]  好 就這樣讀到這裏
[00:01:07.960 --> 00:01:11.720]  這裏指到甚麼狀況在門徒說?
[00:01:11.720 --> 00:01:13.040]  「萬民」
[00:01:13.040 --> 00:01:17.560]  「萬民」是叫做「Pasasusio」
[00:01:17.560 --> 00:01:19.640]  我們在Abstract Significance
[00:01:19.640 --> 00:01:24.320]  即是少數民族 或者叫民族 或者叫People
[00:01:24.320 --> 00:01:29.320]  耶穌要我們不只是在拍屍
[00:01:29.320 --> 00:01:33.960]  在星期日早上九時崇拜
[00:01:33.960 --> 00:01:36.840]  然後整個星期的生活
[00:01:36.840 --> 00:01:40.440]  與上帝與別人沒有甚麼關係
[00:01:40.440 --> 00:01:43.920]  That is not authentic Christianity
[00:01:43.920 --> 00:01:48.240]  那個不是真正的基督教
[00:01:48.240 --> 00:01:53.600]  耶穌很清楚教會不是為了自己存在
[00:01:53.600 --> 00:01:56.760]  教會是一班被拯救的人
[00:01:56.760 --> 00:02:03.280]  是為了要將上帝的愛和福音與人分享
[00:02:03.280 --> 00:02:05.160]  所以當弟兄姊妹去斷宣
[00:02:05.160 --> 00:02:08.160]  你不要驚訝覺得浪費時間
[00:02:08.160 --> 00:02:11.360]  你覺得這個只是一小步
[00:02:11.360 --> 00:02:13.640]  當你的目者去做宣教
[00:02:13.640 --> 00:02:17.760]  你不要覺得他佔據了我們的時間
[00:02:17.760 --> 00:02:20.000]  如果目者不去宣教的話
[00:02:20.000 --> 00:02:24.160]  他不配得稱為基督教的目者
[00:02:24.160 --> 00:02:25.880]  大家明白嗎?
[00:02:25.880 --> 00:02:27.800]  所以因為耶穌說
[00:02:27.800 --> 00:02:33.520]  向所有的民族傳福音
[00:02:33.520 --> 00:02:36.360]  不要隨便論斷神的僕人
[00:02:36.360 --> 00:02:40.800]  不要隨便論斷教會去做宣教
[00:02:40.800 --> 00:02:43.080]  不一定出去很遠
[00:02:43.080 --> 00:02:45.840]  就算在我們隔幾條街
[00:02:45.840 --> 00:02:48.240]  我覺得有一個虧欠就是說
[00:02:48.240 --> 00:02:50.440]  原來不單止我們要出去
[00:02:50.440 --> 00:02:52.560]  並且我們要回來
[00:02:52.560 --> 00:02:56.400]  因為隔幾條街就有一個伊斯蘭教學院
[00:02:56.400 --> 00:02:59.400]  Australian Islamic College
[00:02:59.400 --> 00:03:03.920]  我們從來沒有想到向他們傳福音
[00:03:03.920 --> 00:03:10.640]  我們需要開始向澳洲的回教徒傳福音
[00:03:10.640 --> 00:03:13.840]  所以那個不是說一定要去到老院
[00:03:13.840 --> 00:03:16.480]  那裏在這裏都可以傳福音
[00:03:16.480 --> 00:03:21.160]  因為祂說是向所有的民族傳福音
[00:03:21.160 --> 00:03:22.560]  第三
[00:03:22.560 --> 00:03:25.080]  祂說凡我所吩咐你的
[00:03:25.080 --> 00:03:28.240]  都教訓他們遵守
[00:03:28.240 --> 00:03:29.760]  這裏很清楚
[00:03:29.760 --> 00:03:31.760]  第二十節
[00:03:31.760 --> 00:03:33.240]  那裏只是用了一個字
[00:03:33.240 --> 00:03:35.040]  在原文同樣是用那個字
[00:03:35.040 --> 00:03:36.400]  叫做「Past」
[00:03:36.400 --> 00:03:39.720]  叫做「All」或者叫做「Everything」
[00:03:39.720 --> 00:03:43.640]  祂說耶穌叫我們學一切的東西
[00:03:43.640 --> 00:03:45.400]  我們都要教人
[00:03:45.400 --> 00:03:48.560]  所以我們有門徒訓練
[00:03:48.560 --> 00:03:49.360]  不簡單
[00:03:49.360 --> 00:03:51.120]  我寫很多的課程
[00:03:51.120 --> 00:03:52.680]  教很多的人
[00:03:52.680 --> 00:03:55.560]  在柏斯 在其它地方
[00:03:55.560 --> 00:03:57.120]  但自己的恩典
[00:03:57.120 --> 00:04:01.800]  我們要盡量學了多少就要教多少
[00:04:01.800 --> 00:04:04.840]  然後有一個好像略略提過
[00:04:04.840 --> 00:04:08.400]  但是原來是同樣一個字在原文裏面
[00:04:08.400 --> 00:04:09.440]  祂就說
[00:04:09.440 --> 00:04:11.160]  祂說我們讀這句話好嗎
[00:04:11.160 --> 00:04:12.000]  「我」甚麼
[00:04:12.000 --> 00:04:15.240]  「我就常與你們同在」
[00:04:15.240 --> 00:04:17.880]  「直到世界的末了」
[00:04:17.880 --> 00:04:19.880]  「我就常與你們同在」
[00:04:19.880 --> 00:04:21.240]  祂只是用了一個字
[00:04:21.240 --> 00:04:23.320]  但是原文用了三個字
[00:04:23.320 --> 00:04:26.640]  去表達這樣的東西
[00:04:26.640 --> 00:04:27.520]  是叫做
[00:04:27.520 --> 00:04:29.240]  「Pastas」
[00:04:29.240 --> 00:04:30.560]  「Pastas」
[00:04:30.560 --> 00:04:31.960]  「Tastes」
[00:04:31.960 --> 00:04:36.840]  「Numerus」
[00:04:36.840 --> 00:04:38.840]  「Numerus」是「Days」
[00:04:38.840 --> 00:04:39.880]  意思就是
[00:04:39.880 --> 00:04:42.640]  「All the days I will be with you」
[00:04:42.640 --> 00:04:45.640]  「所有的日子我與你同在」
[00:04:45.640 --> 00:04:48.680]  特別我們講到屬靈的操練
[00:04:48.680 --> 00:04:52.960]  我們很著重內心與神的交往
[00:04:52.960 --> 00:04:54.760]  祂說我們與神的交往
[00:04:54.760 --> 00:04:58.560]  是要每天與神的交往
[00:04:58.560 --> 00:05:02.320]  而那個交往不是單純為自己
[00:05:02.320 --> 00:05:05.040]  那個交往是為了甚麼
[00:05:05.040 --> 00:05:09.440]  是為了萬民以至神與我們同在
[00:05:09.440 --> 00:05:12.120]  所以如果簡單來說
[00:05:12.120 --> 00:05:14.640]  《積經》可能就是到這裏
[00:05:14.640 --> 00:05:18.800]  就說大使命是需要我們去服從
[00:05:18.800 --> 00:05:21.400]  大使命是可能的
[00:05:21.400 --> 00:05:24.760]  因為天上地下所有的權柄
[00:05:24.760 --> 00:05:26.680]  已經給了我們
[00:05:26.680 --> 00:05:27.680]  第二段的經文
[00:05:27.680 --> 00:05:31.320]  我們看剛才希伯來書
[00:05:31.320 --> 00:05:33.000]  那裏很感人
[00:05:33.000 --> 00:05:35.400]  我稍後會講幾個故事給大家聽
[00:05:35.400 --> 00:05:36.800]  是真實的故事
[00:05:36.800 --> 00:05:39.320]  是今次我見到的故事
[00:05:39.320 --> 00:05:42.520]  令我很震驚 令我很開心
[00:05:42.520 --> 00:05:48.160]  令我覺得原來華人可以參加普濟宣教
[00:05:48.160 --> 00:05:51.360]  希伯來書第十一章第六節那裏講到
[00:05:51.360 --> 00:05:53.640]  請我們大家讀第六節
[00:05:53.640 --> 00:05:54.640]  請讀
[00:06:05.720 --> 00:06:11.440]  神願上帝在今日憐憫孩子口裏面所講的
[00:06:11.440 --> 00:06:14.560]  天父願以我所講的合乎你的心意
[00:06:14.560 --> 00:06:16.600]  不出自人意
[00:06:16.600 --> 00:06:19.760]  當講的大膽去講
[00:06:19.760 --> 00:06:23.120]  不當講的讓我收口
[00:06:23.120 --> 00:06:26.360]  以至到你自己的名得到榮譽
[00:06:26.360 --> 00:06:27.880]  親愛的靖子們
[00:06:27.880 --> 00:06:31.360]  稍後我會講幾個故事給大家聽
[00:06:31.360 --> 00:06:33.920]  整個基督徒信仰
[00:06:33.920 --> 00:06:37.080]  是建基在耶穌基督的救恩
[00:06:37.080 --> 00:06:39.720]  那是上帝的典
[00:06:39.720 --> 00:06:44.080]  但亦都建基在你和我的信心
[00:06:44.080 --> 00:06:46.680]  你和我成為基督徒
[00:06:46.680 --> 00:06:49.160]  是因為甚麼
[00:06:49.160 --> 00:06:50.920]  因為甚麼
[00:06:50.920 --> 00:06:53.560]  是信
[00:06:53.560 --> 00:06:55.800]  Begin with faith
[00:06:55.800 --> 00:06:58.400]  Carry on with faith
[00:06:58.400 --> 00:07:01.280]  And also consummated by faith
[00:07:01.280 --> 00:07:07.200]  他說人上帝的義是因信而至於信
[00:07:07.200 --> 00:07:08.920]  意思就是說
[00:07:08.920 --> 00:07:14.760]  我們不單止有理論上一個大使命的命令
[00:07:14.760 --> 00:07:19.000]  我們要自己經歷上帝的救恩
[00:07:19.000 --> 00:07:22.840]  我們每日要憑著信心去過活
[00:07:22.840 --> 00:07:25.960]  我們要憑著信心去幫人
[00:07:25.960 --> 00:07:29.400]  我們憑著信心去做大使命
[00:07:29.400 --> 00:07:31.440]  無論是當地也好
[00:07:31.440 --> 00:07:35.920]  是其他地方也好
[00:07:35.920 --> 00:07:38.200]  上帝給我的恩典在此二十一年
[00:07:38.200 --> 00:07:41.280]  我仍然都是憑著信心去做
[00:07:41.280 --> 00:07:44.880]  沒有任何可以誇獎的
[00:07:44.880 --> 00:07:46.480]  原本一個堂會
[00:07:46.480 --> 00:07:49.280]  後來變成兩個堂會華誼
[00:07:49.280 --> 00:07:52.040]  後來第三個堂會英語
[00:07:52.040 --> 00:07:54.240]  然後開方藉堂去北堂
[00:07:54.240 --> 00:07:56.800]  當時有很多人反對
[00:07:56.800 --> 00:07:59.120]  但是神祝福了
