
[00:00:00.000 --> 00:00:04.000]  《大英之妹》平安,很開心有時間分享華語
[00:00:04.000 --> 00:00:07.000]  今天是《仕途人傳》的最後兩章
[00:00:07.000 --> 00:00:11.000]  英文覆蓋27和28章
[00:00:11.000 --> 00:00:14.000]  如果大家有印象,過去幾個月我們不是傳到同工
[00:00:14.000 --> 00:00:16.000]  我們也在繼續講《仕途人傳》
[00:00:16.000 --> 00:00:18.000]  今天是最後兩章
[00:00:18.000 --> 00:00:22.000]  我們思想最後兩章究竟會怎樣結束呢?
[00:00:22.000 --> 00:00:24.000]  結局是怎樣呢?
[00:00:24.000 --> 00:00:29.000]  或者我們思考作者為何想在結尾加一段
[00:00:29.000 --> 00:00:31.000]  有些事情我沒有講,有些事情我會講
[00:00:31.000 --> 00:00:33.000]  究竟他想帶出甚麼呢?
[00:00:33.000 --> 00:00:35.000]  所以我們一起思考
[00:00:35.000 --> 00:00:37.000]  如果大家熟悉第27章
[00:00:37.000 --> 00:00:40.000]  就是會描述一個保羅經歷風暴的過程
[00:00:40.000 --> 00:00:42.000]  所以開始之前想問問大家
[00:00:42.000 --> 00:00:46.000]  有沒有人經歷過海上的風暴?
[00:00:46.000 --> 00:00:49.000]  或者一些很危急的事?
[00:00:49.000 --> 00:00:52.000]  有機會再聽
[00:00:52.000 --> 00:00:55.000]  我又分享一下我經歷過的校服照片
[00:00:55.000 --> 00:00:59.000]  話說十多年前我就是左手邊那個
[00:00:59.000 --> 00:01:04.000]  有人認得另一邊白爪魚嘴的人是誰嗎?
[00:01:04.000 --> 00:01:09.000]  就是陳傳道、陳偉傑、陳同時、陳弟兄、陳偉傑
[00:01:09.000 --> 00:01:12.000]  十多年前我們還未在教會做同工
[00:01:12.000 --> 00:01:14.000]  我們讀完MTP課程
[00:01:14.000 --> 00:01:16.000]  就跟幾個同學一起去畢業旅行
[00:01:16.000 --> 00:01:18.000]  去了菲律賓浮潛
[00:01:18.000 --> 00:01:21.000]  其實我從來都不是一個屬水性的人
[00:01:21.000 --> 00:01:24.000]  或者我對海上的活動都沒有興趣
[00:01:24.000 --> 00:01:27.000]  他們很喜歡,我就跟大隊去浮潛
[00:01:27.000 --> 00:01:30.000]  所以這張照片看起來是一個很美麗的回憶
[00:01:30.000 --> 00:01:33.000]  但其實對我來說是一個很惡劣的回憶
[00:01:33.000 --> 00:01:34.000]  是很慘痛的回憶
[00:01:34.000 --> 00:01:36.000]  話說那天就去浮潛
[00:01:36.000 --> 00:01:40.000]  年少氣盛,早上去酒店有自助餐
[00:01:40.000 --> 00:01:41.000]  不是什麼很特別的東西
[00:01:41.000 --> 00:01:44.000]  但是吃得很飽,一下水就吐出來了
[00:01:44.000 --> 00:01:48.000]  他們說在海底看到很多海洋生物
[00:01:48.000 --> 00:01:50.000]  但是我只看到我的嘔吐物
[00:01:50.000 --> 00:01:54.000]  就是半小時前面有些啡色的東西
[00:01:54.000 --> 00:01:55.000]  因為其實你想像不到
[00:01:55.000 --> 00:01:56.000]  我也想像不到
[00:01:56.000 --> 00:01:58.000]  它的浪是很誇張的
[00:01:58.000 --> 00:02:00.000]  是一層樓那麼高
[00:02:00.000 --> 00:02:02.000]  對我來說很誇張
[00:02:02.000 --> 00:02:04.000]  我對一個不屬水性,又吃得很飽
[00:02:04.000 --> 00:02:06.000]  吃了很多女送芒果
[00:02:06.000 --> 00:02:07.000]  吐出來了
[00:02:07.000 --> 00:02:10.000]  整個回憶都很惡劣
[00:02:10.000 --> 00:02:12.000]  這個不是什麼風暴
[00:02:12.000 --> 00:02:15.000]  但是跟保羅所經歷的風暴
[00:02:15.000 --> 00:02:18.000]  其實都有點關連
[00:02:18.000 --> 00:02:20.000]  就是面對這個無情的風暴
[00:02:20.000 --> 00:02:23.000]  其實人能夠做的是什麼呢
[00:02:23.000 --> 00:02:28.000]  當面對一個人手不能夠控制的風暴環境
[00:02:28.000 --> 00:02:30.000]  我們要怎樣面對呢
[00:02:30.000 --> 00:02:32.000]  所以今天會看二十七章
[00:02:32.000 --> 00:02:34.000]  會說到保羅面對的風暴
[00:02:34.000 --> 00:02:36.000]  之後還有一些故事
[00:02:36.000 --> 00:02:39.000]  特別要提的是保羅是很重要的
[00:02:39.000 --> 00:02:40.000]  有些學者這樣說
[00:02:40.000 --> 00:02:42.000]  曾經有些無神論者
[00:02:42.000 --> 00:02:45.000]  他說如果要證明基督教是假的
[00:02:45.000 --> 00:02:47.000]  你要推翻一個人
[00:02:47.000 --> 00:02:48.000]  就是耶穌
[00:02:48.000 --> 00:02:51.000]  如果你證明耶穌是不存在的
[00:02:51.000 --> 00:02:54.000]  我們整個基督教信仰就瓦解了
[00:02:54.000 --> 00:02:56.000]  沒有十字教,沒有復活
[00:02:56.000 --> 00:02:57.000]  所有東西都垮了
[00:02:57.000 --> 00:02:59.000]  但是很明顯他們失敗了
[00:02:59.000 --> 00:03:01.000]  因為耶穌是實實在在在歷史出現
[00:03:01.000 --> 00:03:03.000]  而他們第二個目標是誰呢
[00:03:03.000 --> 00:03:04.000]  就是保羅
[00:03:04.000 --> 00:03:06.000]  因為今天說的是保羅
[00:03:06.000 --> 00:03:10.000]  他們就會嘗試只要他們推翻保羅的真實
[00:03:10.000 --> 00:03:12.000]  整個新約後半部分的書卷
[00:03:12.000 --> 00:03:13.000]  很多東西
[00:03:13.000 --> 00:03:14.000]  很多道理
[00:03:14.000 --> 00:03:15.000]  很多神學
[00:03:15.000 --> 00:03:17.000]  很多宗教的基督教信仰
[00:03:17.000 --> 00:03:19.000]  也可能會被推翻
[00:03:19.000 --> 00:03:21.000]  當然也是失敗了
[00:03:21.000 --> 00:03:25.000]  這樣代表其實保羅對基督教信仰
[00:03:25.000 --> 00:03:27.000]  有一個很重要的位置
[00:03:27.000 --> 00:03:28.000]  無論他的神學
[00:03:28.000 --> 00:03:29.000]  他的教會觀
[00:03:29.000 --> 00:03:30.000]  他的價值觀
[00:03:30.000 --> 00:03:31.000]  他的實踐
[00:03:31.000 --> 00:03:33.000]  他的經歷
[00:03:33.000 --> 00:03:36.000]  對我們今天的信仰是很重要的
[00:03:36.000 --> 00:03:37.000]  所以我們今天會看
[00:03:37.000 --> 00:03:39.000]  《使徒行傳》第27、28章
[00:03:39.000 --> 00:03:42.000]  最後最後兩段經文
[00:03:42.000 --> 00:03:45.000]  最後或者《使徒行傳》的結束是怎樣
[00:03:45.000 --> 00:03:47.000]  會在裡面發生很精彩的事情
[00:03:47.000 --> 00:03:48.000]  很想邀請大家一起看
[00:03:48.000 --> 00:03:50.000]  好像看電影那樣看
[00:03:50.000 --> 00:03:52.000]  最後會思考作者路加
[00:03:52.000 --> 00:03:56.000]  為什麼要放這些經文在這個位置呢
[00:03:56.000 --> 00:03:57.000]  給我們今天
[00:03:57.000 --> 00:03:58.000]  2023年的我們
[00:03:58.000 --> 00:04:01.000]  有什麼提醒和實踐反思呢
[00:04:01.000 --> 00:04:04.000]  所以我們開始前一起有個祈禱
[00:04:04.000 --> 00:04:05.000]  真是天父
[00:04:05.000 --> 00:04:08.000]  謝謝你讓我們可以一起聽你話語
[00:04:08.000 --> 00:04:10.000]  願聖靈你親自對我們每一個說話
[00:04:10.000 --> 00:04:12.000]  由《使徒行傳》的時代開始
[00:04:12.000 --> 00:04:14.000]  你叫很多的使徒
[00:04:14.000 --> 00:04:17.000]  很多的信徒為主你作見證
[00:04:17.000 --> 00:04:19.000]  一代一代一代傳到我們今天
[00:04:19.000 --> 00:04:21.000]  願你繼續使用我們
[00:04:21.000 --> 00:04:24.000]  繼續為你去見證
[00:04:24.000 --> 00:04:25.000]  隨主帶領
[00:04:25.000 --> 00:04:26.000]  聽我們簡討告
[00:04:26.000 --> 00:04:27.000]  奉主明求
[00:04:27.000 --> 00:04:28.000]  好那正式來了
[00:04:28.000 --> 00:04:30.000]  27、28章有些長的
[00:04:30.000 --> 00:04:32.000]  但是我不會逐節經文說
[00:04:32.000 --> 00:04:34.000]  我會將裡面的重點
[00:04:34.000 --> 00:04:35.000]  我的反思去分享
[00:04:35.000 --> 00:04:37.000]  再看上回提要
[00:04:37.000 --> 00:04:40.000]  記得Ivy傳到帶我們上了法庭
[00:04:40.000 --> 00:04:43.000]  一起看保羅受審的過程
[00:04:43.000 --> 00:04:44.000]  說回一點
[00:04:44.000 --> 00:04:47.000]  當時猶太領袖去指控保羅
[00:04:47.000 --> 00:04:48.000]  有兩個罪狀
[00:04:48.000 --> 00:04:49.000]  第一個就是
[00:04:49.000 --> 00:04:51.000]  觸犯煽動群眾罪引起暴動
[00:04:51.000 --> 00:04:54.000]  以及涉足聖殿的罪
[00:04:54.000 --> 00:04:56.000]  很明顯保羅不是去否認
[00:04:56.000 --> 00:04:57.000]  而結果就是
[00:04:57.000 --> 00:04:59.000]  他要去上訴去凱撒
