
[00:00:00.000 --> 00:00:03.320]  祝大家新年快樂
[00:00:03.320 --> 00:00:06.920]  身體健康 靈命成長
[00:00:06.920 --> 00:00:12.800]  經歷神的愛 經歷人間的愛更多
[00:00:12.800 --> 00:00:18.680]  在這個月我們講到教會的重要性
[00:00:18.680 --> 00:00:24.800]  我們指出聖經是教會的貴寶和根基
[00:00:24.800 --> 00:00:27.760]  聖經是我們的寶藏
[00:00:27.760 --> 00:00:31.000]  給我們有信心的語言
[00:00:31.000 --> 00:00:34.200]  讓我們能夠敬拜神
[00:00:34.200 --> 00:00:37.520]  行公義 好憐憫
[00:00:37.520 --> 00:00:41.560]  能夠去辨識 能夠去寬恕
[00:00:41.560 --> 00:00:44.960]  能夠去相信 能夠去盼望
[00:00:44.960 --> 00:00:47.560]  聖經 神的話
[00:00:47.560 --> 00:00:52.800]  也是教會對世界的寶藏
[00:00:52.800 --> 00:00:56.160]  假如城鎮家沒有聖經的話
[00:00:56.160 --> 00:00:58.920]  我們不單變得生命很枯乾
[00:00:58.920 --> 00:01:00.920]  教會會枯乾
[00:01:00.920 --> 00:01:02.920]  連這個香港社會
[00:01:02.920 --> 00:01:06.040]  也是若有所失的
[00:01:06.040 --> 00:01:07.200]  在前兩個禮拜
[00:01:07.200 --> 00:01:11.800]  我們也在生命記二十六章一至十一節
[00:01:11.800 --> 00:01:17.680]  記憲制的行動和阿蘭人的故事的形訊
[00:01:17.680 --> 00:01:20.000]  我們講到在教會裏面
[00:01:20.000 --> 00:01:23.720]  很多真實的生命的故事
[00:01:23.720 --> 00:01:25.320]  我們還記得
[00:01:25.320 --> 00:01:27.000]  敬拜的人
[00:01:27.000 --> 00:01:30.760]  他們要將初熟的土產
[00:01:30.760 --> 00:01:35.240]  帶到耶和華居住的地方
[00:01:35.240 --> 00:01:38.320]  向一位祭司
[00:01:38.320 --> 00:01:42.120]  很歡喜 很肯定地說
[00:01:42.120 --> 00:01:45.960]  我們已經來到神給我們的應許地
[00:01:45.960 --> 00:01:48.080]  於是就將土產交給祭司
[00:01:48.080 --> 00:01:52.600]  祭司就將土產放在耶和華的壇前
[00:01:52.600 --> 00:01:56.640]  這個憲制的人接著就要講出他的應訊
[00:01:56.640 --> 00:01:58.920]  他的應訊就是說
[00:01:58.920 --> 00:02:04.600]  我的祖先是一位流亡的阿蘭人
[00:02:04.600 --> 00:02:07.040]  他流亡到埃及
[00:02:07.040 --> 00:02:10.600]  在埃及被人家去苦待
[00:02:10.600 --> 00:02:12.240]  成為了奴隸
[00:02:12.240 --> 00:02:17.400]  後來神聽見祖先他們的呼聲
[00:02:17.400 --> 00:02:20.920]  請求他們離開埃及地
[00:02:20.920 --> 00:02:25.360]  然後能夠來到這個豐盛瀏覽與密的地方
[00:02:25.360 --> 00:02:29.320]  這個是我們敬拜的地方
[00:02:29.320 --> 00:02:32.600]  當這位敬拜者 奉獻者念頌完之後
[00:02:32.600 --> 00:02:35.520]  另外一位奉獻者
[00:02:35.520 --> 00:02:38.080]  又走到前面那裏站立
[00:02:38.080 --> 00:02:41.280]  帶著他初熟的土產
[00:02:41.280 --> 00:02:43.080]  走前來
[00:02:43.080 --> 00:02:45.000]  在祭壇的面前
[00:02:45.000 --> 00:02:50.480]  又重新一遍講出相同的應訊
[00:02:50.480 --> 00:02:53.280]  同樣在每一個主日
[00:02:53.280 --> 00:02:57.720]  我們都來到教會當中獻上土產
[00:02:57.720 --> 00:03:00.240]  在祭壇的前面我們說
[00:03:00.240 --> 00:03:04.800]  我們的祖先是一個流亡的阿蘭人
[00:03:04.800 --> 00:03:08.360]  阿蘭人就是我們的故事
[00:03:08.360 --> 00:03:13.000]  阿蘭人的故事就是雅各的故事
[00:03:13.000 --> 00:03:16.240]  雅各是一個欺騙者
[00:03:16.240 --> 00:03:18.680]  後來被他的兄弟以素
[00:03:18.680 --> 00:03:20.840]  是他討厭甚至追殺
[00:03:20.840 --> 00:03:24.360]  於是流亡變得無家可歸
[00:03:24.360 --> 00:03:26.760]  他和他的家人去到埃及地
[00:03:26.760 --> 00:03:28.680]  成為僑居的客
[00:03:28.680 --> 00:03:30.920]  沒有土地、沒有權利
[00:03:30.920 --> 00:03:33.120]  甚至要成為奴隸
[00:03:33.120 --> 00:03:36.480]  後來神帶領他們離開埃及地
[00:03:36.480 --> 00:03:41.800]  能夠來到迦南這個瀏覽與密的地方
[00:03:41.800 --> 00:03:44.480]  在每一個主日的崇拜
[00:03:44.480 --> 00:03:48.160]  我們都要作出這樣的應訊
[00:03:48.160 --> 00:03:53.120]  我們的祖先是阿蘭人
[00:03:53.120 --> 00:03:57.000]  我們的祖先阿蘭人是雅各
[00:03:57.000 --> 00:03:59.200]  我們是阿蘭人
[00:03:59.200 --> 00:04:02.360]  我們是雅各
[00:04:02.360 --> 00:04:04.080]  在今天早上
[00:04:04.080 --> 00:04:06.600]  在今天的中午
[00:04:06.600 --> 00:04:09.600]  我們進一步講到我們所獻的祭
[00:04:09.600 --> 00:04:10.520]  我們站起來
[00:04:10.520 --> 00:04:13.440]  站定定我們去奉獻這個祭
[00:04:13.440 --> 00:04:18.120]  我們一起去思想我們奉獻的生命的祭
[00:04:18.120 --> 00:04:23.400]  我們要在農曆新年獻我們生命的祭
[00:04:23.400 --> 00:04:25.960]  我們一同禱告
[00:04:25.960 --> 00:04:30.080]  趁我主能夠在我們的農曆新年當中
[00:04:30.080 --> 00:04:34.640]  眾弟兄姊妹們能夠享受家人的親情
[00:04:34.640 --> 00:04:36.200]  朋友的愛
[00:04:36.200 --> 00:04:39.600]  如今我們眾人在你的聖所當中
[00:04:39.600 --> 00:04:41.640]  我們去獻祭
[00:04:41.640 --> 00:04:44.840]  我們去敬拜你、我們去讚美你
[00:04:44.840 --> 00:04:47.160]  如今我們要聽你的話
[00:04:47.160 --> 00:04:49.960]  求你將你的話語賜給我們
[00:04:49.960 --> 00:04:52.280]  讓我們有天上的瑪拿
[00:04:52.280 --> 00:04:56.080]  讓我們有信心能夠聽得見
[00:04:56.080 --> 00:04:58.200]  主也求你幫助我們
[00:04:58.200 --> 00:04:59.440]  多謝你
[00:04:59.440 --> 00:05:01.400]  我們今天的禱告
[00:05:01.400 --> 00:05:04.000]  是奉主耶穌基督的名字求
[00:05:04.000 --> 00:05:06.240]  Amen
[00:05:06.240 --> 00:05:07.520]  在今天年初三
[00:05:07.520 --> 00:05:10.800]  我們一同去獻祭
[00:05:10.800 --> 00:05:12.520]  要去獻祭
[00:05:12.520 --> 00:05:16.520]  我們就要聽保羅先生給我們的勸勉
[00:05:16.520 --> 00:05:19.040]  他有三個勸勉
[00:05:19.040 --> 00:05:21.840]  從這個羅馬書的十二章一至二節
