
[00:00:00.000 --> 00:00:02.000]  丙姊妹,復活節快樂!
[00:00:02.000 --> 00:00:04.000]  復活節快樂!
[00:00:04.000 --> 00:00:06.000]  咦! 反應好像差了一點點
[00:00:06.000 --> 00:00:09.000]  其實是否因為你覺得未到復活節呢?
[00:00:09.000 --> 00:00:14.000]  是呀! 你對! 沒錯! 的確是未到的!
[00:00:14.000 --> 00:00:16.000]  你知不知道根據猶太人的歷法
[00:00:16.000 --> 00:00:18.000]  我們還差多少到復活節呢?
[00:00:18.000 --> 00:00:23.000]  猶太人每一天的開始是日落開始的
[00:00:23.000 --> 00:00:25.000]  今日的日落我查過的
[00:00:25.000 --> 00:00:27.000]  是大概六點四十一分
[00:00:27.000 --> 00:00:29.000]  即是現在還有大概四十分鐘
[00:00:29.000 --> 00:00:31.000]  我們便會到復活節了
[00:00:31.000 --> 00:00:34.000]  我講完這篇道應該都剛剛好是復活節
[00:00:34.000 --> 00:00:36.000]  先講好也不怕
[00:00:36.000 --> 00:00:39.000]  星期六其實是教會的傳統
[00:00:39.000 --> 00:00:40.000]  雖然不是復活節
[00:00:40.000 --> 00:00:41.000]  我們稱為聖週六
[00:00:41.000 --> 00:00:43.000]  你不信嘗試查一下日曆
[00:00:43.000 --> 00:00:44.000]  稱為聖週六
[00:00:44.000 --> 00:00:46.000]  一般傳統教會是做甚麼呢?
[00:00:46.000 --> 00:00:48.000]  是等候耶穌復活
[00:00:48.000 --> 00:00:49.000]  週六就是等候
[00:00:49.000 --> 00:00:51.000]  昨晚我們是甚麼?
[00:00:51.000 --> 00:00:52.000]  受苦自崇拜
[00:00:52.000 --> 00:00:53.000]  沒錯!
[00:00:53.000 --> 00:00:54.000]  週六沒有事做
[00:00:54.000 --> 00:00:55.000]  去玩了
[00:00:55.000 --> 00:00:58.000]  不是! 原來是等候耶穌復活
[00:00:58.000 --> 00:01:02.000]  在聖經裏面也有一個故事
[00:01:02.000 --> 00:01:05.000]  他們有些人物是等候耶穌復活的
[00:01:05.000 --> 00:01:06.000]  等了三天
[00:01:06.000 --> 00:01:09.000]  但他們沒有我們今天等得那麼興奮
[00:01:09.000 --> 00:01:13.000]  還有幾十分鐘就到復活了
[00:01:13.000 --> 00:01:14.000]  他們等的時候
[00:01:14.000 --> 00:01:17.000]  他們不知道耶穌其實已經復活了
[00:01:17.000 --> 00:01:19.000]  我們先看看故事
[00:01:19.000 --> 00:01:21.000]  先介紹一下人物
[00:01:21.000 --> 00:01:24.000]  第一個叫做Kyropis
[00:01:24.000 --> 00:01:26.000]  這個人你可能不熟悉
[00:01:26.000 --> 00:01:27.000]  因為他只是出現了
[00:01:27.000 --> 00:01:29.000]  這一次那麼多
[00:01:29.000 --> 00:01:31.000]  所以你記住這個名字
[00:01:31.000 --> 00:01:34.000]  也是這個故事的主角
[00:01:34.000 --> 00:01:36.000]  他的介紹他出場
[00:01:36.000 --> 00:01:38.000]  其實是要介紹兄弟更加好
[00:01:38.000 --> 00:01:39.000]  因為他兄弟你一定認識
[00:01:39.000 --> 00:01:41.000]  他的兄弟是誰呢?
[00:01:41.000 --> 00:01:43.000]  就是Peter
[00:01:43.000 --> 00:01:45.000]  Peter的別名就是
[00:01:45.000 --> 00:01:46.000]  Simon
[00:01:46.000 --> 00:01:47.000]  暫時先說英文名
[00:01:47.000 --> 00:01:48.000]  不好意思
[00:01:48.000 --> 00:01:49.000]  好像說故事
[00:01:49.000 --> 00:01:50.000]  用英文名會簡單一點
[00:01:50.000 --> 00:01:53.000]  Peter就是耶穌的門徒
[00:01:53.000 --> 00:01:55.000]  是否有聽過
[00:01:55.000 --> 00:01:58.000]  在第一個復活節的早上
[00:01:58.000 --> 00:02:01.000]  他一聽見一班婦女就回去向他報告
[00:02:01.000 --> 00:02:03.000]  和其他的兄弟報告
[00:02:03.000 --> 00:02:05.000]  我去過耶穌的墳墓
[00:02:05.000 --> 00:02:07.000]  但不見了耶穌
[00:02:07.000 --> 00:02:08.000]  只有天使跟他說
[00:02:08.000 --> 00:02:10.000]  耶穌復活了
[00:02:10.000 --> 00:02:11.000]  Peter就不相信了
[00:02:11.000 --> 00:02:13.000]  他就跟一班兄弟去找
[00:02:13.000 --> 00:02:16.000]  結果真的只見到
[00:02:16.000 --> 00:02:17.000]  世麻布
[00:02:17.000 --> 00:02:18.000]  聖經這樣說的
[00:02:18.000 --> 00:02:20.000]  於是他回去就跟一班兄弟說
[00:02:20.000 --> 00:02:21.000]  見不到耶穌
[00:02:21.000 --> 00:02:23.000]  見不到復活的耶穌
[00:02:23.000 --> 00:02:25.000]  好了,見不到之後
[00:02:25.000 --> 00:02:27.000]  這個Keropis
[00:02:27.000 --> 00:02:29.000]  他可能什麼希望都沒有了
[00:02:29.000 --> 00:02:30.000]  等了三天
[00:02:30.000 --> 00:02:33.000]  最後連Peter都說見不到
[00:02:33.000 --> 00:02:34.000]  Peter見不到
[00:02:34.000 --> 00:02:35.000]  那怎麼辦呢?
[00:02:35.000 --> 00:02:36.000]  就跟他的朋友
[00:02:36.000 --> 00:02:37.000]  沒有名字的,不好意思
[00:02:37.000 --> 00:02:39.000]  我也不知道他叫什麼名字
[00:02:39.000 --> 00:02:42.000]  一起離開耶路撒冷
[00:02:42.000 --> 00:02:44.000]  就是耶穌被釘十字架那裡的地方
[00:02:44.000 --> 00:02:45.000]  離開那裡
[00:02:45.000 --> 00:02:48.000]  他有一個叫以馬五師的村莊仔
[00:02:48.000 --> 00:02:49.000]  一條小村莊
[00:02:49.000 --> 00:02:51.000]  聖經沒有說他在那裡做什麼
[00:02:51.000 --> 00:02:53.000]  但是想都想到
[00:02:53.000 --> 00:02:56.000]  可能是想離開傷心之地
[00:02:56.000 --> 00:02:58.000]  或者已經心灰意冷了
[00:02:58.000 --> 00:02:59.000]  在那裡有些事要辦
[00:02:59.000 --> 00:03:00.000]  於是乎兩個人就去
[00:03:00.000 --> 00:03:03.000]  以馬五師這個小村莊那裡
[00:03:03.000 --> 00:03:05.000]  當然他們愁眉苦臉
[00:03:05.000 --> 00:03:06.000]  一路說回
[00:03:06.000 --> 00:03:07.000]  究竟這幾天
[00:03:07.000 --> 00:03:09.000]  這三天以來發生過什麼事
[00:03:09.000 --> 00:03:10.000]  就在這個時候呢
[00:03:10.000 --> 00:03:12.000]  突然之間
[00:03:12.000 --> 00:03:13.000]  哇!耶穌厲害了
[00:03:13.000 --> 00:03:15.000]  在他們身邊出現
[00:03:15.000 --> 00:03:16.000]  哇!是不是
[00:03:16.000 --> 00:03:18.000]  這個效果挺好,是不是
[00:03:18.000 --> 00:03:19.000]  都要做點事的
[00:03:19.000 --> 00:03:20.000]  就是CUT那張相
[00:03:20.000 --> 00:03:21.000]  耶穌突然之間出現了
[00:03:21.000 --> 00:03:22.000]  沒錯
[00:03:22.000 --> 00:03:23.000]  你聽過故事
[00:03:23.000 --> 00:03:24.000]  你應該覺得不奇怪
[00:03:24.000 --> 00:03:26.000]  因為你聽過這些故事的話
[00:03:26.000 --> 00:03:27.000]  耶穌出現
[00:03:27.000 --> 00:03:28.000]  一點都不奇怪
[00:03:28.000 --> 00:03:30.000]  因為你知道復活了
[00:03:30.000 --> 00:03:31.000]  坐下來聽講道
[00:03:31.000 --> 00:03:32.000]  多數都說復活了
[00:03:32.000 --> 00:03:33.000]  當然啦
[00:03:33.000 --> 00:03:35.000]  但是更奇怪的是什麼呢
[00:03:35.000 --> 00:03:37.000]  就是那兩個門徒
[00:03:37.000 --> 00:03:38.000]  這兩個人兄
[00:03:38.000 --> 00:03:40.000]  不知道那個是耶穌
