
[00:00:00.000 --> 00:00:01.560]  我們讀一段聖經
[00:00:01.560 --> 00:00:06.120]  在菲律賓書第1章第12到第20節
[00:00:06.120 --> 00:00:08.120]  這裡說弟兄們我願意你們知道
[00:00:08.120 --> 00:00:10.960]  我所遭遇的事更是叫福因興旺
[00:00:10.960 --> 00:00:13.840]  以致我受的困所在育嬰全軍
[00:00:13.840 --> 00:00:18.400]  和其餘的人中已經顯明是為基督的緣故
[00:00:18.400 --> 00:00:23.600]  並且那在主理的弟兄多半因我受的困所就獨信不疑
[00:00:23.600 --> 00:00:27.080]  越發放膽傳神的到無所懼怕
[00:00:27.080 --> 00:00:29.280]  有的傳基督是出於嫉妒紛爭
[00:00:29.280 --> 00:00:31.080]  有的是出於好意
[00:00:31.080 --> 00:00:32.440]  這一等是出於愛心
[00:00:32.440 --> 00:00:34.960]  知道我是為變名福音設立的
[00:00:34.960 --> 00:00:38.440]  那一等傳基督是出於結黨並不誠實
[00:00:38.440 --> 00:00:41.520]  意思要加增我困所的苦楚
[00:00:41.520 --> 00:00:42.480]  這又何妨呢
[00:00:42.480 --> 00:00:44.400]  或是假意或是真心
[00:00:44.400 --> 00:00:48.000]  無論怎樣基督究竟被傳開了
[00:00:48.000 --> 00:00:51.720]  為此我就歡喜並且還要歡喜
[00:00:51.720 --> 00:00:54.640]  因為我知道這世界的你們的祈禱
[00:00:54.640 --> 00:00:58.440]  和耶穌基督之靈的幫助終必教我得救
[00:00:58.440 --> 00:01:00.280]  二十節我們一同來念
[00:01:00.280 --> 00:01:02.720]  照著我所竊慕所盼望
[00:01:02.720 --> 00:01:05.000]  沒有一世叫我羞愧
[00:01:05.000 --> 00:01:06.720]  只要凡事放膽
[00:01:06.720 --> 00:01:08.520]  無論是生是死
[00:01:08.520 --> 00:01:12.280]  總教基督在我身上照常顯大
[00:01:12.280 --> 00:01:15.080]  我們就讀到這裡
[00:01:15.080 --> 00:01:17.880]  感謝神從今年一開始
[00:01:17.880 --> 00:01:22.920]  你已經可以感覺到教會裡面有一種不一樣的氣氛了
[00:01:22.920 --> 00:01:25.800]  我們的背經行動參與人是越來越多
[00:01:25.800 --> 00:01:28.400]  將近一千人參與了這個報名
[00:01:28.400 --> 00:01:33.560]  事實上已經很多人在手機上完成了一月份的背經行動
[00:01:33.560 --> 00:01:39.440]  那麼我們今年的聖經日也超過三百多弟兄姐妹參加整天的課程
[00:01:39.440 --> 00:01:44.080]  昨天我們也剛剛完成了一字禱告的訓練課程
[00:01:44.080 --> 00:01:45.480]  那第一階段
[00:01:45.480 --> 00:01:47.280]  所以在整個教會當中
[00:01:47.280 --> 00:01:54.240]  你似乎感覺到有一種對生命突破一種渴望在這裡
[00:01:54.240 --> 00:01:58.480]  那生命的突破從哪裡開始呢
[00:01:58.480 --> 00:02:01.640]  我記得很多年前有一次在牧者領導會當中
[00:02:01.640 --> 00:02:06.600]  周神助牧師就曾經語重心長地提醒我們
[00:02:06.600 --> 00:02:08.160]  在教會裡面
[00:02:08.160 --> 00:02:12.000]  其實事功的突破並不困難
[00:02:12.000 --> 00:02:17.720]  最困難的就是自我生命的突破
[00:02:17.720 --> 00:02:18.720]  換句話說
[00:02:18.720 --> 00:02:22.880]  突破永遠從你我的生命開始
[00:02:22.880 --> 00:02:28.320]  跟你媽說突破永遠從你的生命開始跟她說
[00:02:28.320 --> 00:02:32.080]  那你說我們要怎麼樣在每一天生活的過程當中
[00:02:32.080 --> 00:02:37.960]  跨越生命中的重重障礙來經歷神的突破呢
[00:02:37.960 --> 00:02:39.600]  在今天我們所讀的聖經當中
[00:02:39.600 --> 00:02:44.000]  我們看見保羅其實不是處在一個非常順利的環境
[00:02:44.000 --> 00:02:46.360]  菲律賓書是一本監獄書信
[00:02:46.360 --> 00:02:50.040]  換句話說是保羅在監獄裡面所寫
[00:02:50.040 --> 00:02:53.920]  保羅之所以在監獄裡面不是因為他犯了什麼大罪
[00:02:53.920 --> 00:02:58.600]  而是單單只是因為他傳耶穌基督的福音
[00:02:58.600 --> 00:03:03.160]  本來他有足夠的理由可以埋怨嘆息
[00:03:03.160 --> 00:03:04.440]  用句中國話說
[00:03:04.440 --> 00:03:07.720]  他真的是有點生不逢時不是嗎
[00:03:07.720 --> 00:03:09.560]  如果他活在今天的世代
[00:03:09.560 --> 00:03:13.440]  他可能是比比利格恩更加受尊重不是嗎
[00:03:13.440 --> 00:03:14.800]  但雖然是如此
[00:03:14.800 --> 00:03:17.800]  他一點沒有埋怨
[00:03:17.800 --> 00:03:20.120]  反而他說我所遭遇的
[00:03:20.120 --> 00:03:23.320]  更是要叫福音興旺
[00:03:23.320 --> 00:03:25.200]  他說我經過這一切
[00:03:25.200 --> 00:03:29.600]  其實都是要叫福音更加興旺
[00:03:29.600 --> 00:03:32.640]  所以雖然環境很不理想
[00:03:32.640 --> 00:03:37.960]  但他卻能夠在每一個環境當中經歷神的突破
[00:03:37.960 --> 00:03:40.040]  他的秘訣在哪裡
[00:03:40.040 --> 00:03:43.640]  首先他心純順服
[00:03:43.640 --> 00:03:47.840]  要純心順服神跟他說
[00:03:47.840 --> 00:03:50.120]  當保羅在寫菲律賓書的時候
[00:03:50.120 --> 00:03:54.360]  我們看見他處在一個受困鎖的環境當中
[00:03:54.360 --> 00:03:58.000]  是為了福音被下在肩裡
[00:03:58.000 --> 00:04:00.400]  但他從來沒有因此而埋怨
[00:04:00.400 --> 00:04:04.560]  反而他先順服神的帶領
[00:04:04.560 --> 00:04:06.800]  他的心一順服
[00:04:06.800 --> 00:04:10.480]  他就看見神奇妙的帶領
[00:04:10.480 --> 00:04:13.720]  你說怎麼奇妙法呢
[00:04:13.720 --> 00:04:16.360]  你知道在當時保羅是一個很特別的身份
[00:04:16.360 --> 00:04:18.440]  他除了他是猶太人
[00:04:18.440 --> 00:04:21.120]  他更是羅馬的公民
[00:04:21.120 --> 00:04:26.280]  所以他是必須要帶回到羅馬的法庭上去受審的
[00:04:26.280 --> 00:04:31.080]  所以宮廷的御靈君都很小心在看守他
[00:04:31.080 --> 00:04:36.360]  一路上隨時都有御靈君陪他在一起
[00:04:36.360 --> 00:04:37.400]  一直看守他
[00:04:37.400 --> 00:04:40.880]  而且每六小時換一班
[00:04:40.880 --> 00:04:43.360]  保羅在那時候立刻看見
[00:04:43.360 --> 00:04:47.200]  這是神所給他一個傳福音最好的機會
[00:04:47.200 --> 00:04:48.560]  不是嗎
[00:04:48.560 --> 00:04:50.280]  以前像傳福音
[00:04:50.280 --> 00:04:53.160]  人家不是不想聽懶得聽
[00:04:53.160 --> 00:04:55.160]  就是把他抓過來毒打一頓
[00:04:55.160 --> 00:04:57.480]  甚至把他趕走
[00:04:57.480 --> 00:04:58.480]  現在好了
[00:04:58.480 --> 00:05:01.840]  有一個人自動坐在他旁邊
[00:05:01.840 --> 00:05:03.400]  洗耳恭聽
[00:05:03.400 --> 00:05:04.760]  而且怎麼講都不走
[00:05:04.760 --> 00:05:05.960]  Hallelujah
[00:05:05.960 --> 00:05:09.480]  而且每六個鐘頭換一個人來講
[00:05:09.480 --> 00:05:13.040]  保羅的心一順服下來就立刻看見
[00:05:13.040 --> 00:05:16.880]  這是神所給他的大好機會
[00:05:16.880 --> 00:05:19.080]  他就抓住神的機會
[00:05:19.080 --> 00:05:22.120]  主動積極傳祖福音
[00:05:22.120 --> 00:05:23.480]  結果很快的
[00:05:23.480 --> 00:05:26.440]  整個御靈君都聽過了福音
[00:05:26.440 --> 00:05:28.000]  十三節怎麼說呢
[00:05:28.000 --> 00:05:31.640]  十三節說以自我受的捆鎖在御靈全軍
[00:05:31.640 --> 00:05:34.600]  和其餘人中都顯明是為了基督的緣故
[00:05:34.600 --> 00:05:37.080]  換句話說整個御靈君都知道
[00:05:37.080 --> 00:05:40.760]  保羅是為了福音的緣故受苦了
[00:05:40.760 --> 00:05:44.040]  我們就看見神的帶領真的何等奇妙
[00:05:44.040 --> 00:05:47.160]  遠超過我們人所能夠想像的
[00:05:47.160 --> 00:05:52.280]  若是保羅只是一個自由傳道的人
[00:05:52.280 --> 00:05:54.280]  可能他所接觸的人
[00:05:54.280 --> 00:05:57.480]  只是會在會堂裡面的猶太人
[00:05:57.480 --> 00:06:02.560]  或者是在市場上一般的民眾而已
[00:06:02.560 --> 00:06:06.200]  可是現在因為他是個囚犯的身份
[00:06:06.200 --> 00:06:12.240]  反而有機會在羅馬的關長面前為主做見證
[00:06:12.240 --> 00:06:16.160]  這是保羅過去從來沒有想到過的機會
[00:06:16.160 --> 00:06:19.080]  我相信這對後來基督教能夠成為
[00:06:19.080 --> 00:06:22.400]  在羅馬帝國的一個基督教的國教的話
[00:06:22.400 --> 00:06:24.160]  這個是非常大的影響力
[00:06:24.160 --> 00:06:26.960]  這個是非常大的因素
[00:06:26.960 --> 00:06:30.960]  我們就看見保羅之所以能夠經歷神的幫助
[00:06:30.960 --> 00:06:33.920]  是因為他的心先順服在神的面前
[00:06:33.920 --> 00:06:35.760]  他沒有因為環境而埋怨
[00:06:35.760 --> 00:06:37.760]  他的心一順服下來
[00:06:37.760 --> 00:06:41.040]  我告訴你一順服就能夠看見神的機會
[00:06:41.040 --> 00:06:41.760]  Amen
[00:06:41.760 --> 00:06:46.400]  跟你們保羅說一順服就能看見神的機會
[00:06:46.400 --> 00:06:48.800]  今天我看見很多人在生活當中
[00:06:48.800 --> 00:06:53.560]  常常就是被消極不可能的環境所捆鎖
[00:06:53.560 --> 00:06:57.520]  他們所看見的永遠是不可能的環境
[00:06:57.520 --> 00:07:01.640]  他們卻從來沒有能夠看見神在這樣的環境當中
[00:07:01.640 --> 00:07:04.520]  為他們所預備的機會
[00:07:04.520 --> 00:07:07.280]  他們從來沒有看見過在這個環境當中
[00:07:07.280 --> 00:07:09.960]  神能夠做的事情
[00:07:09.960 --> 00:07:12.280]  所以有些人永遠在埋怨當中
[00:07:12.280 --> 00:07:14.480]  有人找不到工作埋怨
[00:07:14.480 --> 00:07:17.360]  找不到工作還是埋怨
[00:07:17.360 --> 00:07:19.200]  有些人單身的時候埋怨
[00:07:19.200 --> 00:07:21.360]  結婚了以後埋怨更多
[00:07:21.360 --> 00:07:23.920]  有沒有這種人
[00:07:23.920 --> 00:07:27.840]  另外有些人他們常常埋怨自己容貌不好
[00:07:27.840 --> 00:07:30.000]  出身不夠條件
[00:07:30.000 --> 00:07:33.400]  感覺自己好像被捆鎖一樣
[00:07:33.400 --> 00:07:34.800]  你要知道
[00:07:34.800 --> 00:07:37.600]  當保羅開始傳道的時候
[00:07:37.600 --> 00:07:39.680]  你知道被別人譏笑說什麼
[00:07:39.680 --> 00:07:43.600]  他是言語粗俗其貌不揚
[00:07:43.600 --> 00:07:45.080]  你像一個傳道人
[00:07:45.080 --> 00:07:47.400]  被人說言語粗俗其貌不揚
[00:07:47.400 --> 00:07:50.000]  你還能夠講什麼什麼都不用講
[00:07:50.000 --> 00:07:53.040]  已經被人家封殺住了
[00:07:53.040 --> 00:07:55.960]  但我們看見保羅沒有因為這些事情
[00:07:55.960 --> 00:07:58.200]  成為一個攔阻
[00:07:58.200 --> 00:08:00.480]  一點沒有因為他的容貌
[00:08:00.480 --> 00:08:03.800]  他的身材而成為他的捆鎖
[00:08:03.800 --> 00:08:10.600]  他純心順服任何的環境來跟從神
[00:08:10.600 --> 00:08:13.080]  我就想到約翰·魏斯里
[00:08:13.080 --> 00:08:16.960]  他的母親有19個孩子
[00:08:16.960 --> 00:08:18.840]  19個
[00:08:18.840 --> 00:08:21.160]  現代的媽媽兩三個月就受捆鎖
[00:08:21.160 --> 00:08:22.800]  被捆綁
[00:08:22.800 --> 00:08:24.720]  19個孩子
[00:08:24.720 --> 00:08:26.840]  我常想當時既沒紙尿布
[00:08:26.840 --> 00:08:28.800]  也沒有洗衣機
[00:08:28.800 --> 00:08:31.680]  天啊 你天天就在做什麼
[00:08:31.680 --> 00:08:34.160]  你不覺得是被捆鎖嗎
[00:08:34.160 --> 00:08:38.600]  但是感謝神他從來沒有因為環境埋怨過
[00:08:38.600 --> 00:08:39.880]  在那樣的環境當中
[00:08:39.880 --> 00:08:42.840]  他忠心帶領他每一個孩子
[00:08:42.840 --> 00:08:45.480]  其中的兩位約翰·魏斯里
[00:08:45.480 --> 00:08:47.000]  查爾·魏斯里
[00:08:47.000 --> 00:08:49.240]  成為神重用的僕人
[00:08:49.240 --> 00:08:53.840]  直到如今還影響全世界
[00:08:53.840 --> 00:08:54.640]  弟兄姊妹
[00:08:54.640 --> 00:08:57.040]  你要知道很多時候
[00:08:57.040 --> 00:09:01.000]  我們之所以無法經歷神突破的恩典
[00:09:01.000 --> 00:09:03.480]  不是因為神不能幫助我們
[00:09:03.480 --> 00:09:07.480]  而是因為我們的心沒有先順服下來
[00:09:07.480 --> 00:09:08.720]  很多時候我們常常覺得
[00:09:08.720 --> 00:09:13.440]  為什麼神沒有站在我這邊來幫助我呢
[00:09:13.440 --> 00:09:14.080]  你們曾經想過
[00:09:14.080 --> 00:09:17.840]  為什麼神沒有站在我這邊幫助我呢
[00:09:17.840 --> 00:09:19.760]  你知道為什麼嗎
[00:09:19.760 --> 00:09:20.920]  我告訴你
[00:09:20.920 --> 00:09:26.640]  因為神永遠不會站在人這邊來幫助我們
[00:09:26.640 --> 00:09:30.880]  神永遠要我們先站在神那邊
[00:09:30.880 --> 00:09:34.680]  神的幫助才會臨到
[00:09:34.680 --> 00:09:35.520]  就好像約瑟雅
[00:09:35.520 --> 00:09:39.720]  你還記得在準備攻打耶利哥城的時候
[00:09:39.720 --> 00:09:43.680]  你看見在約瑟雅的第五章十三節裡面
[00:09:43.680 --> 00:09:46.240]  約瑟雅就靠近耶利哥城
