
[00:00:00.000 --> 00:00:02.000]  挺次妹平安
[00:00:02.000 --> 00:00:06.000]  不宜放棄的使命
[00:00:06.000 --> 00:00:09.000]  不宜放棄也不錯吧
[00:00:09.000 --> 00:00:12.000]  其實有一個更貼近
[00:00:12.000 --> 00:00:16.000]  但更積極的相近的字就叫
[00:00:16.000 --> 00:00:18.000]  揭而不捨
[00:00:18.000 --> 00:00:22.000]  其實那個典故是來自
[00:00:22.000 --> 00:00:23.000]  這個雕刻
[00:00:23.000 --> 00:00:25.000]  不要放棄
[00:00:25.000 --> 00:00:27.000]  無論是老木又雕
[00:00:27.000 --> 00:00:29.000]  金屬都雕
[00:00:29.000 --> 00:00:32.000]  總之是決心完成這個雕塑
[00:00:32.000 --> 00:00:34.000]  挺次妹
[00:00:34.000 --> 00:00:36.000]  我們人生有很多事
[00:00:36.000 --> 00:00:40.000]  是需要一種不宜放棄
[00:00:40.000 --> 00:00:42.000]  揭而不捨的精神
[00:00:42.000 --> 00:00:44.000]  做多少圖都是
[00:00:44.000 --> 00:00:47.000]  如果我問大家
[00:00:47.000 --> 00:00:48.000]  包括我在內
[00:00:48.000 --> 00:00:52.000]  有什麼是我們共同應該有
[00:00:52.000 --> 00:00:56.000]  揭而不捨的使命和精神呢
[00:00:56.000 --> 00:00:58.000]  是什麼
[00:00:59.000 --> 00:01:01.000]  是不是只回教會
[00:01:01.000 --> 00:01:03.000]  讀聖經
[00:01:03.000 --> 00:01:05.000]  侍奉上主呢
[00:01:05.000 --> 00:01:09.000]  我們看聖經原來有一個很重要
[00:01:09.000 --> 00:01:13.000]  是我們基督徒不應該隨便放棄
[00:01:13.000 --> 00:01:16.000]  甚至要拿出決心毅力
[00:01:16.000 --> 00:01:18.000]  意思是不容易的
[00:01:18.000 --> 00:01:20.000]  是艱難的
[00:01:20.000 --> 00:01:22.000]  是要咬緊牙根的
[00:01:22.000 --> 00:01:24.000]  不過這個使命是重要的
[00:01:24.000 --> 00:01:27.000]  因為這個使命是耶穌基督
[00:01:27.000 --> 00:01:30.000]  給我們每個人的大使命
[00:01:30.000 --> 00:01:34.000]  這個大使命不容易
[00:01:34.000 --> 00:01:36.000]  幾十年了
[00:01:36.000 --> 00:01:38.000]  說耶穌幾十年了
[00:01:38.000 --> 00:01:39.000]  他都不信
[00:01:39.000 --> 00:01:42.000]  我都覺得我要放棄
[00:01:42.000 --> 00:01:44.000]  我都灰心
[00:01:44.000 --> 00:01:49.000]  正如梁國權先生說
[00:01:49.000 --> 00:01:53.000]  有些事是我們有不同的想法
[00:01:53.000 --> 00:01:54.000]  可能我們的想法就是
[00:01:54.000 --> 00:01:55.000]  不容易的
[00:01:55.000 --> 00:01:56.000]  他會信耶穌
[00:01:57.000 --> 00:01:59.000]  我都傳了這麼久了
[00:01:59.000 --> 00:02:00.000]  放棄了
[00:02:00.000 --> 00:02:02.000]  不過
[00:02:02.000 --> 00:02:04.000]  如果這個大使命
[00:02:04.000 --> 00:02:06.000]  這個旨意是出於上帝的
[00:02:06.000 --> 00:02:08.000]  梁國權先生說
[00:02:08.000 --> 00:02:12.000]  我們就不應該堅持我們的看法
[00:02:12.000 --> 00:02:13.000]  相反
[00:02:13.000 --> 00:02:17.000]  是要堅持上帝給我們的使命
[00:02:17.000 --> 00:02:18.000]  和責任
[00:02:18.000 --> 00:02:22.000]  正如曾教師上個禮拜跟我們說
[00:02:22.000 --> 00:02:24.000]  聖靈的旨意
[00:02:24.000 --> 00:02:26.000]  聖靈的感動
[00:02:26.000 --> 00:02:28.000]  比一切都更重要
[00:02:28.000 --> 00:02:30.000]  丁姐妹
[00:02:30.000 --> 00:02:33.000]  上帝今天沒有拿走我們的生命
[00:02:33.000 --> 00:02:35.000]  不是因為上帝覺得
[00:02:35.000 --> 00:02:37.000]  這麼難得做了這個世界不要浪費
[00:02:37.000 --> 00:02:40.000]  上帝存留我們
[00:02:40.000 --> 00:02:43.000]  要去為他完成這個使命
[00:02:43.000 --> 00:02:45.000]  是艱難的
[00:02:45.000 --> 00:02:47.000]  正如初期教會
[00:02:47.000 --> 00:02:49.000]  他們面對逼迫
[00:02:49.000 --> 00:02:50.000]  面對有
[00:02:50.000 --> 00:02:53.000]  執事有使徒是要殉道的
[00:02:53.000 --> 00:02:55.000]  但是結果是怎樣
[00:02:55.000 --> 00:02:57.000]  十二章二十四節
[00:02:57.000 --> 00:02:58.000]  神的道
[00:02:58.000 --> 00:03:00.000]  日見興盛
[00:03:00.000 --> 00:03:02.000]  月發廣傳
[00:03:02.000 --> 00:03:04.000]  你意想不到的
[00:03:04.000 --> 00:03:09.000]  神透過小行轉提醒我們不要灰心
[00:03:09.000 --> 00:03:10.000]  不要放棄
[00:03:10.000 --> 00:03:12.000]  上帝同在的
[00:03:12.000 --> 00:03:15.000]  所以第十三章上個禮拜開始
[00:03:15.000 --> 00:03:19.000]  就展開了宣教的第一次旅程
[00:03:19.000 --> 00:03:22.000]  第十二章二十五節
[00:03:22.000 --> 00:03:24.000]  巴拿巴和數羅辦完了
[00:03:24.000 --> 00:03:26.000]  他們供給的事
[00:03:26.000 --> 00:03:28.000]  就從耶路撒冷回來
[00:03:28.000 --> 00:03:31.000]  帶著稱呼馬可的約翰同去
[00:03:31.000 --> 00:03:34.000]  這個是和修本的翻譯
[00:03:34.000 --> 00:03:36.000]  和修本不是這樣說
[00:03:36.000 --> 00:03:37.000]  和修本是
[00:03:37.000 --> 00:03:39.000]  就回到耶路撒冷
[00:03:39.000 --> 00:03:40.000]  一頭霧水
[00:03:40.000 --> 00:03:43.000]  明明他們在耶路撒冷
[00:03:43.000 --> 00:03:44.000]  擺下了捐款之後
[00:03:44.000 --> 00:03:47.000]  就回到安提阿他們的教會
[00:03:47.000 --> 00:03:48.000]  所以應該是
[00:03:48.000 --> 00:03:52.000]  從耶路撒冷回到安提阿才對
[00:03:52.000 --> 00:03:54.000]  就不是回到耶路撒冷
[00:03:54.000 --> 00:03:59.000]  其實兩種譯法都是符合原文的
[00:03:59.000 --> 00:04:02.000]  不過上下文告訴你
[00:04:02.000 --> 00:04:06.000]  和修本和英文很多譯本都說
[00:04:06.000 --> 00:04:08.000]  就從耶路撒冷回來
[00:04:08.000 --> 00:04:10.000]  這個是正確的
[00:04:10.000 --> 00:04:12.000]  無論怎樣
[00:04:12.000 --> 00:04:17.000]  保羅巴拿巴就回到安提阿裡面
[00:04:17.000 --> 00:04:21.000]  就接受教會從聖靈所領受的
[00:04:22.000 --> 00:04:24.000]  就差派不拿巴和保羅
[00:04:24.000 --> 00:04:26.000]  或者當時叫做掃羅的人
[00:04:26.000 --> 00:04:27.000]  去到宣教
[00:04:27.000 --> 00:04:29.000]  十三章四節
[00:04:29.000 --> 00:04:32.000]  他們寄蒙聖靈差遣
[00:04:32.000 --> 00:04:34.000]  就下到西樓基
[00:04:34.000 --> 00:04:35.000]  就是那個海平的地方
[00:04:35.000 --> 00:04:36.000]  坐船
[00:04:36.000 --> 00:04:37.000]  好像若嵐一樣坐船
[00:04:37.000 --> 00:04:39.000]  就去到塞浦路斯
[00:04:39.000 --> 00:04:43.000]  其實他們回到安提阿
[00:04:43.000 --> 00:04:44.000]  就是敘利亞安堂
[00:04:44.000 --> 00:04:46.000]  然後下到西樓基
[00:04:46.000 --> 00:04:49.000]  就展開他們小亞細亞
[00:04:49.000 --> 00:04:51.000]  第一次的宣教旅程
[00:04:51.000 --> 00:04:52.000]  就是今天的土耳其
[00:04:52.000 --> 00:04:54.000]  第十三節
[00:04:54.000 --> 00:04:55.000]  繼續到保羅
[00:04:55.000 --> 00:04:58.000]  和他的同伴從帕弗開始
[00:04:58.000 --> 00:05:01.000]  從帕弗開船
[00:05:01.000 --> 00:05:04.000]  來到龐菲利亞的別家
[00:05:04.000 --> 00:05:06.000]  上禮拜曾教師就講到
[00:05:06.000 --> 00:05:08.000]  在帕弗裡面所發生的事
[00:05:08.000 --> 00:05:10.000]  就是那個巴耶穌
[00:05:10.000 --> 00:05:11.000]  還記得嗎
[00:05:11.000 --> 00:05:12.000]  名不符實
[00:05:12.000 --> 00:05:14.000]  巴耶穌作為耶穌的兒子
[00:05:14.000 --> 00:05:15.000]  應該是講耶穌
[00:05:15.000 --> 00:05:17.000]  但是他是導彈的一個人
[00:05:17.000 --> 00:05:18.000]  一個術士
[00:05:20.000 --> 00:05:21.000]  他們離開了
[00:05:21.000 --> 00:05:22.000]  因為那裡不受歡迎
[00:05:22.000 --> 00:05:24.000]  保羅巴拿巴
[00:05:24.000 --> 00:05:26.000]  就去到別家這個地方的裡面
[00:05:26.000 --> 00:05:28.000]  沒什麼詳細記載
[00:05:28.000 --> 00:05:29.000]  做了什麼
[00:05:29.000 --> 00:05:33.000]  但是記了一個很重要的事情
[00:05:33.000 --> 00:05:36.000]  就是那裡約翰卻離開他們
[00:05:36.000 --> 00:05:39.000]  真的回到耶路撒冷
[00:05:39.000 --> 00:05:42.000]  約翰是巴拿巴所提攜的
[00:05:42.000 --> 00:05:45.000]  是他們第一次宣教旅程
[00:05:45.000 --> 00:05:46.000]  其中一個幫手
[00:05:46.000 --> 00:05:49.000]  可惜這個年輕人
[00:05:49.000 --> 00:05:50.000]  其中一個年輕人
[00:05:50.000 --> 00:05:52.000]  就是之前記載到
[00:05:52.000 --> 00:05:54.000]  他曾經在哈薩馬利園
[00:05:54.000 --> 00:05:56.000]  走路的那位少年人
[00:05:56.000 --> 00:06:00.000]  其實他是出身於基督徒的家庭
[00:06:00.000 --> 00:06:02.000]  當彼得被抓
[00:06:02.000 --> 00:06:06.000]  放了之後回到他媽媽家裡
[00:06:06.000 --> 00:06:08.000]  他們一起為彼得祈禱
[00:06:08.000 --> 00:06:11.000]  換言之他的信仰應該是堅定的
[00:06:11.000 --> 00:06:13.000]  但是事實告訴你
[00:06:13.000 --> 00:06:16.000]  當時的約翰卻不知什麼原因
[00:06:16.000 --> 00:06:18.000]  就離開了宣教團隊
[00:06:19.000 --> 00:06:23.000]  他們繼續從別家往前行
[00:06:23.000 --> 00:06:27.000]  去到上面的比西底的安提柯
[00:06:27.000 --> 00:06:31.000]  一個海拔三千六百尺的地方
