
[00:00:00.000 --> 00:00:01.000]  今日
[00:00:01.000 --> 00:00:03.400]  講到的經文
[00:00:03.400 --> 00:00:07.220]  在歷代之下第七章第十四節
[00:00:07.220 --> 00:00:11.380]  歷代之下第七章第十四節
[00:00:11.380 --> 00:00:13.200]  我們一同讀好嗎
[00:00:13.200 --> 00:00:16.060]  準備起
[00:00:16.060 --> 00:00:19.260]  這稱為我名下的子民
[00:00:19.260 --> 00:00:21.600]  若是謙卑自己
[00:00:21.600 --> 00:00:24.440]  禱告尋求我的面
[00:00:24.440 --> 00:00:26.880]  遠離他們的惡行
[00:00:26.880 --> 00:00:29.840]  我必從天上垂聽
[00:00:29.840 --> 00:00:31.840]  赦免他們的罪
[00:00:31.840 --> 00:00:33.840]  醫治他們的地
[00:00:33.840 --> 00:00:36.820]  只有一節好笑,讀多一次
[00:00:36.820 --> 00:00:38.160]  好,準備起
[00:00:38.160 --> 00:00:40.980]  這稱為我名下的子民
[00:00:40.980 --> 00:00:43.280]  若是謙卑自己
[00:00:43.280 --> 00:00:46.020]  禱告尋求我的面
[00:00:46.020 --> 00:00:48.320]  遠離他們的惡行
[00:00:48.320 --> 00:00:51.180]  我必從天上垂聽
[00:00:51.180 --> 00:00:53.280]  赦免他們的罪
[00:00:53.280 --> 00:00:55.280]  醫治他們的地
[00:00:56.020 --> 00:00:59.240]  這一節經文是耶和華神
[00:00:59.240 --> 00:01:00.920]  向
[00:01:00.920 --> 00:01:03.700]  所羅門王所講的
[00:01:03.700 --> 00:01:07.320]  無端端為什麼會講這一節經文呢
[00:01:07.320 --> 00:01:10.180]  特別前面那一段
[00:01:10.180 --> 00:01:11.940]  這稱為我名下的子民
[00:01:11.940 --> 00:01:13.940]  很明顯是講以色列人
[00:01:13.940 --> 00:01:15.940]  若是謙卑自己
[00:01:15.940 --> 00:01:17.940]  禱告尋求我的面
[00:01:17.940 --> 00:01:19.940]  遠離他們的惡行
[00:01:19.940 --> 00:01:21.940]  其實這幾句說話很明顯是講到
[00:01:21.940 --> 00:01:23.940]  以色列人的悔改
[00:01:23.940 --> 00:01:25.940]  因為謙卑、祈禱
[00:01:25.940 --> 00:01:27.940]  尋求上帝的面
[00:01:27.940 --> 00:01:29.940]  遠離他們的惡行
[00:01:29.940 --> 00:01:31.940]  然後神說
[00:01:31.940 --> 00:01:33.940]  我必從天上垂聽
[00:01:33.940 --> 00:01:35.940]  赦免他們的罪
[00:01:35.940 --> 00:01:37.940]  醫治他們的地
[00:01:37.940 --> 00:01:39.940]  為什麼無端端神會和
[00:01:39.940 --> 00:01:41.940]  以色列的王
[00:01:41.940 --> 00:01:43.940]  所羅門王
[00:01:43.940 --> 00:01:45.940]  會講這一段的說話
[00:01:45.940 --> 00:01:47.940]  原來
[00:01:47.940 --> 00:01:49.940]  神是在回應所羅門王
[00:01:49.940 --> 00:01:51.940]  這個以色列最偉大
[00:01:51.940 --> 00:01:53.940]  最光輝
[00:01:53.940 --> 00:01:55.940]  版圖最闊
[00:01:55.940 --> 00:01:57.940]  最富貴
[00:01:57.940 --> 00:01:59.940]  最榮耀的
[00:01:59.940 --> 00:02:01.940]  一個皇帝的禱告
[00:02:01.940 --> 00:02:03.940]  一個所羅門王的祈禱
[00:02:03.940 --> 00:02:05.940]  所羅門王的祈禱
[00:02:05.940 --> 00:02:07.940]  記載在哪呢
[00:02:07.940 --> 00:02:09.940]  記載在前一章
[00:02:09.940 --> 00:02:11.940]  歷代之下第七章
[00:02:11.940 --> 00:02:13.940]  是一個什麼祈禱
[00:02:13.940 --> 00:02:15.940]  是一個所羅門王
[00:02:15.940 --> 00:02:17.940]  他帶領以色列人
[00:02:17.940 --> 00:02:19.940]  建造了聖殿
[00:02:19.940 --> 00:02:21.940]  在耶路撒冷
[00:02:21.940 --> 00:02:23.940]  建造了聖殿之後
[00:02:23.940 --> 00:02:25.940]  他將這個殿獻給耶和華
[00:02:25.940 --> 00:02:27.940]  帶領以色列人
[00:02:27.940 --> 00:02:29.940]  作一個獻殿的祈禱
[00:02:29.940 --> 00:02:31.940]  跟著這個祈禱之後
[00:02:31.940 --> 00:02:33.940]  耶和華
[00:02:33.940 --> 00:02:35.940]  回應這個祈禱
[00:02:35.940 --> 00:02:37.940]  就會想
[00:02:37.940 --> 00:02:41.940]  所羅門王做了一個什麼祈禱
[00:02:41.940 --> 00:02:43.940]  以致為什麼
[00:02:43.940 --> 00:02:45.940]  神特別
[00:02:45.940 --> 00:02:47.940]  去回應一個悔改的祈禱
[00:02:47.940 --> 00:02:49.940]  大家可以想像
[00:02:49.940 --> 00:02:51.940]  通常
[00:02:51.940 --> 00:02:53.940]  用豐盛生命堂為例
[00:02:53.940 --> 00:02:55.940]  我們1998年
[00:02:55.940 --> 00:02:57.940]  我們搬進來這裡
[00:02:57.940 --> 00:02:59.940]  到幾年之後
[00:02:59.940 --> 00:03:01.940]  我們還清所有銀行貸款
[00:03:01.940 --> 00:03:03.940]  我們很開心
[00:03:03.940 --> 00:03:05.940]  很開心的感恩敬拜
