
[00:00:00.000 --> 00:00:02.500]  今日想同大家睇一段經文
[00:00:02.500 --> 00:00:07.000]  就係詩篇第一篇一至三節
[00:00:07.000 --> 00:00:09.500]  詩篇第一篇係一首智慧嘅詩
[00:00:09.500 --> 00:00:12.500]  係講述義人同惡人嘅比較
[00:00:12.500 --> 00:00:14.500]  而講述佢哋嘅道路
[00:00:14.500 --> 00:00:16.000]  佢哋最終嘅結局係如何
[00:00:16.000 --> 00:00:17.000]  目的只係一樣嘢
[00:00:17.000 --> 00:00:21.500]  就係鼓勵人學習行義人嘅道路
[00:00:21.500 --> 00:00:23.500]  咁我哋先同你讀三節
[00:00:23.500 --> 00:00:25.500]  我哋讀紅色嗰度好嗎
[00:00:25.500 --> 00:00:40.000]  預備起,不從惡人嘅計謀,不贊罪人嘅道路,不作褻瀣萬人嘅座位,唯喜愛夜話的律法,晝夜思想,者人便為有福。
[00:00:40.000 --> 00:00:51.000]  他要像一棵樹栽在溪水旁,按時候結果指,葉子也不枯干,凡他所做的盡到順利。
[00:00:51.000 --> 00:00:55.000]  呢首詩篇提到義人有三方面嘅事情
[00:00:55.000 --> 00:00:57.000]  唔應該做嘅,係要避免嘅
[00:00:57.000 --> 00:00:59.000]  係邊三方面嘅事情呢
[00:00:59.000 --> 00:01:03.000]  第一方面就係不從惡人嘅計謀
[00:01:03.000 --> 00:01:07.000]  即係我哋唔好去聽,接受惡人建議你點做點做
[00:01:07.000 --> 00:01:09.000]  第二樣嘢就係不贊罪人嘅道路
[00:01:09.000 --> 00:01:13.000]  我哋唔好學罪人嗰啲做事行事為人
[00:01:13.000 --> 00:01:15.000]  即係佢有咩嘢就學乜嘢唔好啦
[00:01:15.000 --> 00:01:17.000]  第三唔好作褻瀣萬人嘅座位
[00:01:17.000 --> 00:01:21.000]  即係已經唔好同佢一齊合作做一啲嘅事情
[00:01:21.000 --> 00:01:23.000]  即係嗰啲嘢梗係唔好嘅嘢啦
[00:01:23.000 --> 00:01:24.000]  唔好咁樣做
[00:01:24.000 --> 00:01:27.000]  不過你見到詩篇裏面呢有一個特點嘅
[00:01:27.000 --> 00:01:29.000]  呢三節裏面呢話畀你聽呢就話呢
[00:01:29.000 --> 00:01:32.000]  有一種漸進式嘅發生嘅
[00:01:32.000 --> 00:01:36.000]  就呢佢由不從去到贊去到坐
[00:01:36.000 --> 00:01:38.000]  一種呢就係聽下接受咗
[00:01:38.000 --> 00:01:40.000]  唔知話行埋一齊最後咩
[00:01:40.000 --> 00:01:41.000]  一齊呢做事情啦
[00:01:41.000 --> 00:01:43.000]  即係合作做啲壞嘅事
[00:01:43.000 --> 00:01:46.000]  起初呢係畀啲建議你有啲計策你嘅
[00:01:46.000 --> 00:01:48.000]  然之後呢就叫你咩
[00:01:48.000 --> 00:01:49.000]  學佢一齊做啦
[00:01:49.000 --> 00:01:55.000]  最後呢坐埋一齊呢即係話要歸屬埋一齊群體去實踐呢樣嘢
[00:01:55.000 --> 00:02:00.000]  你睇到呢原來惡嘅意念呢係逐漸逐漸嚟到侵入係當中
[00:02:00.000 --> 00:02:02.000]  佢唔係一下子就即刻做㗎
[00:02:02.000 --> 00:02:05.000]  佢一下子入你嘅思想覺得OK喎幾好啦
[00:02:05.000 --> 00:02:07.000]  試下行慢啲學下啦
[00:02:07.000 --> 00:02:11.000]  最後點樣樣呀就係一齊呢同夥啦就做計謀嘅事情
[00:02:11.000 --> 00:02:18.000]  漸漸將人呢慢慢嚟到大開咗行喺歪路裏面
[00:02:18.000 --> 00:02:21.000]  惡其實會充斥喺我哋周圍嘅社會身邊
[00:02:21.000 --> 00:02:23.000]  隨時呢就會出現㗎喎
[00:02:23.000 --> 00:02:27.000]  我哋好需要呢係留心守護我哋嘅思想
[00:02:27.000 --> 00:02:30.000]  因為惡嘅念係隨時都會出現
[00:02:30.000 --> 00:02:35.000]  我自己呢都用電腦呢有時用google search search一啲嘅嘢㗎嘛
[00:02:35.000 --> 00:02:38.000]  但唔知近呢個幾兩個月呢突然之間會彈啲嘢出嚟㗎
[00:02:38.000 --> 00:02:39.000]  每日都會彈啲嘢出嚟㗎
[00:02:39.000 --> 00:02:41.000]  我都唔知點樣搞
[00:02:41.000 --> 00:02:43.000]  彈啲嘢呢一定唔係好一定係啲咩嘢呢
[00:02:43.000 --> 00:02:45.000]  有時其中有啲講性嘅嘢喎
[00:02:45.000 --> 00:02:46.000]  叫你揭入去呀
[00:02:46.000 --> 00:02:48.000]  或者叫你投資呀
[00:02:48.000 --> 00:02:49.000]  即係你財富上嘅嘢
[00:02:49.000 --> 00:02:51.000]  又或者有其他嘢廣告呢吸引你喎
[00:02:51.000 --> 00:02:53.000]  唔知點解每日都會咁樣彈出嚟
[00:02:53.000 --> 00:02:54.000]  我熄咗佢
[00:02:54.000 --> 00:02:56.000]  唔知點解有一段時間又再彈出嚟
[00:02:56.000 --> 00:02:58.000]  佢好容易當我接觸下嘅時候呢
[00:02:58.000 --> 00:02:59.000]  好容易點呀
[00:02:59.000 --> 00:03:02.000]  如果心又或者個心意唔夠堅定嘅時候呢
[00:03:02.000 --> 00:03:03.000]  就好容易咩
[00:03:03.000 --> 00:03:05.000]  會接觸落去
[00:03:05.000 --> 00:03:07.000]  又或者呢我啲社交媒體啦
[00:03:07.000 --> 00:03:09.000]  好多時呢有時有啲唔好好多時
[00:03:09.000 --> 00:03:12.000]  有時呢社交媒體呢有啲人呢會自動呢
[00:03:12.000 --> 00:03:14.000]  聯絡咗你喎
[00:03:14.000 --> 00:03:15.000]  可能有啲咁陌生嘅異性呀
[00:03:15.000 --> 00:03:17.000]  佢同你講呀哥哥
[00:03:17.000 --> 00:03:18.000]  即係點點呢
[00:03:18.000 --> 00:03:20.000]  咁呢就好容易呢就咩
[00:03:20.000 --> 00:03:21.000]  被引誘
[00:03:21.000 --> 00:03:23.000]  要提防呢一樣嘢
[00:03:23.000 --> 00:03:25.000]  有時呢我哋睇啲節目裏面呢
[00:03:25.000 --> 00:03:27.000]  都會有一啲嘢會
[00:03:27.000 --> 00:03:29.000]  帶啲新嘅意念畀你喎
[00:03:29.000 --> 00:03:30.000]  你可能好前衛嘅意念
[00:03:30.000 --> 00:03:32.000]  咁有時睇呢啲節目呢
[00:03:32.000 --> 00:03:33.000]  女人四十呢講
[00:03:33.000 --> 00:03:35.000]  大概女人去到四十個仇
[00:03:35.000 --> 00:03:37.000]  女人涉及啲話題可能講性呀
[00:03:37.000 --> 00:03:39.000]  可能性別呀戀愛婚姻事業
[00:03:39.000 --> 00:03:40.000]  或者呢一方面嘅事情
[00:03:40.000 --> 00:03:43.000]  但係呢佢有啲好開放性嘅觀點
[00:03:43.000 --> 00:03:45.000]  有一次呢佢有一個叫卓韻芝嚟
[00:03:45.000 --> 00:03:47.000]  咁主持人話畀佢聽
[00:03:47.000 --> 00:03:49.000]  原來呢佢係一個雙性戀人
[00:03:49.000 --> 00:03:51.000]  咁佢話呢介紹呢個雙性戀者
[00:03:51.000 --> 00:03:52.000]  佢話哎
[00:03:52.000 --> 00:03:54.000]  佢呢有一次佢好前衛
[00:03:54.000 --> 00:03:55.000]  佢前衛係鬧啲同性戀者
[00:03:55.000 --> 00:03:58.000]  你啲人呢唔好呀太窄呀
[00:03:58.000 --> 00:03:59.000]  應該做雙性戀
[00:03:59.000 --> 00:04:01.000]  男又得女又得唔係幾闊呢
[00:04:01.000 --> 00:04:03.000]  聽落去好似好好
[00:04:03.000 --> 00:04:04.000]  但其實咩
[00:04:04.000 --> 00:04:06.000]  啲思念呢歪念嚟
[00:04:06.000 --> 00:04:07.000]  如果你接受嘅時候呢
[00:04:07.000 --> 00:04:08.000]  好容易咩
[00:04:08.000 --> 00:04:10.000]  就歪咗係當中
[00:04:10.000 --> 00:04:11.000]  佢甚至有啲說話
[00:04:11.000 --> 00:04:16.000]  有一個訪問一個中年個女士呢
[00:04:16.000 --> 00:04:18.000]  佢唔會有婚前性行為嘅
[00:04:18.000 --> 00:04:20.000]  因為呢佢認為結咗婚先有嘅
[00:04:20.000 --> 00:04:22.000]  咁佢就取笑下佢呢
[00:04:22.000 --> 00:04:23.000]  佢話呢
[00:04:23.000 --> 00:04:27.000]  我呢就唔係鼓勵你婚前性行為嘅
[00:04:27.000 --> 00:04:29.000]  不過而家呢啲嘢好普遍嘅啫
[00:04:29.000 --> 00:04:32.000]  咁即係點樣鼓勵你呢
[00:04:32.000 --> 00:04:33.000]  有時呢就會
[00:04:33.000 --> 00:04:35.000]  呢啲嘢呢收咗之後
[00:04:35.000 --> 00:04:36.000]  你唔好在意
[00:04:36.000 --> 00:04:38.000]  接咗落你嘅思想裏面嘅時候
[00:04:38.000 --> 00:04:39.000]  好容易就會咩
[00:04:39.000 --> 00:04:43.000]  帶歪你行一個偏執嘅道路
[00:04:43.000 --> 00:04:46.000]  有時聲音未啲係來自於外面嘅
[00:04:46.000 --> 00:04:49.000]  有時來自於你自己裏面
[00:04:49.000 --> 00:04:52.000]  近日呢你睇到一個嘅賀建輝事件
[00:04:52.000 --> 00:04:54.000]  因為呢佢發表咗佢一個嘅
[00:04:54.000 --> 00:04:56.000]  用基因
[00:04:56.000 --> 00:04:57.000]  基因編輯啦
[00:04:57.000 --> 00:04:58.000]  我都冇識㗎啦
[00:04:58.000 --> 00:04:59.000]  幫咗一對鷹鞋呢
[00:04:59.000 --> 00:05:02.000]  可以防止有愛滋病嘅
[00:05:02.000 --> 00:05:03.000]  發生喺身上
[00:05:03.000 --> 00:05:05.000]  做一個基因編輯手術
[00:05:05.000 --> 00:05:06.000]  咁佢一發表嘅時候
[00:05:06.000 --> 00:05:07.000]  震驚中外科學界啦
[00:05:07.000 --> 00:05:09.000]  因為呢不嬲都唔禁止㗎嘛
[00:05:09.000 --> 00:05:11.000]  無論法律道德喺裏面
[00:05:11.000 --> 00:05:12.000]  但做咗出嚟嘅時候
[00:05:12.000 --> 00:05:14.000]  有人話佢點解咁樣做呢
[00:05:14.000 --> 00:05:17.000]  因為呢應該想急於有啲成就
[00:05:17.000 --> 00:05:18.000]  喺個科學界裏面
[00:05:18.000 --> 00:05:21.000]  以至呢有一個咁樣嘅成績出現
[00:05:21.000 --> 00:05:22.000]  並且畀人覺得呢
[00:05:22.000 --> 00:05:24.000]  佢係咪跨越咗同行
[00:05:24.000 --> 00:05:26.000]  但結果會係點樣呢
[00:05:26.000 --> 00:05:28.000]  政府即係特別中國政府裏面呢
[00:05:28.000 --> 00:05:31.000]  即刻去依法辦理囉
[00:05:31.000 --> 00:05:33.000]  中國就即刻呢
[00:05:33.000 --> 00:05:34.000]  關閉咗佢有關嘅
[00:05:34.000 --> 00:05:37.000]  科研活動同埋查封佢嘅研究室
[00:05:37.000 --> 00:05:39.000]  要再做啲功夫
[00:05:39.000 --> 00:05:42.000]  嚟到查處佢個情況
[00:05:42.000 --> 00:05:44.000]  當一啲偏執嘅意念
[00:05:44.000 --> 00:05:45.000]  你容許嘅時候呢
[00:05:45.000 --> 00:05:48.000]  會慢慢帶到你去
[00:05:48.000 --> 00:05:51.000]  一個歪嘅結果裏面
[00:05:51.000 --> 00:05:52.000]  戴卓爾夫人呢
[00:05:52.000 --> 00:05:53.000]  佢咁樣講
[00:05:53.000 --> 00:05:56.000]  佢係注意你嘅思想
[00:05:56.000 --> 00:05:59.000]  佢呢會變成你嘅言語
[00:05:59.000 --> 00:06:00.000]  注意你嘅言語
[00:06:00.000 --> 00:06:02.000]  佢變成你嘅行動
[00:06:02.000 --> 00:06:04.000]  注意你嘅行動
[00:06:04.000 --> 00:06:06.000]  佢變成習慣
[00:06:06.000 --> 00:06:07.000]  注意你嘅習慣
[00:06:07.000 --> 00:06:10.000]  佢變成你嘅性格
[00:06:10.000 --> 00:06:11.000]  注意你嘅性格
