
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹,平安下
[00:00:02.000 --> 00:00:04.000]  在講到之前,讓我們低頭
[00:00:04.000 --> 00:00:06.000]  我們一同仰望神
[00:00:06.000 --> 00:00:08.000]  親愛的天父,我們很感謝你
[00:00:08.000 --> 00:00:10.000]  讓我們今早
[00:00:10.000 --> 00:00:13.000]  能夠回到我們所屬的教會
[00:00:13.000 --> 00:00:15.000]  我們一起跟弟兄姊妹
[00:00:15.000 --> 00:00:17.000]  同心敬拜你
[00:00:17.000 --> 00:00:19.000]  當我們敬拜的時候
[00:00:19.000 --> 00:00:22.000]  求你預備好我們整個人
[00:00:22.000 --> 00:00:24.000]  讓我們真的等候
[00:00:24.000 --> 00:00:26.000]  安靜在你面前
[00:00:26.000 --> 00:00:28.000]  因為聖經說
[00:00:28.000 --> 00:00:31.000]  聖經都是神所默示的
[00:00:31.000 --> 00:00:35.000]  能夠教訓、督責、責備我們
[00:00:35.000 --> 00:00:38.000]  求主你今天將你的話解開
[00:00:38.000 --> 00:00:40.000]  以致我們去聽的時候
[00:00:40.000 --> 00:00:43.000]  覺得很新鮮一樣
[00:00:43.000 --> 00:00:45.000]  要求聖靈
[00:00:45.000 --> 00:00:48.000]  在我們每個人心靈裡面工作
[00:00:48.000 --> 00:00:50.000]  你感動我們
[00:00:50.000 --> 00:00:53.000]  將你的話藏在我們的心裡面
[00:00:53.000 --> 00:00:57.000]  叫我們時時反復去思想
[00:00:57.000 --> 00:00:59.000]  我們恭敬將以下時間
[00:00:59.000 --> 00:01:02.000]  仰望你,求主你與我們同在
[00:01:02.000 --> 00:01:04.000]  聽我們獻上的祈禱
[00:01:04.000 --> 00:01:07.000]  奉耶穌基督的名求
[00:01:07.000 --> 00:01:09.000]  阿們
[00:01:09.000 --> 00:01:11.000]  我不知道你有沒有
[00:01:11.000 --> 00:01:15.000]  一些時候你會去逃避一些事情
[00:01:15.000 --> 00:01:18.000]  你不想做的
[00:01:18.000 --> 00:01:22.000]  你很怕去面對的
[00:01:22.000 --> 00:01:24.000]  我想我們每個人
[00:01:24.000 --> 00:01:27.000]  在我們的天性也有一部份
[00:01:27.000 --> 00:01:29.000]  就是想走
[00:01:29.000 --> 00:01:31.000]  不想去面對
[00:01:31.000 --> 00:01:34.000]  那我首先要介紹一下
[00:01:34.000 --> 00:01:38.000]  聖經裡面有好幾位
[00:01:38.000 --> 00:01:42.000]  很出名逃避的人物
[00:01:42.000 --> 00:01:44.000]  那第一個呢
[00:01:44.000 --> 00:01:50.000]  就是神首先創造的亞當
[00:01:50.000 --> 00:01:52.000]  亞當和夏娃
[00:01:52.000 --> 00:01:55.000]  放在伊甸園裡面
[00:01:55.000 --> 00:01:58.000]  神就說所有樹上的果子
[00:01:58.000 --> 00:01:59.000]  你都可以吃
[00:01:59.000 --> 00:02:02.000]  但有一棵不能吃的
[00:02:02.000 --> 00:02:07.000]  就叫做分別善惡樹的果子
[00:02:07.000 --> 00:02:10.000]  誰知道那條蛇
[00:02:10.000 --> 00:02:13.000]  就向女人賣手
[00:02:13.000 --> 00:02:16.000]  不是向亞當賣手
[00:02:16.000 --> 00:02:18.000]  就說你看那棵樹
[00:02:18.000 --> 00:02:21.000]  那些果子多漂亮
[00:02:21.000 --> 00:02:24.000]  月人的眼目
[00:02:24.000 --> 00:02:26.000]  我不知道各位女士
[00:02:26.000 --> 00:02:29.000]  你是不是很喜歡看漂亮的東西
[00:02:29.000 --> 00:02:31.000]  逛商場的時候
[00:02:31.000 --> 00:02:33.000]  看漂亮的東西
[00:02:33.000 --> 00:02:36.000]  師母最喜歡看漂亮的東西
[00:02:36.000 --> 00:02:38.000]  月人的眼目
[00:02:38.000 --> 00:02:39.000]  你吃吧
[00:02:39.000 --> 00:02:41.000]  吃的時候你不一定死
[00:02:41.000 --> 00:02:42.000]  而且吃了之後
[00:02:42.000 --> 00:02:44.000]  你可以神這麼聰明
[00:02:44.000 --> 00:02:46.000]  這麼有智慧
[00:02:46.000 --> 00:02:48.000]  夏娃看到那個禁果
[00:02:48.000 --> 00:02:50.000]  真的很漂亮
[00:02:50.000 --> 00:02:52.000]  她就摘下來吃
[00:02:52.000 --> 00:02:55.000]  吃完還給她老公吃
[00:02:55.000 --> 00:02:57.000]  所以很多人說
[00:02:57.000 --> 00:02:59.000]  最壞的都是那個女人
[00:02:59.000 --> 00:03:01.000]  害了亞當
[00:03:01.000 --> 00:03:03.000]  誰知道當她們兩個吃完之後
[00:03:03.000 --> 00:03:07.000]  就發覺原來自己赤身露體
[00:03:07.000 --> 00:03:08.000]  聖經怎麼說
[00:03:08.000 --> 00:03:10.000]  她們就開始感覺到羞恥
[00:03:10.000 --> 00:03:13.000]  馬上摘一些無花果的樹葉
[00:03:13.000 --> 00:03:16.000]  無花果的樹葉可能大塊一點
[00:03:16.000 --> 00:03:20.000]  然後就遮遮掩掩
[00:03:20.000 --> 00:03:23.000]  於是就在這個時候
[00:03:23.000 --> 00:03:26.000]  天起了涼風
[00:03:26.000 --> 00:03:29.000]  神就在這個伊甸園裡面
[00:03:29.000 --> 00:03:32.000]  找亞當
[00:03:32.000 --> 00:03:33.000]  神在呼叫
[00:03:33.000 --> 00:03:38.000]  亞當 亞當 你在哪裡
[00:03:38.000 --> 00:03:41.000]  亞當一聽見神的聲音
[00:03:41.000 --> 00:03:42.000]  就很害怕
[00:03:42.000 --> 00:03:44.000]  馬上躲起來
[00:03:44.000 --> 00:03:48.000]  已經說他逃避耶和華
[00:03:48.000 --> 00:03:51.000]  我想問一下你
[00:03:51.000 --> 00:03:55.000]  神可以避開他嗎
[00:03:55.000 --> 00:03:58.000]  我不知道你回教會有多久
[00:03:58.000 --> 00:04:00.000]  因為我爸爸都是牧師
[00:04:00.000 --> 00:04:03.000]  所以我小時候一定要回教會
[00:04:03.000 --> 00:04:05.000]  我就聽很多
[00:04:05.000 --> 00:04:08.000]  神是無所不在
[00:04:08.000 --> 00:04:11.000]  神是無所不知
[00:04:11.000 --> 00:04:14.000]  神是無所不能的
[00:04:14.000 --> 00:04:16.000]  三個無所
[00:04:16.000 --> 00:04:17.000]  神無所不在
[00:04:17.000 --> 00:04:19.000]  神無所不知
[00:04:19.000 --> 00:04:20.000]  神無所不能
[00:04:20.000 --> 00:04:23.000]  你去哪裡逃避神
[00:04:23.000 --> 00:04:26.000]  開玩笑 怎麼逃得掉
[00:04:26.000 --> 00:04:30.000]  於是神就見到亞當和夏娃
[00:04:30.000 --> 00:04:34.000]  亞當只有面對神
[00:04:34.000 --> 00:04:36.000]  他說神啊 因為我們赤身露體
[00:04:36.000 --> 00:04:37.000]  所以不好意思見你
[00:04:37.000 --> 00:04:40.000]  神說你怎麼知道你自己赤身露體
[00:04:40.000 --> 00:04:43.000]  你當然吃了禁果
[00:04:43.000 --> 00:04:49.000]  於是亞當夏娃就闖下大禍
[00:04:49.000 --> 00:04:54.000]  因此我們世人都犯了罪
[00:04:54.000 --> 00:04:58.000]  罪從一個人入了世界
[00:04:58.000 --> 00:05:00.000]  所以我們的救恩
[00:05:00.000 --> 00:05:04.000]  由因一個人而來
[00:05:04.000 --> 00:05:06.000]  這是第一個聖經裡很出名
[00:05:06.000 --> 00:05:08.000]  走的人
[00:05:08.000 --> 00:05:11.000]  第二個夏甲
[00:05:11.000 --> 00:05:15.000]  大家認不認識夏甲是誰
[00:05:15.000 --> 00:05:18.000]  阿伯拉罕神應許他
[00:05:18.000 --> 00:05:20.000]  你會生一個兒子
[00:05:20.000 --> 00:05:23.000]  阿伯拉罕的太太是撒拉
[00:05:23.000 --> 00:05:26.000]  兩個人年紀都很大
[00:05:26.000 --> 00:05:28.000]  撒拉想想我這麼老了
[00:05:28.000 --> 00:05:30.000]  怎麼生兒子呢
[00:05:30.000 --> 00:05:34.000]  於是他就鼓勵阿伯拉罕
[00:05:34.000 --> 00:05:37.000]  不如你找我的侍女
[00:05:37.000 --> 00:05:39.000]  你和她同床
[00:05:39.000 --> 00:05:43.000]  於是阿伯拉罕就和夏甲
[00:05:43.000 --> 00:05:46.000]  這個侍女來的
[00:05:46.000 --> 00:05:47.000]  就同床
[00:05:47.000 --> 00:05:50.000]  誰知道真的有了一個兒子
