
[00:00:00.000 --> 00:00:03.360]  讓我們再次低頭去禱告
[00:00:03.360 --> 00:00:06.540]  主啊!當我們安靜下來的時候
[00:00:06.540 --> 00:00:10.040]  我們都發覺自己裏面有很多聲音
[00:00:10.040 --> 00:00:11.880]  很紛亂的世界
[00:00:11.880 --> 00:00:15.440]  令到我們裏面有很多雜音
[00:00:15.440 --> 00:00:19.760]  主啊!我們實在是活在一個
[00:00:19.760 --> 00:00:22.320]  很紛亂的世代
[00:00:22.320 --> 00:00:25.800]  主啊!我們聽到很多似是而非的訊息
[00:00:25.800 --> 00:00:30.720]  很多人慫恿我們去投身在不同的事情上
[00:00:30.720 --> 00:00:32.400]  主啊!但是我們感恩
[00:00:32.400 --> 00:00:35.400]  因為在我們裏面有真理的靈
[00:00:35.400 --> 00:00:38.740]  去教導我們去分辨善惡
[00:00:38.740 --> 00:00:42.080]  主啊!我們真的很需要抓緊自己的話
[00:00:42.080 --> 00:00:44.880]  特別是在這個紛亂的世代裏面
[00:00:44.880 --> 00:00:48.560]  我們去抓緊什麼是真什麼是假
[00:00:48.560 --> 00:00:51.880]  以致我們真的能夠站立得穩
[00:00:51.880 --> 00:00:54.320]  直到你再回來的日子
[00:00:54.320 --> 00:00:57.840]  求主你的聖靈藉著今日約翰的訊息
[00:00:57.840 --> 00:00:59.400]  去幫助我們
[00:00:59.400 --> 00:01:02.000]  更加讓我們走出來
[00:01:02.000 --> 00:01:04.920]  讓你自己的名得著高舉
[00:01:04.920 --> 00:01:06.040]  求主引導我們
[00:01:06.040 --> 00:01:08.320]  讓聖靈引導我們進入真理
[00:01:08.320 --> 00:01:09.840]  多謝你!聽我們禱告
[00:01:09.840 --> 00:01:11.560]  奉耶穌基督的名
[00:01:11.560 --> 00:01:12.440]  阿門
[00:01:12.440 --> 00:01:14.840]  請PowerPoint
[00:01:14.840 --> 00:01:17.120]  展示那張圖片
[00:01:17.120 --> 00:01:21.280]  近幾年因為世界局勢突然風雲變色
[00:01:21.280 --> 00:01:24.120]  加上很多人都要留在家裏
[00:01:24.120 --> 00:01:26.120]  去面對這個疫情
[00:01:26.120 --> 00:01:31.800]  於是就開始造就了一班叫網絡紅人KOL的出現
[00:01:31.800 --> 00:01:34.760]  他們會利用不同的社交媒體
[00:01:34.760 --> 00:01:39.880]  在網絡上自由地發放他們對世局的見解
[00:01:39.880 --> 00:01:41.800]  他們會分析時局
[00:01:41.800 --> 00:01:43.160]  鑒古知今
[00:01:43.160 --> 00:01:45.200]  為人類預測未來
[00:01:45.200 --> 00:01:47.240]  叫人怎樣去吹吉避凶
[00:01:47.240 --> 00:01:48.480]  找緊機會
[00:01:48.480 --> 00:01:52.600]  例如會叫你去投資那些比特幣
[00:01:52.600 --> 00:01:56.680]  在內地甚至有些大學
[00:01:56.680 --> 00:01:59.120]  就開始一些叫網紅系
[00:01:59.120 --> 00:02:02.720]  專門訓練這些KOL
[00:02:02.720 --> 00:02:06.800]  其實你聽這些網紅的內容
[00:02:06.800 --> 00:02:08.680]  大家有沒有聽過?
[00:02:08.680 --> 00:02:11.160]  這些大家一定有
[00:02:11.160 --> 00:02:13.360]  你聽這些KOL的分析
[00:02:13.360 --> 00:02:15.440]  有時都相當動聽
[00:02:15.440 --> 00:02:18.600]  亦好像很有說服力
[00:02:18.600 --> 00:02:21.320]  但其實不乏它的危機
[00:02:21.320 --> 00:02:22.720]  危機是甚麼呢?
[00:02:22.720 --> 00:02:24.880]  其實很多人發現
[00:02:24.880 --> 00:02:27.800]  他們有很多失實的報道
[00:02:27.800 --> 00:02:30.600]  有時他們講的內容是失實
[00:02:30.600 --> 00:02:33.600]  又或者他們自己堪稱有的學歷
[00:02:33.600 --> 00:02:35.600]  都可能是假的
[00:02:35.600 --> 00:02:38.160]  甚至都會發現這些人
[00:02:38.160 --> 00:02:40.920]  好像很有說服力
[00:02:40.920 --> 00:02:44.800]  但其實可能他們曾經都犯過一些不道德
[00:02:44.800 --> 00:02:46.640]  或者是違法的事
[00:02:46.640 --> 00:02:50.840]  令到人對他們的信任度大打折扣
[00:02:50.840 --> 00:02:54.000]  這些KOL的出現
[00:02:54.000 --> 00:02:56.320]  都令我聯想到
[00:02:56.320 --> 00:02:59.080]  耶穌基督在祂在世的時候
[00:02:59.080 --> 00:03:02.000]  祂都預言過在末世的日子
[00:03:02.000 --> 00:03:03.800]  就會有甚麼出現呢?
[00:03:03.800 --> 00:03:06.280]  就是有些叫做無牌的基督
[00:03:06.280 --> 00:03:08.040]  假基督的出現
[00:03:08.040 --> 00:03:10.520]  或者是基督的A4版出現
[00:03:10.520 --> 00:03:13.440]  他們的目的就是迷惑人的心
[00:03:13.440 --> 00:03:14.800]  去離開神
[00:03:14.800 --> 00:03:16.800]  我們看看這一段經文
[00:03:16.800 --> 00:03:19.920]  《馬太福音》第24章裏面
[00:03:19.920 --> 00:03:21.400]  耶穌這樣說
[00:03:21.400 --> 00:03:24.920]  「你們要謹慎,免得有人迷惑你們
[00:03:24.920 --> 00:03:27.600]  因為將有好些人冒我的名來
[00:03:27.600 --> 00:03:29.120]  說我是基督
[00:03:29.120 --> 00:03:31.320]  並且要迷惑許多人
[00:03:31.320 --> 00:03:34.840]  且有好些假先知起來,迷惑許多人」
[00:03:34.840 --> 00:03:38.480]  我們知道末日越來越近的時候
[00:03:38.480 --> 00:03:42.240]  這些人的行為是越來越猖狂
[00:03:42.240 --> 00:03:44.240]  他們的伎倆
[00:03:44.240 --> 00:03:46.840]  也是越來越難去洞悉
[00:03:47.520 --> 00:03:50.760]  其實過去幾年,我想大家想像
[00:03:50.760 --> 00:03:53.360]  發生的事就是
[00:03:53.360 --> 00:03:54.640]  如果我們在世界
[00:03:54.640 --> 00:03:55.840]  去比喻做一個
[00:03:55.840 --> 00:03:58.720]  本來是一個相當平靜的海洋
[00:03:58.720 --> 00:04:03.360]  平靜的意思不是說完全沒有罪
[00:04:03.360 --> 00:04:04.880]  意思就是說
[00:04:04.880 --> 00:04:09.200]  很多的問題是一直沉積在海床的下方
[00:04:09.200 --> 00:04:11.200]  我們是不為意的
[00:04:11.200 --> 00:04:13.080]  但是在過去幾年
[00:04:13.080 --> 00:04:14.600]  我就會比喻成
[00:04:14.600 --> 00:04:17.200]  突然間翻起了一個巨浪
[00:04:17.720 --> 00:04:21.680]  那些藏在海底下的污物
[00:04:21.680 --> 00:04:23.120]  就浮上來了
[00:04:23.120 --> 00:04:25.120]  一時間就翻起來了
[00:04:25.120 --> 00:04:29.920]  於是令我們視線模糊
[00:04:29.920 --> 00:04:31.520]  看不清楚
[00:04:31.520 --> 00:04:33.520]  很迷惘
[00:04:33.520 --> 00:04:35.520]  甚至意志消沉
[00:04:35.520 --> 00:04:39.360]  在這個迷惘的日子裏
[00:04:39.360 --> 00:04:42.360]  很多的假先知就乘機出現
[00:04:42.360 --> 00:04:45.400]  說許多似是而非的事情
[00:04:45.400 --> 00:04:48.480]  令我們的視線更加模糊
[00:04:48.480 --> 00:04:50.480]  更加混亂
[00:04:50.480 --> 00:04:53.280]  當你看到約翰一書
[00:04:53.280 --> 00:04:55.560]  今天這一段經文的時候
[00:04:55.560 --> 00:04:57.840]  約翰一書成書的時期
[00:04:57.840 --> 00:05:00.040]  正正在爾忽所的一帶
[00:05:00.040 --> 00:05:02.400]  是異端四起的時期
[00:05:02.400 --> 00:05:04.400]  很多的假教訓
[00:05:04.400 --> 00:05:08.320]  今天約翰提醒他親愛的孩子們
[00:05:08.320 --> 00:05:09.960]  他的讀者
[00:05:09.960 --> 00:05:12.320]  他們要神思明辨
[00:05:12.320 --> 00:05:15.000]  要分辨真假的靈
[00:05:15.000 --> 00:05:16.600]  在這一段整段
[00:05:16.600 --> 00:05:18.600]  剛才大家讀的經文裏面
[00:05:18.600 --> 00:05:21.000]  一個最主要的命令是什麼呢
[00:05:21.000 --> 00:05:23.000]  就是總要察言
[00:05:23.000 --> 00:05:26.440]  最近政府就公佈
[00:05:26.440 --> 00:05:28.840]  如果那些外地來港的人士
[00:05:28.840 --> 00:05:32.520]  怎樣可以縮短他們的隔離檢疫的時間呢
[00:05:32.520 --> 00:05:35.320]  就透過驗他們的身體裏面
[00:05:35.320 --> 00:05:37.320]  如果他們有打過疫苗
[00:05:37.320 --> 00:05:39.600]  就驗他們的身體裏面有沒有抗體
[00:05:39.600 --> 00:05:41.600]  就做一個準則
[00:05:41.600 --> 00:05:43.600]  同樣地今天約翰
[00:05:43.600 --> 00:05:45.600]  究竟他提醒我們
[00:05:45.600 --> 00:05:47.600]  當我們在面對假道理
[00:05:47.600 --> 00:05:49.600]  四起的時候
[00:05:49.600 --> 00:05:51.600]  有什麼準則
[00:05:51.600 --> 00:05:53.600]  可以幫助我們去分辨
[00:05:53.600 --> 00:05:56.600]  哪些是真哪些是假呢
[00:05:56.600 --> 00:05:58.600]  在這一段經文裏面
[00:05:58.600 --> 00:06:01.600]  我看到有兩個的測試方法
[00:06:01.600 --> 00:06:02.600]  一個是主要的
[00:06:02.600 --> 00:06:04.600]  一個是輔助的
[00:06:04.600 --> 00:06:06.600]  其實講到測試
[00:06:06.600 --> 00:06:09.600]  在約翰一書到現在第四章
[00:06:09.600 --> 00:06:12.600]  如果大家有留心去聽講道
[00:06:12.600 --> 00:06:14.600]  你照計都聽到
[00:06:14.600 --> 00:06:18.600]  其實約翰都提出了不少的測試方法
[00:06:18.600 --> 00:06:21.600]  之前講過的那些是比較傾向於
[00:06:21.600 --> 00:06:25.600]  是道德層面的測試方法
[00:06:25.600 --> 00:06:27.600]  例如說要看這個人
[00:06:27.600 --> 00:06:30.600]  他認不認自己有罪
[00:06:30.600 --> 00:06:32.600]  他有沒有行義
[00:06:32.600 --> 00:06:35.600]  還有他是不是活出愛的生命
