
[00:00:00.000 --> 00:00:04.000]  我今日的題目是天父之恩 聖徒之恆
[00:00:04.000 --> 00:00:07.000]  其實我有一個大膽的嘗試
[00:00:07.000 --> 00:00:09.000]  怎樣大膽的嘗試呢?
[00:00:09.000 --> 00:00:12.000]  就是希望今天的早晨
[00:00:12.000 --> 00:00:17.000]  我能夠看完三篇聖經
[00:00:17.000 --> 00:00:21.000]  所以需要有些…
[00:00:21.000 --> 00:00:25.000]  希望神幫助我們
[00:00:25.000 --> 00:00:31.000]  在開始的時候我想讀一段翻譯的畫
[00:00:31.000 --> 00:00:35.000]  是從Charles Winder寫的一本書
[00:00:35.000 --> 00:00:40.000]  Paul 保羅這本書裏面的一小段
[00:00:40.000 --> 00:00:42.000]  為甚麼要讀這段呢?
[00:00:42.000 --> 00:00:46.000]  就是他去梵蒂岡的時候
[00:00:46.000 --> 00:00:49.000]  去到一個世監獄
[00:00:49.000 --> 00:00:53.000]  這是他自己寫的一段說話
[00:00:53.000 --> 00:00:56.000]  我將其中一部分折錄了出來
[00:00:56.000 --> 00:00:59.000]  請大家聽我讀
[00:00:59.000 --> 00:01:05.000]  在距離梵蒂岡掃經里的一條偏僻的小巷裏
[00:01:05.000 --> 00:01:08.000]  樹立著一座細細的建築物
[00:01:08.000 --> 00:01:18.000]  據說保羅正是在這個建築的牢房裏度過他生命最後的時光
[00:01:18.000 --> 00:01:23.000]  當然究竟是不是當年的牢房
[00:01:23.000 --> 00:01:26.000]  至今仍然是一個爭議的話題
[00:01:26.000 --> 00:01:35.000]  我們順著樓梯下去下面一個很狹窄幽暗的地下的穴洞
[00:01:35.000 --> 00:01:41.000]  在這個幽暗的牢房裏面足足逗留了大概半個小時
[00:01:41.000 --> 00:01:45.000]  那裏很陰寒很潮濕
[00:01:45.000 --> 00:01:49.000]  瀰漫著一種沉附的霉味
[00:01:49.000 --> 00:01:53.000]  在天花板上開了一個細細的窗格
[00:01:53.000 --> 00:01:58.000]  更加能夠透進一支些微的天光
[00:01:58.000 --> 00:02:05.000]  當我獨自坐在那個冰冷石質的地面上的時候
[00:02:05.000 --> 00:02:08.000]  我不禁在我腦袋裏勾勒出
[00:02:08.000 --> 00:02:17.000]  保羅當時在生命裏面最後那段的日子那種遭遇
[00:02:17.000 --> 00:02:22.000]  我們在那個牢房中站了低聲交談
[00:02:22.000 --> 00:02:26.000]  全程來到灌注來到聽
[00:02:26.000 --> 00:02:31.000]  彷彿聽到那個沉默的石塊能夠開口
[00:02:31.000 --> 00:02:39.000]  會向我們美美道出他當日所見到歷史的故事
[00:02:39.000 --> 00:02:41.000]  我自己想想
[00:02:41.000 --> 00:02:48.000]  這裏就是那位撰寫很多筆漏的書卷
[00:02:48.000 --> 00:02:54.000]  並且被譽為第一世紀最大的宣教士
[00:02:54.000 --> 00:03:00.000]  與教會建立在保羅是長眠之地
[00:03:00.000 --> 00:03:07.000]  讓我們低頭祈禱
[00:03:07.000 --> 00:03:13.000]  這個早晨我聽到很多弟兄姊妹都有些少咳嗽
[00:03:13.000 --> 00:03:17.000]  懇求主理自己的特別的恩手來按摩
[00:03:17.000 --> 00:03:20.000]  撫摸他們讓他們能夠依次他們
[00:03:20.000 --> 00:03:25.000]  我亦都將今日講道的時間恭敬教給你
[00:03:25.000 --> 00:03:31.000]  因為話語是從你而來解釋話語的是聖靈
[00:03:31.000 --> 00:03:36.000]  最後願我們藉著話語來向你敬拜
[00:03:36.000 --> 00:03:40.000]  藉著話語來向你歌頌
[00:03:40.000 --> 00:03:43.000]  打開我們的心智打開我們的意念
[00:03:43.000 --> 00:03:48.000]  挖到我們心裏面最深的深處
[00:03:48.000 --> 00:03:54.000]  讓我們摸到你自己的心意
[00:03:54.000 --> 00:03:57.000]  奉主耶穌賜給我們
[00:04:24.000 --> 00:04:27.000]  有一個問題是你們當中誰是聖徒
[00:04:27.000 --> 00:04:30.000]  有沒有人再舉多一次手
[00:04:30.000 --> 00:04:33.000]  好像少了很多人
[00:04:33.000 --> 00:04:40.000]  為何要提到聖徒這個詞呢
[00:04:40.000 --> 00:04:43.000]  聖徒在希臘文我不敢讀
[00:04:43.000 --> 00:04:45.000]  因為我不認識希臘文
[00:04:45.000 --> 00:04:53.000]  聖徒這個詞在整本新約聖經裏出現了61次
[00:04:53.000 --> 00:04:59.000]  其中八次在保羅寫的羅馬書出現
[00:04:59.000 --> 00:05:02.000]  但在以弗所的六章裏面
[00:05:02.000 --> 00:05:05.000]  我們看到他出現了九次
[00:05:05.000 --> 00:05:08.000]  甚麼是一個信徒呢
[00:05:08.000 --> 00:05:15.000]  而是說信徒所擁有的一種新的身份
[00:05:15.000 --> 00:05:22.000]  是藉著耶穌基督被神稱為分別為聖的人
[00:05:22.000 --> 00:05:28.000]  我們可以用一個很普通話來形容
[00:05:28.000 --> 00:05:31.000]  如果神站在這裏
[00:05:31.000 --> 00:05:34.000]  Anissa站在旁邊
[00:05:34.000 --> 00:05:37.000]  我不是故意的
[00:05:37.000 --> 00:05:40.000]  神就對大家說
[00:05:40.000 --> 00:05:45.000]  這個人是屬於我的
[00:05:45.000 --> 00:05:49.000]  說得比較俗一點
[00:05:49.000 --> 00:05:51.000]  我包住你
[00:05:51.000 --> 00:05:54.000]  你是屬於我的
[00:05:54.000 --> 00:05:57.000]  這是地位上的一種分別
[00:05:57.000 --> 00:05:59.000]  是一種身份的不同
[00:05:59.000 --> 00:06:02.000]  就好像父母說這個是我的兒子
[00:06:02.000 --> 00:06:04.000]  這個是我的女兒
[00:06:04.000 --> 00:06:05.000]  意思是甚麼呢
[00:06:05.000 --> 00:06:08.000]  他是屬於我的 是我的一部份
[00:06:08.000 --> 00:06:11.000]  無論有時候多頑皮
[00:06:11.000 --> 00:06:15.000]  他仍然是屬於神的子女
[00:06:15.000 --> 00:06:20.000]  聖徒就是一個這樣的概念
[00:06:20.000 --> 00:06:25.000]  雖然聖徒是說到一個位份上的分別
[00:06:25.000 --> 00:06:29.000]  但聖徒這兩個字也帶著一個意念
[00:06:29.000 --> 00:06:30.000]  是甚麼呢
[00:06:30.000 --> 00:06:33.000]  是我們在生活裏面
[00:06:33.000 --> 00:06:36.000]  有一個要求 有一個標準
[00:06:36.000 --> 00:06:41.000]  是我們需要去達到
[00:06:41.000 --> 00:06:46.000]  當我想到聖徒這兩個字的時候
[00:06:46.000 --> 00:06:51.000]  有兩個影像在我腦袋裏面
[00:06:51.000 --> 00:06:55.000]  一個是一道門
[00:06:55.000 --> 00:06:58.000]  我希望大家不要笑
[00:06:58.000 --> 00:07:01.000]  如果你去到一道門
[00:07:01.000 --> 00:07:03.000]  譬如去星巴克
[00:07:03.000 --> 00:07:04.000]  去到一道門
[00:07:04.000 --> 00:07:07.000]  外面寫著是男廁的話
[00:07:07.000 --> 00:07:10.000]  你知道只有男生才能夠進去
[00:07:10.000 --> 00:07:12.000]  意思是甚麼呢
[00:07:12.000 --> 00:07:16.000]  外面 一道門的外面和一道門的裏面
[00:07:16.000 --> 00:07:18.000]  兩樣應該相對
[00:07:18.000 --> 00:07:22.000]  另外一個影像讓我看到的
[00:07:22.000 --> 00:07:24.000]  一面鏡
[00:07:24.000 --> 00:07:32.000]  鏡是反映到實物真實的樣子
[00:07:32.000 --> 00:07:36.000]  而不是扭曲的樣子
[00:07:36.000 --> 00:07:39.000]  所以我希望聖徒這兩個字
[00:07:39.000 --> 00:07:44.000]  表達了不單止你內裏面的那種真實
[00:07:44.000 --> 00:07:55.000]  也表達了你外面的人看到的那種形象
[00:07:55.000 --> 00:08:01.000]  我將耳筆鎖書分為兩部分
[00:08:01.000 --> 00:08:05.000]  很多人都是閱讀耳筆鎖書的時候都提到
[00:08:05.000 --> 00:08:08.000]  耳筆鎖書可以分為兩部分
[00:08:08.000 --> 00:08:12.000]  在很多的英文聖經裏面
[00:08:12.000 --> 00:08:14.000]  都是用 Therefore
[00:08:14.000 --> 00:08:18.000]  所以你可以翻譯為因此或者是所以
[00:08:18.000 --> 00:08:20.000]  第一部分是一至三章
[00:08:20.000 --> 00:08:22.000]  很容易記住是一至三章
[00:08:22.000 --> 00:08:25.000]  然後下一部分是講到第四章到六章
[00:08:25.000 --> 00:08:30.000]  我給兩段的分段有兩個不同的題目
[00:08:30.000 --> 00:08:33.000]  我第一個的分段一到三章
[00:08:33.000 --> 00:08:39.000]  是講到聖徒在基督裏面救贖的豐盛
[00:08:39.000 --> 00:08:44.000]  而在四到六章是聖徒的行事為人
[00:08:44.000 --> 00:08:48.000]  當與所信的福音相承
[00:08:48.000 --> 00:08:51.000]  我們今天只有時間去分享第一部分
[00:08:51.000 --> 00:08:54.000]  就是第一章到第三章
[00:08:54.000 --> 00:08:59.000]  以後有機會再和大家分享第四到第六章
[00:08:59.000 --> 00:09:03.000]  其實主席剛才帶領我們讀那段經文
[00:09:03.000 --> 00:09:10.000]  就是從第三章轉接到第四章最後那一段
[00:09:10.000 --> 00:09:14.000]  但我們今天所希望讀到的
[00:09:14.000 --> 00:09:17.000]  就是全部的一到三章
[00:09:17.000 --> 00:09:22.000]  所以如果你有帶聖經來
[00:09:22.000 --> 00:09:25.000]  或者你自己有手機的話
[00:09:25.000 --> 00:09:27.000]  你先打開
[00:09:27.000 --> 00:09:29.000]  我們讀到的經文
[00:09:29.000 --> 00:09:31.000]  如果你想看多一點的話
[00:09:31.000 --> 00:09:34.000]  你可以參考一下你們所看的經文
[00:09:34.000 --> 00:09:37.000]  我怎樣開始來講
[00:09:37.000 --> 00:09:39.000]  以弗所書一到三章呢
[00:09:39.000 --> 00:09:43.000]  我希望用一個我們十部《釋經法》
[00:09:43.000 --> 00:09:50.000]  我們都提到的一個搜查訊息的方法
[00:09:50.000 --> 00:09:53.000]  就是看一些重複的字
[00:09:53.000 --> 00:09:59.000]  我們嘗試在以弗所書的一些重複的關鍵的詞裡面
[00:09:59.000 --> 00:10:04.000]  嘗試去明白作者在這幾章的聖經裡面
[00:10:04.000 --> 00:10:07.000]  要表達一些什麼的中心思想
[00:10:07.000 --> 00:10:11.000]  第一個出現最多的次數在以弗所書
[00:10:11.000 --> 00:10:13.000]  就是「在基督裡」
[00:10:13.000 --> 00:10:16.000]  或者是「在基督耶穌裡」
[00:10:16.000 --> 00:10:18.000]  或者是「在他裡」
[00:10:18.000 --> 00:10:20.000]  「他」當然是指著基督
[00:10:20.000 --> 00:10:23.000]  在整本的以弗所書裡面
[00:10:23.000 --> 00:10:27.000]  我們看到出現的次數有二十三次
[00:10:27.000 --> 00:10:29.000]  所以這個提醒我們
[00:10:29.000 --> 00:10:33.000]  保羅要跟我們講一個很重要的訊息
[00:10:33.000 --> 00:10:36.000]  就是聖徒的生活、行為
[00:10:36.000 --> 00:10:39.000]  無論他每一個部份
[00:10:39.000 --> 00:10:43.000]  都應該以耶穌基督為他們的中心
[00:10:48.000 --> 00:10:51.000]  我希望大家能夠用這個詞
[00:10:51.000 --> 00:10:55.000]  當你重新再讀以弗所書的時候
[00:10:55.000 --> 00:11:02.000]  能夠作為一個工具來打開書裡面的訊息
[00:11:02.000 --> 00:11:03.000]  所以我們看到
[00:11:03.000 --> 00:11:05.000]  我們一會兒會探討到
[00:11:05.000 --> 00:11:07.000]  現在稍微講一講
[00:11:07.000 --> 00:11:08.000]  就是說
[00:11:08.000 --> 00:11:10.000]  信徒的生命
[00:11:10.000 --> 00:11:12.000]  跟信徒所表達
[00:11:12.000 --> 00:11:14.000]  在生活裡面所表達的
[00:11:14.000 --> 00:11:16.000]  應該是一致的
[00:11:16.000 --> 00:11:18.000]  應該是沒有差別的
[00:11:18.000 --> 00:11:19.000]  意思是什麼呢?
[00:11:19.000 --> 00:11:22.000]  當你認識神很淺的時候
[00:11:22.000 --> 00:11:26.000]  你所表達的生命就很膚淺
[00:11:26.000 --> 00:11:30.000]  當你如果是盡心到更加認識耶穌基督
[00:11:30.000 --> 00:11:33.000]  在你的生命裡面
[00:11:33.000 --> 00:11:37.000]  有何等浩大的恩典的時候
[00:11:37.000 --> 00:11:40.000]  你就懂得應該去回應
[00:11:40.000 --> 00:11:44.000]  神所付出這麼大的恩典
[00:11:47.000 --> 00:11:49.000]  我們有很多的部分
[00:11:49.000 --> 00:11:51.000]  在整本的聖經裡面
[00:11:51.000 --> 00:11:53.000]  講到生活
[00:11:53.000 --> 00:11:54.000]  講到生命
[00:11:54.000 --> 00:11:56.000]  同時在後半段
[00:11:56.000 --> 00:11:57.000]  我們看到
[00:11:57.000 --> 00:11:58.000]  講到教會
[00:11:58.000 --> 00:12:00.000]  也都是講到個人
[00:12:00.000 --> 00:12:03.000]  需要的一種回應
[00:12:03.000 --> 00:12:09.000]  我們首先要看
[00:12:16.000 --> 00:12:19.000]  另外其他的字
[00:12:19.000 --> 00:12:21.000]  我們可以用作為
[00:12:21.000 --> 00:12:24.000]  我們查考這本書的工具
[00:12:24.000 --> 00:12:26.000]  另外就是講到靈
[00:12:26.000 --> 00:12:28.000]  或者是聖靈
[00:12:28.000 --> 00:12:30.000]  講到行善
[00:12:30.000 --> 00:12:32.000]  或者行事
[00:12:32.000 --> 00:12:34.000]  Walk
[00:12:34.000 --> 00:12:35.000]  或者是講到豐富
[00:12:35.000 --> 00:12:37.000]  或者是豐盛
[00:12:37.000 --> 00:12:38.000]  這些都是一些
[00:12:38.000 --> 00:12:40.000]  我們要考慮的東西
[00:12:40.000 --> 00:12:42.000]  我們要學習的東西
[00:12:42.000 --> 00:12:46.000]  或者是講到豐富或者是豐盛
[00:12:46.000 --> 00:12:48.000]  這些都是一些重複的詞
[00:12:48.000 --> 00:12:51.000]  我們可以用來作為一種
[00:12:51.000 --> 00:12:55.000]  查考這本書的一種工具
[00:12:55.000 --> 00:13:01.000]  我們進入
[00:13:01.000 --> 00:13:05.000]  已忽所書的第一章
[00:13:05.000 --> 00:13:06.000]  第一章裡面
[00:13:06.000 --> 00:13:09.000]  除了第一章一到三節是一個文後
[00:13:09.000 --> 00:13:13.000]  他接著是從第四節到十四節
[00:13:13.000 --> 00:13:16.000]  是講到基督徒那種生命
[00:13:16.000 --> 00:13:18.000]  是一種的重讚
[00:13:18.000 --> 00:13:20.000]  這裡說他重讚
[00:13:20.000 --> 00:13:24.000]  這個父神在基督耶穌裡面
[00:13:24.000 --> 00:13:27.000]  所賜給我們的屬靈的福氣
[00:13:27.000 --> 00:13:32.000]  如果我們聽見那個福音的時候
[00:13:32.000 --> 00:13:37.000]  我們很容易聯想起
[00:13:37.000 --> 00:13:39.000]  究竟什麼叫福音
[00:13:39.000 --> 00:13:42.000]  我可以在五分鐘或者一分鐘之內講完
[00:13:42.000 --> 00:13:43.000]  什麼叫福音
[00:13:43.000 --> 00:13:45.000]  我們都很熟悉
[00:13:45.000 --> 00:13:47.000]  福音就是講到人是有罪的
[00:13:47.000 --> 00:13:50.000]  人不能夠改變自己的罪
[00:13:50.000 --> 00:13:55.000]  不能夠改變自己的最終的終局
[00:13:55.000 --> 00:13:59.000]  只有神耶穌基督來到這個世界的時候
[00:13:59.000 --> 00:14:00.000]  才能夠改變
[00:14:00.000 --> 00:14:03.000]  因為耶穌為我們的罪
[00:14:03.000 --> 00:14:08.000]  是讓人將他釘在十字架裡面
[00:14:08.000 --> 00:14:12.000]  廢去所有罪帶來的後果
[00:14:12.000 --> 00:14:17.000]  耶穌在十字架上面所流出的補血
[00:14:17.000 --> 00:14:19.000]  讓他們代替
[00:14:19.000 --> 00:14:20.000]  那種生命的代替
[00:14:20.000 --> 00:14:23.000]  讓我們得到一個永恆的生命
[00:14:23.000 --> 00:14:25.000]  靠著相信耶穌基督
[00:14:25.000 --> 00:14:28.000]  我們能夠進入永恆的裡面
[00:14:28.000 --> 00:14:30.000]  能夠與神來和好
[00:14:30.000 --> 00:14:33.000]  這是很簡單地描述一下
[00:14:33.000 --> 00:14:36.000]  信耶穌究竟是什麼一回事
[00:14:36.000 --> 00:14:39.000]  可能我們有五分鐘的版本
[00:14:39.000 --> 00:14:41.000]  或者有七分鐘、十分鐘
[00:14:41.000 --> 00:14:43.000]  甚至半個小時的版本
[00:14:43.000 --> 00:14:45.000]  但這個基礎就是我們有罪
[00:14:45.000 --> 00:14:48.000]  我們需要耶穌基督來拯救
[00:14:48.000 --> 00:14:51.000]  然後我們會去到因為耶穌的救贖
[00:14:51.000 --> 00:14:53.000]  我們能夠與神和好
[00:14:53.000 --> 00:14:56.000]  永遠得到一個永恆的生命
[00:14:56.000 --> 00:15:02.000]  但我們很少想到我們
[00:15:02.000 --> 00:15:05.000]  信仰這個福音是一種福氣
[00:15:05.000 --> 00:15:06.000]  有沒有?
[00:15:06.000 --> 00:15:08.000]  誰曾經這樣想過?
[00:15:08.000 --> 00:15:10.000]  我希望大家
[00:15:10.000 --> 00:15:12.000]  我見到Velma
[00:15:12.000 --> 00:15:13.000]  很好
[00:15:13.000 --> 00:15:16.000]  有時候我們拿著一杯咖啡坐在那裡
[00:15:16.000 --> 00:15:18.000]  我們安靜的時候
[00:15:18.000 --> 00:15:20.000]  我們想一想
[00:15:20.000 --> 00:15:22.000]  原來我們今天
[00:15:22.000 --> 00:15:24.000]  能夠得到這個平安
[00:15:24.000 --> 00:15:25.000]  得到這個喜樂
[00:15:25.000 --> 00:15:29.000]  能夠得到那種安靜
[00:15:29.000 --> 00:15:36.000]  原來是一種福氣
[00:15:36.000 --> 00:15:39.000]  因為我們得到的訊息是什麼?
[00:15:39.000 --> 00:15:45.000]  我們不再被定罪
[00:15:45.000 --> 00:15:52.000]  我們看看第三節
[00:15:52.000 --> 00:15:54.000]  讓我讀給大家聽
[00:15:54.000 --> 00:15:56.000]  第三節提到
[00:15:56.000 --> 00:15:59.000]  是父神在耶穌基督裡
[00:15:59.000 --> 00:16:07.000]  將天上各種屬靈的福氣賜給我們
[00:16:07.000 --> 00:16:09.000]  在基督耶穌裡
[00:16:09.000 --> 00:16:15.000]  將各樣屬靈的福氣賜給我們
[00:16:15.000 --> 00:16:18.000]  容許我
[00:16:18.000 --> 00:16:20.000]  很長的經文
[00:16:20.000 --> 00:16:22.000]  容許我讀一讀
[00:16:22.000 --> 00:16:24.000]  因為很重要
[00:16:24.000 --> 00:16:26.000]  一到三章
[00:16:26.000 --> 00:16:28.000]  因為祂在創世以前
[00:16:28.000 --> 00:16:31.000]  在基督裡揀選了我們
[00:16:31.000 --> 00:16:33.000]  令我們成為聖潔
[00:16:33.000 --> 00:16:34.000]  無有瑕疵
[00:16:34.000 --> 00:16:37.000]  滿有愛心
[00:16:37.000 --> 00:16:41.000]  祂按著自己旨意喜悅的
[00:16:41.000 --> 00:16:42.000]  預定我們
[00:16:42.000 --> 00:16:46.000]  藉著耶穌基督得而至的名分
[00:16:46.000 --> 00:16:50.000]  讓使祂的榮耀的恩典得著稱讚
[00:16:50.000 --> 00:16:55.000]  這恩典使祂在愛子裡白白賜給我們
[00:16:55.000 --> 00:17:00.000]  我們藉著這愛子的血得蒙救贖
[00:17:00.000 --> 00:17:03.000]  過凡得以赦免
[00:17:03.000 --> 00:17:07.000]  這是照著祂豐富的恩典
[00:17:07.000 --> 00:17:12.000]  充充足足地賞給我們的
[00:17:12.000 --> 00:17:16.000]  祂以諸般的智慧聰明
[00:17:16.000 --> 00:17:20.000]  照著自己在基督裡所立定的旨意
[00:17:20.000 --> 00:17:24.000]  使我們得知道祂旨意的奧秘
[00:17:24.000 --> 00:17:30.000]  讓我們細心看看這幾節的經文
[00:17:30.000 --> 00:17:33.000]  原來我們今天這麼多位坐在這裡
[00:17:33.000 --> 00:17:35.000]  已經是信了耶穌的人
[00:17:35.000 --> 00:17:41.000]  是不是你當時那段時間
[00:17:41.000 --> 00:17:43.000]  你信主那段時間
[00:17:43.000 --> 00:17:47.000]  我們也有信主不同的時間
[00:17:47.000 --> 00:17:50.000]  但這裡很清楚地告訴我們一件事
[00:17:50.000 --> 00:17:53.000]  因為祂在創世以前
[00:17:53.000 --> 00:17:57.000]  已經在基督裡面揀選了我們
[00:17:57.000 --> 00:18:00.000]  這是極大的福氣
[00:18:00.000 --> 00:18:02.000]  你還沒出生之前
[00:18:02.000 --> 00:18:07.000]  你還沒說我要信耶穌之前
[00:18:07.000 --> 00:18:09.000]  你還沒聽福音之前
[00:18:09.000 --> 00:18:12.000]  神已經在基督耶穌裡面揀選了你
[00:18:12.000 --> 00:18:15.000]  讓你有機會去相信祂
[00:18:15.000 --> 00:18:21.000]  讓你有機會去接受這麼寶貴的生命
[00:18:21.000 --> 00:18:22.000]  不僅如此
[00:18:22.000 --> 00:18:27.000]  祂預見我們是稱為神自己的兒女
[00:18:27.000 --> 00:18:29.000]  第五節
[00:18:29.000 --> 00:18:38.000]  我們要藉著耶穌基督得到兒子的名分
[00:18:38.000 --> 00:18:40.000]  這個發生在很久之前
[00:18:40.000 --> 00:18:43.000]  甚至我們還沒出生之前
[00:18:43.000 --> 00:18:45.000]  祂所有的安排
[00:18:45.000 --> 00:18:49.000]  是我們能夠白白得到這個生命
[00:18:49.000 --> 00:18:53.000]  我們能夠經過祂愛子的血得無救數
[00:18:53.000 --> 00:18:58.000]  而且得到祂豐滿的恩典
[00:18:58.000 --> 00:19:00.000]  這是一個奧秘
[00:19:00.000 --> 00:19:01.000]  我們不明白
[00:19:01.000 --> 00:19:02.000]  有一部份我們很大力
[00:19:02.000 --> 00:19:04.000]  很多人都不明白
[00:19:04.000 --> 00:19:07.000]  怎麼可能神在我們還沒出生之前
[00:19:07.000 --> 00:19:08.000]  已經揀選了我們
[00:19:08.000 --> 00:19:13.000]  叫我們成為祂自己的兒女
[00:19:13.000 --> 00:19:18.000]  讓我讀一讀這幾節的經文
[00:19:18.000 --> 00:19:27.000]  「要照著所安排的
[00:19:27.000 --> 00:19:31.000]  在時機成熟的時候
[00:19:31.000 --> 00:19:36.000]  使天上地下一切所有的都在基督裡
[00:19:36.000 --> 00:19:38.000]  同季如日
[00:19:38.000 --> 00:19:41.000]  我們也在祂裡面得了基業
[00:19:41.000 --> 00:19:45.000]  這是賢士那位隨己而行萬事的
[00:19:45.000 --> 00:19:48.000]  神照著自己的旨意所預定的
[00:19:48.000 --> 00:19:50.000]  為要使我們
[00:19:50.000 --> 00:19:55.000]  這些首先把希望寄託在基督裡的人
[00:19:55.000 --> 00:19:57.000]  重讚祂的榮耀」
[00:19:57.000 --> 00:19:59.000]  第十三節
[00:19:59.000 --> 00:20:02.000]  「在基督裡你們聽見真理的道
[00:20:02.000 --> 00:20:05.000]  就是那些使你們得救的福音
[00:20:05.000 --> 00:20:07.000]  你們也信了
[00:20:07.000 --> 00:20:12.000]  就接受了所應許的聖靈為印記
[00:20:12.000 --> 00:20:15.000]  這聖靈是我們得基業的憑據
[00:20:15.000 --> 00:20:18.000]  直到神的子民得救熟
[00:20:18.000 --> 00:20:24.000]  使他榮耀得道稱讚」
[00:20:24.000 --> 00:20:32.000]  我們信耶穌不能夠跳過那個步驟
[00:20:32.000 --> 00:20:33.000]  第十三章
[00:20:33.000 --> 00:20:35.000]  我們要聽到福音
[00:20:35.000 --> 00:20:37.000]  我們要信那個福音
[00:20:37.000 --> 00:20:41.000]  我們要接受那個福音
[00:20:41.000 --> 00:20:46.000]  信不是一個口頭上的回應
[00:20:46.000 --> 00:20:50.000]  信是你的口裡面承認
[00:20:50.000 --> 00:20:51.000]  是心裡面相信
[00:20:51.000 --> 00:20:56.000]  是一致性的相信那個福音會帶來
[00:20:56.000 --> 00:21:01.000]  你自己的救恩裡面所得到的救贖
[00:21:01.000 --> 00:21:05.000]  要接受
[00:21:05.000 --> 00:21:08.000]  就是神當我們信那一刻的時候
[00:21:08.000 --> 00:21:11.000]  將聖靈賜給我們
[00:21:11.000 --> 00:21:14.000]  讓我們能夠有那個確信說
[00:21:14.000 --> 00:21:18.000]  我是屬於神的
[00:21:18.000 --> 00:21:20.000]  神也是屬於我的
[00:21:20.000 --> 00:21:22.000]  聖靈在裡面與我們
[00:21:22.000 --> 00:21:24.000]  聖靈與我們的心同征
[00:21:24.000 --> 00:21:26.000]  我們是神的兒女
[00:21:26.000 --> 00:21:28.000]  這個是聖靈的印記
[00:21:28.000 --> 00:21:34.000]  這個是我們得到基業的那個憑據
[00:21:34.000 --> 00:21:37.000]  所以我們今天採取了每一個人
[00:21:37.000 --> 00:21:44.000]  甚至是在當日耶穌在地上生活那段時間
[00:21:44.000 --> 00:21:46.000]  每一件事情
[00:21:46.000 --> 00:21:51.000]  無論耶穌在加勒略海邊傳道的時候
[00:21:51.000 --> 00:21:56.000]  無論祂在井旁和那個婦人傳福音的時候
[00:21:56.000 --> 00:22:02.000]  無論祂去到曠野和四五千人的老人傳福音的時候
[00:22:02.000 --> 00:22:04.000]  講到天國的問題的時候
[00:22:04.000 --> 00:22:07.000]  所有的事情的發生
[00:22:07.000 --> 00:22:10.000]  是不是偶然的
[00:22:10.000 --> 00:22:12.000]  是神自己所安排的
[00:22:12.000 --> 00:22:16.000]  神給他們有機會聽到天國的福音
[00:22:16.000 --> 00:22:22.000]  給他們有機會能夠對這個福音有所回應
[00:22:22.000 --> 00:22:27.000]  這個就是預定的意思
[00:22:27.000 --> 00:22:30.000]  對於所有今天在座的人
[00:22:30.000 --> 00:22:35.000]  信的已經是相信主耶穌的人
[00:22:35.000 --> 00:22:39.000]  這個是一個福氣
[00:22:39.000 --> 00:22:41.000]  但是對不起
[00:22:41.000 --> 00:22:44.000]  從反面來看的時候
[00:22:44.000 --> 00:22:47.000]  如果你今天坐在這個位置
