
[00:00:00.000 --> 00:00:02.200]  (主席)各位電影姊妹平安
[00:00:02.200 --> 00:00:06.000]  我們今天看《路加福音》第十九章
[00:00:06.000 --> 00:00:08.720]  《路加福音》十九章不是石頭爆出來的
[00:00:08.720 --> 00:00:11.000]  因為有十八章托著它
[00:00:11.000 --> 00:00:14.800]  十八章其實和十九章有非常密切的關係
[00:00:14.800 --> 00:00:17.000]  而事實上這個鋪排
[00:00:17.000 --> 00:00:20.000]  也真是發生我們現實生活所發生的事情
[00:00:20.000 --> 00:00:22.000]  都和我們前面發生的事情有關
[00:00:22.000 --> 00:00:22.800]  同不同意?
[00:00:22.800 --> 00:00:24.300]  就是你之前發生的事情
[00:00:24.300 --> 00:00:26.600]  引帶起現在你發生的事情
[00:00:26.600 --> 00:00:28.400]  十八章發生了什麼事呢?
[00:00:28.400 --> 00:00:32.600]  有兩件事情直接和薩戈的經歷有關
[00:00:32.600 --> 00:00:35.400]  第一件事有一個少年人的官
[00:00:35.400 --> 00:00:36.600]  你有沒有印象?
[00:00:36.600 --> 00:00:40.200]  少年人的官他來到耶穌庚前求耶穌
[00:00:40.200 --> 00:00:41.600]  問耶穌良善的孤姐
[00:00:41.600 --> 00:00:43.200]  我如何能夠承受永生
[00:00:43.200 --> 00:00:43.800]  記不記得?
[00:00:43.800 --> 00:00:45.200]  很熟悉的經文
[00:00:45.200 --> 00:00:47.600]  那麼耶穌就先回答了他
[00:00:47.600 --> 00:00:49.800]  你為什麼稱呼我良善呢?
[00:00:49.800 --> 00:00:50.800]  那個不回答了
[00:00:50.800 --> 00:00:52.200]  後面那裡就說了
[00:00:52.200 --> 00:00:53.800]  又問他律法有沒有遵守
[00:00:53.800 --> 00:00:55.000]  有遵守啊他
[00:00:55.000 --> 00:00:57.000]  做了從小都遵守了
[00:00:57.000 --> 00:00:58.600]  這個就是他的答案
[00:00:58.600 --> 00:00:59.800]  這個少年人的官
[00:00:59.800 --> 00:01:01.400]  樣樣都挺好的
[00:01:01.400 --> 00:01:03.000]  又年輕又英俊
[00:01:03.000 --> 00:01:04.200]  英俊不知道是不是
[00:01:04.200 --> 00:01:05.200]  年輕
[00:01:05.200 --> 00:01:06.800]  而且他又有錢
[00:01:06.800 --> 00:01:08.200]  後面那裡說他有錢
[00:01:08.200 --> 00:01:09.400]  還是官
[00:01:09.400 --> 00:01:11.200]  我有一次看過視頻
[00:01:11.200 --> 00:01:13.800]  就是國內的電視節目
[00:01:13.800 --> 00:01:16.000]  訪問一些小朋友
[00:01:16.000 --> 00:01:19.200]  你將來長大想做什麼呢?
[00:01:19.200 --> 00:01:23.200]  其中有些小朋友喜歡做工程師
[00:01:23.200 --> 00:01:27.800]  喜歡做老師、做醫生
[00:01:27.800 --> 00:01:29.000]  你有沒有看過他的視頻?
[00:01:29.000 --> 00:01:30.000]  好幾年前的
[00:01:30.000 --> 00:01:30.800]  有沒有看過?
[00:01:30.800 --> 00:01:32.400]  有一個小朋友就說
[00:01:32.400 --> 00:01:33.400]  我喜歡做官
[00:01:33.400 --> 00:01:36.200]  那麼平時前面那幾句
[00:01:36.200 --> 00:01:37.600]  都沒有跟著問他
[00:01:37.600 --> 00:01:38.800]  只有這個問而已
[00:01:38.800 --> 00:01:40.000]  不知道是作弄他還是什麼
[00:01:40.000 --> 00:01:41.600]  為什麼?小朋友
[00:01:41.600 --> 00:01:42.600]  為什麼?
[00:01:42.600 --> 00:01:44.400]  有沒有人看過的?
[00:01:44.400 --> 00:01:45.600]  好幾年前有沒有人看過?
[00:01:45.600 --> 00:01:47.000]  那個小朋友的答案是
[00:01:47.000 --> 00:01:48.800]  因為可以收很多禮物的
[00:01:48.800 --> 00:01:51.000]  於是乎我近年
[00:01:51.000 --> 00:01:52.800]  我搜尋也搜尋不到
[00:01:52.800 --> 00:01:56.200]  總之找不到
[00:01:56.200 --> 00:01:59.200]  我真的看過
[00:01:59.200 --> 00:02:00.000]  做官
[00:02:00.000 --> 00:02:02.800]  這個官應該是好的官
[00:02:02.800 --> 00:02:04.600]  因為他自首以遵守律法
[00:02:04.600 --> 00:02:06.400]  所以應該是個好官
[00:02:06.400 --> 00:02:08.600]  耶穌看見他
[00:02:08.600 --> 00:02:10.800]  就愛他
[00:02:10.800 --> 00:02:13.000]  然後又要求他一件事
[00:02:13.000 --> 00:02:15.400]  就要他將他所有的分級窮人
[00:02:15.400 --> 00:02:17.600]  然後來跟從我
[00:02:17.600 --> 00:02:19.200]  最後的結果是怎樣?
[00:02:19.200 --> 00:02:21.600]  他就悠悠愁愁的走了
[00:02:21.600 --> 00:02:24.200]  因為他的財富很多
[00:02:24.200 --> 00:02:25.600]  這是第一個我想說的
[00:02:25.600 --> 00:02:26.600]  和這個有直接關係
[00:02:26.600 --> 00:02:29.000]  剛才你聽了幾次《論經文》
[00:02:29.000 --> 00:02:31.000]  感覺到一些關聯性嗎?
[00:02:31.000 --> 00:02:32.600]  我稍後會再說下去
[00:02:32.600 --> 00:02:34.000]  還有第二件事
[00:02:34.000 --> 00:02:36.000]  也是之前發生了的
[00:02:36.000 --> 00:02:41.000]  就是耶穌進了耶利哥
[00:02:41.000 --> 00:02:44.000]  那未進了耶利哥的就是在哪裡?
[00:02:44.000 --> 00:02:46.000]  就是在耶利哥附近
[00:02:46.000 --> 00:02:51.800]  之前35節耶利哥將近的時候
[00:02:51.800 --> 00:02:55.200]  有個狹子路旁討飯
[00:02:55.200 --> 00:02:57.400]  就呼求耶穌救他
[00:02:57.400 --> 00:02:59.600]  然後就可憐他
[00:02:59.600 --> 00:03:01.200]  於是耶穌問你要什麼?
[00:03:01.200 --> 00:03:02.800]  他就說主啊我要能看見
[00:03:02.800 --> 00:03:04.400]  耶穌就說你可以看見
[00:03:04.400 --> 00:03:06.000]  因為你的信救了你
[00:03:06.000 --> 00:03:09.000]  後面還有43、44節就說
[00:03:09.000 --> 00:03:11.200]  43節就說
[00:03:11.200 --> 00:03:12.600]  狹子立刻看見了
[00:03:12.600 --> 00:03:15.400]  就跟隨耶穌一路歸榮耀於神
[00:03:15.400 --> 00:03:17.200]  而且還有些眾人
[00:03:17.200 --> 00:03:18.800]  漢見者士讚美神
[00:03:18.800 --> 00:03:22.200]  應該一路跟著一起繼續走
[00:03:22.200 --> 00:03:25.200]  有一堆人看見耶穌恆大神徵
[00:03:25.200 --> 00:03:26.600]  歸榮耀於神
[00:03:26.600 --> 00:03:28.400]  每個人都歡喜
[00:03:28.400 --> 00:03:30.200]  一路跟隨著耶穌
[00:03:30.200 --> 00:03:31.400]  不然為什麼會這麼多人?
[00:03:31.400 --> 00:03:32.400]  很多人都跟隨
[00:03:32.400 --> 00:03:33.400]  愈跟愈多
[00:03:33.400 --> 00:03:34.600]  愈跟愈多
[00:03:34.600 --> 00:03:37.000]  所以撒戈也要想辦法
[00:03:37.000 --> 00:03:38.200]  才能看見耶穌
[00:03:38.200 --> 00:03:39.800]  我想說我們每一個經歷
[00:03:39.800 --> 00:03:41.000]  我們過往的事情
[00:03:41.000 --> 00:03:43.000]  都幫助我們認識主
[00:03:43.000 --> 00:03:46.000]  剛才的經歷是幫助我們認識主
[00:03:46.000 --> 00:03:48.200]  撒戈可能也聽過
[00:03:48.200 --> 00:03:50.600]  剛才發生的兩個事跡
[00:03:50.600 --> 00:03:52.000]  很可能他知道
[00:03:52.000 --> 00:03:55.800]  然後讓他渴望跟隨耶穌
[00:03:55.800 --> 00:03:57.400]  事實上我們不知道有沒有感覺
[00:03:57.400 --> 00:03:58.800]  我們過往發生的事情
[00:03:58.800 --> 00:04:00.200]  真的對我們有影響
[00:04:00.200 --> 00:04:02.600]  香港的朋友未信主也好
[00:04:02.600 --> 00:04:05.200]  對主也有一定充分的認識
[00:04:05.200 --> 00:04:06.600]  不多不少也有
[00:04:06.600 --> 00:04:09.000]  有些地方對主的認識相對較少
[00:04:09.000 --> 00:04:10.600]  比較難信主
[00:04:10.600 --> 00:04:14.400]  舉例在國內回教會的機會比較少
[00:04:14.400 --> 00:04:16.400]  很多時候也沒有機會回到教會
[00:04:16.400 --> 00:04:18.200]  回到教會
[00:04:18.200 --> 00:04:20.400]  認識如何回到教會是少數的
[00:04:20.400 --> 00:04:22.000]  所以他們難信主
[00:04:22.000 --> 00:04:25.600]  我以前也多去國內傳福音
[00:04:25.600 --> 00:04:27.800]  叫那些人信主決志
[00:04:27.800 --> 00:04:28.800]  跟隨耶穌
[00:04:28.800 --> 00:04:31.200]  說耶穌有一份永生禮物要送給你
[00:04:31.200 --> 00:04:32.600]  一起跟隨主
[00:04:32.600 --> 00:04:34.200]  你猜容易嗎?
[00:04:34.200 --> 00:04:35.600]  其實頗容易的
[00:04:35.600 --> 00:04:37.200]  通常一百人報道會
[00:04:37.200 --> 00:04:38.800]  十個八個來信主不難
[00:04:38.800 --> 00:04:40.600]  一百多人在那裏
[00:04:40.600 --> 00:04:42.800]  可以送一份禮物給你
[00:04:42.800 --> 00:04:44.600]  不過難處在後面
[00:04:44.600 --> 00:04:46.200]  原來他是沒有底子的
[00:04:46.200 --> 00:04:48.000]  沒有底子是甚麼意思呢?
[00:04:48.000 --> 00:04:52.600]  他不知道原來你信主收了一份禮物之後
[00:04:52.600 --> 00:04:54.600]  還要每個星期回教會
[00:04:54.600 --> 00:04:57.000]  他沒有概念不知道
[00:04:57.000 --> 00:04:59.600]  然後還要讀經祈禱和奉獻
[00:04:59.600 --> 00:05:00.800]  這些又沒有說過
[00:05:00.800 --> 00:05:03.600]  所以他沒有底子比較難
[00:05:03.600 --> 00:05:05.200]  所以在國內做基督徒有時也是
[00:05:05.200 --> 00:05:07.600]  我們相對來說是容易些
[00:05:07.600 --> 00:05:11.200]  我們相對知道要做基督徒要怎樣做
[00:05:11.200 --> 00:05:13.600]  但國內的情況是
[00:05:13.600 --> 00:05:17.600]  他們有時也把教會當作其他信仰
[00:05:17.600 --> 00:05:19.000]  拜偶像類似的
[00:05:19.000 --> 00:05:22.600]  所以拜偶像是甚麼時候去的?
[00:05:22.600 --> 00:05:24.200]  是大時大節去的
[00:05:24.200 --> 00:05:26.200]  所以我們聖誕節很多人
[00:05:26.200 --> 00:05:28.200]  教會派隊進去
[00:05:28.200 --> 00:05:30.800]  派隊進去有公安把守在門口
[00:05:30.800 --> 00:05:32.400]  不是限制人群
[00:05:32.400 --> 00:05:34.400]  不是限制人不讓進去
[00:05:34.400 --> 00:05:35.800]  是控制人群
[00:05:35.800 --> 00:05:38.200]  怕太多人進去,秩序不好
[00:05:38.200 --> 00:05:41.200]  所以有時又會滿了堂
[00:05:41.200 --> 00:05:42.200]  譬如有五百人坐
[00:05:42.200 --> 00:05:43.800]  坐滿了五百人怎樣呢?
[00:05:43.800 --> 00:05:45.400]  就在門口等,公安看守
[00:05:45.400 --> 00:05:48.800]  出四入四,是甚麼意思?
[00:05:48.800 --> 00:05:51.400]  即是有人走了四個,入了四個
[00:05:51.400 --> 00:05:54.200]  保持著裏面是合理的人數
[00:05:54.200 --> 00:05:56.800]  為甚麼會有人走?
[00:05:56.800 --> 00:05:57.800]  是的
[00:05:57.800 --> 00:06:00.600]  觀察那個人的堂可以坐五百人
[00:06:00.600 --> 00:06:03.000]  有時六百、七百都可以
[00:06:03.000 --> 00:06:03.800]  為甚麼呢?
