
[00:00:00.000 --> 00:00:01.120]  各位電影師妹
[00:00:01.120 --> 00:00:04.040]  又一齊看看約書亞怎麼說了
[00:00:04.040 --> 00:00:06.760]  《聖經人》仍然是約書亞
[00:00:06.760 --> 00:00:10.800]  《聖經的事》就是約書亞的臨別贈言
[00:00:10.800 --> 00:00:12.560]  贈別的第二
[00:00:12.560 --> 00:00:16.920]  今天《生命說書家》網絡跟大家說一下這件事
[00:00:16.920 --> 00:00:19.280]  就是臨別贈言第二點
[00:00:19.280 --> 00:00:21.600]  就是物是奉別神
[00:00:21.600 --> 00:00:23.360]  這個物是奉別神
[00:00:23.360 --> 00:00:25.360]  不是直接經文來的
[00:00:25.360 --> 00:00:26.600]  是我改進去
[00:00:26.600 --> 00:00:30.000]  特別是這麼短的位置擺五個字
[00:00:30.000 --> 00:00:31.600]  物是奉別神
[00:00:31.600 --> 00:00:33.600]  是綜合了今天要說的話
[00:00:33.600 --> 00:00:36.480]  今天說的話比較短的
[00:00:36.480 --> 00:00:38.840]  那麼大家留意到
[00:00:38.840 --> 00:00:41.760]  就是一說到約書亞記
[00:00:41.760 --> 00:00:43.040]  次字都很長
[00:00:43.040 --> 00:00:44.160]  有半個小時
[00:00:44.160 --> 00:00:45.560]  哇!這麼長
[00:00:45.560 --> 00:00:47.840]  真的有些東西聽到很悶
[00:00:47.840 --> 00:00:48.960]  這次短一點
[00:00:48.960 --> 00:00:50.200]  是因為件事很長
[00:00:50.200 --> 00:00:51.520]  經文很長
[00:00:51.520 --> 00:00:54.000]  用的時間比較多
[00:00:54.000 --> 00:00:56.680]  好了 約書亞記臨別贈言
[00:00:56.680 --> 00:00:57.440]  就是第二
[00:00:57.440 --> 00:00:59.440]  物是奉別神
[00:00:59.440 --> 00:01:02.000]  約書亞記來到二十三章了
[00:01:02.000 --> 00:01:02.880]  是不是差不多了
[00:01:02.880 --> 00:01:05.600]  成卷約書亞記看完了
[00:01:05.600 --> 00:01:08.000]  可能我們平時少看一點的
[00:01:08.000 --> 00:01:09.760]  這次看完了
[00:01:09.760 --> 00:01:10.720]  厲害
[00:01:10.720 --> 00:01:11.400]  十四節
[00:01:11.400 --> 00:01:15.480]  「我現在要走世人必走的路」
[00:01:15.480 --> 00:01:17.640]  「你們是一心一意地知道」
[00:01:17.640 --> 00:01:22.960]  「耶和華你們神所應許賜福與你們的話」
[00:01:22.960 --> 00:01:24.600]  「沒有一句落空」
[00:01:24.600 --> 00:01:27.760]  「都應驗在你們身上了」
[00:01:27.760 --> 00:01:30.240]  約書亞說話雖然他年紀大
[00:01:30.240 --> 00:01:32.160]  都很厲害的
[00:01:32.160 --> 00:01:34.680]  其實做一個屬靈領袖
[00:01:34.680 --> 00:01:38.000]  能夠能言善道
[00:01:38.000 --> 00:01:40.040]  都是一個很重要的
[00:01:40.040 --> 00:01:42.320]  做領袖的條件
[00:01:42.320 --> 00:01:43.240]  好了
[00:01:43.240 --> 00:01:44.440]  約書亞就說了
[00:01:44.440 --> 00:01:47.880]  「我現在要走世人必走的路」
[00:01:47.880 --> 00:01:49.200]  那是什麼意思
[00:01:49.200 --> 00:01:51.000]  就是我快要死了
[00:01:51.000 --> 00:01:52.000]  我很老了
[00:01:52.000 --> 00:01:54.480]  就是個個都會走這條路了
[00:01:54.480 --> 00:01:58.280]  我的以前的老師
[00:01:58.280 --> 00:02:00.800]  又或者我以前的上司
[00:02:00.800 --> 00:02:03.880]  約摩西就走了
[00:02:03.880 --> 00:02:06.760]  摩西的哥哥阿倫又走了
[00:02:06.760 --> 00:02:09.440]  現在到我帶大家幾十年
[00:02:09.440 --> 00:02:11.320]  到現在分好地
[00:02:11.320 --> 00:02:12.920]  我都差不多要走了
[00:02:12.920 --> 00:02:15.320]  「走世人必走的路」
[00:02:15.320 --> 00:02:16.560]  看節目你都要記得
[00:02:16.560 --> 00:02:20.320]  你和我都會走世人必走的路的
[00:02:20.320 --> 00:02:22.920]  我都覺得我很快要走這條路了
[00:02:22.920 --> 00:02:23.920]  我都要走的了
[00:02:23.920 --> 00:02:25.400]  沒得抗拒的了
[00:02:25.400 --> 00:02:26.840]  於是問題就是
[00:02:26.840 --> 00:02:29.760]  預備好未呢
[00:02:29.760 --> 00:02:31.280]  回望的時候
[00:02:31.280 --> 00:02:32.920]  這一生人做了多少事
[00:02:32.920 --> 00:02:33.800]  這條路走了
[00:02:33.800 --> 00:02:36.560]  有沒有走了冤枉路呢
[00:02:36.560 --> 00:02:38.160]  有沒有浪費了時間呢
[00:02:38.160 --> 00:02:39.960]  有沒有一些事情還沒做呢
[00:02:39.960 --> 00:02:42.960]  現在我要走世人必走的路
[00:02:42.960 --> 00:02:45.120]  而你們還沒走完的
[00:02:45.120 --> 00:02:46.640]  還沒走完就要留意了
[00:02:46.640 --> 00:02:48.280]  還沒走完就要做什麼
[00:02:48.280 --> 00:02:52.000]  你要回想一心一意地知道
[00:02:52.000 --> 00:02:54.520]  其實是一個回想來的
[00:02:54.520 --> 00:02:56.360]  就是耶和華你們的神
[00:02:56.360 --> 00:02:59.600]  所應許賜福你們的說話
[00:02:59.600 --> 00:03:01.280]  是沒有一句落空
[00:03:01.280 --> 00:03:07.000]  所有應許都是確實是成就了的
[00:03:07.000 --> 00:03:08.200]  跟爸爸在香港
[00:03:08.200 --> 00:03:10.640]  我要將一個兒子給你
[00:03:10.640 --> 00:03:13.160]  我要將很多子孫給你
[00:03:13.160 --> 00:03:15.160]  我要將一塊地給你
[00:03:15.160 --> 00:03:17.200]  全部應驗
[00:03:17.200 --> 00:03:21.360]  跟著誰知道去了埃及做奴隸
[00:03:21.360 --> 00:03:24.320]  四百年是神預言的
[00:03:24.320 --> 00:03:25.600]  又應驗
[00:03:25.600 --> 00:03:27.840]  四百年是要出來又應驗
[00:03:27.840 --> 00:03:29.920]  於是就帶他們出來了
[00:03:29.920 --> 00:03:33.040]  就差遣僕人摩西帶他們出來
[00:03:33.040 --> 00:03:34.960]  跟著經過千辛萬苦
[00:03:34.960 --> 00:03:36.560]  進到應許之地
[00:03:36.560 --> 00:03:39.360]  又全部所講的都應驗
[00:03:39.360 --> 00:03:41.000]  然後分地給他們
[00:03:41.000 --> 00:03:44.280]  應驗了每人都有地方安居樂業
[00:03:44.280 --> 00:03:45.240]  昨天說的
[00:03:45.240 --> 00:03:50.320]  就四景平靜神讓他們休息了很多的日子
[00:03:50.320 --> 00:03:51.840]  現在約書亞就說
[00:03:51.840 --> 00:03:54.520]  我的時間都差不多了
[00:03:54.520 --> 00:03:56.760]  不能夠再陪大家一起走了
[00:03:56.760 --> 00:03:58.840]  那這條路我會先走一步
[00:03:58.840 --> 00:03:59.960]  那你們繼續
[00:03:59.960 --> 00:04:01.560]  記得 你知道嗎
[00:04:01.560 --> 00:04:03.320]  神對你們的說話
[00:04:03.320 --> 00:04:05.080]  全部沒有一句落空
[00:04:05.080 --> 00:04:07.400]  都應驗在你們身上
[00:04:07.400 --> 00:04:10.040]  所以這位神是確實的
[00:04:10.040 --> 00:04:13.600]  耶和華以色列的神是確實的
[00:04:13.600 --> 00:04:16.680]  好了 不過耶和華你們的神
[00:04:16.680 --> 00:04:21.080]  應許的一切福氣怎樣臨到你身上
[00:04:21.080 --> 00:04:29.600]  耶和華也可以照樣使個人的禍患臨到你們身上
[00:04:29.600 --> 00:04:34.720]  直到將你們從耶和華你們神所賜的那美地上
[00:04:34.720 --> 00:04:36.880]  除滅
[00:04:36.880 --> 00:04:38.880]  這句說話很重的
[00:04:38.880 --> 00:04:40.520]  第一樣要留意的
[00:04:40.520 --> 00:04:46.000]  好東西 我們含著甘索時出世
[00:04:46.000 --> 00:04:50.160]  又一來到就不用做什麼
[00:04:50.160 --> 00:04:52.320]  只是這樣哀哀 城倒了
[00:04:52.320 --> 00:04:54.160]  我們得了耶利哥城
[00:04:54.160 --> 00:04:57.320]  對付這個皇帝
[00:04:57.320 --> 00:04:58.480]  去打他不是皇帝
[00:04:58.480 --> 00:05:00.560]  這個皇 這個土皇的時候
[00:05:00.560 --> 00:05:02.920]  打他怎樣都不用打
[00:05:02.920 --> 00:05:06.120]  神差遣黃蜂將他們全部走掉
[00:05:06.120 --> 00:05:07.840]  全部死掉
