
[00:00:00.000 --> 00:00:05.680]  各位弟兄姊妹 各位朋友 平安
[00:00:05.680 --> 00:00:09.080]  不知道你相不相信
[00:00:09.080 --> 00:00:12.280]  好人有好報 惡人有惡報呢
[00:00:12.280 --> 00:00:17.320]  其實我們怎樣才知道
[00:00:17.320 --> 00:00:20.000]  好人有好報 惡人有惡報呢
[00:00:20.000 --> 00:00:23.360]  其實都不是很容易知道的
[00:00:23.360 --> 00:00:26.360]  我們比較容易看得到的就是
[00:00:26.360 --> 00:00:29.440]  好報和惡報
[00:00:29.440 --> 00:00:32.000]  即是那個人有好的遭遇
[00:00:32.000 --> 00:00:34.000]  我們就覺得他有好報
[00:00:34.000 --> 00:00:35.600]  那個人有不好的遭遇
[00:00:35.600 --> 00:00:37.240]  我們就覺得他有惡報
[00:00:37.240 --> 00:00:39.840]  那個人是好還是壞
[00:00:39.840 --> 00:00:41.000]  有多好有多壞
[00:00:41.000 --> 00:00:42.560]  其實我們都不是很清楚的
[00:00:42.560 --> 00:00:44.920]  又或者都是牽涉到一個判斷
[00:00:44.920 --> 00:00:53.600]  於是我們很容易會將判斷逆轉來看
[00:00:53.600 --> 00:00:57.440]  逆轉來看就容易處理一點
[00:00:57.440 --> 00:00:58.440]  逆轉來看就是怎樣呢
[00:00:58.440 --> 00:01:04.160]  就是我們見到有人有不好的事發生的時候
[00:01:04.160 --> 00:01:06.880]  我們就說他有惡報
[00:01:06.880 --> 00:01:09.720]  於是他應該是壞人
[00:01:09.720 --> 00:01:11.960]  有些好的事情發生在某些人身上的話
[00:01:11.960 --> 00:01:13.080]  我們見到他有好報
[00:01:13.080 --> 00:01:16.000]  於是我們就說他應該是好人
[00:01:16.000 --> 00:01:20.240]  這樣逆轉來看好像是容易一點
[00:01:20.240 --> 00:01:26.400]  我們常見的祖母社會教育
[00:01:26.400 --> 00:01:30.800]  或者是卡通片的麥當娜媽媽社會教育
[00:01:30.800 --> 00:01:32.600]  通常都是這樣說的
[00:01:32.600 --> 00:01:38.560]  「乖孫,你看看那個人,他被警察捉了」
[00:01:38.560 --> 00:01:42.280]  「他是壞人,你不要學他」
[00:01:42.280 --> 00:01:44.480]  乖孫就問
[00:01:44.480 --> 00:01:48.480]  「媽媽,為什麼你說他是壞人」
[00:01:48.480 --> 00:01:51.680]  「因為如果他不是壞人,他就不會被警察捉了」
[00:01:51.680 --> 00:01:54.200]  「怎樣都好,總之你不要學他」
[00:01:54.200 --> 00:02:00.240]  「最重要的就是不要學他」
[00:02:00.240 --> 00:02:07.720]  其實我們都很容易會這樣推論事情的
[00:02:07.720 --> 00:02:13.400]  於是我們將這個推論擴展到人生的際遇的時候
[00:02:13.400 --> 00:02:17.320]  我們大概都會好像約伯那些朋友那樣
[00:02:17.320 --> 00:02:22.040]  他們見到約伯遭遇橫禍的時候
[00:02:22.040 --> 00:02:27.760]  他們就跟約伯說「約伯,你還在吵什麼」
[00:02:27.760 --> 00:02:34.160]  「我們都沒見過有無辜的人會滅亡的」
[00:02:34.160 --> 00:02:37.840]  「我們都沒見過有正直的人會被剪除的」
[00:02:37.840 --> 00:02:42.240]  「所以今天你遭遇這樣的事情」
[00:02:42.240 --> 00:02:47.320]  「你還是想想自己做錯什麼比較好」
[00:02:47.320 --> 00:02:51.440]  我們將不好的狀況視之為懲罰
[00:02:51.440 --> 00:02:54.000]  連耶穌的門徒都是這樣想的
[00:02:54.000 --> 00:02:59.200]  你記不記得約翰福音曾經記載過一個片段
[00:02:59.200 --> 00:03:04.560]  在第九章開始的時候
[00:03:04.560 --> 00:03:07.480]  他們見到一個生來就失明的人
[00:03:07.480 --> 00:03:08.640]  門徒就問耶穌
[00:03:08.640 --> 00:03:14.200]  「拉比,這個人失明,是誰犯了罪呢」
[00:03:14.200 --> 00:03:19.200]  「是他犯了罪,還是他父母呢」
[00:03:19.200 --> 00:03:21.440]  所以我們見到有人有好報
[00:03:21.440 --> 00:03:23.800]  我們就會說「這個是好人」
[00:03:23.800 --> 00:03:25.480]  我們見到有人有惡報
[00:03:25.480 --> 00:03:28.560]  不好的事情我們就說「這個是壞人」
[00:03:28.560 --> 00:03:32.480]  有時連我們自己都是這樣去想自己的際遇
[00:03:32.480 --> 00:03:35.320]  當我們自己順風順水
[00:03:35.320 --> 00:03:38.640]  春風得意,人見人愛,車見車載
[00:03:38.640 --> 00:03:41.200]  身體健康,精神爽利
